id,data
"v1229",1
"v1230",3
"v1231",1
"v1232",3
"v1233",0
"v1234",3
"v1235",2
"v1236",1
"v1237",2
"v1238",4
"v1239",1
"v1240",4
"v1241",1
"v1242",2
"v1243",0
"v1244",0
"v1245",4
"v1246",2
"v1247",1
"v1248",2
"v1249",1
"v1250",3
"v1251",4
"v1252",1
"v1253",4
"v1254",0
"v1255",4
"v1256",3
"v1257",3
"v1258",3
"v1259",2
"v1260",3
"v1261",3
"v1262",3
"v1263",4
"v1264",1
"v1265",3
"v1266",1
"v1267",4
"v1268",0
"v1269",4
"v1270",1
"v1271",3
"v1272",1
"v1273",4
"v1274",4
"v1275",2
"v1276",1
"v1277",3
"v1278",1
"v1279",3
"v1280",3
"v1281",0
"v1282",3
"v1283",1
"v1284",1
"v1285",3
"v1286",2
"v1287",1
"v1288",1
"v1289",3
"v1290",3
"v1291",3
"v1292",0
"v1293",1
"v1294",3
"v1295",3
"v1296",4
"v1297",4
"v1298",3
"v1299",2
"v1300",2
"v1301",3
"v1302",3
"v1303",3
"v1304",0
"v1305",1
"v1306",0
"v1307",4
"v1308",2
"v1309",2
"v1310",4
"v1311",1
"v1312",0
"v1313",3
"v1314",3
"v1315",0
"v1316",4
"v1317",0
"v1318",3
"v1319",0
"v1320",0
"v1321",4
"v1322",0
"v1323",2
"v1324",2
"v1325",3
"v1326",2
"v1327",1
"v1328",4
"v1329",3
"v1330",0
"v1331",4
"v1332",0
"v1333",1
"v1334",4
"v1335",4
"v1336",3
"v1337",1
"v1338",3
"v1339",4
"v1340",2
"v1341",4
"v1342",0
"v1343",2
"v1344",0
"v1345",0
"v1346",2
"v1347",0
"v1348",4
"v1349",2
"v1350",1
"v1351",0
"v1352",1
"v1353",1
"v1354",0
"v1355",0
"v1356",2
"v1357",3
"v1358",0
"v1359",0
"v1360",0
"v1361",0
"v1362",2
"v1363",4
"v1364",3
"v1365",0
"v1366",1
"v1367",0
"v1368",0
"v1369",4
"v1370",2
"v1371",3
"v1372",3
"v1373",2
"v1374",1
"v1375",2
"v1376",4
"v1377",3
"v1378",0
"v1379",4
"v1380",2
"v1381",0
"v1382",0
"v1383",4
"v1384",1
"v1385",1
"v1386",4
"v1387",4
"v1388",2
"v1389",1
"v1390",3
"v1391",1
"v1392",4
"v1393",1
"v1394",0
"v1395",4
"v1396",0
"v1397",3
"v1398",2
"v1399",1
"v1400",1
"v1401",0
"v1402",3
"v1403",4
"v1404",2
"v1405",3
"v1406",1
"v1407",2
"v1408",0
"v1409",4
"v1410",1
"v1411",4
"v1412",0
"v1413",3
"v1414",2
"v1415",4
"v1416",4
"v1417",1
"v1418",1
"v1419",1
"v1420",0
"v1421",2
"v1422",3
"v1423",3
"v1424",0
"v1425",3
"v1426",1
"v1427",3
"v1428",1
"v1429",1
"v1430",3
"v1431",0
"v1432",2
"v1433",2
"v1434",3
"v1435",0
"v1436",3
"v1437",3
"v1438",0
"v1439",1
"v1440",1
"v1441",2
"v1442",4
"v1443",2
"v1444",4
"v1445",3
"v1446",3
"v1447",4
"v1448",1
"v1449",4
"v1450",2
"v1451",2
"v1452",3
"v1453",1
"v1454",2
"v1455",4
"v1456",4
"v1457",1
"v1458",4
"v1459",3
"v1460",0
"v1461",3
"v1462",1
"v1463",1
"v1464",0
"v1465",4
"v1466",2
"v1467",3
"v1468",1
"v1469",2
"v1470",1
"v1471",2
"v1472",0
"v1473",1
"v1474",4
"v1475",3
"v1476",0
"v1477",1
"v1478",0
"v1479",0
"v1480",4
"v1481",2
"v1482",1
"v1483",2
"v1484",4
"v1485",0
"v1486",4
"v1487",1
"v1488",0
"v1489",3
"v1490",4
"v1491",4
"v1492",2
"v1493",4
"v1494",1
"v1495",4
"v1496",0
"v1497",0
"v1498",2
"v1499",2
"v1500",2
"v1501",0
"v1502",1
"v1503",0
"v1504",0
"v1505",0
"v1506",1
"v1507",4
"v1508",0
"v1509",2
"v1510",3
"v1511",0
"v1512",1
"v1513",4
"v1514",2
"v1515",1
"v1516",1
"v1517",3
"v1518",0
"v1519",2
"v1520",0
"v1521",1
"v1522",1
"v1523",2
"v1524",4
"v1525",0
"v1526",0
"v1527",2
"v1528",3
"v1529",2
"v1530",3
"v1531",1
"v1532",1
"v1533",4
"v1534",3
"v1535",0
"v1536",4
"v1537",0
"v1538",2
"v1539",4
"v1540",2
"v1541",3
"v1542",0
"v1543",3
"v1544",4
"v1545",0
"v1546",1
"v1547",1
"v1548",0
"v1549",4
"v1550",1
"v1551",1
"v1552",1
"v1553",4
"v1554",0
"v1555",2
"v1556",3
"v1557",3
"v1558",1
"v1559",3
"v1560",4
"v1561",3
"v1562",3
"v1563",4
"v1564",2
"v1565",3
"v1566",0
"v1567",4
"v1568",2
"v1569",2
"v1570",2
"v1571",2
"v1572",2
"v1573",4
"v1574",3
"v1575",0
"v1576",4
"v1577",0
"v1578",1
"v1579",0
"v1580",3
"v1581",2
"v1582",0
"v1583",0
"v1584",2
"v1585",3
"v1586",3
"v1587",4
"v1588",4
"v1589",3
"v1590",0
"v1591",1
"v1592",0
"v1593",2
"v1594",2
"v1595",3
"v1596",4
"v1597",1
"v1598",4
"v1599",4
"v1600",2
"v1601",3
"v1602",0
"v1603",4
"v1604",2
"v1605",2
"v1606",4
"v1607",2
"v1608",4
"v1609",1
"v1610",2
"v1611",0
"v1612",4
"v1613",2
"v1614",1
"v1615",2
"v1616",4
"v1617",1
"v1618",4
"v1619",4
"v1620",3
"v1621",0
"v1622",3
"v1623",1
"v1624",3
"v1625",2
"v1626",0
"v1627",3
"v1628",2
"v1629",2
"v1630",1
"v1631",1
"v1632",1
"v1633",3
"v1634",4
"v1635",3
"v1636",2
"v1637",2
"v1638",1
"v1639",1
"v1640",1
"v1641",2
"v1642",3
"v1643",3
"v1644",0
"v1645",0
"v1646",4
"v1647",0
"v1648",2
"v1649",0
"v1650",1
"v1651",3
"v1652",1
"v1653",3
"v1654",0
"v1655",4
"v1656",1
"v1657",2
"v1658",3
"v1659",4
"v1660",1
"v1661",1
"v1662",2
"v1663",0
"v1664",1
"v1665",2
"v1666",1
"v1667",3
"v1668",4
"v1669",0
"v1670",2
"v1671",2
"v1672",1
"v1673",2
"v1674",2
"v1675",2
"v1676",4
"v1677",2
"v1678",0
"v1679",2
"v1680",3
"v1681",3
"v1682",4
"v1683",3
"v1684",2
"v1685",1
"v1686",0
"v1687",2
"v1688",0
"v1689",2
"v1690",2
"v1691",4
"v1692",4
"v1693",4
"v1694",4
"v1695",1
"v1696",0
"v1697",1
"v1698",1
"v1699",2
"v1700",3
"v1701",0
"v1702",4
"v1703",1
"v1704",4
"v1705",1
"v1706",1
"v1707",3
"v1708",1
"v1709",4
"v1710",0
"v1711",3
"v1712",1
"v1713",4
"v1714",0
"v1715",0
"v1716",1
"v1717",2
"v1718",2
"v1719",3
"v1720",0
"v1721",4
"v1722",4
"v1723",0
"v1724",3
"v1725",4
"v1726",1
"v1727",0
"v1728",3
"v1729",2
"v1730",2
"v1731",1
"v1732",3
"v1733",4
"v1734",2
"v1735",1
"v1736",0
"v1737",1
"v1738",0
"v1739",3
"v1740",2
"v1741",3
"v1742",4
"v1743",2
"v1744",4
"v1745",0
"v1746",3
"v1747",3
"v1748",1
"v1749",0
"v1750",3
"v1751",4
"v1752",2
"v1753",4
"v1754",0
"v1755",4
"v1756",2
"v1757",0
"v1758",2
"v1759",4
"v1760",0
"v1761",3
"v1762",2
"v1763",4
"v1764",0
"v1765",4
"v1766",1
"v1767",1
"v1768",3
"v1769",0
"v1770",2
"v1771",3
"v1772",3
"v1773",4
"v1774",3
"v1775",3
"v1776",3
"v1777",4
"v1778",1
"v1779",4
"v1780",4
"v1781",0
"v1782",2
"v1783",1
"v1784",4
"v1785",0
"v1786",0
"v1787",3
"v1788",0
"v1789",2
"v1790",3
"v1791",3
"v1792",1
"v1793",2
"v1794",3
"v1795",1
"v1796",3
"v1797",1
"v1798",2
"v1799",4
"v1800",0
"v1801",0
"v1802",3
"v1803",2
"v1804",1
"v1805",4
"v1806",1
"v1807",3
"v1808",2
"v1809",3
"v1810",4
"v1811",1
"v1812",3
"v1813",2
"v1814",3
"v1815",0
"v1816",4
"v1817",4
"v1818",3
"v1819",3
"v1820",2
"v1821",4
"v1822",2
"v1823",4
"v1824",2
"v1825",1
"v1826",3
"v1827",3
"v1828",4
"v1829",0
"v1830",4
"v1831",2
"v1832",4
"v1833",1
"v1834",3
"v1835",0
"v1836",3
"v1837",3
"v1838",1
"v1839",2
"v1840",2
"v1841",3
"v1842",0
"v1843",1
"v1844",0
"v1845",4
"v1846",3
"v1847",0
"v1848",3
"v1849",4
"v1850",4
"v1851",0
"v1852",1
"v1853",1
"v1854",0
"v1855",2
"v1856",0
"v1857",4
"v1858",0
"v1859",1
"v1860",4
"v1861",2
"v1862",4
"v1863",0
"v1864",1
"v1865",2
"v1866",1
"v1867",0
"v1868",4
"v1869",1
"v1870",0
"v1871",0
"v1872",0
"v1873",0
"v1874",4
"v1875",4
"v1876",3
"v1877",4
"v1878",4
"v1879",4
"v1880",4
"v1881",3
"v1882",0
"v1883",2
"v1884",2
"v1885",2
"v1886",2
"v1887",4
"v1888",2
"v1889",4
"v1890",4
"v1891",3
"v1892",2
"v1893",0
"v1894",0
"v1895",1
"v1896",1
"v1897",2
"v1898",0
"v1899",3
"v1900",1
"v1901",1
"v1902",4
"v1903",2
"v1904",3
"v1905",0
"v1906",2
"v1907",2
"v1908",0
"v1909",1
"v1910",1
"v1911",4
"v1912",0
"v1913",0
"v1914",3
"v1915",4
"v1916",2
"v1917",3
"v1918",2
"v1919",1
"v1920",3
"v1921",3
"v1922",1
"v1923",1
"v1924",1
"v1925",3
"v1926",1
"v1927",1
"v1928",2
"v1929",1
"v1930",4
"v1931",2
"v1932",4
"v1933",2
"v1934",0
"v1935",2
"v1936",0
"v1937",0
"v1938",2
"v1939",1
"v1940",2
"v1941",3
"v1942",2
"v1943",2
"v1944",1
"v1945",0
"v1946",1
"v1947",4
"v1948",4
"v1949",2
"v1950",4
"v1951",0
"v1952",1
"v1953",0
"v1954",1
"v1955",2
"v1956",4
"v1957",2
"v1958",3
"v1959",0
"v1960",4
"v1961",2
"v1962",3
"v1963",3
"v1964",4
"v1965",3
"v1966",2
"v1967",4
"v1968",1
"v1969",2
"v1970",1
"v1971",0
"v1972",2
"v1973",1
"v1974",0
"v1975",3
"v1976",2
"v1977",4
"v1978",4
"v1979",2
"v1980",2
"v1981",4
"v1982",2
"v1983",0
"v1984",1
"v1985",4
"v1986",4
"v1987",0
"v1988",0
"v1989",4
"v1990",2
"v1991",0
"v1992",0
"v1993",4
"v1994",0
"v1995",3
"v1996",2
"v1997",3
"v1998",2
"v1999",4
"v2000",3
"v2001",2
"v2002",0
"v2003",3
"v2004",2
"v2005",2
"v2006",1
"v2007",2
"v2008",2
"v2009",2
"v2010",3
"v2011",0
"v2012",0
"v2013",0
"v2014",1
"v2015",1
"v2016",4
"v2017",0
"v2018",2
"v2019",2
"v2020",0
"v2021",2
"v2022",4
"v2023",0
"v2024",0
"v2025",1
"v2026",3
"v2027",1
"v2028",2
"v2029",1
"v2030",0
"v2031",4
"v2032",2
"v2033",4
"v2034",3
"v2035",3
"v2036",3
"v2037",1
"v2038",2
"v2039",4
"v2040",1
"v2041",0
"v2042",2
"v2043",3
"v2044",4
"v2045",4
"v2046",4
"v2047",1
"v2048",2
"v2049",2
"v2050",0
"v2051",1
"v2052",1
"v2053",0
"v2054",4
"v2055",1
"v2056",4
"v2057",2
"v2058",0
"v2059",0
"v2060",1
"v2061",4
"v2062",1
"v2063",1
"v2064",0
"v2065",1
"v2066",4
"v2067",2
"v2068",2
"v2069",4
"v2070",3
"v2071",2
"v2072",0
"v2073",4
"v2074",4
"v2075",0
"v2076",2
"v2077",3
"v2078",3
"v2079",1
"v2080",1
"v2081",3
"v2082",2
"v2083",3
"v2084",3
"v2085",3
"v2086",4
"v2087",1
"v2088",3
"v2089",0
"v2090",1
"v2091",1
"v2092",0
"v2093",4
"v2094",0
"v2095",3
"v2096",0
"v2097",4
"v2098",1
"v2099",4
"v2100",0
"v2101",1
"v2102",2
"v2103",3
"v2104",3
"v2105",0
"v2106",1
"v2107",0
"v2108",2
"v2109",3
"v2110",0
"v2111",2
"v2112",0
"v2113",1
"v2114",0
"v2115",3
"v2116",2
"v2117",4
"v2118",0
"v2119",1
"v2120",4
"v2121",2
"v2122",4
"v2123",1
"v2124",4
"v2125",1
"v2126",1
"v2127",0
"v2128",1
"v2129",0
"v2130",2
"v2131",1
"v2132",0
"v2133",0
"v2134",4
"v2135",2
"v2136",3
"v2137",0
"v2138",3
"v2139",1
"v2140",1
