Person.id|Post.id|creationDate
6597069767242|412316862297|1294931031050
10995116278234|412316862297|1294936703272
10995116278353|412316862297|1294945564070
13194139533535|412316862297|1296945666878
13194139533653|412316862297|1296875137699
15393162789604|412316862297|1303992864815
17592186044551|412316862297|1308362169453
17592186045074|412316862297|1308526698131
17592186045865|412316862297|1307339343573
19791209300771|412316862297|1313733080901
21990232555611|412316862297|1321150214861
21990232556528|412316862297|1319152749731
21990232556650|412316862297|1321194387622
30786325578932|412316862297|1340269289843
30786325579247|412316862297|1339762487955
32985348833378|412316862297|1346707979917
32985348833438|412316862297|1343351801478
976|618475292520|1311297421351
1269|618475292520|1311335548515
6597069767242|618475292520|1311467556522
10995116278234|618475292520|1311497865058
10995116278353|618475292520|1311266704575
13194139533535|618475292520|1311582539745
13194139533653|618475292520|1311379913940
15393162789604|618475292520|1311580100276
17592186044551|618475292520|1311351583349
17592186045074|618475292520|1311572755531
17592186045865|618475292520|1311204428931
19791209300771|618475292520|1313710954039
21990232555611|618475292520|1321134150475
21990232556528|618475292520|1318971167838
21990232556650|618475292520|1321277414698
30786325578932|618475292520|1340124588050
30786325579247|618475292520|1339581909057
32985348833378|618475292520|1346913664954
32985348833438|618475292520|1343630589948
976|687194769281|1316743553014
32985348833378|481036339111|1347002148650
30786325579247|1030792153017|1343634489198
15393162789093|412316862470|1305516548880
15393162789787|481036339350|1304493417193
290|618475292843|1311928374011
1050|618475292843|1312257861928
1131|618475292843|1311835315627
1160|618475292843|1312025737212
2199023256744|618475292843|1312112195856
4398046512267|618475292843|1312111899116
6597069766846|618475292843|1311872223601
6597069766850|618475292843|1311897598650
6597069767067|618475292843|1312004167288
6597069767242|618475292843|1311963120754
6597069767572|618475292843|1311834441625
8796093023133|618475292843|1312297384435
8796093023897|618475292843|1311904878895
13194139534578|618475292843|1312140203807
13194139534853|618475292843|1312153986729
13194139534982|618475292843|1311901236777
15393162789787|618475292843|1312135558723
17592186045168|618475292843|1311915034455
17592186045408|618475292843|1312267323817
17592186045551|618475292843|1311826787629
19791209301454|618475292843|1313529810456
19791209301471|618475292843|1315567089870
19791209301519|618475292843|1311881400343
19791209301554|618475292843|1313164147623
21990232555850|618475292843|1317146659395
21990232556497|618475292843|1317682703955
24189255811116|618475292843|1326053306656
24189255812295|618475292843|1325332247911
26388279067047|618475292843|1329234081368
26388279068113|618475292843|1331116611814
28587302322548|618475292843|1337617105562
28587302323193|618475292843|1336751863495
28587302323441|618475292843|1332647289220
28587302323855|618475292843|1336040166604
30786325578056|618475292843|1341214599894
30786325578932|618475292843|1339238613743
32985348833548|618475292843|1344631458800
32985348833673|618475292843|1342026930769
6597069767067|618475292889|1313531279873
1131|274877909312|1284649614335
21990232556497|343597386164|1317964956610
24189255811116|343597386164|1325960052635
24189255812295|343597386164|1324875480873
318|962072676840|1341764879324
2199023255981|962072676840|1341709862647
2199023255981|755914246810|1336147252362
2199023256077|755914246810|1322611986370
2199023256530|755914246810|1325558788179
2199023257239|755914246810|1346121379555
10995116278353|755914246810|1332447803153
17592186044862|755914246810|1334771792884
30786325578932|755914246810|1344443407249
30786325579091|755914246810|1344868243209
318|755914246852|1335397701901
8796093023907|755914246852|1345202934002
21990232556771|755914246852|1333827876166
30786325579091|755914246852|1346050075480
2199023255981|481036339919|1309177276980
2199023256077|481036339919|1336254549556
2199023256530|481036339919|1313294054488
2199023257239|481036339919|1336078239175
6597069766733|481036339919|1311729546454
8796093023907|481036339919|1343405613641
10995116278353|481036339919|1337154443198
21990232556771|481036339919|1335021375730
26388279067669|481036339919|1338118425814
30786325578932|481036339919|1343377236442
30786325579091|481036339919|1339943494444
32985348834682|481036339919|1346581246449
2199023256530|481036339920|1312981782169
21990232556771|687194770154|1342484227368
6597069766733|687194770158|1323812867433
2199023257239|962072677121|1345583188138
6597069766733|962072677121|1341357711995
8796093023907|962072677121|1346683345415
10995116278353|962072677121|1344438025187
26388279067669|962072677121|1342328496402
30786325579091|962072677121|1343008866982
2199023256530|549755816709|1322829815179
318|687194770218|1328364935076
2199023255981|687194770218|1336512494036
2199023256077|687194770218|1340033826839
2199023256086|687194770218|1331129038891
17592186044862|687194770218|1325511949344
21990232556771|687194770218|1337823249905
2199023256077|687194770220|1339570466045
2199023256077|687194770222|1339569267288
2199023256086|687194770225|1331323276929
318|549755816789|1338987856577
2199023255981|549755816789|1320602378357
2199023256086|549755816789|1346505088090
2199023256530|549755816789|1315505756421
2199023257239|549755816789|1329761226722
10995116278353|549755816789|1334557629741
17592186044862|549755816789|1311804547301
21990232556771|549755816789|1333213267232
26388279067426|549755816789|1333827044779
26388279067669|549755816789|1331821083886
318|549755816798|1339330025560
2199023255981|549755816798|1320623800567
2199023256086|549755816798|1346627145794
2199023256530|549755816798|1315545111077
2199023257239|549755816798|1329772472317
10995116278353|549755816798|1334417386964
17592186044862|549755816798|1312083619815
21990232556771|549755816798|1333346707127
26388279067426|549755816798|1333534262726
26388279067669|549755816798|1331953858603
318|618475293553|1327898331805
318|893353200503|1347383080316
2199023255981|893353200503|1342838941942
2199023256086|893353200503|1343506780097
2199023256530|893353200503|1347090182499
6597069766733|893353200503|1346976498858
10995116278353|893353200503|1344455283318
17592186044862|893353200503|1347333779601
26388279067426|893353200503|1335638425002
30786325579091|893353200503|1345630741084
318|618475293583|1326701563764
2199023256077|618475293583|1318766088302
2199023257239|618475293583|1316253764581
8796093023907|618475293583|1332484237398
10995116278353|618475293583|1339136476536
17592186044862|618475293583|1346989921238
26388279067669|618475293583|1345985265112
30786325579091|618475293583|1339494238691
4398046511596|893353200601|1345934933561
6597069768236|893353200601|1341553118841
13194139533535|893353200601|1333319210656
26388279067734|893353200601|1334495570694
6597069768236|962072677366|1347246496634
13194139533535|962072677368|1346090851146
2199023256300|962072677383|1343346634394
26388279068081|962072677383|1340991396814
2199023256300|962072677395|1343662988008
26388279068081|962072677395|1340873477832
2199023256300|893353200669|1338747389180
6597069768236|893353200669|1340979066065
13194139533505|893353200669|1337341379366
17592186045864|893353200669|1338376807525
26388279067708|893353200669|1345866057355
26388279067734|893353200669|1343442888825
26388279068081|893353200669|1334567818837
318|1030792154511|1344314181475
459|1030792154511|1344207677550
668|1030792154511|1344481694660
2199023256086|1030792154511|1344394447922
2199023256881|1030792154511|1344175497457
4398046511332|1030792154511|1344275939490
4398046512603|1030792154511|1344278159301
6597069767341|1030792154511|1344492893771
6597069768320|1030792154511|1344284961918
8796093022647|1030792154511|1344325221852
8796093023550|1030792154511|1344181441497
8796093023851|1030792154511|1344215793157
13194139533817|1030792154511|1344504970613
13194139533859|1030792154511|1344430769008
13194139534076|1030792154511|1344178111019
15393162788906|1030792154511|1344263063888
15393162789219|1030792154511|1344189936052
15393162790223|1030792154511|1344227480298
17592186044862|1030792154511|1344225280302
17592186045078|1030792154511|1344401144089
17592186045551|1030792154511|1344302236131
17592186045981|1030792154511|1344224636024
19791209300631|1030792154511|1344157706480
21990232556180|1030792154511|1344555398593
24189255811638|1030792154511|1344310287296
26388279067534|1030792154511|1344447025202
26388279067560|1030792154511|1344363850285
26388279067708|1030792154511|1344170253557
26388279068177|1030792154511|1344200617925
26388279068275|1030792154511|1344410416952
28587302322689|1030792154511|1344210246836
28587302323035|1030792154511|1344714885298
28587302323701|1030792154511|1344217020224
30786325577960|1030792154511|1344206063655
30786325578585|1030792154511|1344211696306
30786325578600|1030792154511|1344273544322
30786325578794|1030792154511|1344159450083
30786325579109|1030792154511|1344436651906
32985348833670|1030792154511|1347526837682
32985348834723|1030792154511|1345200577289
17592186044862|755914247752|1324459558804
772|893353201490|1333965553125
998|893353201490|1333907135259
8796093022435|893353201490|1334100235374
13194139533574|755914248535|1324952984550
2199023256437|755914249034|1346748223135
8796093023000|755914249034|1343480701267
21990232555834|755914249034|1331632187231
28587302322372|755914249034|1342546656515
8796093023000|687194772308|1343216376038
26388279067625|687194772312|1342935384955
21990232555834|1030792156016|1346579734073
21990232555834|549755818873|1341949030346
345|755914249112|1332690137943
2199023256418|755914249112|1332690513685
2199023256437|755914249112|1343297172132
8796093023000|755914249112|1332928750548
21990232555834|755914249112|1324372914865
345|755914249114|1333010233676
4398046511667|893353202648|1337356207525
13194139533535|687194772455|1341512252013
30786325578932|687194772455|1342514158229
4398046511667|618475295725|1336021582761
19791209301592|618475295725|1339716370796
21990232556410|618475295725|1323772753924
21990232556410|893353202683|1345656208601
8796093023493|893353202685|1337353818098
13194139533535|893353202697|1333992775069
19791209301592|893353202697|1347055260270
21990232556410|893353202697|1337980732436
19791209301592|893353202698|1347139837446
4398046511667|893353202712|1336894827270
30786325578932|893353202733|1342821051635
30786325578932|893353202740|1343045829886
13194139533535|1030792156221|1346023201915
8796093023493|687194772579|1323844259375
6597069768211|687194772613|1327190235402
17592186045896|755914249396|1341443278552
21990232555524|824633726158|1331934583207
459|962072679638|1342931903356
459|962072679641|1343420790582
6597069768211|962072679641|1341687725441
2199023256456|1030792156420|1344960057334
4398046511596|824633726301|1326312962423
4398046512142|824633726301|1326326996311
4398046512267|824633726301|1326456113039
4398046512356|824633726301|1326532279810
6597069768236|824633726301|1326434061331
2199023256418|755914249593|1320915441985
32985348834824|755914249686|1345069159808
30786325578932|412316866280|1342385022823
26388279067066|824633726721|1344703218891
2199023256668|549755819778|1343261737195
344|549755819781|1312871374700
2199023256530|549755819781|1315049483633
2199023256668|549755819781|1343237726839
26388279067066|549755819781|1337496012291
318|1030792156938|1346676253956
344|1030792156938|1346840347305
30786325579394|1030792156938|1346728131820
1050|343597389622|1331361862462
2199023256530|1030792156992|1347436731024
26388279067066|1030792156992|1347276503727
318|412316866404|1330762518005
344|412316866404|1301555222517
2199023255936|412316866404|1338171500511
2199023256668|412316866404|1321462608644
4398046511904|412316866404|1307575042448
6597069768211|412316866404|1301840236004
10995116279452|412316866404|1303268722138
15393162790400|412316866404|1325243864585
17592186045238|412316866404|1337994236449
26388279066885|412316866404|1343442511456
26388279067066|412316866404|1340533072230
26388279067086|412316866404|1333976844820
318|755914250101|1345288659991
344|755914250101|1323676839492
1050|755914250101|1331128066458
2199023255936|755914250101|1330641844402
6597069768211|755914250101|1341449599705
15393162790400|755914250101|1344964316291
17592186044425|755914250101|1347258434264
17592186045238|755914250101|1324534630525
26388279067086|755914250101|1347277547970
15393162790400|687194773386|1338896768805
2199023255936|343597389724|1333312825673
344|343597389725|1340771815107
1050|343597389725|1309966851488
2199023255936|343597389725|1333371789821
2199023256668|343597389725|1320253157567
6597069768211|343597389725|1318579782629
10995116279452|343597389725|1340617849135
15393162790400|343597389725|1323068061754
17592186045238|343597389725|1341323933979
26388279066885|343597389725|1336447933771
30786325578932|343597389725|1345149878546
6597069768211|343597389727|1318513164007
344|687194773428|1334393512115
2199023255936|687194773428|1341651072940
2199023256668|687194773428|1344576052526
4398046511904|687194773428|1340267326939
8796093023560|687194773428|1339811544167
10995116279452|687194773428|1323543456289
26388279067066|687194773428|1339396490032
30786325579394|687194773428|1344438089859
318|687194773454|1333911091283
318|962072680430|1344764768497
344|962072680430|1343635162050
1050|962072680430|1343651367774
4398046511904|962072680430|1347098125356
26388279067066|962072680430|1339604346031
2199023256668|1030792157170|1343254329116
6597069767836|824633727031|1329436961684
24189255811801|412316866833|1327306139596
1564|412316866845|1345753564874
24189255811801|755914250549|1344007315213
6597069767149|755914250550|1326030368142
13194139533500|755914250550|1331733101370
13194139534076|755914250550|1330597389215
13194139534520|755914250550|1344023066545
15393162789569|755914250550|1336335355633
1564|687194773822|1320515352558
2199023255869|687194773822|1326864522448
4398046511257|687194773822|1324678562271
6597069768324|687194773822|1333726475922
15393162789569|687194773822|1339551140806
15393162790400|687194773822|1346672828465
19791209300631|687194773822|1333680859035
19791209301592|687194773822|1321908606812
24189255811801|687194773822|1327785369116
26388279067534|687194773822|1338666732057
30786325578938|687194773822|1343864298607
6597069768324|343597390165|1318658095369
15393162790400|343597390166|1329172068166
2199023255869|274877913442|1329641436661
4398046511257|274877913442|1309599937777
6597069767149|274877913442|1301355569214
6597069767836|274877913442|1344166306855
6597069768324|274877913442|1286864448163
13194139533500|274877913442|1327945384990
13194139534520|274877913442|1315569882211
15393162790400|274877913442|1325653203430
19791209300796|274877913442|1339848514884
19791209301592|274877913442|1323089304975
30786325578938|274877913442|1341533805354
30786325578938|274877913449|1341443653898
1564|962072680819|1342483029800
2199023255869|962072680819|1342730984086
13194139534520|962072680819|1345834327584
15393162789569|962072680819|1341817810078
19791209300631|962072680819|1339391841926
19791209300796|962072680819|1339362417231
4398046511257|962072680830|1342015087391
6597069767836|962072680830|1346487304158
13194139534076|962072680830|1345531236167
15393162789569|962072680830|1347329477805
15393162790400|962072680830|1347321946290
26388279066664|962072680830|1345245123196
26388279067534|962072680830|1346278957038
28587302322431|962072680830|1343278611712
30786325578938|962072680830|1346982372844
4398046511257|962072680831|1341579472570
1564|618475297168|1340312869112
4398046511257|618475297168|1315240507258
6597069767836|618475297168|1316527762657
6597069768324|618475297168|1334433355985
13194139534076|618475297168|1320334770567
15393162789569|618475297168|1316004223999
19791209300631|618475297168|1345087986410
19791209300796|618475297168|1335926779997
19791209301592|618475297168|1340569650948
24189255811801|618475297168|1331128959373
26388279067534|618475297168|1335751574897
19791209300796|1030792157620|1347082807807
2199023255869|755914250689|1326668452279
13194139533500|755914250689|1342699264599
15393162790400|755914250689|1329837204654
19791209300796|755914250689|1333952045114
26388279066664|755914250689|1346283217986
26388279067534|755914250689|1337455693007
2199023255869|893353204166|1342151500373
2199023255869|206158436824|1309186795235
4398046511257|206158436824|1291364800959
6597069767149|206158436824|1303883222468
13194139533500|206158436824|1315622410475
13194139534520|206158436824|1319649792711
15393162789569|206158436824|1334934796463
19791209300631|206158436824|1325116670386
19791209300796|206158436824|1313697591688
19791209301592|206158436824|1322755098328
26388279067534|206158436824|1339828543211
2199023255869|412316867043|1345554564251
1564|412316867044|1311866064638
2199023255869|412316867049|1345733782808
15393162789569|412316867050|1329689705571
28587302322431|962072680947|1343069925574
13194139533500|687194774030|1317821267804
1564|687194774032|1329745974110
2199023255869|687194774032|1337092195160
4398046511257|687194774032|1318766801410
6597069768324|687194774032|1330002787774
13194139533500|687194774032|1318040870875
13194139534076|687194774032|1333142373850
15393162790400|687194774032|1340950163362
19791209300796|687194774032|1334700233584
19791209301592|687194774032|1321204817556
24189255811801|687194774032|1346333084277
26388279066664|687194774032|1346988083945
26388279067534|687194774032|1339896508917
26388279067669|687194774032|1335528391740
1564|962072680981|1347190217883
4398046511257|962072680981|1347263670736
19791209300796|962072680981|1342581424972
1564|549755820570|1324758253573
19791209301592|962072681010|1342212169923
4398046511257|481036343874|1339843799263
1564|481036343879|1315188245490
4398046511257|481036343879|1340097198953
6597069767149|481036343879|1300230806742
6597069768324|481036343879|1331490875538
15393162790400|481036343879|1310154945939
19791209300796|481036343879|1336012056384
24189255811801|481036343879|1342134719206
26388279066664|481036343879|1336956521863
26388279067534|481036343879|1342876343967
15393162790400|481036343880|1310366278945
19791209301592|343597390411|1326916043616
6597069768324|343597390416|1346031248733
4398046511257|755914250839|1341764097557
28587302323441|1030792157913|1343200858308
2199023256816|755914250996|1334026820475
2199023257034|755914250996|1333956896605
4398046512696|755914250996|1331159404253
6597069766998|755914250996|1338724710325
19791209300796|618475297551|1334626338777
6597069766998|412316867353|1332697167226
21990232555524|412316867362|1329584317555
1564|412316867365|1334199089556
2199023256077|274877913940|1300014013561
2199023256816|274877913940|1310282512691
870|274877913952|1326056349800
1564|274877913952|1327216937434
2199023256077|274877913952|1299772572170
2199023256816|274877913952|1309993024611
4398046512696|274877913952|1335603117277
13194139534076|274877913952|1343269324524
15393162788906|274877913952|1319963545763
15393162789093|274877913952|1324485249849
15393162790400|274877913952|1343239048943
17592186044532|274877913952|1314641993258
17592186045497|274877913952|1345388499605
17592186046041|274877913952|1330378493046
19791209300317|274877913952|1319625565709
19791209300796|274877913952|1335529766240
21990232555524|274877913952|1344257890646
21990232555650|274877913952|1321429074472
21990232556299|274877913952|1324950007027
21990232556811|274877913952|1335964678979
26388279068009|274877913952|1330701951908
15393162790400|481036344173|1321008480265
17592186044897|481036344221|1332999880453
17592186045497|481036344221|1326304488343
1564|481036344222|1340156404391
2199023257034|481036344222|1341022739150
6597069766846|481036344222|1332005943821
6597069766998|481036344222|1335607573767
13194139534076|481036344222|1305255967388
13194139534451|481036344222|1329562279031
15393162788906|481036344222|1338820178319
15393162789093|481036344222|1345070762127
15393162790400|481036344222|1310177089557
17592186044532|481036344222|1314750184643
17592186044897|481036344222|1332796863443
17592186045497|481036344222|1326372756809
21990232555524|481036344222|1331977552054
28587302323175|481036344222|1339520236779
28587302323441|481036344222|1346995451450
26388279068009|687194774442|1342569352997
1564|618475297728|1343753354134
2199023257034|618475297728|1340358820904
6597069766846|618475297728|1314913596121
13194139534451|618475297728|1330791472967
15393162788906|618475297728|1316760350228
17592186044532|618475297728|1344924740751
17592186045497|618475297728|1329378990825
17592186046041|618475297728|1316085752072
19791209300796|618475297728|1329467057877
21990232555650|618475297728|1342657428808
24189255812295|618475297728|1327605040273
1564|618475297734|1343783668125
2199023257034|618475297734|1340236805681
6597069766846|618475297734|1315051237100
13194139534451|618475297734|1330963367102
15393162788906|618475297734|1316890479323
17592186044532|618475297734|1344638129905
17592186045497|618475297734|1329672327825
17592186046041|618475297734|1316041472069
19791209300796|618475297734|1329484272699
21990232555650|618475297734|1342603895414
24189255812295|618475297734|1327813453962
17592186044532|893353204705|1334873589494
2199023256077|274877914089|1332930993258
870|549755821056|1338214498367
21990232556299|549755821058|1335902682885
19791209301121|412316867633|1312658941721
17592186044868|893353204942|1346362617558
17592186045864|893353204942|1347156001757
19791209300507|893353204942|1339123898845
19791209301121|893353204942|1341428738409
19791209301121|893353204951|1341447112138
150|1030792158429|1344382227556
870|1030792158429|1346013912915
4398046511667|1030792158429|1346428778689
8796093023234|1030792158429|1346256988292
10995116278757|1030792158429|1345116375529
10995116279390|1030792158429|1346339462637
13194139534730|1030792158429|1346676572935
15393162790347|1030792158429|1345912514222
21990232556220|1030792158429|1344573367750
24189255811566|1030792158429|1345008452387
30786325578932|1030792158429|1344186295491
10995116278757|893353204993|1343065694242
15393162790347|893353204993|1341277445589
17592186044868|893353204993|1346434808869
19791209301121|893353204993|1341352197420
24189255811566|893353204993|1340457850163
24189255811663|893353204993|1342198553596
28587302323655|962072681738|1341989585595
26388279068206|962072681742|1342499132108
26388279068269|412316867880|1344101241044
26388279067952|893353205038|1337758537058
2199023257206|893353205045|1341785752941
4398046511177|893353205045|1346274168908
4398046512548|893353205045|1347329480769
6597069768211|893353205045|1337103848936
8796093023234|893353205045|1346543082000
2199023256236|893353205052|1341929076337
2199023256816|893353205052|1343914984496
2199023257206|893353205052|1341707280118
4398046511177|893353205052|1346090144725
6597069768211|893353205052|1337060332472
8796093023234|893353205052|1346615262136
15393162789093|893353205052|1335879934360
15393162789815|893353205052|1338448395097
17592186044868|893353205052|1344673382785
17592186045864|893353205052|1341358196924
24189255811566|893353205052|1344571430204
26388279066936|893353205052|1345586776669
26388279067625|893353205052|1344936421650
19791209300608|687194774877|1341655558847
19791209300961|687194774877|1322978114809
26388279067734|343597391245|1346226787429
870|412316867984|1316477295443
2199023256236|412316867984|1342217506143
2199023256472|412316867984|1326168472924
2199023257232|412316867984|1345794309148
4398046511177|412316867984|1310891449999
4398046511667|412316867984|1326205456042
4398046512142|412316867984|1346890864626
4398046512356|412316867984|1309156847009
4398046512548|412316867984|1328232347691
6597069768211|412316867984|1337333791612
8796093023234|412316867984|1303784635889
10995116278259|412316867984|1327753911098
10995116278757|412316867984|1337534968922
15393162789093|412316867984|1325412685425
17592186044868|412316867984|1326573171320
19791209300507|412316867984|1340299795424
19791209300608|412316867984|1330894427190
19791209300961|412316867984|1335485941102
19791209301121|412316867984|1345437788901
21990232556220|412316867984|1330302918786
24189255811566|412316867984|1342539829663
24189255811663|412316867984|1338503501955
26388279067734|412316867984|1337889090396
26388279067952|412316867984|1332826044704
26388279068206|412316867984|1344465347432
28587302322854|687194775111|1335478860258
30786325578585|687194775111|1341562397091
30786325578737|687194775111|1340613772175
30786325579121|687194775111|1339590154202
30786325579180|687194775111|1338709345505
15393162788893|687194775444|1319164762721
15393162788893|343597391889|1303462501788
15393162789575|343597391889|1302926029496
15393162789604|343597391889|1302587314671
15393162789769|343597391889|1305947473189
15393162789951|343597391889|1301957012760
17592186044868|343597391889|1310654573437
17592186044991|343597391889|1307832200839
17592186045405|343597391889|1307543171168
17592186045813|343597391889|1309349238888
19791209300831|343597391889|1314331474950
21990232555834|343597391889|1320612242824
21990232555940|343597391889|1319011034783
21990232556410|343597391889|1317859817546
21990232556476|343597391889|1319042030121
21990232556826|343597391889|1320958179170
21990232557079|343597391889|1319010682220
24189255811719|343597391889|1325848875704
24189255811940|343597391889|1326322912972
24189255812045|343597391889|1326388487862
24189255812629|343597391889|1321862784330
24189255812657|343597391889|1326351408530
24189255812733|343597391889|1326108416721
26388279067478|343597391889|1329633447312
26388279067708|343597391889|1330202433591
26388279067734|343597391889|1329783252328
26388279067796|343597391889|1329119216364
26388279067952|343597391889|1331494128126
26388279068275|343597391889|1331284909293
28587302322471|343597391889|1337516890763
28587302322854|343597391889|1335413631496
30786325578585|343597391889|1341680045777
30786325578737|343597391889|1340340333856
30786325579121|343597391889|1339319018236
30786325579180|343597391889|1338461824363
32985348833438|343597391889|1343432044492
32985348833548|343597391889|1344527732195
32985348833559|343597391889|1345737238174
32985348833653|343597391889|1344285627393
32985348834375|343597391889|1343510039406
32985348834824|343597391889|1344640955592
24189255812629|412316868671|1321560426653
17592186045813|893353206842|1335429368214
19791209300831|893353206842|1343454780163
17592186044868|893353206842|1341213522164
2199023256418|893353206842|1335783332719
6597069766678|893353206842|1335513153440
6597069767300|893353206842|1335510941843
32985348834096|893353206842|1343665412132
15393162790395|893353206842|1335759516724
32985348834824|893353206842|1345083955603
2199023255952|893353206842|1335868465326
2199023255981|893353206842|1335474994672
6597069766725|893353206842|1335980130856
15393162788893|893353206842|1335591512866
21990232556476|893353206842|1335800990527
150|893353206842|1335457422484
24189255811940|893353206842|1337150550978
1509|893353206842|1335774604998
21990232557097|893353206842|1343987714209
