Forum.id|Tag.id
274877907137|2926
274877907137|2953
274877907137|2954
274877907137|2974
274877907137|3035
274877907137|3107
274877907137|5170
274877907137|6365
274877907137|6395
274877907137|6819
274877907137|7029
274877907137|7507
274877907137|7538
274877907137|7570
274877907137|7938
274877907137|8476
274877907137|8713
274877907137|9170
274877907137|9261
274877907137|9376
274877907137|10047
274877907137|10115
274877907137|10469
274877907137|10588
274877907137|10982
274877907137|11486
274877907137|11564
412316860610|11564
481036337347|2867
687194767556|585
549755814085|11486
618475290823|3107
755914244296|2850
481036337353|2855
274877907146|2855
687194767563|2063
549755814092|585
755914244301|2069
274877907150|2850
1030792151247|1891
755914244304|812
962072674513|2953
824633721042|2842
549755814099|7029
824633721044|2914
274877907157|2797
343597383894|795
1030792151255|10115
824633721048|6819
412316860633|2841
481036337370|571
893353197787|2921
962072674524|3035
343597383901|9261
481036337375|1685
687194767584|143
687194767584|1022
687194767584|1024
687194767584|1525
687194767584|1668
687194767584|1671
687194767584|1953
687194767584|2042
687194767584|2079
687194767584|2108
687194767584|2779
687194767584|2789
687194767584|2830
687194767584|2875
687194767584|2983
687194767584|3020
687194767584|3037
687194767584|5159
687194767584|5316
687194767584|5594
687194767584|6367
687194767584|6413
687194767584|7582
687194767584|7761
687194767584|8655
687194767584|9058
687194767584|9661
687194767584|10749
687194767584|11250
687194767584|11537
687194767584|11944
687194767584|12296
755914244321|138
755914244321|144
755914244321|278
755914244321|795
755914244321|804
755914244321|1510
755914244321|1669
755914244321|1952
755914244321|1984
755914244321|1987
755914244321|2004
755914244321|2021
755914244321|2028
755914244321|2031
755914244321|2058
755914244321|2059
755914244321|2085
755914244321|2780
755914244321|2782
755914244321|2794
755914244321|2805
755914244321|2975
755914244321|3002
755914244321|3026
755914244321|3114
755914244321|4848
755914244321|5014
755914244321|5438
755914244321|6740
755914244321|6952
755914244321|7570
755914244321|9261
755914244321|11408
755914244321|13808
755914244321|15162
893353197794|2085
962072674531|795
1030792151270|4848
824633721063|2004
962072674536|795
1030792151273|1987
824633721067|1510
1030792151276|278
893353197806|139
893353197806|565
893353197806|1185
893353197806|1206
893353197806|1532
893353197806|1988
893353197806|2017
893353197806|2054
893353197806|3077
893353197806|4844
893353197806|9097
893353197806|9329
962072674544|2054
962072674545|1532
962072674546|1988
962072674547|1988
962072674548|3077
1030792151286|2017
1030792151287|1753
1030792151287|2777
1030792151287|2932
137438953726|2985
137438953726|4843
206158430463|206
206158430463|299
206158430463|449
206158430463|469
206158430463|545
206158430463|565
206158430463|573
206158430463|579
206158430463|596
206158430463|974
206158430463|1021
206158430463|1022
206158430463|1164
206158430463|1170
206158430463|1171
206158430463|1176
206158430463|1178
206158430463|1186
206158430463|1191
206158430463|1195
206158430463|1201
206158430463|1205
206158430463|1421
206158430463|1614
206158430463|1674
206158430463|1759
206158430463|1764
206158430463|1930
206158430463|1953
206158430463|1984
206158430463|1985
206158430463|2003
206158430463|2018
206158430463|2049
206158430463|2083
206158430463|2095
206158430463|2118
206158430463|2787
206158430463|2797
206158430463|2823
206158430463|2848
206158430463|2895
206158430463|2928
206158430463|2959
206158430463|2966
206158430463|2973
206158430463|3024
206158430463|3026
206158430463|3048
206158430463|3070
206158430463|3111
206158430463|4849
206158430463|5078
206158430463|5117
206158430463|5159
206158430463|5191
206158430463|5192
206158430463|5258
206158430463|6395
206158430463|6418
206158430463|6945
206158430463|7580
206158430463|7683
206158430463|9036
206158430463|9084
206158430463|9170
206158430463|9177
206158430463|9477
206158430463|11254
206158430463|11375
206158430463|11408
206158430463|11531
206158430463|11743
206158430463|14036
206158430464|193
274877907201|145
274877907201|146
274877907201|196
274877907201|291
274877907201|297
274877907201|416
274877907201|776
274877907201|778
274877907201|787
274877907201|974
274877907201|1177
274877907201|1206
274877907201|1454
274877907201|1615
274877907201|1680
274877907201|1733
274877907201|1762
274877907201|1930
274877907201|1985
274877907201|1987
274877907201|1990
274877907201|2003
274877907201|2028
274877907201|2031
274877907201|2046
274877907201|2059
274877907201|2065
274877907201|2119
274877907201|2777
274877907201|2782
274877907201|2790
274877907201|2807
274877907201|2830
274877907201|2891
274877907201|2894
274877907201|2907
274877907201|2914
274877907201|2919
274877907201|2924
274877907201|2931
274877907201|2947
274877907201|2953
274877907201|2979
274877907201|3037
274877907201|3071
274877907201|3072
274877907201|3079
274877907201|5114
274877907201|5129
274877907201|5159
274877907201|6038
274877907201|6367
274877907201|6368
274877907201|6377
274877907201|6459
274877907201|6982
274877907201|7012
274877907201|7380
274877907201|7587
274877907201|8841
274877907201|9474
274877907201|9477
274877907201|10037
274877907201|10460
274877907201|12062
274877907201|14836
412316860674|280
412316860674|284
412316860674|448
412316860674|540
412316860674|806
412316860674|1028
412316860674|1185
412316860674|1615
412316860674|1644
412316860674|1984
412316860674|1985
412316860674|2779
412316860674|2799
412316860674|2826
412316860674|2878
412316860674|2890
412316860674|2945
412316860674|3004
412316860674|3010
412316860674|3083
412316860674|5156
412316860674|5158
412316860674|5854
412316860674|6071
412316860674|6377
412316860674|6658
412316860674|6962
412316860674|6990
412316860674|7534
412316860674|14189
412316860674|14956
412316860675|470
412316860675|544
412316860675|566
412316860675|567
412316860675|778
412316860675|973
412316860675|1180
412316860675|1529
412316860675|1545
412316860675|1675
412316860675|1753
412316860675|1758
412316860675|1762
412316860675|1863
412316860675|1985
412316860675|1991
412316860675|2011
412316860675|2022
412316860675|2025
412316860675|2075
412316860675|2082
412316860675|2083
412316860675|2779
412316860675|2785
412316860675|2790
412316860675|2791
412316860675|2806
412316860675|2826
412316860675|2905
412316860675|2911
412316860675|2919
412316860675|2930
412316860675|2938
412316860675|2939
412316860675|2985
412316860675|3011
412316860675|3041
412316860675|3076
412316860675|3095
412316860675|3103
412316860675|5085
412316860675|5152
412316860675|5176
412316860675|6387
412316860675|6674
412316860675|6679
412316860675|6890
412316860675|6982
412316860675|7125
412316860675|7555
412316860675|7594
412316860675|7610
412316860675|9319
412316860675|11254
1030792151300|11254
481036337413|567
549755814150|2791
481036337415|7594
549755814153|2011
893353197834|6387
412316860683|6387
1030792151309|5085
481036337423|1545
687194767632|3041
755914244370|2785
755914244373|2791
824633721110|2083
962072674584|7610
893353197849|2785
481036337434|973
481036337435|132
824633721116|132
755914244381|132
549755814174|132
893353197855|132
755914244385|132
618475290914|132
893353197859|132
1030792151332|132
1030792151333|132
618475290918|132
687194767655|132
481036337448|132
893353197865|132
687194767659|132
893353197868|132
618475290926|132
549755814192|132
755914244401|179
755914244401|416
755914244401|566
755914244401|582
755914244401|778
755914244401|785
755914244401|1032
755914244401|1767
755914244401|1771
755914244401|1987
755914244401|2018
755914244401|2048
755914244401|2782
755914244401|2794
755914244401|2871
755914244401|2925
755914244401|2991
755914244401|3022
755914244401|3068
755914244401|5070
755914244401|5191
755914244401|6363
755914244401|6372
755914244401|6663
755914244401|6674
755914244401|6743
755914244401|6962
755914244401|7514
755914244401|7543
755914244401|7587
755914244401|7620
755914244401|9095
755914244401|9299
755914244401|9310
893353197874|6743
893353197877|1032
1030792151351|566
1030792151352|566
1030792151354|6743
1030792151355|1032
1030792151357|566
962072674622|138
962072674622|206
962072674622|565
962072674622|587
962072674622|776
962072674622|778
962072674622|796
962072674622|976
962072674622|1207
962072674622|1444
962072674622|1547
962072674622|1667
962072674622|1681
962072674622|1996
962072674622|2077
962072674622|2085
962072674622|2785
962072674622|2788
962072674622|2816
962072674622|2838
962072674622|2869
962072674622|5192
962072674622|6385
962072674622|6409
962072674622|7594
962072674622|9317
962072674622|9474
1030792151361|1547
1030792151362|6385
1099511628099|2077
962072674629|138
962072674629|2014
962072674629|2794
962072674629|2809
962072674629|2822
962072674629|4851
962072674629|6968
962072674629|9272
962072674629|11875
962072674629|13818
1030792151366|11875
1030792151370|9272
1030792151371|2822
1030792151372|13818
1030792151373|282
1030792151373|458
1030792151373|565
1030792151373|570
1030792151373|776
1030792151373|806
1030792151373|1027
1030792151373|1758
1030792151373|1984
1030792151373|1993
1030792151373|2041
1030792151373|2062
1030792151373|2076
1030792151373|2121
1030792151373|2794
1030792151373|2803
1030792151373|2813
1030792151373|2850
1030792151373|2857
1030792151373|2858
1030792151373|2863
1030792151373|2876
1030792151373|2882
1030792151373|2997
1030792151373|3013
1030792151373|3025
1030792151373|3066
1030792151373|5132
1030792151373|5418
1030792151373|5848
1030792151373|6375
1030792151373|6980
1030792151373|7032
1030792151373|9195
1030792151373|10028
1030792151377|3013
339|139
339|278
339|522
339|524
339|598
339|801
339|807
339|973
339|1180
339|1614
339|1763
339|1764
339|1909
339|1953
339|1986
339|1992
339|2000
339|2001
339|2018
339|2048
339|2083
339|2782
339|2783
339|2801
339|2817
339|2827
339|2830
339|2836
339|2961
339|3072
339|3095
339|3109
339|4895
339|5013
339|5147
339|5303
339|5702
339|6363
339|6413
339|6945
339|7009
339|7015
339|7520
339|9146
339|9436
339|10782
343597384020|1764
549755814229|9146
137438953814|3095
68719477079|9436
824633721178|2827
824633721179|3109
962072674652|3109
549755814237|1764
137438953822|3072
824633721184|2836
1030792151393|801
354|9436
1030792151395|1763
1030792151396|2783
481036337509|3109
343597384038|1180
481036337511|7015
274877907304|801
962072674665|2836
68719477098|2783
137438953835|1986
549755814252|2817
274877907309|1992
481036337518|3072
618475290991|2836
343597384048|598
206158430577|5303
137438953843|5702
618475290996|2000
962072674677|1614
68719477110|458
68719477110|564
68719477110|2016
68719477110|2784
68719477110|7032
68719477110|7582
68719477111|1893
68719477111|2830
68719477111|7534
68719477111|7542
343597384057|7534
549755814267|7542
206158430588|7534
137438953853|7542
137438953854|7534
1030792151423|7534
68719477120|7534
824633721217|7542
687194767746|7542
618475291011|2830
893353197956|1893
481036337541|1893
343597384070|7534
962072674695|7542
962072674697|7534
68719477130|2830
412316860811|7542
687194767756|7542
893353197965|7542
206158430606|7542
755914244495|1893
137438953872|7534
274877907345|2830
824633721234|7542
1030792151443|7542
549755814292|1893
1030792151445|2830
481036337558|2830
687194767767|1893
687194767768|7542
137438953881|1329
481036337562|1799
481036337562|2813
481036337562|2896
481036337562|2900
481036337562|3049
481036337562|3084
481036337562|5303
481036337562|6704
481036337562|7777
481036337562|8107
481036337562|9326
481036337562|9548
481036337562|11541
549755814299|1
549755814299|3108
549755814299|9477
893353197980|1
824633721245|1
962072674718|3108
824633721247|1
962072674721|3108
893353197986|9477
962072674724|3108
962072674725|9477
687194767783|1
755914244520|1
618475291049|9477
618475291050|1
893353197995|3108
893353197996|9477
893353197997|9477
1030792151470|3108
549755814320|1
618475291057|643
618475291057|8965
618475291058|6
618475291058|449
618475291058|575
618475291058|588
618475291058|778
618475291058|782
618475291058|790
618475291058|973
618475291058|974
618475291058|1022
618475291058|1153
618475291058|1180
618475291058|1188
618475291058|1191
618475291058|1410
618475291058|1615
618475291058|1940
618475291058|1984
618475291058|1995
618475291058|2023
618475291058|2031
618475291058|2041
618475291058|2044
618475291058|2048
618475291058|2054
618475291058|2057
618475291058|2115
618475291058|2880
618475291058|2922
618475291058|3019
618475291058|4849
618475291058|5132
618475291058|6365
618475291058|6368
618475291058|6413
618475291058|6945
618475291058|6964
618475291058|7015
618475291058|7380
618475291058|9063
618475291058|9170
618475291058|9474
618475291058|11250
618475291058|11377
618475291058|11577
687194767795|60
687194767795|62
687194767795|196
687194767795|441
687194767795|458
687194767795|472
687194767795|565
687194767795|589
687194767795|595
687194767795|597
687194767795|796
687194767795|803
687194767795|812
687194767795|1031
687194767795|1198
687194767795|1200
687194767795|1444
687194767795|1545
687194767795|1548
687194767795|1667
687194767795|1671
687194767795|1676
687194767795|1677
687194767795|1680
687194767795|1683
687194767795|1684
687194767795|1764
687194767795|1770
687194767795|1864
687194767795|1908
687194767795|1952
687194767795|1954
687194767795|2053
687194767795|2099
687194767795|2120
687194767795|2778
687194767795|2810
687194767795|2858
687194767795|2880
687194767795|2903
687194767795|2988
687194767795|2989
687194767795|3001
687194767795|3009
687194767795|3049
687194767795|3074
687194767795|3102
687194767795|3108
687194767795|5097
687194767795|5115
687194767795|5120
687194767795|5133
687194767795|5158
687194767795|5848
687194767795|6383
687194767795|6949
687194767795|7534
687194767795|7555
687194767795|9174
687194767795|9258
687194767795|11365
687194767795|11875
687194767795|12273
687194767795|12296
687194767795|13818
687194767795|14846
893353198004|0
893353198005|6
893353198005|575
893353198005|775
893353198005|1197
893353198005|1206
893353198005|1454
893353198005|2023
893353198005|2030
893353198005|2044
893353198005|3034
893353198005|3093
893353198005|6413
1030792151478|1454
1030792151480|2023
962072674745|3093
962072674748|575
1030792151485|575
1030792151486|459
1030792151486|544
1030792151486|1025
1030792151486|1930
1030792151486|1993
1030792151486|2022
1030792151486|2032
1030792151486|2094
1030792151486|2812
1030792151486|2846
1030792151486|2995
1030792151486|3008
1030792151486|3046
1030792151486|5307
1030792151486|5872
1030792151486|6980
1030792151486|6990
1030792151486|7380
1030792151486|7393
1030792151486|7411
1030792151486|7564
1030792151486|7594
1030792151486|12973
1030792151486|13750
1030792151487|438
1030792151487|581
1030792151487|808
1030792151487|1154
1030792151487|1677
1030792151487|1996
1030792151487|2006
1030792151487|2073
1030792151487|2799
1030792151487|2893
1030792151487|2942
1099511628225|2893
1030792151491|808
274877907398|543
481036337607|0
481036337607|775
481036337607|780
481036337607|788
481036337607|1995
481036337607|2001
481036337607|2017
481036337607|2032
481036337607|2040
481036337607|2106
481036337607|2122
481036337607|2790
481036337607|2810
481036337607|2814
481036337607|2830
481036337607|2870
481036337607|2891
481036337607|2900
481036337607|3002
481036337607|3016
481036337607|3081
481036337607|5614
481036337607|5797
481036337607|5864
481036337607|6369
481036337607|6399
481036337607|6448
481036337607|6747
481036337607|6825
481036337607|6981
481036337607|7582
481036337607|9063
481036337607|9261
481036337607|9383
481036337607|9431
481036337607|10385
481036337607|11888
481036337607|12296
549755814344|780
1030792151499|2790
618475291084|2830
824633721293|2891
618475291087|2810
687194767824|775
1030792151505|2040
962072674771|775
549755814356|9383
893353198038|6369
549755814359|2122
893353198040|3081
962072674777|788
481036337627|2040
962072674780|5614
549755814366|140
549755814366|458
549755814366|469
549755814366|781
549755814366|1021
549755814366|1025
549755814366|1174
549755814366|1187
549755814366|1197
549755814366|1410
549755814366|1470
549755814366|1678
549755814366|1680
549755814366|1768
549755814366|1953
549755814366|1987
549755814366|1990
549755814366|1994
549755814366|1995
549755814366|2004
549755814366|2047
549755814366|2059
549755814366|2067
549755814366|2081
549755814366|2110
549755814366|2796
549755814366|2798
549755814366|2844
549755814366|2850
549755814366|2861
549755814366|2912
549755814366|2915
549755814366|2961
549755814366|2998
549755814366|3029
549755814366|3048
549755814366|3049
549755814366|3052
549755814366|3082
549755814366|5085
549755814366|5106
549755814366|5644
549755814366|6439
549755814366|6733
549755814366|6753
549755814366|6835
549755814366|6976
549755814366|6980
549755814366|7509
549755814366|7596
549755814366|7948
549755814366|8167
549755814366|8651
549755814366|9161
549755814366|9317
549755814366|10988
549755814366|11399
549755814366|11410
549755814366|12711
549755814366|14681
824633721311|3049
824633721312|458
618475291105|1768
824633721314|6976
687194767843|2067
824633721316|1470
618475291110|6439
755914244583|1768
687194767849|1678
687194767850|10988
824633721323|2961
824633721325|2998
687194767854|1197
1030792151536|1187
549755814385|561
549755814385|566
618475291122|139
618475291122|144
618475291122|459
618475291122|1179
618475291122|1180
618475291122|1460
618475291122|1909
618475291122|1985
618475291122|2046
618475291122|2053
618475291122|2068
618475291122|2075
618475291122|2788
618475291122|2814
618475291122|2818
618475291122|3003
618475291122|7522
618475291122|12256
824633721331|592
824633721331|1022
824633721331|1171
824633721331|1534
824633721331|1674
824633721331|1952
824633721331|1986
824633721331|2047
824633721331|2778
824633721331|2794
824633721331|2805
824633721331|2857
824633721331|2867
824633721331|6433
824633721331|6962
824633721331|7523
824633721331|10432
824633721331|11410
68719477238|2
137438953975|2
824633721337|2
481036337658|2
274877907451|2
206158430716|2
481036337661|2
962072674814|2
137438953983|2
687194767872|2
549755814401|2
274877907458|2
824633721347|2
618475291140|2
68719477253|2
343597384198|2
343597384199|2
962072674824|2
824633721353|2
137438953994|2
137438953995|2
687194767884|2
549755814413|2
137438953998|2
274877907471|2
618475291152|2
343597384209|2
1030792151570|2
824633721363|2
343597384212|2
962072674837|2
274877907478|2
412316860951|283
412316860951|441
412316860951|1990
412316860951|2022
412316860951|2787
412316860951|2807
412316860951|2812
412316860951|2821
412316860951|2832
412316860951|2848
412316860951|2883
412316860951|2900
412316860951|2901
412316860951|2945
412316860951|3090
412316860951|5182
412316860951|5184
412316860951|5193
412316860951|5466
412316860951|5744
412316860951|5785
412316860951|6101
412316860951|6252
412316860951|6377
412316860951|6933
412316860951|7416
412316860951|7524
412316860951|7544
412316860951|7892
412316860951|8419
412316860951|8566
412316860951|8675
412316860951|9428
412316860951|9602
412316860951|9635
412316860951|10527
412316860951|10768
412316860951|11129
412316860951|14068
412316860951|14313
412316860951|14527
412316860951|15771
412316860952|59
412316860952|138
412316860952|543
412316860952|592
412316860952|1152
412316860952|1170
412316860952|1410
412316860952|1533
412316860952|1670
412316860952|1998
412316860952|2058
412316860952|2777
412316860952|2780
412316860952|2790
412316860952|2823
412316860952|2855
412316860952|2965
412316860952|6438
412316860952|6954
412316860952|6962
412316860952|7005
412316860952|7327
412316860952|9329
481036337689|566
481036337689|1022
481036337689|1615
481036337689|1984
481036337689|2011
481036337689|2031
481036337689|2089
481036337689|2784
481036337689|2793
481036337689|3034
481036337689|3047
481036337689|5184
481036337689|5753
481036337689|9058
481036337689|10420
549755814426|139
549755814426|205
549755814426|580
549755814426|595
549755814426|798
549755814426|978
549755814426|1200
549755814426|1590
549755814426|1670
549755814426|1758
549755814426|1984
549755814426|1995
549755814426|2014
549755814426|2063
549755814426|2078
549755814426|2097
549755814426|2779
549755814426|2827
549755814426|2847
549755814426|2886
549755814426|2892
549755814426|2935
549755814426|3057
549755814426|5158
549755814426|5742
549755814426|6383
549755814426|6404
549755814426|6440
549755814426|7030
549755814426|7239
549755814426|7795
549755814426|9609
549755814426|10417
549755814426|14410
549755814426|15317
687194767899|1670
687194767900|2097
755914244638|2886
755914244639|2847
755914244641|7030
755914244642|14410
