Person.id|Place.id
6597069767067|537
6597069767377|257
21990232556166|276
24189255811234|965
26388279067147|1164
28587302322809|487
4398046511884|642
8796093022409|1416
19791209300151|708
32985348833887|324
102|1205
987|1266
4398046511467|1101
6597069766938|1197
8796093022368|826
19791209300787|1271
24189255811817|165
32985348833931|951
367|180
465|346
10995116278730|491
13194139533817|769
15393162789401|1189
19791209299993|1177
19791209300961|413
24189255811455|810
24189255811906|636
26388279067532|1381
28587302322431|597
32985348834013|536
8796093022647|1194
8796093022909|525
15393162789112|1345
17592186045005|541
19791209300143|425
21990232556491|338
24189255811746|1379
26388279066738|930
26388279066989|363
28587302322553|1386
28587302322565|745
318|1204
2199023255558|411
4398046511734|559
4398046511962|1156
15393162789489|1254
21990232555586|177
21990232556410|662
24189255811155|853
24189255811164|1322
238|1410
2199023256277|550
17592186044494|1151
30786325578568|750
32985348833546|1364
6597069766693|407
6597069766846|958
8796093022325|1005
10995116278031|618
10995116278234|118
13194139534185|520
15393162788922|1208
15393162789792|259
21990232555934|289
24189255811099|1282
32985348833536|1136
2199023256298|1018
8796093022938|167
10995116278264|223
10995116278320|1394
13194139533533|488
19791209300463|348
24189255811315|1404
28587302322250|235
28587302322865|876
30786325578711|1251
4398046511779|554
10995116278468|1370
13194139533584|255
13194139534279|824
15393162789009|906
19791209300882|1295
28587302322247|1321
6597069767061|484
13194139533505|385
17592186044868|411
21990232556482|422
24189255811254|1411
32985348833548|1182
4398046511593|1189
6597069766659|866
6597069767398|1032
15393162789249|172
17592186044857|403
19791209300608|972
21990232556220|1452
26388279067571|1242
28587302322308|1122
32985348833865|427
32985348833890|1439
32985348834053|904
378|608
2199023256437|598
4398046511424|898
8796093022492|1425
8796093023133|978
10995116277765|1014
21990232556010|274
21990232556299|664
26388279067358|418
26388279067551|226
35184372089323|586
2199023256049|123
4398046511587|981
6597069767415|1011
13194139533834|240
15393162789093|1345
15393162789604|651
21990232555611|126
28587302322294|1130
30786325577752|388
30786325578617|827
976|305
2199023256236|393
6597069766733|605
8796093022297|280
13194139533391|1292
13194139533757|1160
19791209300178|445
24189255811227|1321
24189255812053|1017
26388279066936|398
2199023256427|270
8796093022983|460
13194139534142|267
15393162789228|1326
17592186045133|185
19791209300595|764
26388279067560|1203
28587302322950|1093
2199023256031|1050
4398046511757|1017
6597069766678|699
6597069766944|1160
10995116278142|1042
13194139533574|960
15393162789189|1088
17592186044551|164
21990232555851|1107
28587302322616|1203
28587302322760|837
454|596
6597069766821|126
8796093022611|366
15393162789514|290
21990232555639|443
24189255811574|1055
28587302322814|844
35184372089375|1086
94|135
2199023255922|308
4398046511389|980
4398046511596|495
8796093022661|212
8796093022887|399
15393162789219|1195
17592186044425|510
19791209299984|1284
19791209300147|426
24189255811381|1360
24189255811677|1248
26388279067047|1186
28587302322631|1329
32985348834107|512
8796093022410|1342
8796093022928|463
10995116278291|599
17592186045096|819
26388279066869|1300
28587302322817|1278
30786325578057|1381
30786325578676|1086
32985348833313|969
2199023256388|592
4398046511684|1398
8796093022963|342
17592186045093|762
17592186045382|1087
19791209300004|255
19791209300167|779
24189255811358|769
24189255811643|1047
26388279066791|117
32985348833995|209
459|1239
2199023255663|380
8796093022665|844
10995116278113|499
10995116278647|1264
19791209300851|451
21990232556472|791
26388279067585|1307
30786325578513|1242
2199023255936|510
10995116278396|347
15393162788906|966
17592186045168|1009
19791209300081|161
19791209300793|936
19791209300814|199
21990232555683|1100
250|273
6597069767184|716
8796093022445|383
8796093023000|461
10995116277907|203
19791209300443|857
21990232556433|1192
24189255811801|1093
26388279067472|596
26388279067478|481
28587302322753|1257
28587302323054|1292
30786325578585|773
2199023255817|1385
2199023255855|1037
8796093022582|570
17592186044461|1264
19791209300483|767
21990232555834|823
24189255811275|335
28587302322286|880
30786325578088|280
30786325578383|121
4398046511396|957
8796093022749|669
8796093022789|1066
10995116278541|1348
13194139533984|1253
13194139534154|163
15393162789529|165
19791209300405|1314
28587302323035|262
30786325578292|647
30786325578525|436
32985348834092|1306
2199023256459|1050
6597069767013|944
6597069767300|831
15393162789578|257
19791209300021|764
21990232556141|944
26388279066868|1429
28587302322499|1205
13194139534191|388
15393162789696|883
15393162789787|1178
30786325577992|1364
30786325578060|357
2199023255953|621
6597069767464|254
6597069767470|1140
8796093022541|1145
10995116278652|267
15393162789850|941
17592186044686|1109
24189255811707|491
26388279067183|120
30786325577774|750
2199023256472|978
13194139534141|1374
15393162788893|452
21990232555617|172
26388279066664|588
30786325578286|1317
6597069767433|1447
17592186045334|1374
19791209300020|678
21990232555658|807
21990232556469|947
267|639
2199023256097|608
4398046511163|227
4398046511700|1105
6597069767226|184
10995116277995|652
13194139533320|958
13194139533366|131
13194139533653|117
15393162789699|183
19791209300479|328
30786325578194|135
32985348834027|174
32985348834174|1417
2199023255685|1181
2199023256081|829
4398046511395|140
4398046511822|373
8796093023034|570
10995116277882|307
15393162789081|1173
15393162789162|1011
17592186044691|311
19791209300326|1056
28587302322527|696
939|1267
4398046512002|383
26388279066848|113
26388279067086|959
28587302322790|1154
32985348833315|786
2199023256456|268
4398046511117|1410
6597069767551|392
6597069767620|275
13194139533433|1416
13194139533859|1289
19791209299986|1332
24189255812045|1220
28587302322288|139
28587302322737|325
28587302322763|385
30786325578455|1295
35184372088899|801
2199023255760|1438
10995116278268|1440
15393162789214|1262
24189255811500|801
24189255811778|263
28587302322256|791
619|595
4398046511667|264
10995116278033|961
15393162789174|745
15393162789653|1220
19791209300068|975
19791209300507|998
24189255812006|302
30786325577834|556
30786325577980|1328
32985348833653|1064
668|1132
2199023256178|709
2199023256452|986
4398046511763|1086
10995116278350|954
13194139534267|1374
15393162788965|599
15393162789614|523
17592186044731|1229
21990232555987|720
21990232556344|511
21990232556508|174
24189255811776|787
26388279067498|1425
26388279067534|564
28587302322689|1122
2199023256233|1073
6597069767575|1106
13194139533331|1452
15393162789760|913
21990232555801|490
24189255811887|467
24189255811922|205
32985348834171|1383
2199023256077|1266
2199023256536|1120
10995116278757|331
19791209300324|626
26388279067618|192
28587302322471|522
30786325577859|695
30786325578258|1120
143|1142
4398046511290|1005
13194139534076|564
15393162789010|1207
17592186044459|148
17592186044732|913
19791209300831|1143
21990232555531|350
30786325578029|586
2199023256347|289
6597069766797|502
6597069767572|788
10995116278184|159
15393162789274|578
17592186044897|721
26388279066931|1199
772|1332
10995116278636|1140
17592186045089|1363
19791209300359|621
24189255811726|984
26388279067051|136
28587302322327|957
30786325578109|268
30786325578224|893
32985348833537|1402
2199023256520|321
6597069766870|1390
10995116278259|293
10995116278566|1227
13194139533344|737
19791209300761|1313
30786325577877|1118
30786325578316|1444
32985348833579|624
985|248
19791209300656|797
19791209300830|1006
19791209300839|713
21990232555850|1178
24189255811312|755
24189255811566|1447
2199023256086|1142
2199023256321|1318
4398046511845|486
6597069767125|934
10995116278269|1054
13194139533427|445
13194139533535|163
13194139534234|392
17592186044991|444
19791209300402|1408
24189255811876|909
26388279066764|1422
30786325578485|368
35184372089012|1435
8796093022438|933
8796093022574|1438
8796093022765|288
8796093023199|330
19791209300845|888
21990232555692|557
26388279067066|1298
30786325578362|1063
32985348834064|1414
4398046511712|1118
26388279067248|269
344|867
2199023255987|409
21990232556463|1307
28587302322974|471
32985348834036|1253
471|515
2199023255871|1248
6597069767347|264
8796093022728|1250
17592186045028|148
19791209299968|285
28587302322824|679
28587302323139|1081
28587302323141|1074
32985348834066|1084
941|659
4398046511426|773
6597069767348|973
15393162789346|898
19791209300562|1229
19791209300921|1248
24189255811326|564
26388279067441|1396
28587302322676|883
30786325578629|579
290|755
2199023255949|963
13194139533440|126
21990232556302|884
24189255811638|1444
26388279066885|866
28587302322537|919
6597069766914|843
6597069767635|1091
30786325578600|1123
32985348833434|1314
32985348833702|677
4398046511747|424
4398046511941|278
6597069766711|1075
6597069767341|1312
8796093022975|1227
10995116278228|1385
26388279067331|395
32985348833834|1327
974|621
2199023255725|390
4398046511246|184
6597069767375|979
8796093022412|616
15393162789624|643
24189255811079|339
28587302322487|1133
32985348833660|1413
788|923
8796093022946|916
17592186044943|977
19791209300199|764
21990232555571|1178
21990232555686|992
21990232556206|1423
24189255811671|1313
28587302322524|799
28587302322854|801
32985348833438|780
32985348833979|549
8796093022435|445
26388279067527|884
709|795
2199023255887|1366
4398046511145|185
6597069766998|1344
6597069767400|976
13194139533500|627
15393162788911|1356
15393162789077|567
24189255811573|1364
26388279067426|845
26388279067479|685
30786325578320|1393
583|482
609|255
2199023255940|228
8796093022821|728
13194139533927|405
15393162789090|946
15393162789575|933
17592186045078|1123
26388279067159|1110
26388279067562|190
30786325578441|1110
2199023256351|479
4398046511185|729
13194139533588|1133
17592186045280|1413
21990232555771|1223
21990232556263|1134
30786325578075|313
4398046511241|1050
4398046511592|743
6597069767274|295
6597069767432|191
8796093022449|606
13194139534161|1091
17592186045408|755
19791209300634|772
21990232555524|554
21990232555958|1019
26388279067581|513
28587302322870|1219
30786325577977|1222
30786325578245|522
32985348833533|607
2199023255562|632
4398046511672|547
13194139533606|221
15393162789084|1129
15393162789204|307
21990232556252|541
21990232556376|273
32985348833329|144
443|1322
2199023255688|847
13194139533482|593
17592186044439|877
19791209300504|1356
21990232556429|597
24189255811171|363
24189255812001|1065
24189255812047|956
28587302323136|832
30786325577784|1086
2199023256524|840
6597069766720|1061
10995116278525|334
15393162788989|1331
19791209300317|1041
24189255811277|426
26388279067108|1052
28587302322530|986
28587302322548|1222
32985348833478|829
32985348833670|1254
683|576
4398046511180|1342
4398046512001|343
6597069766850|1204
10995116278236|409
10995116278308|1331
13194139534270|228
26388279067378|252
30786325578608|761
10995116278223|1040
15393162789859|325
17592186045229|765
19791209300454|1240
24189255811663|1011
32985348833404|1304
96|405
2199023256280|134
8796093022970|269
13194139533469|492
13194139534229|1448
15393162789111|529
17592186045261|1085
19791209300091|1275
28587302322552|239
30786325578215|614
870|1142
932|590
2199023256154|796
4398046511367|229
13194139533725|1406
19791209300775|884
21990232556381|1122
24189255811481|167
32985348833467|656
296|643
2199023256219|1368
4398046511177|442
8796093022995|1069
10995116278496|1205
13194139533493|1086
13194139534143|198
17592186044737|449
17592186045165|1181
19791209300579|1286
21990232555794|746
21990232556018|128
26388279067442|483
30786325577905|720
30786325578329|153
32985348833378|137
32985348833975|192
768|1011
2199023255798|1020
10995116278625|1082
15393162788866|642
26388279067054|892
345|1082
2199023255898|1331
6597069767242|1440
10995116278336|992
10995116278412|1299
15393162789815|1325
17592186044729|866
17592186044994|399
17592186045212|210
26388279066948|1039
35184372089449|1365
2199023255952|1147
2199023256008|183
10995116277846|725
17592186044808|158
17592186044865|821
24189255811211|534
28587302322837|1316
2199023255821|640
4398046511322|883
10995116278627|1358
15393162789076|1414
24189255811116|841
28587302322597|1430
28587302322946|160
4398046511904|846
6597069767149|1298
8796093023107|1446
10995116278436|720
19791209300153|724
19791209300771|186
24189255811240|1162
24189255811953|1408
26388279066654|1369
30786325578370|599
32985348833796|1202
959|1334
2199023256418|320
4398046511332|1127
6597069767301|983
6597069767359|336
6597069767457|1110
8796093022668|618
19791209300828|295
24189255811140|791
28587302322743|949
2199023256125|1340
4398046511736|507
13194139533784|240
15393162789687|1050
15393162789769|238
17592186045238|1312
19791209300404|1304
26388279066928|270
2199023256264|946
4398046511442|661
4398046511753|575
6597069767571|765
8796093023017|604
8796093023094|358
13194139533770|579
17592186045044|669
21990232555803|521
21990232556500|794
26388279067003|423
32985348833798|1084
6597069766993|1250
6597069767407|398
10995116278353|604
17592186045405|378
19791209300190|777
21990232556441|1374
26388279066795|190
32985348833505|1278
998|1051
8796093022727|269
10995116278224|1268
17592186044592|1177
26388279067574|1328
30786325578640|1011
32985348833676|346
150|745
702|751
2199023256310|180
4398046511257|1319
6597069766719|600
10995116278210|925
15393162789655|1042
17592186045047|1366
17592186045085|1215
19791209300572|461
19791209300874|1197
21990232555650|714
26388279066830|1405
26388279067561|911
28587302322939|1015
30786325577964|971
32985348833673|782
32985348833854|985
10995116277788|1363
10995116278286|469
13194139533439|681
15393162789417|919
17592186044862|1194
687|252
8796093022369|135
19791209300159|796
19791209300639|1003
26388279066662|747
28587302323175|1125
32985348833794|1395
32985348834100|567
