Person.id|Organisation.id|workFrom
19791209300143|912|2009
21990232556491|914|2007
21990232556491|937|2007
21990232556491|923|2008
21990232556491|927|2008
24189255811746|1297|1999
24189255811746|1298|1999
24189255811746|1299|1998
26388279066738|1557|2011
26388279066738|1561|2011
26388279066989|916|2003
26388279066989|919|2004
26388279066989|937|2004
28587302322553|1313|2005
28587302322553|1303|2005
28587302322565|801|2008
28587302322565|778|2008
28587302322565|781|2007
318|758|2008
318|1118|2009
2199023255558|930|2005
2199023255558|936|2006
2199023255558|921|2006
2199023255558|923|2007
4398046511734|145|2011
4398046511734|146|2010
4398046511734|181|2005
4398046511734|137|2007
4398046511734|155|2011
4398046511962|534|2011
4398046511962|537|2011
15393162789489|829|2004
21990232555586|544|2001
21990232555586|552|2001
21990232555586|553|1999
24189255811155|1089|2005
24189255811155|1057|2004
24189255811155|1098|2005
24189255811155|1101|2005
238|1345|2005
238|1327|2004
238|1343|2003
2199023256277|1233|2007
2199023256277|1234|2007
2199023256277|767|2006
6597069766693|914|2011
6597069766693|915|2004
6597069766693|937|2006
6597069766846|6|1999
8796093022325|114|2007
8796093022325|118|2006
8796093022325|111|2005
10995116278031|474|2002
10995116278234|548|2002
13194139534185|407|2010
15393162788922|766|2007
21990232555934|552|2004
21990232555934|540|2004
24189255811099|980|2008
2199023256298|402|2009
2199023256298|116|2006
2199023256298|104|2005
2199023256298|315|2003
2199023256298|830|2003
8796093022938|539|2007
8796093022938|540|2006
10995116278264|549|2002
10995116278320|1321|1999
10995116278320|1322|2001
10995116278320|1324|2002
10995116278320|717|2011
19791209300463|912|2010
19791209300463|932|2012
19791209300463|909|2011
19791209300463|927|2011
24189255811315|1335|2002
24189255811315|1341|2000
24189255811315|1326|2003
28587302322250|538|2006
28587302322250|554|2006
28587302322250|541|2006
28587302322250|543|2007
4398046511779|1562|1999
4398046511779|1565|2000
4398046511779|1566|2000
13194139533584|546|2007
13194139533584|547|2007
13194139533584|550|2007
13194139534279|962|2010
13194139534279|950|2010
19791209300882|989|2009
28587302322247|1117|2002
28587302322247|1118|2002
6597069767061|930|2003
13194139533505|937|2010
17592186044868|916|2003
17592186044868|936|2004
17592186044868|922|2004
21990232556482|935|2011
21990232556482|910|2009
24189255811254|1349|2008
24189255811254|1327|2009
32985348833548|1570|2001
32985348833548|710|2001
6597069766659|1056|2004
6597069766659|1075|2004
6597069766659|1034|2004
6597069766659|1070|2003
17592186044857|908|2009
32985348833865|935|2009
32985348833865|920|2012
32985348833865|927|2012
32985348833890|1568|2003
32985348833890|773|2004
32985348833890|56|2004
32985348833890|1567|2003
32985348834053|1491|2005
32985348834053|1463|2009
32985348834053|1464|2008
32985348834053|1531|2006
2199023256437|486|2002
2199023256437|459|2003
2199023256437|445|2002
4398046511424|1477|2007
4398046511424|1518|2009
8796093023133|32|2003
8796093023133|27|2002
10995116277765|1139|2009
10995116277765|597|2009
10995116277765|814|2010
21990232556010|545|2002
21990232556010|553|2003
21990232556010|542|2002
21990232556299|568|2008
21990232556299|571|2009
21990232556299|555|2002
21990232556299|557|2011
21990232556299|575|2009
26388279067358|932|2004
26388279067551|548|2001
26388279067551|549|2002
35184372089323|177|2010
35184372089323|179|2009
35184372089323|164|2008
35184372089323|138|2009
35184372089323|157|2008
4398046511587|53|2011
4398046511587|57|2011
4398046511587|45|2011
4398046511587|78|2010
6597069767415|1568|2007
6597069767415|933|2008
13194139533834|548|2002
13194139533834|553|2004
13194139533834|540|2002
15393162789604|574|2012
21990232555611|1177|2003
28587302322294|426|2001
28587302322294|413|2001
30786325577752|917|2009
30786325577752|919|2012
30786325577752|937|2005
30786325577752|938|1999
30786325577752|906|2005
30786325578617|961|2004
30786325578617|956|2004
976|551|2009
2199023256236|931|2008
2199023256236|927|2009
6597069766733|465|2006
13194139533391|984|2000
13194139533391|985|2001
19791209300178|928|2006
19791209300178|918|2005
19791209300178|920|2005
19791209300178|924|2004
24189255811227|1117|2010
24189255811227|1118|2010
24189255812053|1026|2010
24189255812053|341|2006
24189255812053|890|2012
26388279066936|928|2006
26388279066936|913|2006
26388279066936|918|2005
26388279066936|921|2007
26388279066936|926|2005
2199023256427|546|2003
8796093022983|928|2003
8796093022983|906|2004
8796093022983|925|2004
15393162789228|1145|2010
15393162789228|1163|2011
19791209300595|888|2000
26388279067560|980|1999
26388279067560|758|2000
2199023256031|257|2009
2199023256031|259|2009
2199023256031|903|2011
4398046511757|1316|2002
6597069766678|671|2006
6597069766944|597|2001
6597069766944|599|2001
6597069766944|604|2001
6597069766944|591|2002
10995116278142|206|2002
17592186044551|544|2005
17592186044551|546|2006
17592186044551|539|2005
17592186044551|543|2005
21990232555851|352|2010
21990232555851|353|2010
21990232555851|365|2010
28587302322760|273|2005
28587302322760|1029|2006
28587302322760|1095|2006
28587302322760|1055|2006
454|482|2008
6597069766821|547|2011
6597069766821|539|2010
8796093022611|914|2004
8796093022611|937|2005
8796093022611|922|2005
8796093022611|911|2005
15393162789514|546|2001
15393162789514|550|2002
15393162789514|551|2001
15393162789514|542|2002
24189255811574|259|2010
24189255811574|254|2009
35184372089375|306|2005
35184372089375|299|2005
35184372089375|300|2004
35184372089375|303|2004
94|544|2001
94|553|2000
94|543|2001
2199023255922|545|2006
2199023255922|547|2006
2199023255922|552|2006
4398046511596|912|2008
4398046511596|935|2008
4398046511596|907|2012
8796093022661|544|2007
8796093022661|548|2005
8796093022661|551|2008
8796093022887|1297|2005
8796093022887|914|2005
8796093022887|915|2005
8796093022887|925|2006
15393162789219|723|2007
15393162789219|724|2008
15393162789219|717|2008
15393162789219|718|2008
17592186044425|103|2005
19791209299984|971|2008
24189255811381|1228|2004
24189255811677|1233|2003
24189255811677|836|2003
24189255811677|1081|2003
24189255811677|841|2003
24189255811677|843|2003
26388279067047|706|2003
26388279067047|709|2004
26388279067047|712|2004
26388279067047|699|2004
26388279067047|702|2003
28587302322631|1143|2004
28587302322631|1163|2005
32985348834107|129|2012
8796093022410|1174|2007
8796093022410|1175|2007
8796093022410|1177|2006
8796093022928|917|2010
8796093022928|910|2011
8796093022928|911|2011
10995116278291|464|2005
17592186045096|959|2004
26388279066869|1001|2003
30786325578057|1296|2001
30786325578057|1297|2001
30786325578057|1298|2001
30786325578057|1300|2001
30786325578676|306|2003
30786325578676|1004|2003
30786325578676|300|2003
30786325578676|302|2004
32985348833313|134|2003
32985348833313|8|2004
32985348833313|11|2002
2199023256388|178|2009
2199023256388|179|2008
2199023256388|170|2009
4398046511684|1324|2009
8796093022963|1329|2010
8796093022963|915|2005
8796093022963|919|2007
8796093022963|925|2006
17592186045093|896|2005
17592186045093|895|2005
17592186045382|305|2009
17592186045382|1562|2010
19791209300004|549|2006
24189255811358|893|2010
24189255811358|895|2003
24189255811643|209|2010
24189255811643|207|2010
26388279066791|547|2001
26388279066791|549|2006
26388279066791|539|2001
26388279066791|1133|2003
32985348833995|545|2008
32985348833995|553|2009
32985348833995|554|2009
459|825|2005
459|827|2005
2199023255663|909|2006
8796093022665|1040|2007
8796093022665|1106|2012
8796093022665|1084|2006
8796093022665|1036|2012
19791209300851|933|2002
21990232556472|888|2009
21990232556472|889|2008
21990232556472|893|2009
26388279067585|1016|2005
26388279067585|1018|2006
30786325578513|824|2009
30786325578513|826|2008
2199023255936|101|2012
2199023255936|104|2001
2199023255936|105|2011
10995116278396|887|2002
10995116278396|936|2003
10995116278396|907|2003
15393162788906|9|2012
15393162788906|11|2004
19791209300081|544|2003
19791209300081|538|2003
19791209300081|541|2002
21990232555683|368|2010
21990232555683|355|2006
21990232555683|357|2008
21990232555683|358|2007
21990232555683|367|2011
250|552|2002
250|553|2003
6597069767184|768|2010
6597069767184|785|2010
6597069767184|786|2009
6597069767184|787|2010
6597069767184|804|2009
8796093022445|935|2002
8796093022445|905|2002
8796093022445|906|2002
8796093022445|923|2002
8796093023000|907|2007
8796093023000|924|2009
10995116277907|543|2004
19791209300443|1104|2000
19791209300443|1072|2005
19791209300443|1048|2009
26388279067472|450|2007
26388279067472|454|2008
26388279067472|442|2007
26388279067472|475|2007
26388279067478|912|2007
26388279067478|914|2007
26388279067478|911|2007
28587302322753|864|2007
28587302322753|865|2007
28587302322753|866|2008
28587302323054|993|2004
28587302323054|986|2003
2199023255855|196|2008
8796093022582|176|2004
19791209300483|897|1999
19791209300483|887|1999
19791209300483|894|2001
19791209300483|895|2001
21990232555834|966|2002
24189255811275|920|2005
24189255811275|924|2005
24189255811275|925|2005
28587302322286|1475|2008
28587302322286|1476|2007
28587302322286|1512|2009
28587302322286|1480|2008
28587302322286|1498|2008
30786325578088|544|2004
30786325578088|547|2003
30786325578088|539|2004
30786325578088|541|2003
8796093022749|562|2008
8796093022749|566|2011
8796093022749|570|2009
8796093022749|555|2009
8796093022749|572|2010
8796093022789|272|2011
8796093022789|909|2012
13194139533984|832|2009
13194139533984|835|2000
13194139533984|838|2006
13194139533984|842|2001
13194139533984|829|2002
13194139534154|546|2011
13194139534154|550|2008
13194139534154|539|2004
15393162789529|551|2011
15393162789529|552|2011
15393162789529|554|2012
19791209300405|1017|2002
19791209300405|1019|2002
19791209300405|1021|2001
28587302323035|546|2007
28587302323035|552|2007
28587302323035|543|2008
30786325578292|570|2004
30786325578525|924|2010
32985348834092|1013|2008
32985348834092|1017|2007
32985348834092|1020|2006
32985348834092|1021|2007
32985348834092|1022|2008
6597069767013|1557|2011
6597069767013|1558|2011
6597069767013|1559|2010
6597069767013|1561|2011
6597069767300|960|2009
6597069767300|963|2010
6597069767300|964|2008
6597069767300|968|2009
6597069767300|959|2009
21990232556141|1557|2002
21990232556141|1558|2002
26388279066868|1552|2000
26388279066868|1547|2000
26388279066868|1548|2001
28587302322499|758|2006
13194139534191|930|2007
13194139534191|915|2007
13194139534191|932|2006
13194139534191|728|2006
13194139534191|909|2007
15393162789696|1509|2005
15393162789696|1493|2004
15393162789696|1525|2004
15393162789696|1483|2006
15393162789696|1454|2005
30786325577992|1255|2007
30786325577992|1261|2007
30786325578060|924|2007
2199023255953|484|2003
6597069767464|554|2006
6597069767464|539|2008
6597069767464|540|2009
8796093022541|498|2008
8796093022541|515|2008
8796093022541|508|2008
8796093022541|509|2008
8796093022541|494|2009
10995116278652|545|2007
10995116278652|550|2008
10995116278652|552|2007
10995116278652|554|2008
10995116278652|542|2008
15393162789850|1561|2007
17592186044686|355|2000
17592186044686|364|2001
24189255811707|916|2006
24189255811707|934|2004
24189255811707|936|2004
24189255811707|921|2005
26388279067183|547|2006
26388279067183|550|2007
26388279067183|540|2007
30786325577774|802|2010
30786325577774|781|2010
2199023256472|27|2006
13194139534141|1299|2003
13194139534141|1302|2008
15393162788893|934|2006
15393162788893|911|2005
26388279066664|166|2007
26388279066664|156|2007
6597069767433|1573|2001
17592186045334|1296|2007
17592186045334|1297|2007
17592186045334|1299|2005
17592186045334|1300|2007
19791209300020|676|2003
19791209300020|680|2002
21990232555658|962|2002
21990232555658|953|2001
21990232555658|730|2002
21990232555658|959|2002
21990232556469|1557|2007
21990232556469|1559|2007
21990232556469|1560|2008
21990232556469|399|2008
267|560|2005
2199023256097|455|2009
4398046511700|368|1999
4398046511700|352|2010
4398046511700|359|2001
4398046511700|348|2006
4398046511700|367|2005
6597069767226|546|2005
6597069767226|553|2004
6597069767226|541|2005
10995116277995|561|2006
10995116277995|577|2008
10995116277995|587|2007
10995116277995|556|2007
13194139533366|259|2007
13194139533366|553|2011
13194139533653|550|2004
13194139533653|539|2005
13194139533653|540|2004
15393162789699|554|2007
15393162789699|539|2006
15393162789699|541|2006
19791209300479|864|2007
19791209300479|932|2006
19791209300479|925|2006
30786325578194|538|2011
32985348834174|1381|2008
32985348834174|1355|2007
32985348834174|1388|2007
32985348834174|1357|2007
2199023255685|705|2008
4398046511822|929|2005
4398046511822|541|2005
4398046511822|910|2006
8796093023034|183|2011
8796093023034|137|2011
10995116277882|553|2004
10995116277882|538|2004
15393162789081|625|2003
15393162789081|630|2004
15393162789081|651|2004
15393162789081|620|2005
15393162789162|1377|2004
15393162789162|820|2004
15393162789162|4|2004
17592186044691|913|2007
17592186044691|922|2007
17592186044691|925|2006
19791209300326|257|2000
19791209300326|260|2001
28587302322527|677|2004
28587302322527|666|2004
28587302322527|667|2004
939|945|2007
939|947|2007
939|948|2008
939|943|2007
4398046512002|929|2007
4398046512002|916|2008
4398046512002|919|2008
4398046512002|906|2007
26388279067086|0|2009
26388279067086|1|2008
26388279067086|3|1999
32985348833315|896|2011
32985348833315|897|2010
32985348833315|364|2011
32985348833315|895|2010
2199023256456|544|2010
2199023256456|552|2010
2199023256456|553|2010
2199023256456|543|2010
4398046511117|1331|2010
4398046511117|1348|2011
4398046511117|1326|2006
6597069767551|933|2011
6597069767551|926|2009
6597069767620|547|2002
6597069767620|540|2000
6597069767620|542|2002
13194139533433|1383|2006
13194139533859|992|2003
13194139533859|993|2001
13194139533859|990|2002
19791209299986|1153|2002
19791209299986|1166|2002
19791209299986|1151|2003
24189255812045|809|2006
24189255812045|810|2006
24189255812045|811|2007
24189255812045|813|2006
28587302322288|544|2006
28587302322288|548|2005
28587302322288|540|2006
28587302322288|543|2007
28587302322763|914|2012
28587302322763|933|2013
28587302322763|917|2012
28587302322763|936|2014
28587302322763|922|2012
30786325578455|984|2010
2199023255760|1567|2000
15393162789214|864|2008
15393162789214|865|2007
28587302322256|892|2003
619|467|2004
619|444|2003
619|463|2003
4398046511667|546|2004
4398046511667|552|2004
4398046511667|539|2004
4398046511667|543|2004
10995116278033|9|2012
10995116278033|10|2004
10995116278033|11|2000
15393162789174|805|2008
15393162789653|810|2000
15393162789653|811|2001
15393162789653|812|2000
15393162789653|813|2001
19791209300068|23|2005
19791209300068|24|2006
19791209300068|27|2006
19791209300507|108|2001
24189255812006|539|2009
30786325577834|149|2011
30786325577834|136|2010
30786325577834|140|2011
30786325577980|1157|2004
30786325577980|1158|2003
30786325577980|1149|2003
668|428|2004
2199023256178|674|2002
2199023256178|679|2001
2199023256452|34|2002
2199023256452|36|2001
2199023256452|37|2001
2199023256452|56|2001
4398046511763|307|1999
4398046511763|299|2000
4398046511763|302|2000
4398046511763|303|2001
10995116278350|4|2006
10995116278350|5|2004
15393162788965|483|2005
15393162788965|452|2005
15393162788965|453|2005
15393162788965|461|2005
15393162789614|608|2010
17592186044731|819|2004
17592186044731|822|2006
17592186044731|823|2004
24189255811776|887|2001
26388279067498|1415|2005
26388279067498|1402|2004
26388279067498|1436|2004
26388279067498|1438|2005
26388279067534|144|2010
26388279067534|179|2009
26388279067534|148|2011
26388279067534|903|2010
26388279067534|183|2011
28587302322689|400|2011
28587302322689|1227|2011
28587302322689|399|2010
2199023256233|296|2003
2199023256233|297|2003
2199023256233|298|2003
6597069767575|369|2009
6597069767575|354|2006
6597069767575|358|2012
13194139533331|1569|2008
13194139533331|1573|2008
13194139533331|1574|2008
15393162789760|1559|2000
15393162789760|1561|2000
15393162789760|491|2001
21990232555801|930|2006
21990232555801|910|2004
24189255811887|931|2007
24189255811887|915|2003
24189255811887|921|2001
24189255811922|549|2009
24189255811922|1261|2010
32985348834171|1313|2007
32985348834171|1314|2007
32985348834171|1316|2006
32985348834171|1317|2007
2199023256077|864|2010
2199023256077|865|2009
2199023256077|866|2009
2199023256536|1002|2004
10995116278757|922|2005
10995116278757|906|2005
10995116278757|925|2005
19791209300324|447|2009
26388279067618|548|2003
26388279067618|551|2003
28587302322471|528|2005
28587302322471|525|2006
28587302322471|526|2006
28587302322471|527|2006
30786325577859|673|2003
30786325578258|1235|2010
143|498|2004
15393162789010|760|2007
15393162789010|764|2006
17592186044459|546|2005
17592186044732|1559|2003
17592186044732|1561|2003
17592186044732|346|2003
19791209300831|513|2009
19791209300831|502|2009
19791209300831|491|2009
19791209300831|494|2010
30786325578029|168|2005
30786325578029|137|2005
30786325578029|141|2010
2199023256347|549|2003
2199023256347|539|2004
6597069767572|896|2007
6597069767572|855|2008
6597069767572|887|2007
6597069767572|890|2007
6597069767572|894|2008
10995116278184|544|2006
10995116278184|545|2011
15393162789274|135|2000
15393162789274|172|2001
15393162789274|140|2002
17592186044897|806|2012
17592186044897|807|2012
17592186044897|799|2003
26388279066931|758|2005
772|1146|2001
772|1162|2008
772|1166|2006
10995116278636|976|2009
10995116278636|515|2008
17592186045089|1252|2006
19791209300359|450|2011
19791209300359|485|2005
19791209300359|487|2007
19791209300359|460|2009
19791209300359|479|2009
24189255811726|65|2007
24189255811726|51|2007
24189255811726|77|2006
24189255811726|63|2006
30786325578224|1457|2006
30786325578224|1474|2006
30786325578224|1448|2006
30786325578224|1471|2007
30786325578224|1487|2006
32985348833537|1326|2001
2199023256520|1146|2005
2199023256520|906|2005
2199023256520|907|2004
2199023256520|923|2004
2199023256520|911|2004
6597069766870|1308|2004
6597069766870|109|2010
10995116278566|818|2012
10995116278566|819|2012
10995116278566|821|2011
10995116278566|823|2013
10995116278566|108|2013
13194139533344|800|2001
13194139533344|784|2001
13194139533344|808|2003
13194139533344|780|2003
19791209300761|1013|2002
19791209300761|790|2005
19791209300761|1016|2003
30786325578316|1570|2003
32985348833579|483|2010
32985348833579|447|2011
985|550|2010
985|540|2010
19791209300656|964|2007
19791209300656|956|2008
19791209300656|959|2007
19791209300830|111|2006
19791209300839|679|2004
19791209300839|665|2003
19791209300839|1275|2003
19791209300839|669|2002
19791209300839|670|2004
2199023256086|515|2002
6597069767125|1557|2002
6597069767125|728|2002
6597069767125|1561|2001
10995116278269|257|2002
10995116278269|253|2001
13194139533427|1481|2004
13194139533535|544|2008
13194139533535|546|2008
13194139533535|547|2008
13194139533535|551|2006
13194139533535|554|2007
13194139534234|933|2002
13194139534234|936|2001
17592186044991|931|2010
17592186044991|932|2012
17592186044991|923|2009
24189255811876|1457|2005
24189255811876|1500|2005
26388279066764|1393|2006
26388279066764|1429|2005
26388279066764|1419|2004
30786325578485|915|2008
30786325578485|916|2007
30786325578485|918|2008
30786325578485|1275|2006
8796093022438|1557|2001
8796093022574|1568|2001
8796093022574|1567|2001
8796093022765|544|2004
8796093023199|915|2010
8796093023199|927|2009
19791209300845|1531|2008
19791209300845|1517|2007
19791209300845|1501|2007
26388279067066|1001|2006
26388279067066|1002|2005
30786325578362|278|2007
30786325578362|266|2006
30786325578362|270|2006
32985348834064|1361|2008
32985348834064|1379|2009
32985348834064|1369|2010
4398046511712|388|2009
4398046511712|392|2011
26388279067248|547|1999
26388279067248|551|1999
26388279067248|538|2000
26388279067248|845|1998
26388279067248|542|1999
344|1042|2002
344|1060|2002
344|341|2001
344|1036|2003
2199023255987|736|2009
2199023255987|933|2008
2199023255987|938|2008
2199023255987|925|2008
2199023255987|911|2008
21990232556463|1014|2004
21990232556463|1015|2004
21990232556463|1021|2004
28587302322974|928|2007
28587302322974|930|2007
28587302322974|905|2003
28587302322974|922|1999
6597069767347|546|2008
6597069767347|552|2009
6597069767347|554|2009
6597069767347|538|2007
8796093022728|836|2006
