Organisation.id|Place.id|eid_generated
1093|56|345358
1094|56|345359
1095|56|345360
1096|56|345361
1097|56|345362
1098|56|345363
1099|56|345364
1100|56|345365
1101|56|345366
1102|56|345367
1103|56|345368
1104|56|345369
1105|56|345370
1106|56|345371
1107|56|345372
1108|56|345373
1109|39|345374
1110|39|345375
1111|40|345376
1112|40|345377
1113|40|345378
1114|40|345379
1115|40|345380
1116|40|345381
1117|96|345382
1118|96|345383
1119|41|345384
1120|41|345385
1121|41|345386
1122|41|345387
1123|41|345388
1124|41|345389
1125|41|345390
1126|41|345391
1127|42|345392
1128|42|345393
1129|42|345394
1130|42|345395
1131|42|345396
1132|42|345397
1133|42|345398
1134|42|345399
1135|42|345400
1136|43|345401
1137|43|345402
1138|43|345403
1139|43|345404
1140|97|345405
1141|97|345406
1142|97|345407
1143|97|345408
1144|97|345409
1145|97|345410
1146|97|345411
1147|97|345412
1148|97|345413
1149|97|345414
1150|97|345415
1151|97|345416
1152|97|345417
1153|97|345418
1154|97|345419
1155|97|345420
1156|97|345421
1157|97|345422
1158|97|345423
1159|97|345424
1160|97|345425
1161|97|345426
1162|97|345427
1163|97|345428
1164|97|345429
1165|97|345430
1166|97|345431
1167|97|345432
1168|97|345433
1169|97|345434
1170|97|345435
1171|97|345436
1172|97|345437
1173|97|345438
1174|98|345439
1175|98|345440
1176|98|345441
1177|98|345442
1178|98|345443
1179|98|345444
1180|98|345445
1181|99|345446
1182|99|345447
1183|99|345448
1184|99|345449
1185|99|345450
1186|99|345451
1187|99|345452
1188|99|345453
1189|99|345454
1190|99|345455
1191|99|345456
1192|99|345457
1193|99|345458
1194|99|345459
1195|99|345460
1196|99|345461
1197|99|345462
1198|99|345463
1199|99|345464
1200|99|345465
1201|99|345466
1202|99|345467
1203|99|345468
1204|99|345469
1205|99|345470
1206|99|345471
1207|99|345472
1208|99|345473
1209|99|345474
1210|99|345475
1211|99|345476
1212|99|345477
1213|99|345478
1214|99|345479
1215|99|345480
1216|99|345481
1217|99|345482
1218|99|345483
1219|99|345484
1220|99|345485
1221|99|345486
1222|99|345487
1223|99|345488
1224|99|345489
1225|99|345490
1226|100|345491
1227|100|345492
1228|100|345493
1229|100|345494
1230|100|345495
1231|44|345496
1232|44|345497
1233|44|345498
1234|44|345499
1235|101|345500
1236|101|345501
1237|101|345502
1238|101|345503
1239|101|345504
1240|101|345505
1241|101|345506
1242|101|345507
1243|101|345508
1244|101|345509
1245|101|345510
1246|101|345511
1247|101|345512
1248|101|345513
1249|101|345514
1250|101|345515
1251|101|345516
1252|101|345517
1253|101|345518
1254|101|345519
1255|101|345520
1256|101|345521
1257|101|345522
1258|101|345523
1259|101|345524
1260|101|345525
1261|101|345526
1262|101|345527
1263|101|345528
1264|101|345529
1265|101|345530
1266|101|345531
1267|101|345532
1268|101|345533
1269|101|345534
1270|101|345535
1271|101|345536
1272|101|345537
1273|45|345538
1274|45|345539
1275|45|345540
1276|45|345541
1277|45|345542
1278|45|345543
1279|45|345544
1280|45|345545
1281|45|345546
1282|45|345547
1283|45|345548
1284|45|345549
1285|45|345550
1286|45|345551
1287|45|345552
1288|45|345553
1289|45|345554
1290|45|345555
1291|45|345556
1292|46|345557
1293|46|345558
1294|46|345559
1295|46|345560
1296|102|345561
1297|102|345562
1298|102|345563
1299|102|345564
1300|102|345565
1301|102|345566
1302|102|345567
1303|103|345568
1304|103|345569
1305|103|345570
1306|103|345571
1307|103|345572
1308|103|345573
1309|103|345574
1310|103|345575
1311|103|345576
1312|103|345577
1313|103|345578
1314|103|345579
1315|103|345580
1316|103|345581
1317|103|345582
1318|103|345583
1319|103|345584
1320|104|345585
1321|104|345586
1322|104|345587
1323|104|345588
1324|104|345589
1325|104|345590
1326|105|345591
1327|105|345592
1328|105|345593
1329|105|345594
1330|105|345595
1331|105|345596
1332|105|345597
1333|105|345598
1334|105|345599
1335|105|345600
1336|105|345601
1337|105|345602
1338|105|345603
1339|105|345604
1340|105|345605
1341|105|345606
1342|105|345607
1343|105|345608
1344|105|345609
1345|105|345610
1346|105|345611
1347|105|345612
1348|105|345613
1349|105|345614
1350|105|345615
1351|106|345616
1352|106|345617
1353|106|345618
1354|106|345619
1355|106|345620
1356|106|345621
1357|106|345622
1358|106|345623
1359|106|345624
1360|106|345625
1361|106|345626
1362|106|345627
1363|106|345628
1364|106|345629
1365|106|345630
1366|106|345631
1367|106|345632
1368|106|345633
1369|106|345634
1370|106|345635
1371|106|345636
1372|106|345637
1373|106|345638
1374|106|345639
1375|106|345640
1376|106|345641
1377|106|345642
1378|106|345643
1379|106|345644
1380|106|345645
1381|106|345646
1382|106|345647
1383|106|345648
1384|106|345649
1385|106|345650
1386|106|345651
1387|106|345652
1388|106|345653
1389|107|345654
1390|107|345655
1391|107|345656
1392|107|345657
1393|107|345658
1394|107|345659
1395|107|345660
1396|107|345661
1397|107|345662
1398|107|345663
1399|107|345664
1400|107|345665
1401|107|345666
1402|107|345667
1403|107|345668
1404|107|345669
1405|107|345670
1406|107|345671
1407|107|345672
1408|107|345673
1409|107|345674
1410|107|345675
1411|107|345676
1412|107|345677
1413|107|345678
1414|107|345679
1415|107|345680
1416|107|345681
1417|107|345682
1418|107|345683
1419|107|345684
1420|107|345685
1421|107|345686
1422|107|345687
1423|107|345688
1424|107|345689
1425|107|345690
1426|107|345691
1427|107|345692
1428|107|345693
1429|107|345694
1430|107|345695
1431|107|345696
1432|107|345697
1433|107|345698
1434|107|345699
1435|107|345700
1436|107|345701
1437|107|345702
1438|107|345703
1439|107|345704
1440|57|345705
1441|57|345706
1442|57|345707
1443|57|345708
1444|57|345709
1445|57|345710
1446|57|345711
1447|57|345712
1448|57|345713
1449|57|345714
1450|57|345715
1451|57|345716
1452|57|345717
1453|57|345718
1454|57|345719
1455|57|345720
1456|57|345721
1457|57|345722
1458|57|345723
1459|57|345724
1460|57|345725
1461|57|345726
1462|57|345727
1463|57|345728
1464|57|345729
1465|57|345730
1466|57|345731
1467|57|345732
1468|57|345733
1469|57|345734
1470|57|345735
1471|57|345736
1472|57|345737
1473|57|345738
1474|57|345739
1475|57|345740
1476|57|345741
1477|57|345742
1478|57|345743
1479|57|345744
1480|57|345745
1481|57|345746
1482|57|345747
1483|57|345748
1484|57|345749
1485|57|345750
1486|57|345751
1487|57|345752
1488|57|345753
1489|57|345754
1490|57|345755
1491|57|345756
1492|57|345757
1493|57|345758
1494|57|345759
1495|57|345760
1496|57|345761
1497|57|345762
1498|57|345763
1499|57|345764
1500|57|345765
1501|57|345766
1502|57|345767
1503|57|345768
1504|57|345769
1505|57|345770
1506|57|345771
1507|57|345772
1508|57|345773
1509|57|345774
1510|57|345775
1511|57|345776
1512|57|345777
1513|57|345778
1514|57|345779
1515|57|345780
1516|57|345781
1517|57|345782
1518|57|345783
1519|57|345784
1520|57|345785
1521|57|345786
1522|57|345787
1523|57|345788
1524|57|345789
1525|57|345790
1526|57|345791
1527|57|345792
1528|57|345793
1529|57|345794
1530|57|345795
1531|57|345796
1532|57|345797
1533|57|345798
1534|57|345799
1535|47|345800
1536|47|345801
1537|47|345802
1538|47|345803
1539|108|345804
1540|108|345805
1541|108|345806
1542|108|345807
1543|108|345808
1544|108|345809
1545|108|345810
1546|108|345811
1547|108|345812
1548|108|345813
1549|108|345814
1550|108|345815
1551|108|345816
1552|108|345817
1553|108|345818
1554|108|345819
1555|108|345820
1556|108|345821
1557|58|345822
1558|58|345823
1559|58|345824
1560|58|345825
1561|58|345826
1562|48|345827
1563|48|345828
1564|48|345829
1565|48|345830
1566|48|345831
1567|109|345832
1568|109|345833
1569|110|345834
1570|110|345835
1571|110|345836
1572|110|345837
1573|110|345838
1574|110|345839
1575|957|345840
1576|951|345841
1577|954|345842
1578|952|345843
1579|772|345844
1580|956|345845
1581|953|345846
1582|955|345847
1583|955|345848
1584|959|345849
1585|955|345850
1586|958|345851
1587|955|345852
1588|953|345853
1589|955|345854
1590|955|345855
1591|955|345856
1592|955|345857
1593|955|345858
1594|959|345859
1595|965|345860
1596|960|345861
1597|963|345862
1598|960|345863
1599|961|345864
1600|960|345865
1601|969|345866
1602|967|345867
1603|508|345868
1604|974|345869
1605|972|345870
1606|973|345871
1607|978|345872
1608|977|345873
1609|979|345874
1610|972|345875
1611|972|345876
1612|979|345877
1613|971|345878
1614|971|345879
1615|972|345880
1616|972|345881
1617|972|345882
1618|972|345883
1619|827|345884
1620|975|345885
1621|976|345886
1622|976|345887
1623|975|345888
1624|971|345889
1625|972|345890
1626|972|345891
1627|972|345892
1628|972|345893
1629|972|345894
1630|972|345895
1631|970|345896
1632|970|345897
1633|970|345898
1634|978|345899
1635|984|345900
1636|984|345901
1637|985|345902
1638|985|345903
1639|986|345904
1640|987|345905
1641|982|345906
1642|983|345907
1643|983|345908
1644|981|345909
1645|981|345910
1646|981|345911
1647|981|345912
1648|981|345913
1649|987|345914
1650|987|345915
1651|987|345916
1652|987|345917
1653|987|345918
1654|987|345919
1655|982|345920
1656|982|345921
1657|983|345922
1658|983|345923
1659|980|345924
1660|981|345925
1661|981|345926
1662|981|345927
1663|981|345928
1664|981|345929
1665|981|345930
1666|981|345931
1667|986|345932
1668|986|345933
1669|986|345934
1670|986|345935
1671|986|345936
1672|986|345937
1673|986|345938
1674|986|345939
1675|986|345940
1676|989|345941
1677|984|345942
1678|989|345943
1679|989|345944
1680|986|345945
1681|986|345946
1682|986|345947
1683|986|345948
1684|986|345949
1685|986|345950
1686|981|345951
1687|987|345952
1688|987|345953
1689|987|345954
1690|987|345955
1691|987|345956
1692|987|345957
1693|987|345958
1694|987|345959
1695|987|345960
1696|982|345961
1697|982|345962
1698|982|345963
1699|983|345964
1700|983|345965
1701|983|345966
1702|980|345967
1703|980|345968
1704|981|345969
1705|981|345970
1706|981|345971
1707|981|345972
1708|981|345973
1709|981|345974
1710|981|345975
1711|981|345976
1712|981|345977
1713|981|345978
1714|981|345979
1715|984|345980
1716|984|345981
1717|984|345982
1718|984|345983
1719|984|345984
1720|988|345985
1721|988|345986
1722|981|345987
1723|983|345988
1724|984|345989
1725|984|345990
1726|984|345991
1727|984|345992
1728|984|345993
1729|985|345994
1730|988|345995
1731|981|345996
1732|984|345997
1733|983|345998
1734|983|345999
1735|989|346000
1736|986|346001
1737|986|346002
1738|986|346003
1739|986|346004
1740|986|346005
1741|981|346006
1742|987|346007
1743|987|346008
1744|987|346009
1745|987|346010
1746|987|346011
1747|982|346012
1748|982|346013
1749|982|346014
1750|983|346015
1751|981|346016
1752|981|346017
1753|981|346018
1754|981|346019
1755|981|346020
1756|984|346021
1757|984|346022
1758|984|346023
1759|984|346024
1760|984|346025
1761|985|346026
1762|985|346027
1763|985|346028
1764|1002|346029
1765|509|346030
1766|509|346031
1767|509|346032
1768|509|346033
1769|509|346034
1770|509|346035
1771|509|346036
1772|509|346037
1773|509|346038
1774|509|346039
1775|509|346040
1776|509|346041
1777|509|346042
1778|509|346043
1779|509|346044
1780|510|346045
1781|510|346046
1782|510|346047
1783|510|346048
1784|510|346049
1785|510|346050
1786|510|346051
1787|510|346052
1788|510|346053
1789|510|346054
1790|510|346055
1791|510|346056
1792|510|346057
1793|510|346058
1794|510|346059
1795|510|346060
1796|510|346061
1797|510|346062
1798|510|346063
1799|510|346064
1800|996|346065
1801|990|346066
1802|996|346067
1803|996|346068
1804|998|346069
1805|993|346070
1806|996|346071
1807|1009|346072
1808|1009|346073
1809|1009|346074
1810|1009|346075
1811|1001|346076
1812|1000|346077
1813|1003|346078
1814|1005|346079
1815|1007|346080
1816|1008|346081
1817|1009|346082
1818|1009|346083
1819|1009|346084
1820|1002|346085
1821|1001|346086
1822|1006|346087
1823|1004|346088
1824|1008|346089
1825|1295|346090
1826|1004|346091
1827|1294|346092
1828|1288|346093
1829|1009|346094
1830|1009|346095
1831|1001|346096
1832|1001|346097
1833|1009|346098
1834|1009|346099
1835|1009|346100
1836|1004|346101
1837|511|346102
1838|1433|346103
1839|512|346104
1840|512|346105
1841|512|346106
1842|512|346107
1843|512|346108
1844|512|346109
1845|512|346110
1846|512|346111
1847|512|346112
1848|512|346113
1849|592|346114
1850|592|346115
1851|559|346116
1852|583|346117
1853|571|346118
1854|571|346119
1855|584|346120
1856|559|346121
1857|559|346122
1858|559|346123
1859|559|346124
1860|564|346125
1861|591|346126
1862|586|346127
1863|557|346128
1864|581|346129
1865|560|346130
