Comment.id|Tag.id
137438954189|1990
137438954189|5163
137438954189|5666
137438954189|7034
137438954189|7339
137438954189|7883
137438954189|8147
137438954189|8708
137438954189|14374
137438954194|563
137438954194|779
137438954194|1990
137438954194|5666
137438954194|5869
137438954194|5915
137438954194|8708
137438954194|9044
137438954194|9056
137438954194|14582
137438954195|563
137438954195|779
137438954195|1176
137438954195|1990
137438954195|5219
137438954195|5258
137438954195|5666
137438954195|5869
137438954195|8708
137438954195|9044
137438954195|12633
137438954195|14011
343597384407|1505
343597384407|9481
343597384407|10799
343597384408|2917
343597384408|3111
343597384408|10799
687194768092|2938
687194768092|3011
687194768092|3024
687194768092|6568
687194768094|2938
687194768094|3024
687194768094|4932
687194768094|6950
687194768097|292
687194768097|2938
687194768097|3011
687194768097|6798
687194768100|2938
687194768100|3011
687194768100|3023
687194768100|6405
687194768100|11866
687194768109|1678
687194768109|1682
687194768109|6395
687194768109|6421
687194768109|11035
687194768115|1410
687194768115|1670
687194768115|2897
687194768115|5152
687194768115|9097
687194768115|11666
687194768115|13942
687194768121|1444
687194768121|1670
687194768121|1678
687194768121|5459
687194768121|6899
687194768121|9147
687194768121|11666
687194768121|11748
687194768121|12299
687194768123|977
687194768123|1444
687194768123|4849
687194768123|6605
687194768123|9147
687194768123|9273
687194768123|12299
687194768123|14178
412316861182|1614
412316861182|5106
412316861182|5108
412316861182|5167
412316861182|6373
412316861182|11686
412316861183|1748
412316861183|4975
412316861183|5811
412316861183|6407
412316861183|7555
412316861183|7919
412316861183|9398
412316861183|11924
137438954244|2036
137438954244|6175
137438954244|7241
137438954244|7245
137438954244|9572
137438954244|10043
137438954251|7775
137438954251|10043
137438954251|12269
137438954251|15678
137438954256|563
137438954256|7395
137438954256|9704
137438954258|563
137438954258|5929
137438954258|7522
137438954265|2044
137438954265|2853
137438954265|9348
137438954265|12763
137438954265|13191
137438954266|1173
137438954266|9348
137438954266|9503
137438954266|11640
137438954269|563
137438954269|9045
137438954269|9704
137438954269|12458
137438954275|1196
137438954275|5127
412316861222|144
412316861222|543
412316861222|1669
412316861222|2838
412316861222|11377
412316861222|11623
412316861222|11698
412316861222|12254
687194768175|1410
687194768175|1454
687194768175|2829
687194768175|2869
687194768175|3058
687194768175|3062
687194768175|9056
687194768175|13875
687194768176|295
687194768176|1410
687194768176|3058
687194768176|3090
687194768176|7163
687194768176|9056
687194768176|9084
687194768176|9326
687194768176|12511
687194768176|15926
687194768180|777
687194768180|1410
687194768180|2869
687194768180|5900
687194768180|7375
687194768180|9326
687194768180|10408
687194768188|2839
687194768188|2869
687194768188|3090
687194768188|5066
687194768188|6213
687194768188|7008
687194768188|9084
687194768188|11686
687194768191|774
687194768191|1410
687194768191|2087
687194768191|3090
687194768191|5168
687194768191|9056
687194768191|9084
687194768191|9179
687194768191|9742
687194768191|12511
687194768191|15926
687194768192|1410
687194768192|2010
687194768192|2800
687194768192|2869
687194768192|3090
687194768192|5191
687194768192|9084
687194768192|9143
687194768192|9326
755914244930|277
755914244930|1985
755914244931|277
755914244931|14712
755914244935|6
755914244935|594
755914244935|806
755914244935|5080
1030792152210|279
1030792152210|13903
1030792152211|279
1030792152211|8077
1030792152212|279
1030792152212|2972
1030792152214|279
1030792152214|11011
1030792152217|279
1030792152217|5053
1030792152217|8077
1030792152218|3044
1030792152218|8077
1030792152218|8821
206158431401|561
206158431401|5085
206158431401|9043
206158431405|561
206158431405|5085
206158431405|9165
206158431407|12171
206158431409|6402
206158431409|12171
206158431411|561
206158431411|9063
206158431412|561
206158431412|9079
206158431412|9165
206158431412|9312
206158431413|561
206158431413|9063
206158431413|14137
274877908184|1763
274877908185|2842
618475291869|2778
618475291870|6989
618475291871|1989
618475291872|2888
618475291875|544
618475291875|558
618475291877|6154
1030792152298|558
1030792152298|12686
1030792152302|6972
755914245360|558
755914245360|6389
755914245362|6449
755914245364|558
755914245364|2037
755914245364|6389
755914245367|558
755914245367|2050
481036338445|1759
481036338448|1759
481036338448|11624
481036338450|558
481036338450|7007
481036338452|558
481036338452|10955
343597384998|558
343597384998|12343
343597385000|558
343597385000|13854
343597385004|9329
618475291951|558
618475291951|2955
618475291953|558
618475291953|2021
618475291953|2955
618475291957|558
618475291957|5076
549755815227|10999
549755815229|14175
549755815231|2797
549755815233|2975
549755815233|10999
549755815236|2797
549755815236|9354
343597385031|5303
343597385033|5303
343597385033|13258
343597385036|7520
343597385041|558
343597385041|6551
343597385049|558
343597385049|13748
343597385051|558
343597385051|7479
343597385058|558
343597385058|2900
343597385059|558
343597385059|2024
687194768774|1191
687194768774|3055
687194768774|5301
687194768774|8277
687194768774|12474
687194768775|5184
687194768775|7604
687194768775|9075
687194768775|12474
687194768778|1524
687194768778|5832
687194768778|7564
687194768783|1909
687194768783|5832
687194768790|1524
687194768790|6046
687194768790|15390
687194768791|1524
687194768791|7567
687194768796|5832
687194768796|7564
687194768796|11693
687194768796|13794
687194768798|576
687194768798|5530
687194768798|7621
687194768799|5151
687194768799|5652
687194768803|5652
687194768803|12084
687194768804|576
687194768804|5530
687194768804|12473
687194768804|12617
687194768805|576
687194768805|3081
687194768805|14450
687194768808|5151
687194768808|5871
687194768810|576
687194768810|2790
687194768810|9078
687194768810|12617
687194768814|544
687194768814|2874
687194768814|8815
687194768814|10070
687194768815|5577
687194768815|8815
687194768815|9398
687194768815|9417
687194768823|1524
687194768823|2794
687194768823|2888
687194768823|2968
687194768823|3005
687194768823|6950
687194768823|9030
687194768823|9526
687194768823|10187
687194768823|14575
687194768830|2049
687194768830|2888
687194768830|2982
687194768830|3005
687194768830|3048
687194768830|5648
687194768830|8850
687194768831|2881
687194768831|2968
687194768831|2982
687194768831|3005
687194768831|3096
687194768831|5881
687194768831|9084
687194768831|13039
687194768831|14575
687194768833|278
687194768833|2844
687194768833|5848
687194768833|6950
687194768833|10865
687194768836|5200
687194768836|12085
687194768836|14394
687194768838|1524
687194768838|2070
687194768838|14811
687194768839|1524
687194768839|2070
687194768839|2107
687194768839|12097
687194768844|2070
687194768844|2795
687194768844|9428
687194768844|14811
687194768846|1194
687194768846|1524
687194768846|1770
687194768846|12085
687194768851|1164
687194768851|1524
687194768851|2801
687194768851|7555
687194768851|12478
687194768853|469
687194768853|575
687194768853|2019
687194768853|7284
687194768853|11621
687194768853|12478
687194768854|575
687194768854|579
687194768854|2019
687194768854|5155
687194768854|9064
687194768854|12478
687194768858|1021
687194768858|6990
687194768858|7555
687194768858|14161
687194768861|976
687194768861|1021
687194768861|6990
687194768861|9289
687194768861|14161
687194768865|196
687194768865|1524
687194768865|6071
687194768865|9182
687194768868|1524
687194768868|2092
687194768868|2947
687194768868|6393
687194768868|7453
687194768868|10919
687194768872|6168
687194768872|6393
687194768872|7511
687194768872|10919
687194768872|11115
687194768873|798
687194768873|2947
687194768873|9845
687194768873|10919
687194768873|12081
687194768874|1524
687194768874|5260
687194768874|6393
687194768874|10919
687194768874|15083
343597385197|2963
343597385197|5063
343597385197|7287
343597385197|9043
343597385197|11510
343597385199|413
343597385199|2899
343597385199|5184
343597385199|7006
343597385199|9295
343597385200|2807
343597385200|5184
343597385200|7190
343597385200|8082
343597385200|9295
343597385202|413
343597385202|2818
343597385202|2899
343597385202|4930
343597385202|5184
343597385202|7006
343597385202|9295
343597385202|9319
343597385207|413
343597385207|2092
343597385207|5184
343597385207|6948
343597385207|8019
343597385207|9100
343597385208|1998
343597385208|2807
343597385208|5184
343597385208|6406
343597385208|7190
343597385208|14661
343597385212|413
343597385212|1177
343597385212|4875
343597385212|7287
343597385212|9043
343597385212|11224
343597385218|975
343597385218|2024
343597385218|5729
343597385218|13417
343597385219|975
343597385219|2995
343597385219|5729
343597385219|7490
343597385220|413
343597385220|543
343597385220|2024
343597385220|2068
343597385221|975
343597385221|2988
343597385221|2995
343597385221|5729
343597385221|7490
343597385221|10734
343597385222|5079
343597385222|7490
343597385222|9293
343597385225|413
343597385225|2068
343597385225|3065
343597385225|9202
343597385226|2937
343597385226|2988
343597385226|5729
343597385226|6018
343597385226|7372
343597385226|10734
343597385231|413
343597385231|594
343597385231|2027
343597385231|2035
343597385231|2068
687194768918|1524
687194768918|6596
687194768918|8683
687194768918|11378
687194768918|12345
687194768918|12493
687194768925|2021
687194768925|6740
687194768925|8396
687194768925|11378
687194768926|9191
687194768926|11378
687194768926|12428
687194768932|9191
687194768932|10750
687194768932|11378
687194768932|11570
687194768939|1524
687194768939|6424
687194768939|6945
687194768939|9099
687194768939|9181
687194768940|2937
687194768940|5862
687194768940|6424
687194768940|7525
687194768940|9291
687194768940|12122
687194768944|1375
687194768944|5792
687194768944|8539
687194768944|9595
687194768946|1375
687194768946|5334
687194768946|9237
687194768947|5334
687194768947|6095
687194768947|6376
687194768947|9237
343597385269|2886
343597385269|2892
343597385269|7029
343597385276|2886
343597385276|2892
343597385276|3029
343597385276|4848
343597385278|413
343597385278|5142
343597385278|5529
343597385279|781
343597385279|2818
343597385279|2886
343597385279|7029
687194768963|1176
687194768963|1524
687194768963|9216
687194768967|1524
687194768967|6444
687194768967|12523
687194768968|1524
687194768968|2995
687194768968|5978
687194768976|775
687194768976|1375
687194768976|2001
687194768976|2778
687194768976|2832
687194768976|5112
687194768976|6726
687194768976|6965
687194768976|12512
687194768976|13817
343597385301|293
343597385301|413
343597385301|7463
343597385301|9924
343597385301|10193
343597385304|293
343597385304|7463
343597385304|7700
343597385304|9282
343597385304|10193
343597385304|13364
343597385305|413
343597385305|6406
343597385305|6501
343597385305|7119
343597385305|7463
343597385305|9924
343597385305|10193
343597385306|293
343597385306|2018
343597385306|2077
343597385306|7463
343597385306|9924
343597385306|10016
343597385306|10193
343597385308|7572
343597385308|8180
343597385308|9282
343597385308|9627
687194768994|285
687194768994|1202
687194768994|1375
687194768994|5094
687194768994|8265
687194768994|9648
687194768999|1985
687194768999|7943
687194768999|8718
687194769001|1524
687194769001|5152
687194769001|7014
687194769001|8562
687194769003|2779
687194769003|6674
687194769003|8562
687194769004|5152
687194769004|6530
687194769004|15526
687194769005|2779
687194769005|7472
687194769005|8562
687194769005|9665
687194769008|1505
687194769008|8562
687194769008|9144
687194769008|9261
687194769010|1995
687194769010|4937
687194769010|5152
687194769011|801
687194769011|1505
687194769011|8562
687194769011|15728
687194769013|11528
687194769013|13019
687194769014|6376
687194769014|6530
687194769014|9580
687194769014|15526
1030792152699|11280
1030792152700|6973
1030792152700|11280
1030792152701|593
1030792152703|8244
1030792152703|11280
1030792152719|9144
1030792152721|13897
687194769047|1178
687194769047|9138
687194769048|1178
687194769048|11648
687194769050|6370
962072676004|2991
1030792152744|1178
1030792152744|2123
549755815598|1178
549755815598|1183
549755815600|1178
549755815600|1183
549755815600|2057
549755815604|1178
549755815604|2836
549755815605|9121
549755815606|9270
549755815607|12029
481036338874|1178
481036338874|6743
481036338876|1178
481036338876|8483
481036338878|3053
481036338878|8483
618475292392|1178
618475292392|2897
618475292394|1178
618475292394|3062
343597385458|9139
343597385459|2848
343597385459|9139
343597385467|1199
343597385467|9139
343597385471|2787
343597385471|9139
549755815684|12064
549755815691|8228
549755815691|12064
549755815695|6429
549755815696|12064
549755815696|12672
549755815697|1178
549755815697|1992
412316862227|1178
412316862227|5089
412316862228|1178
412316862228|9237
412316862237|2928
412316862237|9237
412316862239|1178
412316862239|5089
412316862239|9326
412316862240|1178
412316862240|1179
412316862240|5089
412316862240|9326
412316862240|9354
824633722661|1178
824633722661|11254
824633722662|5189
824633722665|9276
824633722666|3043
893353199404|3044
893353199406|1178
893353199406|2953
893353199411|2953
893353199411|5065
893353199415|1985
893353199415|3044
687194769209|1178
687194769209|14335
755914245950|1178
755914245950|7543
755914245950|14335
755914245953|5579
755914245953|14335
481036339018|1178
481036339018|7581
481036339025|1178
481036339025|2849
481036339029|9648
481036339032|8480
481036339032|9648
481036339033|8181
481036339033|9648
412316862303|1178
412316862303|3111
549755815779|1178
549755815779|11648
549755815780|1178
549755815780|11633
549755815785|809
549755815785|1178
824633722735|12294
824633722736|1178
824633722736|9486
824633722738|14483
343597385594|1093
343597385594|2036
343597385594|7890
343597385594|9035
343597385594|9246
343597385596|1093
343597385596|2990
343597385596|3008
343597385596|9201
343597385596|12031
343597385596|12182
343597385599|7890
343597385599|9035
343597385599|9236
343597385599|9246
343597385599|9285
343597385599|11428
343597385601|1093
343597385601|2799
343597385601|2990
343597385601|3008
343597385601|7003
343597385601|12182
343597385601|15316
343597385602|2799
343597385602|2950
343597385602|2990
343597385602|6365
343597385602|7003
343597385602|7853
343597385602|10442
343597385602|15316
343597385605|1093
343597385605|2074
343597385605|2990
343597385605|8906
343597385605|9201
343597385605|9271
343597385605|12031
343597385606|1093
343597385606|1675
343597385606|2074
343597385606|2878
343597385606|2990
343597385606|7385
343597385606|12927
343597385607|3017
343597385607|7890
343597385607|9035
343597385607|10490
343597385607|11428
343597385607|14411
343597385609|3098
343597385609|9035
343597385609|9236
343597385609|12031
343597385609|12220
343597385610|418
343597385610|2062
343597385610|7890
343597385610|11344
343597385610|11875
962072676237|1748
962072676237|2061
962072676237|6425
962072676237|9052
962072676237|9076
962072676237|9326
962072676237|9474
962072676239|1748
962072676239|5077
962072676239|6425
962072676239|7244
962072676239|9052
962072676239|9681
962072676241|1180
962072676241|1748
962072676241|5108
962072676241|6425
962072676241|6992
962072676241|12143
962072676243|5105
962072676243|5185
962072676243|6157
962072676243|6425
962072676243|9076
962072676243|9326
962072676243|9474
962072676243|12146
962072676245|5163
962072676245|6425
962072676245|9052
962072676245|9326
962072676245|9362
962072676245|11287
962072676245|14000
962072676248|1748
962072676248|5077
962072676248|5161
962072676248|9052
962072676248|9681
962072676248|11676
962072676248|14423
962072676250|1032
962072676250|1452
962072676250|2807
962072676250|2996
962072676250|5165
962072676250|8735
962072676250|14450
962072676252|1748
962072676252|2892
962072676252|2996
962072676252|5273
962072676252|6123
962072676252|11724
962072676252|14450
962072676253|458
962072676253|1032
962072676253|1452
962072676253|1680
962072676253|5125
962072676253|8735
962072676253|9292
962072676256|2084
962072676256|2973
962072676256|10356
962072676256|11695
962072676256|11987
343597385638|1093
343597385638|2814
343597385638|6259
343597385638|9061
343597385638|13304
343597385639|1093
343597385639|11250
343597385639|12427
343597385641|4878
343597385641|12042
343597385641|12427
343597385642|7562
343597385642|12427
343597385642|13703
824633722818|776
824633722818|8493
824633722818|12690
824633722822|776
824633722822|11654
824633722822|12512
481036339150|2037
481036339150|2779
481036339151|2037
481036339151|10453
481036339153|2037
481036339153|2779
481036339153|11979
481036339159|2037
481036339159|6429
481036339160|776
481036339160|2037
481036339160|6965
824633722866|571
824633722866|2116
755914246132|776
755914246132|6862
549755815934|2807
549755815934|6852
549755815934|11958
549755815938|776
549755815938|2836
549755815938|5078
549755815938|12990
549755815942|776
549755815942|3000
549755815942|7584
549755815943|776
549755815943|7187
549755815943|11576
549755815945|776
549755815945|2856
549755815945|6968
412316862487|2206
412316862487|2779
412316862487|2941
412316862487|2990
412316862487|11028
412316862487|12014
412316862487|12221
412316862487|12283
412316862487|14605
412316862490|441
412316862490|565
412316862490|2779
412316862490|6679
412316862490|9166
412316862490|11634
412316862490|12210
412316862490|14605
412316862493|2206
412316862493|5065
412316862493|11674
412316862496|7563
412316862496|11324
412316862496|14793
412316862499|2965
412316862499|4941
412316862499|11324
412316862501|7563
412316862501|9197
412316862501|9913
412316862501|11324
412316862504|2816
412316862504|9186
412316862504|9197
412316862504|9913
412316862506|3109
412316862506|9186
412316862506|9197
412316862506|9269
412316862507|7563
412316862507|9172
412316862507|9913
412316862507|15222
412316862509|2873
412316862509|3111
412316862512|2816
412316862512|9197
412316862512|11411
412316862512|11571
412316862521|2206
412316862521|2790
412316862521|6410
412316862521|9907
412316862521|11803
412316862530|2790
412316862530|3075
412316862530|9111
412316862530|9907
412316862530|10725
412316862530|11803
412316862533|2107
412316862533|2206
412316862533|5163
412316862533|5168
412316862533|8684
412316862533|9259
412316862539|587
412316862539|2206
412316862539|2793
412316862539|5168
412316862539|7313
412316862539|9166
412316862539|9259
412316862541|587
412316862541|1548
412316862541|7313
412316862541|9166
412316862541|9226
412316862541|9259
412316862541|10074
412316862541|12584
412316862542|2206
412316862542|3111
412316862542|5103
412316862542|5168
412316862542|5209
412316862542|7313
412316862542|9166
412316862542|9259
412316862542|15450
412316862543|2206
412316862543|2799
412316862543|9166
412316862543|9252
412316862543|9259
412316862543|10364
412316862543|11785
412316862551|1023
412316862551|2206
412316862551|2990
412316862551|12283
412316862554|138
412316862554|5198
412316862555|2990
412316862555|5029
412316862555|5261
412316862556|2206
412316862556|5104
412316862556|8635
412316862556|14086
412316862560|6384
412316862560|7253
412316862560|8635
412316862565|6384
412316862565|6767
412316862565|8635
412316862565|9317
412316862571|1987
412316862571|2983
412316862572|9141
412316862576|2206
412316862576|2786
412316862581|2088
412316862581|2206
412316862581|7018
412316862581|11517
412316862585|2206
412316862585|5145
412316862585|7330
412316862585|9094
412316862585|11517
412316862587|5753
412316862587|6355
412316862587|9094
412316862590|594
412316862590|6355
412316862590|6438
412316862590|9094
412316862591|5127
412316862591|5753
412316862591|6440
412316862591|9094
412316862592|3004
412316862592|6438
412316862592|9106
412316862594|5753
412316862594|9094
412316862594|9319
412316862594|11622
412316862605|2206
412316862605|2997
412316862605|6054
412316862605|8035
412316862605|14101
412316862609|2824
412316862609|2997
412316862609|6054
412316862609|6954
412316862609|9272
412316862613|2206
412316862613|3028
412316862613|6408
412316862613|10126
412316862617|1671
412316862617|2206
412316862617|3028
412316862617|6408
412316862617|10126
412316862617|10988
549755816098|777
549755816098|1612
549755816098|7943
549755816098|8761
549755816098|9224
549755816104|1444
549755816104|5154
549755816110|5102
549755816110|11228
549755816110|14156
549755816111|2804
549755816111|5102
549755816111|8241
549755816111|10862
549755816114|2914
549755816114|8241
549755816114|9748
549755816118|1612
549755816118|1671
549755816118|1985
549755816118|2902
549755816118|3004
549755816118|3022
549755816123|1612
549755816123|1671
549755816123|2805
549755816123|3022
549755816123|7530
549755816124|3004
549755816124|3022
549755816124|12637
549755816124|13283
549755816124|13359
549755816125|2964
549755816125|3022
549755816125|5854
549755816125|7343
549755816125|12637
549755816125|13283
549755816125|13359
549755816126|1612
549755816126|2902
549755816126|3022
549755816126|3027
549755816126|7568
549755816126|8573
549755816134|278
549755816134|3024
549755816134|6950
549755816134|7505
549755816134|10110
549755816134|12845
549755816135|206
549755816135|2782
549755816135|2925
549755816135|7005
549755816135|9246
549755816136|278
549755816136|785
549755816136|1612
549755816136|7121
549755816136|13033
549755816139|3106
549755816139|5183
549755816139|8764
549755816139|10110
549755816139|12845
687194769614|1963
687194769614|2787
687194769614|2849
687194769614|5070
687194769614|9190
687194769614|10029
687194769614|11639
687194769614|12261
687194769618|2787
687194769618|5148
687194769618|9036
687194769618|9330
687194769618|12261
893353199829|9205
893353199829|9324
893353199829|12338
893353199829|13361
893353199831|1987
893353199831|2103
893353199831|6360
893353199831|9325
893353199831|12691
893353199836|597
893353199836|2972
893353199836|3037
893353199836|5201
893353199836|6030
893353199836|8834
893353199836|11611
893353199838|597
893353199838|3037
893353199838|4863
893353199838|6030
893353199838|8141
893353199838|9033
893353199838|9058
893353199841|146
893353199841|597
893353199841|2114
893353199841|3037
893353199841|5153
893353199841|6030
893353199842|597
893353199842|2922
893353199842|3037
893353199842|6030
893353199842|6989
893353199842|11507
893353199852|811
893353199853|811
893353199853|812
893353199859|811
893353199859|5822
893353199860|811
893353199860|812
893353199860|9281
893353199861|11532
893353199867|793
893353199867|812
893353199874|2044
893353199874|4863
893353199874|5151
893353199874|6949
893353199874|6969
893353199874|8271
893353199874|9041
893353199874|9104
893353199874|9511
893353199874|11628
893353199874|13918
893353199875|294
893353199875|3012
893353199875|5151
893353199875|6969
893353199875|6993
893353199875|7005
893353199875|7575
893353199875|8271
893353199875|9176
893353199875|13918
893353199878|2062
893353199878|3012
893353199878|5100
893353199878|5151
893353199878|6969
893353199878|6993
893353199878|8493
893353199878|9183
893353199878|12175
893353199880|2060
893353199880|2945
893353199880|5140
893353199880|9356
893353199880|11828
893353199880|14766
893353199883|2799
893353199883|2945
893353199883|5337
893353199883|9356
893353199883|11365
893353199883|11828
893353199883|14766
893353199885|2024
893353199885|2945
893353199885|6736
893353199885|6973
893353199885|9356
893353199885|11828
893353199885|14720
893353199887|1202
893353199887|5133
893353199887|5337
893353199887|8789
893353199887|9485
893353199887|11365
893353199887|11828
893353199887|14766
893353199889|458
893353199889|2900
893353199889|4863
893353199889|7576
893353199889|8983
893353199889|10939
893353199890|2900
893353199890|5118
893353199890|7004
893353199890|7576
893353199890|10939
893353199890|15351
893353199896|1996
893353199896|6395
893353199896|7576
893353199896|7582
893353199896|10939
893353199899|2900
893353199899|7576
893353199899|11288
893353199899|11376
893353199899|11500
893353199899|15351
893353199903|2056
893353199903|7004
893353199903|7576
893353199903|7982
893353199903|9905
893353199903|15351
481036339681|1398
481036339681|12018
481036339687|1398
481036339687|12811
481036339688|3079
1030792153586|1398
1030792153586|10982
1030792153588|14375
481036339707|1398
481036339707|9041
481036339711|1398
481036339711|14325
893353200132|12170
893353200138|8760
412316863013|1398
412316863013|9352
412316863016|11698
412316863017|206
412316863017|1398
412316863020|1398
412316863020|2066
412316863022|1398
412316863022|2066
412316863022|6733
412316863023|11593
412316863025|7524
412316863031|1398
412316863031|2066
412316863031|9177
412316863031|9343
687194769977|1190
687194769977|1398
687194769982|1190
687194769982|1398
687194769982|2778
274877909577|5091
274877909580|9145
274877909581|7001
274877909582|10454
274877909583|2784
274877909583|5091
274877909588|14764
274877909593|9035
274877909601|1398
274877909601|2903
274877909601|11598
274877909603|2781
274877909603|2903
274877909603|6971
274877909603|11598
274877909605|1398
274877909605|2903
274877909605|5153
274877909610|1398
274877909610|8452
274877909610|11248
549755816562|1398
549755816562|11333
549755816563|1398
549755816563|3025
549755816567|2044
549755816567|11333
549755816569|11378
549755816570|784
549755816570|1398
549755816573|472
549755816573|6431
549755816573|6537
549755816573|6944
549755816573|8562
549755816576|472
549755816576|571
549755816576|780
549755816576|2101
549755816576|7396
549755816576|7507
549755816576|8562
549755816580|458
549755816580|799
549755816580|5313
549755816581|799
549755816581|7009
549755816581|9039
549755816583|799
549755816583|2052
549755816583|5099
549755816583|7009
549755816589|799
549755816589|5099
549755816589|7009
549755816589|8474
549755816589|9299
549755816591|799
549755816591|2992
549755816591|5099
549755816591|7505
549755816591|8474
549755816591|8953
549755816595|799
549755816595|5099
549755816595|7841
549755816595|12203
549755816596|1189
549755816596|5113
549755816596|9125
549755816597|2913
549755816597|2992
549755816597|5099
549755816597|7505
549755816597|7511
549755816597|8533
962072677015|1526
962072677015|6370
962072677015|11265
962072677015|14747
962072677019|1526
962072677019|2979
962072677019|10278
962072677020|2979
962072677020|6341
962072677020|10278
962072677020|13301
549755816608|518
549755816608|3027
549755816608|5056
549755816608|5155
549755816608|6957
549755816608|11573
549755816611|3017
549755816611|10391
549755816613|2778
549755816613|3017
549755816614|1184
549755816614|3027
549755816614|6405
549755816614|6957
549755816614|11573
549755816618|282
549755816618|1184
549755816618|2826
549755816618|3027
549755816618|8514
549755816624|2778
549755816624|5822
962072677051|8336
962072677051|9082
962072677051|9126
962072677051|9324
962072677051|10741
962072677051|11720
962072677051|12169
962072677052|1033
962072677052|1526
962072677052|1987
962072677052|7771
962072677052|8336
962072677052|9314
962072677052|11678
962072677052|14066
962072677053|4923
962072677053|7244
962072677053|7771
962072677053|8336
962072677053|9218
962072677053|9314
962072677053|9356
962072677055|2930
962072677055|5830
962072677055|9218
962072677055|9314
962072677055|9323
962072677055|9907
962072677059|470
962072677059|2864
962072677059|7396
962072677059|8203
962072677059|8336
962072677059|9126
962072677059|10741
962072677069|2887
962072677076|9661
962072677082|540
962072677082|6992
962072677082|10192
962072677086|540
962072677086|6679
962072677087|6883
549755816685|282
549755816685|3000
549755816685|14448
549755816689|286
549755816689|294
549755816689|5070
549755816689|9104
549755816693|286
549755816693|294
549755816693|5070
549755816693|6415
549755816693|8649
962072677111|1170
962072677111|1181
962072677111|1526
962072677111|2069
962072677111|6138
962072677111|6844
962072677111|9046
962072677112|1181
962072677112|1526
962072677112|2947
962072677112|5057
962072677112|5075
962072677112|6138
962072677112|8571
962072677112|9046
962072677114|1170
962072677114|1181
962072677114|5381
962072677114|5923
962072677114|6844
962072677114|9040
962072677114|14945
962072677116|1170
962072677116|1181
962072677116|1526
962072677116|2069
962072677116|6425
962072677116|6947
962072677116|9046
962072677116|10222
962072677116|11547
962072677120|1181
962072677120|2849
962072677120|5481
962072677120|6138
962072677120|7018
962072677120|8571
962072677120|9046
962072677120|9348
755914246916|1183
755914246916|11710
755914246917|2803
687194770186|1183
687194770186|1993
687194770186|2957
687194770186|6004
687194770186|6934
687194770186|10558
274877909774|1183
274877909774|3024
274877909774|7517
274877909777|1183
274877909777|8889
618475293465|1176
618475293465|1183
618475293466|1176
618475293466|6947
618475293467|1176
618475293467|5786
618475293470|2788
618475293471|2959
412316863270|1183
412316863270|2851
412316863275|9144
412316863276|1183
412316863276|2851
412316863276|7535
412316863279|2810
412316863279|9150
412316863281|10715
687194770238|1183
687194770238|6987
687194770239|1183
687194770239|6987
687194770239|9228
687194770240|1183
687194770240|1670
687194770240|6987
687194770241|1183
687194770241|2929
687194770241|11717
687194770243|1183
687194770243|6359
687194770244|571
687194770244|1183
687194770244|2788
687194770244|6987
687194770244|9228
687194770245|2914
481036340042|5116
481036340042|8816
481036340043|1462
481036340043|1984
481036340043|2087
481036340043|2096
481036340043|5216
481036340044|5116
481036340044|6947
481036340044|8816
481036340045|3083
481036340045|5153
481036340045|6947
481036340045|8816
481036340046|1205
481036340046|1462
481036340046|2938
481036340050|2949
481036340050|5198
481036340050|6947
481036340053|2949
481036340053|5198
481036340053|5418
481036340053|7646
