Tag.id|TagClass.id|eid_generated
252|336|431448
253|115|431449
254|57|431450
255|115|431451
256|115|431452
257|211|431453
258|74|431454
259|211|431455
260|336|431456
261|211|431457
262|59|431458
263|94|431459
264|59|431460
265|59|431461
266|88|431462
267|74|431463
268|59|431464
269|98|431465
270|211|431466
271|59|431467
272|74|431468
273|349|431469
274|115|431470
275|336|431471
276|59|431472
277|115|431473
278|115|431474
279|115|431475
280|349|431476
281|115|431477
282|349|431478
283|115|431479
284|115|431480
285|115|431481
286|115|431482
287|211|431483
288|349|431484
289|13|431485
290|148|431486
291|115|431487
292|148|431488
293|211|431489
294|349|431490
295|211|431491
296|115|431492
297|115|431493
298|115|431494
299|115|431495
300|115|431496
301|211|431497
302|115|431498
303|211|431499
304|115|431500
305|349|431501
306|88|431502
307|148|431503
308|211|431504
309|211|431505
310|115|431506
311|211|431507
312|37|431508
313|211|431509
314|115|431510
315|211|431511
316|211|431512
317|96|431513
318|148|431514
319|59|431515
320|59|431516
321|211|431517
322|13|431518
323|212|431519
324|115|431520
325|349|431521
326|349|431522
327|115|431523
328|211|431524
329|211|431525
330|349|431526
331|211|431527
332|211|431528
333|211|431529
334|211|431530
335|349|431531
336|88|431532
337|148|431533
338|82|431534
339|211|431535
340|115|431536
341|349|431537
342|349|431538
343|115|431539
344|96|431540
345|349|431541
346|211|431542
347|115|431543
348|211|431544
349|13|431545
350|349|431546
351|59|431547
352|13|431548
353|211|431549
354|57|431550
355|13|431551
356|115|431552
357|211|431553
358|148|431554
359|279|431555
360|115|431556
361|211|431557
362|211|431558
363|211|431559
364|148|431560
365|13|431561
366|211|431562
367|330|431563
368|349|431564
369|96|431565
370|13|431566
371|13|431567
372|211|431568
373|115|431569
374|97|431570
375|211|431571
376|211|431572
377|13|431573
378|13|431574
379|211|431575
380|211|431576
381|211|431577
382|211|431578
383|148|431579
384|349|431580
385|59|431581
386|59|431582
387|96|431583
388|211|431584
389|13|431585
390|211|431586
391|211|431587
392|211|431588
393|211|431589
394|115|431590
395|13|431591
396|349|431592
397|88|431593
398|115|431594
399|97|431595
400|211|431596
401|43|431597
402|211|431598
403|211|431599
404|211|431600
405|59|431601
406|115|431602
407|115|431603
408|57|431604
409|59|431605
410|59|431606
411|88|431607
412|59|431608
413|59|431609
414|211|431610
415|349|431611
416|57|431612
417|57|431613
418|82|431614
419|349|431615
420|349|431616
421|211|431617
422|349|431618
423|336|431619
424|211|431620
425|211|431621
426|200|431622
427|349|431623
428|250|431624
429|59|431625
430|336|431626
431|212|431627
432|336|431628
433|57|431629
434|336|431630
435|200|431631
436|354|431632
437|211|431633
438|336|431634
439|59|431635
440|200|431636
441|115|431637
442|88|431638
443|141|431639
444|115|431640
445|57|431641
446|96|431642
447|59|431643
448|57|431644
449|98|431645
450|59|431646
451|279|431647
452|59|431648
453|82|431649
454|59|431650
455|59|431651
456|98|431652
457|59|431653
458|349|431654
459|115|431655
460|57|431656
461|115|431657
462|211|431658
463|211|431659
464|211|431660
465|211|431661
466|88|431662
467|88|431663
468|279|431664
469|211|431665
470|88|431666
471|115|431667
472|59|431668
473|59|431669
474|336|431670
475|59|431671
476|59|431672
477|88|431673
478|59|431674
479|59|431675
480|59|431676
481|115|431677
482|59|431678
483|349|431679
484|59|431680
485|88|431681
486|349|431682
487|59|431683
488|59|431684
489|59|431685
490|59|431686
491|59|431687
492|336|431688
493|82|431689
494|211|431690
495|59|431691
496|59|431692
497|59|431693
498|59|431694
499|59|431695
500|279|431696
501|59|431697
502|59|431698
503|59|431699
504|211|431700
505|59|431701
506|211|431702
507|59|431703
508|279|431704
509|13|431705
510|59|431706
511|59|431707
512|59|431708
513|3|431709
514|57|431710
515|59|431711
516|336|431712
517|59|431713
518|82|431714
519|59|431715
520|59|431716
521|57|431717
522|57|431718
523|279|431719
524|88|431720
525|82|431721
526|336|431722
527|336|431723
528|336|431724
529|59|431725
530|279|431726
531|336|431727
532|211|431728
533|59|431729
534|336|431730
535|336|431731
536|250|431732
537|336|431733
538|310|431734
539|310|431735
540|310|431736
541|349|431737
542|310|431738
543|349|431739
544|57|431740
545|336|431741
546|193|431742
547|193|431743
548|349|431744
549|211|431745
550|95|431746
551|211|431747
552|98|431748
553|211|431749
554|82|431750
555|211|431751
556|88|431752
557|193|431753
558|59|431754
559|211|431755
560|349|431756
561|336|431757
562|149|431758
563|349|431759
564|57|431760
565|336|431761
566|336|431762
567|336|431763
568|349|431764
569|336|431765
570|336|431766
571|336|431767
572|211|431768
573|88|431769
574|336|431770
575|82|431771
576|349|431772
577|88|431773
578|82|431774
579|193|431775
580|349|431776
581|115|431777
582|211|431778
583|336|431779
584|3|431780
585|336|431781
586|250|431782
587|336|431783
588|211|431784
589|59|431785
590|88|431786
591|336|431787
592|349|431788
593|211|431789
594|82|431790
595|59|431791
596|279|431792
597|211|431793
598|250|431794
599|211|431795
600|250|431796
601|279|431797
602|211|431798
603|211|431799
604|336|431800
605|211|431801
606|336|431802
607|211|431803
608|336|431804
609|88|431805
610|250|431806
611|250|431807
612|74|431808
613|88|431809
614|211|431810
615|349|431811
616|250|431812
617|59|431813
618|37|431814
619|336|431815
620|279|431816
621|59|431817
622|115|431818
623|211|431819
624|211|431820
625|59|431821
626|74|431822
627|250|431823
628|336|431824
629|193|431825
630|336|431826
631|82|431827
632|349|431828
633|211|431829
634|279|431830
635|211|431831
636|59|431832
637|59|431833
638|59|431834
639|88|431835
640|88|431836
641|336|431837
642|82|431838
643|59|431839
644|88|431840
645|88|431841
646|336|431842
647|250|431843
648|336|431844
649|59|431845
650|336|431846
651|82|431847
652|211|431848
653|37|431849
654|336|431850
655|250|431851
656|211|431852
657|115|431853
658|59|431854
659|336|431855
660|82|431856
661|88|431857
662|279|431858
663|336|431859
664|250|431860
665|82|431861
666|336|431862
667|211|431863
668|211|431864
669|211|431865
670|336|431866
671|211|431867
672|37|431868
673|211|431869
674|336|431870
675|250|431871
676|59|431872
677|211|431873
678|59|431874
679|59|431875
680|250|431876
681|94|431877
682|279|431878
683|250|431879
684|59|431880
685|3|431881
686|82|431882
687|279|431883
688|88|431884
689|82|431885
690|88|431886
691|336|431887
692|211|431888
693|336|431889
694|349|431890
695|279|431891
696|59|431892
697|193|431893
698|59|431894
699|211|431895
700|211|431896
701|279|431897
702|88|431898
703|148|431899
704|59|431900
705|59|431901
706|59|431902
707|250|431903
708|211|431904
709|211|431905
710|211|431906
711|3|431907
712|336|431908
713|88|431909
714|59|431910
715|211|431911
716|279|431912
717|82|431913
718|82|431914
719|88|431915
720|59|431916
721|88|431917
722|94|431918
723|59|431919
724|279|431920
725|88|431921
726|211|431922
727|211|431923
728|211|431924
729|211|431925
730|94|431926
731|57|431927
732|211|431928
733|88|431929
734|211|431930
735|88|431931
736|336|431932
737|211|431933
738|279|431934
739|211|431935
740|59|431936
741|336|431937
742|250|431938
743|336|431939
744|211|431940
745|332|431941
746|115|431942
747|336|431943
748|336|431944
749|193|431945
750|211|431946
751|250|431947
752|88|431948
753|336|431949
754|82|431950
755|349|431951
756|193|431952
757|88|431953
758|115|431954
759|3|431955
760|336|431956
761|57|431957
762|211|431958
763|211|431959
764|279|431960
765|88|431961
766|211|431962
767|59|431963
768|211|431964
769|336|431965
770|211|431966
771|74|431967
772|336|431968
773|59|431969
774|211|431970
775|332|431971
776|211|431972
777|279|431973
778|82|431974
779|211|431975
780|88|431976
781|211|431977
782|82|431978
783|336|431979
784|211|431980
785|88|431981
786|211|431982
787|211|431983
788|336|431984
789|82|431985
790|82|431986
791|349|431987
792|336|431988
793|349|431989
794|349|431990
795|336|431991
796|349|431992
797|211|431993
798|88|431994
799|250|431995
800|37|431996
801|211|431997
802|211|431998
803|59|431999
804|211|432000
805|211|432001
806|82|432002
807|3|432003
808|82|432004
809|211|432005
810|115|432006
811|211|432007
812|59|432008
813|59|432009
814|211|432010
815|279|432011
816|250|432012
817|88|432013
818|349|432014
819|336|432015
820|279|432016
821|336|432017
822|279|432018
823|336|432019
824|336|432020
825|279|432021
826|211|432022
827|59|432023
828|115|432024
829|336|432025
830|59|432026
831|332|432027
832|59|432028
833|211|432029
834|349|432030
835|211|432031
836|336|432032
837|211|432033
838|212|432034
839|336|432035
840|211|432036
841|88|432037
842|279|432038
843|349|432039
844|336|432040
845|211|432041
846|279|432042
847|336|432043
848|3|432044
849|211|432045
850|336|432046
851|336|432047
852|88|432048
853|59|432049
854|211|432050
855|349|432051
856|59|432052
857|82|432053
858|279|432054
859|211|432055
860|211|432056
861|349|432057
862|349|432058
863|349|432059
864|88|432060
865|37|432061
866|82|432062
867|59|432063
868|336|432064
869|211|432065
870|336|432066
871|88|432067
872|279|432068
873|336|432069
874|279|432070
875|349|432071
876|212|432072
877|59|432073
878|355|432074
879|279|432075
880|336|432076
881|250|432077
882|59|432078
883|250|432079
884|336|432080
885|37|432081
886|349|432082
887|279|432083
888|59|432084
889|279|432085
890|82|432086
891|336|432087
892|59|432088
893|211|432089
894|336|432090
895|349|432091
896|336|432092
897|336|432093
898|59|432094
899|336|432095
900|336|432096
901|211|432097
902|115|432098
903|88|432099
904|193|432100
905|59|432101
906|82|432102
907|37|432103
908|211|432104
909|96|432105
910|3|432106
911|211|432107
912|94|432108
913|336|432109
914|94|432110
915|59|432111
916|59|432112
917|3|432113
918|336|432114
919|211|432115
920|336|432116
921|211|432117
922|336|432118
923|211|432119
924|211|432120
925|211|432121
926|115|432122
927|59|432123
928|336|432124
929|211|432125
930|211|432126
931|211|432127
932|59|432128
933|3|432129
934|211|432130
935|211|432131
936|354|432132
937|279|432133
938|336|432134
939|191|432135
940|82|432136
941|336|432137
942|3|432138
943|115|432139
944|74|432140
945|211|432141
946|279|432142
947|355|432143
948|88|432144
949|336|432145
950|279|432146
951|279|432147
952|94|432148
953|250|432149
954|211|432150
955|115|432151
956|88|432152
957|82|432153
958|279|432154
959|211|432155
960|59|432156
961|59|432157
962|82|432158
963|193|432159
964|59|432160
965|336|432161
966|336|432162
967|279|432163
968|336|432164
969|349|432165
970|336|432166
971|115|432167
972|349|432168
973|82|432169
974|88|432170
975|336|432171
976|82|432172
977|349|432173
978|211|432174
979|211|432175
980|211|432176
981|211|432177
982|279|432178
983|82|432179
984|115|432180
985|98|432181
986|193|432182
987|193|432183
988|250|432184
989|59|432185
990|211|432186
991|3|432187
992|349|432188
993|115|432189
994|349|432190
995|82|432191
996|82|432192
997|336|432193
998|336|432194
999|250|432195
1000|279|432196
1001|211|432197
1002|211|432198
1003|211|432199
1004|336|432200
1005|57|432201
1006|336|432202
1007|59|432203
1008|211|432204
1009|279|432205
1010|211|432206
1011|88|432207
1012|279|432208
1013|59|432209
1014|211|432210
1015|211|432211
1016|211|432212
1017|211|432213
1018|279|432214
1019|211|432215
1020|82|432216
1021|211|432217
1022|88|432218
1023|349|432219
1024|88|432220
1025|115|432221
1026|349|432222
1027|211|432223
1028|349|432224
1029|211|432225
1030|336|432226
1031|59|432227
1032|88|432228
1033|98|432229
1034|211|432230
1035|115|432231
1036|211|432232
1037|211|432233
1038|115|432234
1039|98|432235
1040|115|432236
1041|115|432237
1042|211|432238
1043|88|432239
1044|349|432240
1045|24|432241
1046|211|432242
1047|211|432243
1048|115|432244
1049|349|432245
1050|115|432246
1051|115|432247
1052|211|432248
1053|211|432249
1054|211|432250
1055|59|432251
1056|96|432252
1057|211|432253
1058|115|432254
1059|211|432255
1060|115|432256
1061|211|432257
1062|349|432258
1063|211|432259
1064|211|432260
1065|211|432261
1066|211|432262
1067|211|432263
1068|211|432264
1069|349|432265
1070|349|432266
1071|211|432267
1072|211|432268
1073|115|432269
1074|211|432270
1075|115|432271
1076|211|432272
1077|211|432273
1078|211|432274
1079|211|432275
1080|88|432276
1081|211|432277
1082|211|432278
1083|211|432279
1084|115|432280
1085|98|432281
1086|211|432282
1087|211|432283
1088|211|432284
1089|24|432285
1090|211|432286
1091|98|432287
1092|211|432288
1093|115|432289
1094|211|432290
1095|211|432291
1096|349|432292
1097|211|432293
1098|336|432294
1099|211|432295
1100|59|432296
1101|211|432297
1102|3|432298
1103|211|432299
1104|115|432300
1105|211|432301
1106|211|432302
1107|211|432303
1108|24|432304
1109|24|432305
1110|211|432306
1111|211|432307
1112|349|432308
1113|211|432309
1114|211|432310
1115|349|432311
1116|211|432312
1117|211|432313
1118|349|432314
1119|211|432315
1120|349|432316
1121|211|432317
1122|211|432318
1123|211|432319
1124|211|432320
1125|211|432321
1126|24|432322
1127|59|432323
1128|211|432324
1129|211|432325
1130|211|432326
1131|211|432327
1132|211|432328
1133|211|432329
1134|211|432330
1135|115|432331
1136|211|432332
1137|211|432333
1138|211|432334
1139|211|432335
1140|24|432336
1141|211|432337
1142|211|432338
1143|211|432339
1144|211|432340
1145|88|432341
1146|211|432342
1147|24|432343
1148|211|432344
1149|57|432345
1150|349|432346
1151|59|432347
1152|349|432348
1153|336|432349
1154|57|432350
1155|349|432351
1156|349|432352
1157|336|432353
1158|336|432354
1159|88|432355
1160|148|432356
1161|211|432357
1162|98|432358
1163|82|432359
1164|193|432360
1165|115|432361
1166|349|432362
1167|349|432363
1168|211|432364
1169|59|432365
1170|98|432366
1171|57|432367
1172|211|432368
1173|88|432369
1174|332|432370
1175|211|432371
1176|250|432372
1177|332|432373
1178|88|432374
1179|88|432375
1180|88|432376
1181|211|432377
1182|211|432378
1183|250|432379
1184|332|432380
1185|332|432381
1186|88|432382
1187|279|432383
1188|98|432384
1189|250|432385
1190|332|432386
1191|193|432387
1192|336|432388
1193|332|432389
1194|349|432390
1195|88|432391
1196|211|432392
1197|211|432393
1198|332|432394
1199|98|432395
1200|336|432396
1201|88|432397
1202|211|432398
1203|115|432399
1204|250|432400
1205|98|432401
1206|82|432402
1207|211|432403
1208|332|432404
1209|211|432405
1210|211|432406
1211|336|432407
1212|250|432408
1213|59|432409
1214|211|432410
1215|59|432411
1216|250|432412
1217|88|432413
1218|332|432414
1219|98|432415
1220|115|432416
1221|211|432417
1222|336|432418
1223|95|432419
1224|211|432420
1225|211|432421
1226|279|432422
1227|88|432423
1228|211|432424
1229|332|432425
1230|98|432426
1231|115|432427
1232|332|432428
1233|332|432429
1234|336|432430
1235|336|432431
1236|332|432432
1237|332|432433
1238|211|432434
1239|336|432435
1240|279|432436
1241|211|432437
1242|82|432438
1243|250|432439
1244|250|432440
1245|211|432441
1246|59|432442
1247|59|432443
1248|211|432444
1249|211|432445
1250|193|432446
1251|98|432447
1252|349|432448
1253|59|432449
1254|336|432450
1255|211|432451
1256|332|432452
1257|59|432453
1258|349|432454
1259|332|432455
1260|332|432456
1261|211|432457
1262|211|432458
1263|332|432459
1264|88|432460
1265|212|432461
1266|211|432462
1267|211|432463
1268|219|432464
1269|59|432465
1270|211|432466
1271|211|432467
1272|332|432468
1273|250|432469
1274|332|432470
1275|332|432471
1276|332|432472
1277|336|432473
1278|95|432474
1279|211|432475
1280|332|432476
1281|211|432477
1282|332|432478
1283|332|432479
1284|279|432480
1285|332|432481
1286|211|432482
1287|88|432483
1288|82|432484
1289|211|432485
1290|211|432486
1291|59|432487
1292|74|432488
1293|211|432489
1294|95|432490
1295|88|432491
1296|211|432492
1297|211|432493
1298|59|432494
1299|211|432495
1300|59|432496
1301|88|432497
1302|332|432498
1303|332|432499
1304|59|432500
1305|211|432501
1306|88|432502
1307|211|432503
1308|250|432504
1309|332|432505
1310|211|432506
1311|332|432507
1312|74|432508
1313|336|432509
1314|211|432510
1315|59|432511
1316|279|432512
1317|332|432513
1318|94|432514
1319|59|432515
1320|115|432516
1321|59|432517
1322|59|432518
1323|211|432519
1324|74|432520
1325|211|432521
1326|82|432522
1327|211|432523
1328|250|432524
1329|211|432525
1330|211|432526
1331|193|432527
1332|336|432528
1333|332|432529
1334|332|432530
1335|250|432531
1336|336|432532
1337|250|432533
1338|212|432534
1339|349|432535
1340|211|432536
1341|88|432537
1342|332|432538
1343|74|432539
1344|211|432540
1345|250|432541
1346|250|432542
1347|211|432543
1348|332|432544
1349|94|432545
1350|332|432546
1351|211|432547
1352|59|432548
1353|74|432549
1354|211|432550
1355|94|432551
1356|59|432552
1357|332|432553
1358|211|432554
1359|332|432555
1360|336|432556
1361|336|432557
1362|250|432558
1363|349|432559
1364|336|432560
1365|115|432561
1366|74|432562
1367|82|432563
1368|332|432564
1369|211|432565
1370|211|432566
1371|211|432567
1372|250|432568
1373|336|432569
1374|336|432570
1375|115|432571
1376|211|432572
1377|336|432573
1378|61|432574
1379|97|432575
1380|115|432576
1381|349|432577
1382|211|432578
1383|211|432579
1384|336|432580
1385|349|432581
1386|115|432582
1387|115|432583
1388|88|432584
1389|211|432585
1390|211|432586
1391|211|432587
1392|211|432588
1393|349|432589
1394|211|432590
1395|211|432591
1396|211|432592
1397|211|432593
1398|336|432594
1399|336|432595
1400|3|432596
1401|59|432597
1402|349|432598
1403|211|432599
1404|349|432600
1405|349|432601
1406|211|432602
1407|211|432603
1408|97|432604
1409|59|432605
1410|211|432606
1411|336|432607
1412|115|432608
1413|349|432609
1414|82|432610
1415|98|432611
1416|88|432612
1417|349|432613
1418|349|432614
1419|115|432615
1420|349|432616
1421|115|432617
1422|211|432618
1423|57|432619
1424|3|432620
1425|349|432621
1426|250|432622
1427|349|432623
1428|211|432624
1429|57|432625
1430|115|432626
1431|57|432627
1432|211|432628
1433|250|432629
1434|211|432630
1435|59|432631
1436|336|432632
1437|57|432633
1438|88|432634
1439|115|432635
1440|3|432636
1441|211|432637
1442|57|432638
1443|211|432639
1444|98|432640
1445|59|432641
1446|211|432642
1447|59|432643
1448|336|432644
1449|59|432645
1450|336|432646
1451|250|432647
1452|250|432648
1453|211|432649
1454|82|432650
1455|82|432651
1456|115|432652
1457|336|432653
1458|59|432654
1459|59|432655
1460|336|432656
1461|115|432657
1462|336|432658
1463|59|432659
1464|250|432660
1465|59|432661
1466|59|432662
1467|74|432663
1468|250|432664
1469|59|432665
1470|59|432666
1471|279|432667
1472|115|432668
1473|94|432669
1474|336|432670
1475|37|432671
1476|211|432672
1477|94|432673
1478|250|432674
1479|250|432675
1480|250|432676
1481|59|432677
1482|94|432678
1483|336|432679
1484|94|432680
1485|59|432681
1486|59|432682
1487|3|432683
1488|211|432684
1489|211|432685
1490|115|432686
1491|211|432687
1492|211|432688
1493|59|432689
1494|349|432690
1495|59|432691
1496|310|432692
1497|74|432693
1498|279|432694
1499|37|432695
1500|349|432696
1501|211|432697
1502|250|432698
1503|211|432699
1504|336|432700
1505|349|432701
1506|349|432702
1507|349|432703
1508|349|432704
1509|336|432705
1510|82|432706
1511|211|432707
1512|349|432708
1513|98|432709
1514|349|432710
1515|95|432711
1516|349|432712
1517|59|432713
1518|211|432714
1519|211|432715
1520|211|432716
1521|211|432717
1522|98|432718
1523|279|432719
1524|310|432720
1525|115|432721
1526|57|432722
1527|349|432723
1528|211|432724
1529|88|432725
1530|59|432726
1531|349|432727
1532|349|432728
1533|349|432729
1534|349|432730
1535|211|432731
1536|349|432732
1537|72|432733
1538|57|432734
1539|349|432735
1540|349|432736
1541|349|432737
1542|349|432738
1543|104|432739
1544|57|432740
1545|332|432741
1546|211|432742
1547|336|432743
1548|279|432744
1549|349|432745
1550|82|432746
1551|211|432747
1552|279|432748
1553|211|432749
1554|57|432750
1555|349|432751
1556|349|432752
1557|3|432753
1558|59|432754
1559|336|432755
1560|211|432756
1561|88|432757
1562|336|432758
1563|336|432759
1564|336|432760
1565|349|432761
1566|59|432762
1567|59|432763
1568|59|432764
1569|59|432765
1570|336|432766
1571|98|432767
1572|279|432768
1573|211|432769
1574|211|432770
1575|59|432771
1576|82|432772
1577|211|432773
1578|211|432774
1579|336|432775
1580|211|432776
1581|3|432777
1582|211|432778
1583|349|432779
1584|279|432780
1585|88|432781
1586|279|432782
1587|211|432783
1588|211|432784
1589|211|432785
1590|74|432786
1591|211|432787
1592|336|432788
1593|193|432789
1594|211|432790
1595|336|432791
1596|349|432792
1597|336|432793
1598|336|432794
1599|336|432795
1600|349|432796
1601|349|432797
1602|74|432798
1603|336|432799
1604|336|432800
1605|336|432801
1606|336|432802
1607|88|432803
1608|59|432804
1609|336|432805
1610|336|432806
1611|211|432807
1612|211|432808
1613|211|432809
1614|88|432810
1615|211|432811
1616|88|432812
1617|211|432813
1618|82|432814
1619|211|432815
1620|115|432816
1621|115|432817
1622|115|432818
1623|211|432819
1624|211|432820
1625|115|432821
1626|94|432822
1627|88|432823
1628|211|432824
1629|211|432825
1630|349|432826
1631|279|432827
1632|82|432828
1633|349|432829
1634|74|432830
1635|211|432831
1636|3|432832
1637|191|432833
1638|96|432834
1639|88|432835
1640|349|432836
1641|115|432837
1642|115|432838
1643|211|432839
1644|211|432840
1645|349|432841
1646|211|432842
1647|211|432843
1648|336|432844
1649|59|432845
1650|88|432846
1651|59|432847
1652|59|432848
1653|88|432849
1654|211|432850
1655|59|432851
1656|148|432852
1657|59|432853
1658|59|432854
1659|336|432855
1660|59|432856
1661|336|432857
1662|349|432858
1663|211|432859
1664|336|432860
1665|88|432861
1666|98|432862
1667|349|432863
1668|211|432864
1669|211|432865
1670|349|432866
1671|57|432867
1672|336|432868
1673|115|432869
1674|88|432870
1675|211|432871
1676|88|432872
1677|336|432873
1678|336|432874
1679|336|432875
1680|57|432876
1681|349|432877
1682|88|432878
1683|211|432879
1684|59|432880
1685|59|432881
1686|88|432882
1687|336|432883
1688|59|432884
1689|59|432885
1690|211|432886
1691|88|432887
1692|349|432888
1693|336|432889
1694|59|432890
1695|59|432891
1696|88|432892
1697|211|432893
1698|336|432894
1699|250|432895
1700|59|432896
1701|88|432897
1702|82|432898
1703|279|432899
1704|59|432900
1705|211|432901
1706|211|432902
1707|211|432903
1708|336|432904
1709|211|432905
1710|211|432906
1711|211|432907
1712|336|432908
1713|115|432909
1714|88|432910
1715|88|432911
1716|59|432912
1717|3|432913
1718|336|432914
1719|279|432915
1720|88|432916
1721|59|432917
1722|349|432918
1723|59|432919
1724|349|432920
1725|211|432921
1726|59|432922
1727|59|432923
1728|59|432924
1729|211|432925
1730|279|432926
1731|211|432927
1732|349|432928
1733|74|432929
1734|57|432930
1735|59|432931
1736|59|432932
1737|59|432933
1738|211|432934
1739|59|432935
1740|59|432936
1741|59|432937
1742|59|432938
1743|59|432939
1744|59|432940
1745|59|432941
1746|59|432942
1747|59|432943
1748|82|432944
1749|88|432945
1750|349|432946
1751|24|432947
1752|336|432948
1753|349|432949
1754|115|432950
1755|97|432951
1756|57|432952
1757|59|432953
1758|250|432954
1759|349|432955
1760|336|432956
1761|115|432957
1762|82|432958
1763|250|432959
1764|59|432960
1765|336|432961
1766|88|432962
1767|336|432963
1768|211|432964
1769|336|432965
1770|59|432966
1771|336|432967
1772|336|432968
1773|59|432969
1774|59|432970
1775|59|432971
1776|59|432972
1777|211|432973
1778|193|432974
1779|59|432975
1780|59|432976
1781|59|432977
1782|59|432978
1783|336|432979
1784|336|432980
1785|336|432981
1786|336|432982
1787|37|432983
1788|211|432984
1789|250|432985
1790|59|432986
1791|115|432987
1792|59|432988
1793|211|432989
1794|332|432990
1795|336|432991
1796|59|432992
1797|59|432993
1798|59|432994
1799|336|432995
1800|211|432996
1801|59|432997
1802|336|432998
1803|211|432999
1804|59|433000
1805|59|433001
1806|59|433002
1807|250|433003
1808|211|433004
1809|59|433005
1810|59|433006
1811|193|433007
1812|211|433008
1813|349|433009
1814|336|433010
1815|82|433011
1816|59|433012
1817|336|433013
1818|59|433014
1819|336|433015
1820|3|433016
1821|336|433017
1822|336|433018
1823|59|433019
1824|211|433020
1825|59|433021
1826|59|433022
1827|212|433023
1828|59|433024
1829|211|433025
1830|336|433026
1831|74|433027
1832|319|433028
1833|211|433029
1834|59|433030
1835|211|433031
1836|59|433032
1837|74|433033
1838|88|433034
1839|191|433035
1840|74|433036
1841|59|433037
1842|211|433038
1843|211|433039
1844|193|433040
1845|59|433041
1846|82|433042
1847|59|433043
1848|336|433044
1849|336|433045
1850|336|433046
1851|336|433047
1852|94|433048
1853|211|433049
1854|336|433050
1855|74|433051
1856|336|433052
1857|24|433053
1858|211|433054
1859|349|433055
1860|24|433056
1861|24|433057
1862|211|433058
1863|279|433059
1864|59|433060
1865|211|433061
1866|59|433062
1867|211|433063
1868|88|433064
1869|59|433065
