Comment.id|Place.id
687194768812|51
687194768814|56
687194768815|51
687194768816|61
687194768817|54
687194768818|54
687194768819|0
687194768821|0
687194768822|98
687194768823|82
687194768824|51
687194768825|54
687194768826|84
687194768827|0
687194768828|54
687194768829|98
687194768830|82
687194768831|51
687194768832|51
687194768833|82
687194768835|54
687194768836|51
687194768837|51
687194768838|82
687194768839|54
687194768840|53
687194768841|0
687194768842|78
687194768843|56
687194768844|51
687194768845|54
687194768846|82
687194768847|78
687194768848|77
687194768849|51
687194768851|77
687194768852|51
687194768853|98
687194768854|53
687194768855|98
687194768856|51
687194768857|53
687194768858|51
687194768859|51
687194768860|55
687194768861|53
687194768862|54
687194768863|84
687194768864|98
687194768865|56
687194768867|82
687194768868|51
687194768869|78
687194768870|0
687194768871|61
687194768872|61
687194768873|59
687194768874|0
343597385196|84
343597385197|55
343597385198|84
343597385199|55
343597385200|53
343597385201|54
343597385202|56
343597385203|54
343597385204|78
343597385205|54
343597385206|54
343597385207|61
343597385208|54
343597385209|0
343597385210|78
343597385211|0
343597385212|54
343597385213|61
343597385215|54
343597385216|0
343597385217|51
343597385218|51
343597385219|55
343597385220|0
343597385221|53
343597385222|53
343597385223|56
343597385224|54
343597385225|51
343597385226|53
343597385227|54
343597385228|56
343597385230|78
343597385231|55
343597385232|68
343597385233|53
343597385234|61
687194768916|51
687194768917|53
687194768918|56
687194768919|53
687194768920|98
687194768921|0
687194768922|51
687194768923|78
687194768924|51
687194768925|51
687194768926|94
687194768927|98
687194768928|57
687194768929|53
687194768930|56
687194768931|77
687194768932|51
687194768933|98
687194768935|84
687194768936|77
687194768938|77
687194768939|63
687194768940|54
687194768941|53
687194768943|55
687194768944|78
687194768945|54
687194768946|51
687194768947|53
343597385269|54
343597385270|84
343597385271|51
343597385272|0
343597385273|51
343597385274|51
343597385275|56
343597385276|54
343597385277|61
343597385278|54
343597385279|61
343597385280|0
687194768962|54
687194768963|77
687194768964|56
687194768965|61
687194768966|56
687194768967|82
687194768968|54
687194768969|56
687194768970|0
687194768973|51
687194768974|53
687194768975|54
687194768976|78
343597385298|41
343597385299|53
343597385300|54
343597385301|78
343597385302|53
343597385303|78
343597385304|56
343597385305|55
343597385306|54
343597385307|55
343597385308|51
343597385309|55
687194768991|0
687194768993|51
687194768994|54
687194768996|54
687194768997|0
687194768998|61
687194768999|54
687194769001|0
687194769002|61
687194769003|54
687194769004|51
687194769005|51
687194769006|53
687194769007|54
687194769008|84
687194769009|0
687194769010|55
687194769011|78
687194769012|78
687194769013|54
687194769014|54
687194769015|55
1030792152697|1
1030792152698|0
1030792152699|1
1030792152700|1
1030792152701|1
1030792152702|58
1030792152703|96
1030792152719|68
1030792152721|104
1030792152722|95
1030792152723|76
687194769045|68
687194769046|68
687194769047|68
687194769048|58
687194769049|60
687194769050|60
687194769051|83
687194769052|71
687194769053|105
687194769054|68
687194769055|49
687194769056|0
687194769057|83
687194769058|58
962072676004|58
962072676005|76
1030792152744|68
1030792152745|76
549755815595|60
549755815596|0
549755815597|68
549755815598|76
549755815599|90
549755815600|81
549755815601|88
549755815602|102
549755815603|0
549755815604|76
549755815605|76
549755815606|0
549755815607|60
549755815608|60
481036338874|90
481036338875|90
481036338876|83
481036338877|60
481036338878|76
687194769109|68
687194769110|95
687194769111|68
687194769112|76
687194769113|68
481036338907|51
481036338908|90
481036338909|58
412316862175|51
412316862176|49
412316862177|95
412316862178|49
549755815652|68
549755815653|76
618475292391|71
618475292392|90
618475292393|90
618475292394|60
618475292395|83
618475292396|49
618475292397|49
343597385455|71
343597385456|90
343597385457|71
343597385458|0
343597385459|90
343597385460|49
343597385461|0
343597385462|0
343597385463|49
343597385464|0
343597385465|90
343597385466|71
343597385467|0
343597385468|90
343597385469|83
343597385470|49
343597385471|0
343597385472|0
343597385473|71
343597385474|71
549755815684|95
549755815685|71
549755815686|49
549755815687|95
549755815688|95
549755815689|49
549755815690|0
549755815691|60
549755815692|60
549755815693|102
549755815694|76
549755815695|23
549755815696|49
549755815697|76
412316862227|51
412316862228|95
412316862229|51
412316862230|76
412316862231|0
412316862232|90
412316862233|76
412316862234|0
412316862235|51
412316862236|90
412316862237|95
412316862238|95
412316862239|88
412316862240|90
824633722658|90
824633722659|102
824633722660|102
824633722661|110
824633722662|88
824633722663|1
824633722664|1
824633722665|0
824633722666|105
893353199404|90
893353199405|90
893353199406|58
893353199407|102
893353199408|73
893353199409|83
893353199410|102
893353199411|56
893353199412|68
893353199413|76
893353199414|73
893353199415|58
687194769209|76
755914245946|60
755914245947|0
755914245948|76
755914245949|1
755914245950|95
755914245951|76
755914245952|60
755914245953|90
755914245954|95
755914245955|0
755914245956|104
755914245957|1
687194769222|102
755914245959|68
755914245960|102
481036339018|49
481036339019|102
481036339020|71
481036339021|0
481036339022|0
481036339023|60
481036339024|71
481036339025|76
481036339026|60
481036339027|71
481036339028|95
481036339029|71
481036339030|95
481036339031|60
481036339032|83
481036339033|90
481036339034|88
481036339035|88
755914245981|49
412316862303|51
549755815777|60
549755815778|46
549755815779|40
549755815780|102
549755815781|68
549755815782|83
549755815783|30
549755815784|71
549755815785|88
549755815786|102
549755815787|58
549755815788|88
824633722734|60
824633722735|110
824633722736|56
824633722737|68
824633722738|76
824633722739|76
824633722740|110
824633722741|58
824633722742|102
343597385592|71
343597385593|83
343597385594|76
343597385595|90
343597385596|71
343597385597|71
343597385598|71
343597385599|83
343597385600|76
343597385601|0
343597385602|83
343597385603|76
343597385604|90
343597385605|0
343597385606|83
343597385607|72
343597385608|83
343597385609|88
343597385610|95
343597385611|76
962072676237|58
962072676238|76
962072676239|51
962072676240|0
962072676241|1
962072676242|58
962072676243|68
962072676244|102
962072676245|102
962072676246|73
962072676247|73
962072676248|0
962072676250|83
962072676251|99
962072676252|110
962072676253|49
962072676254|49
962072676255|0
962072676256|102
343597385634|95
343597385635|83
343597385636|90
343597385637|0
343597385638|95
343597385639|95
343597385640|88
343597385641|71
343597385642|95
343597385643|0
343597385644|71
343597385645|88
343597385646|90
343597385647|49
824633722817|50
824633722818|53
824633722819|63
824633722820|48
824633722821|72
824633722822|53
824633722823|63
824633722824|1
481036339146|63
481036339147|50
481036339148|99
481036339149|0
481036339150|99
481036339151|56
481036339152|56
481036339153|50
481036339154|50
481036339155|63
481036339156|0
481036339157|56
481036339158|50
481036339159|50
481036339160|50
481036339161|56
824633722861|99
824633722862|72
824633722863|56
824633722864|0
824633722865|56
824633722866|50
755914246132|99
755914246133|63
687194769399|72
549755815929|0
549755815930|56
549755815931|99
549755815932|56
549755815933|56
549755815934|56
549755815935|50
549755815936|99
549755815938|56
549755815939|0
549755815940|50
549755815941|56
549755815942|50
549755815943|22
549755815944|99
549755815945|50
549755815946|63
549755815947|56
412316862487|0
412316862488|63
412316862489|0
412316862490|50
412316862491|99
412316862493|63
412316862494|63
412316862496|82
412316862497|99
412316862498|0
412316862499|63
412316862500|50
412316862501|63
412316862502|0
412316862503|63
412316862504|0
412316862505|99
412316862506|50
412316862507|99
412316862508|0
412316862509|63
412316862510|50
412316862511|99
412316862512|50
412316862514|50
412316862515|50
412316862516|50
412316862517|0
412316862518|0
412316862519|50
412316862520|63
412316862521|50
412316862522|79
412316862523|63
412316862524|0
412316862525|50
412316862526|0
412316862527|63
412316862528|63
412316862529|0
412316862530|99
412316862531|0
412316862533|50
412316862534|50
412316862535|0
412316862536|50
412316862537|63
412316862538|99
412316862539|99
412316862540|99
412316862541|63
412316862542|50
412316862543|63
412316862544|63
412316862545|0
412316862546|50
412316862547|0
412316862548|99
412316862549|63
412316862551|50
412316862552|0
412316862553|50
412316862554|63
412316862555|99
412316862556|99
412316862557|99
412316862558|99
412316862559|63
412316862560|50
412316862561|0
412316862562|99
412316862563|50
412316862564|99
412316862565|63
412316862566|63
412316862568|50
412316862570|99
412316862571|63
412316862572|0
412316862573|50
412316862574|50
412316862575|0
412316862576|50
412316862577|99
412316862578|63
412316862580|50
412316862581|0
412316862582|50
412316862583|63
412316862584|63
412316862585|50
412316862586|63
412316862587|99
412316862588|99
412316862589|63
412316862590|50
412316862591|99
412316862592|50
412316862593|0
412316862594|63
412316862595|0
412316862596|0
412316862597|0
412316862598|0
412316862600|63
412316862601|0
412316862602|50
412316862603|99
412316862604|63
412316862605|99
412316862606|0
412316862607|63
412316862608|50
412316862609|0
412316862610|63
412316862611|99
412316862612|0
412316862613|50
412316862614|0
412316862615|0
412316862616|99
412316862617|0
412316862620|50
412316862621|99
412316862622|99
412316862623|63
412316862624|0
549755816098|44
549755816099|1
549755816100|44
549755816101|99
549755816102|78
549755816103|42
549755816104|44
549755816106|92
549755816107|1
549755816109|78
549755816110|44
549755816111|1
549755816112|1
549755816113|44
549755816114|78
549755816115|1
549755816116|44
549755816118|1
549755816119|1
549755816120|78
549755816121|1
549755816122|1
549755816123|1
549755816124|78
549755816125|1
549755816126|78
549755816127|1
549755816128|1
549755816130|1
549755816131|44
549755816132|78
549755816133|1
549755816134|1
549755816135|35
549755816136|1
549755816137|1
549755816138|78
549755816139|63
549755816140|1
687194769614|0
687194769615|0
687194769616|0
687194769617|0
687194769618|0
687194769619|0
893353199829|88
893353199830|65
893353199831|88
893353199834|69
893353199835|0
893353199836|0
893353199837|0
893353199838|0
893353199839|0
893353199840|88
893353199841|69
893353199842|69
893353199843|0
893353199844|88
893353199845|88
893353199846|0
893353199847|0
893353199848|0
893353199850|69
893353199851|88
893353199852|0
893353199853|0
893353199854|91
893353199855|49
893353199856|65
893353199857|0
893353199858|69
893353199859|88
893353199860|0
893353199861|0
893353199862|0
893353199863|0
893353199864|0
893353199865|0
893353199866|88
893353199867|0
893353199869|0
893353199870|49
893353199871|69
893353199872|88
893353199873|0
893353199874|0
893353199875|0
893353199876|88
893353199877|0
893353199878|0
893353199880|88
893353199881|49
893353199882|0
893353199883|88
893353199884|0
893353199885|0
893353199886|69
893353199887|69
893353199889|65
893353199890|49
893353199891|0
893353199892|0
893353199893|0
893353199894|0
893353199895|88
893353199896|0
893353199897|88
893353199898|69
893353199899|0
893353199900|88
893353199901|0
893353199902|0
893353199903|49
893353199904|0
893353199905|69
481036339680|90
481036339681|50
481036339682|90
481036339683|50
481036339684|49
481036339685|50
481036339686|49
481036339687|99
481036339688|94
481036339689|90
481036339690|90
481036339691|49
481036339692|99
481036339693|90
481036339694|90
481036339695|49
1030792153585|94
1030792153586|49
1030792153587|58
1030792153588|49
1030792153589|90
481036339703|94
481036339704|94
481036339705|90
481036339706|50
481036339707|90
481036339708|49
481036339709|90
481036339710|90
481036339711|50
481036339712|90
481036339713|90
893353200132|60
893353200133|90
893353200134|50
893353200135|50
893353200136|94
893353200137|90
893353200138|90
893353200139|49
893353200140|69
893353200141|49
481036339742|99
481036339743|99
481036339744|90
824633723426|94
824633723427|90
412316863013|49
412316863014|90
412316863015|49
412316863016|90
412316863017|90
412316863018|90
412316863019|90
412316863020|90
412316863021|90
412316863022|50
412316863023|65
412316863024|90
412316863025|90
412316863026|90
412316863027|94
412316863028|94
412316863029|90
412316863030|50
412316863031|50
687194769977|50
687194769978|94
687194769979|1
687194769980|90
687194769981|60
687194769982|90
687194769983|49
687194769984|50
687194769985|90
687194769986|90
481036339780|50
481036339781|94
481036339782|45
481036339783|90
274877909577|90
274877909578|94
274877909579|49
274877909580|90
274877909581|49
274877909582|90
274877909583|49
274877909584|90
274877909585|94
274877909586|90
274877909587|49
274877909588|49
274877909589|90
274877909590|90
274877909591|49
274877909592|90
274877909593|94
274877909594|90
274877909601|90
274877909602|90
274877909603|49
274877909604|90
274877909605|90
274877909606|90
274877909607|49
274877909608|90
274877909609|49
274877909610|90
274877909611|94
274877909612|90
274877909613|94
274877909614|49
274877909615|90
274877909616|90
549755816562|90
549755816563|49
549755816564|64
549755816565|49
549755816566|99
549755816567|50
549755816568|90
549755816569|99
549755816570|99
549755816572|99
549755816573|49
549755816574|92
549755816575|94
549755816576|50
549755816577|94
549755816580|30
549755816581|20
549755816582|90
549755816583|90
549755816584|94
549755816585|94
549755816586|49
549755816587|99
549755816588|8
549755816589|90
549755816590|99
549755816591|90
549755816592|99
549755816593|90
549755816594|90
549755816595|49
549755816596|90
549755816597|99
962072677015|90
962072677016|1
962072677017|90
962072677018|77
962072677019|96
962072677020|58
962072677021|90
962072677022|49
549755816608|90
549755816609|90
549755816610|90
549755816611|90
549755816612|90
549755816613|49
549755816614|90
549755816615|99
549755816616|0
549755816617|90
549755816618|90
549755816619|49
549755816620|49
549755816621|90
549755816622|90
549755816623|50
549755816624|90
549755816625|90
549755816626|49
962072677044|49
962072677045|50
962072677046|60
962072677047|3
962072677048|99
962072677049|58
962072677050|94
962072677051|90
962072677052|47
962072677053|69
962072677054|90
962072677055|1
962072677056|1
962072677057|90
962072677058|49
962072677059|58
962072677060|58
962072677061|69
549755816647|66
549755816648|83
549755816649|50
962072677067|90
962072677068|58
962072677069|58
962072677070|58
962072677071|90
962072677072|96
962072677073|58
962072677074|60
962072677075|94
962072677076|90
962072677077|90
962072677078|77
962072677080|58
962072677081|49
962072677082|94
962072677083|96
962072677085|90
962072677086|90
962072677087|94
962072677088|1
962072677089|1
962072677090|90
962072677091|77
962072677092|60
962072677093|60
962072677094|1
962072677095|58
962072677096|90
962072677097|90
962072677098|49
962072677099|77
549755816685|90
549755816686|99
549755816687|99
549755816689|90
549755816690|90
549755816691|99
549755816692|90
549755816693|90
962072677111|1
962072677112|99
962072677113|58
962072677114|94
962072677115|69
962072677116|58
962072677117|58
962072677118|32
962072677119|58
962072677120|96
962072677121|90
755914246915|49
755914246916|65
755914246917|31
755914246918|49
755914246919|63
755914246920|104
687194770186|49
274877909772|99
274877909773|96
274877909774|0
274877909775|90
274877909776|0
274877909777|104
274877909778|99
274877909779|0
755914246933|104
618475293463|31
618475293464|90
618475293465|0
618475293466|49
618475293467|104
618475293468|104
618475293469|31
618475293470|93
618475293471|99
618475293472|104
618475293473|55
618475293474|49
618475293475|31
412316863269|104
412316863270|90
412316863271|31
412316863272|55
412316863273|93
412316863274|104
412316863275|63
412316863276|55
412316863277|104
412316863278|104
412316863279|55
412316863280|104
412316863281|93
412316863282|37
687194770229|90
687194770230|49
687194770231|90
687194770232|90
687194770233|93
687194770234|63
687194770235|0
687194770236|0
687194770237|55
687194770238|49
687194770239|104
687194770240|63
687194770241|96
687194770242|93
687194770243|49
687194770244|55
687194770245|104
687194770246|39
687194770247|104
687194770248|90
481036340042|90
481036340043|0
481036340044|90
481036340045|104
481036340046|63
481036340047|69
481036340048|69
481036340049|31
481036340050|96
481036340051|55
481036340052|0
481036340053|55
481036340054|96
481036340055|0
481036340056|104
343597386586|96
343597386587|99
343597386588|69
343597386589|69
343597386590|31
343597386591|96
412316863329|104
412316863330|96
412316863331|69
412316863332|0
412316863333|0
412316863334|31
412316863335|31
412316863336|104
412316863337|90
412316863338|31
412316863339|104
412316863340|0
412316863341|99
412316863342|55
412316863343|93
412316863344|31
412316863345|99
618475293555|31
618475293556|96
618475293557|69
618475293558|104
618475293559|99
618475293560|55
618475293561|31
618475293562|0
618475293563|93
618475293564|104
618475293565|90
618475293566|31
618475293567|104
618475293568|55
618475293569|49
893353200515|0
343597386632|69
343597386633|104
343597386634|0
343597386635|0
343597386636|104
343597386637|31
343597386638|69
343597386639|31
343597386640|31
343597386641|96
343597386642|96
343597386643|99
755914247061|48
755914247062|62
755914247063|63
755914247064|104
755914247065|90
755914247066|66
755914247067|49
755914247068|55
755914247069|31
755914247070|49
755914247071|31
755914247072|104
755914247073|0
755914247074|63
755914247075|63
755914247076|48
755914247077|96
755914247078|104
618475293608|104
618475293609|49
618475293610|0
618475293611|93
618475293612|104
618475293613|104
618475293614|69
618475293615|49
618475293616|93
618475293617|49
618475293618|31
481036340148|69
481036340149|99
481036340150|0
481036340151|33
481036340152|93
481036340153|69
481036340154|69
481036340155|55
481036340156|93
481036340157|0
481036340158|99
481036340159|0
481036340160|93
481036340161|31
481036340162|31
481036340163|96
481036340164|93
481036340165|99
481036340166|104
481036340167|104
687194770377|96
687194770378|104
687194770379|0
687194770380|104
687194770381|104
687194770382|0
687194770383|99
687194770384|0
687194770385|49
687194770386|96
687194770387|55
687194770388|96
687194770389|90
687194770390|90
687194770391|99
687194770392|55
687194770393|0
687194770394|49
687194770395|63
687194770396|0
687194770398|31
687194770399|31
687194770400|96
687194770401|0
687194770402|63
687194770403|90
687194770404|63
687194770405|93
687194770406|104
687194770407|49
687194770408|0
687194770409|104
687194770410|49
687194770411|99
687194770412|96
687194770413|0
687194770414|93
343597386736|31
343597386737|69
343597386738|104
343597386739|96
343597386740|104
343597386741|0
343597386742|99
343597386743|31
343597386744|96
343597386745|0
343597386746|104
343597386747|0
343597386749|0
343597386750|104
343597386751|96
343597386752|69
343597386753|96
343597386754|99
343597386755|96
343597386756|99
343597386757|31
343597386758|31
343597386759|0
343597386760|31
343597386761|90
343597386762|69
343597386763|99
343597386764|104
343597386766|0
343597386767|90
343597386768|96
343597386769|90
343597386770|96
343597386771|31
343597386772|31
343597386773|31
343597386774|90
343597386776|99
343597386777|69
343597386778|99
343597386779|104
343597386781|96
343597386782|0
343597386783|0
343597386784|87
343597386785|69
343597386786|69
343597386787|0
343597386788|104
343597386789|99
343597386790|104
343597386791|0
343597386792|104
343597386793|90
343597386794|31
343597386796|0
343597386797|96
343597386798|0
343597386799|99
343597386800|90
343597386801|90
343597386802|99
343597386804|0
343597386805|0
343597386806|90
343597386807|99
343597386808|99
343597386809|99
343597386810|104
343597386811|0
343597386812|69
343597386813|31
343597386814|96
343597386815|31
343597386816|69
343597386817|99
343597386818|31
343597386819|104
343597386820|99
343597386822|96
343597386823|104
343597386825|69
343597386826|96
343597386827|0
343597386828|104
343597386829|96
343597386830|69
343597386831|31
343597386832|69
343597386833|90
343597386834|96
343597386835|0
343597386836|31
343597386837|0
343597386838|31
343597386839|104
343597386840|96
343597386842|96
343597386843|104
343597386844|90
343597386845|99
343597386846|0
343597386847|0
343597386848|104
343597386849|104
343597386850|69
343597386852|69
343597386853|69
343597386854|90
343597386855|0
343597386857|90
343597386858|90
343597386859|96
343597386860|90
343597386861|90
343597386862|54
343597386863|90
343597386864|0
343597386865|96
343597386866|31
343597386867|69
343597386868|90
343597386869|90
343597386870|69
343597386871|104
343597386872|90
343597386873|104
343597386874|99
343597386876|104
343597386877|99
343597386878|96
343597386879|104
343597386880|69
343597386881|104
343597386882|90
343597386883|0
343597386884|96
343597386885|31
343597386887|99
343597386888|0
343597386889|0
343597386890|96
343597386891|99
343597386892|31
343597386893|31
343597386894|99
343597386896|99
343597386897|90
343597386898|31
343597386899|69
343597386900|0
343597386902|0
343597386903|31
343597386904|104
343597386905|0
343597386906|104
343597386907|0
343597386908|69
343597386909|31
343597386910|0
343597386911|31
343597386912|96
343597386913|99
343597386914|0
343597386915|99
343597386916|69
343597386918|90
343597386919|90
343597386920|0
343597386921|69
343597386922|96
687194770827|1
687194770828|109
687194770829|1
687194770830|1
687194770831|103
687194770832|97
687194770833|51
687194770834|1
687194770835|1
687194770836|97
687194770837|1
687194770838|1
687194770839|97
687194770840|1
687194770841|78
893353201051|1
893353201052|65
893353201053|1
893353201054|53
893353201055|61
893353201056|1
893353201057|53
893353201058|1
893353201060|1
893353201061|78
893353201062|1
893353201063|0
893353201064|78
893353201065|1
893353201066|1
893353201067|1
893353201068|1
893353201069|0
893353201070|61
893353201071|0
893353201072|0
893353201073|1
893353201074|53
893353201075|78
893353201076|53
755914247606|61
755914247607|1
755914247608|1
755914247609|1
755914247610|1
755914247611|1
755914247612|1
755914247613|1
755914247614|1
755914247615|1
755914247616|103
755914247617|1
755914247618|0
755914247619|109
755914247620|1
755914247621|99
618475294151|99
618475294152|1
618475294153|1
618475294154|110
618475294155|0
618475294156|97
618475294157|1
618475294158|1
618475294159|1
618475294160|97
618475294161|78
618475294162|1
618475294163|1
618475294164|1
618475294165|1
618475294166|1
618475294167|1
618475294168|1
618475294170|1
618475294171|0
618475294172|1
618475294173|99
618475294174|1
618475294175|99
618475294176|51
618475294177|1
618475294178|1
618475294179|103
618475294180|1
618475294181|1
618475294182|78
618475294183|26
618475294184|109
618475294185|1
618475294186|103
618475294187|1
412316864002|0
412316864003|1
412316864004|1
412316864005|1
412316864006|1
412316864007|1
412316864008|0
412316864009|1
412316864010|1
687194770956|1
687194770957|1
687194770958|1
687194770959|0
687194770960|1
687194770961|97
687194770962|97
687194770963|1
687194770964|1
687194770965|1
687194770966|1
687194770967|109
755914247704|1
687194770969|1
687194770970|1
687194770971|1
687194770972|11
687194770973|1
412316864031|1
412316864032|1
412316864033|1
412316864034|1
412316864035|19
412316864036|1
412316864037|1
412316864038|1
412316864039|78
412316864040|1
412316864041|1
412316864042|78
412316864043|1
412316864044|1
412316864045|1
412316864046|1
412316864047|1
412316864048|103
412316864049|1
412316864051|1
412316864052|1
412316864053|1
412316864054|1
412316864055|1
412316864056|1
412316864057|78
412316864058|1
412316864059|109
412316864060|0
412316864061|103
412316864062|1
412316864063|1
412316864064|109
412316864065|0
412316864066|1
412316864067|1
412316864069|1
412316864070|109
412316864071|1
412316864072|1
412316864073|1
412316864074|79
412316864075|1
412316864076|1
412316864077|78
412316864078|1
412316864079|1
412316864080|1
412316864081|1
412316864082|78
412316864083|1
412316864084|1
412316864085|1
412316864087|1
412316864088|78
412316864089|1
412316864090|1
412316864091|1
412316864092|1
412316864093|78
412316864094|1
412316864095|78
412316864096|109
412316864097|103
412316864098|1
412316864099|0
412316864100|78
412316864101|109
412316864102|1
412316864103|78
412316864104|103
412316864105|1
412316864106|109
412316864108|1
412316864109|1
412316864111|1
412316864112|1
412316864113|1
412316864114|1
412316864115|1
412316864116|0
412316864117|1
412316864118|1
412316864119|1
412316864120|1
412316864121|1
412316864122|1
412316864123|0
412316864124|1
412316864125|78
412316864127|1
412316864128|1
412316864129|1
412316864130|1
412316864131|78
412316864132|1
412316864133|1
412316864134|1
412316864135|1
412316864136|0
412316864137|1
412316864138|1
412316864139|1
412316864140|103
412316864141|78
412316864142|109
412316864144|0
412316864145|1
412316864146|1
412316864147|103
412316864148|1
412316864149|109
412316864150|1
412316864152|1
412316864153|1
412316864154|1
412316864155|1
412316864156|1
412316864157|1
412316864158|78
412316864159|1
412316864160|103
412316864161|78
412316864162|1
412316864163|103
412316864164|1
412316864166|78
412316864168|0
412316864169|1
412316864170|1
412316864171|1
412316864172|0
412316864173|1
412316864174|103
412316864175|1
412316864176|103
412316864177|1
412316864178|103
412316864179|1
412316864180|109
412316864181|0
412316864182|1
412316864183|78
412316864184|109
412316864185|1
412316864187|1
412316864188|1
412316864189|1
412316864190|103
412316864191|1
412316864192|1
412316864193|1
412316864194|1
412316864195|1
412316864196|78
412316864197|0
