Person.id|Organisation.id|eid_generated|classYear
2199023255940|3006|786893|2004
8796093022821|5039|786894|2004
13194139533927|2208|786895|2003
15393162789090|7896|786896|2006
15393162789575|7899|786897|2002
26388279067159|2554|786898|2004
26388279067562|3006|786899|2000
2199023256351|2214|786900|2002
4398046511185|5042|786901|2002
13194139533588|2694|786902|2010
21990232555771|5146|786903|2005
21990232556263|2697|786904|2000
30786325578075|2211|786905|2003
4398046511241|2180|786906|2003
4398046511592|5046|786907|1999
6597069767274|3010|786908|1999
6597069767432|3015|786909|2008
8796093022449|2827|786910|2005
13194139534161|2490|786911|2005
17592186045408|5271|786912|2010
19791209300634|5271|786913|2002
21990232555524|7936|786914|2007
21990232555958|1953|786915|2009
26388279067581|1949|786916|2000
28587302322870|5141|786917|2002
30786325577977|5148|786918|2000
30786325578245|2979|786919|2006
4398046511672|6151|786920|2007
13194139533606|3006|786921|1999
15393162789204|3012|786922|2008
21990232556252|5494|786923|2004
21990232556376|3008|786924|2007
32985348833329|3008|786925|2002
2199023255688|5987|786926|2001
13194139533482|1855|786927|2001
17592186044439|6797|786928|2009
19791209300504|6346|786929|2005
21990232556429|2834|786930|2006
24189255811171|2206|786931|2000
24189255812001|2383|786932|2004
24189255812047|1575|786933|2001
28587302323136|5988|786934|2008
2199023256524|5986|786935|2004
6597069766720|2387|786936|2002
10995116278525|2206|786937|2001
19791209300317|1980|786938|2007
24189255811277|2207|786939|2008
26388279067108|2178|786940|2003
28587302322530|1639|786941|2000
28587302322548|5141|786942|2008
32985348833478|5668|786943|2005
683|1853|786944|2006
4398046511180|6199|786945|2011
4398046512001|2211|786946|2006
10995116278236|2213|786947|2006
10995116278308|6172|786948|2004
13194139534270|3014|786949|2000
26388279067378|3010|786950|2000
30786325578608|5263|786951|2003
15393162789859|2209|786952|2004
17592186045229|5458|786953|2004
19791209300454|5171|786954|2003
24189255811663|1962|786955|2010
32985348833404|6463|786956|2005
2199023256280|3014|786957|2004
8796093022970|4454|786958|2007
13194139533469|2212|786959|2004
13194139534229|7952|786960|2006
15393162789111|4985|786961|2008
17592186045261|2447|786962|2001
19791209300091|5503|786963|2003
28587302322552|3013|786964|2005
870|2945|786965|2005
932|1850|786966|2003
2199023256154|5523|786967|2003
4398046511367|3013|786968|2006
13194139533725|6552|786969|2001
19791209300775|6798|786970|2003
21990232556381|2652|786971|2001
32985348833467|4575|786972|2009
2199023256219|6407|786973|2004
4398046511177|2206|786974|2002
8796093022995|2388|786975|2007
10995116278496|4991|786976|2001
13194139533493|2451|786977|2004
17592186044737|2206|786978|2008
19791209300579|5802|786979|2006
21990232555794|5047|786980|2003
26388279067442|2205|786981|1999
30786325577905|5040|786982|2003
32985348833378|3015|786983|2007
32985348833975|3007|786984|2003
768|1955|786985|2007
10995116278625|2455|786986|2006
15393162788866|4519|786987|2008
26388279067054|6800|786988|2010
345|2455|786989|2005
6597069767242|7947|786990|2007
10995116278336|1804|786991|2002
17592186044729|5980|786992|2003
17592186044994|2214|786993|2008
17592186045212|3014|786994|1998
26388279066948|1969|786995|2004
35184372089449|6394|786996|2006
2199023256008|3011|786997|2011
10995116277846|5046|786998|2002
17592186044808|3008|786999|2000
17592186044865|5686|787000|1998
24189255811211|5164|787001|2002
28587302322837|6149|787002|2003
2199023255821|4518|787003|2005
4398046511322|6804|787004|2006
10995116278627|6344|787005|2006
15393162789076|6622|787006|2002
24189255811116|5987|787007|2006
28587302322597|7878|787008|2002
28587302322946|3007|787009|2007
4398046511904|5988|787010|2001
6597069767149|6439|787011|2007
10995116278436|5063|787012|2007
19791209300771|3009|787013|2006
24189255811240|4592|787014|2000
24189255811953|6554|787015|2001
30786325578370|2829|787016|2005
32985348833796|4991|787017|2004
959|6197|787018|2004
4398046511332|2649|787019|2005
6597069767301|1643|787020|2010
6597069767359|2209|787021|2003
6597069767457|2555|787022|2001
8796093022668|2832|787023|2011
19791209300828|3007|787024|2004
28587302322743|7899|787025|2009
2199023256125|6199|787026|2006
4398046511736|2298|787027|2008
13194139533784|3923|787028|2008
15393162789769|3007|787029|2006
17592186045238|5942|787030|2006
19791209300404|6461|787031|2009
26388279066928|3008|787032|2002
4398046511442|4519|787033|2005
6597069767571|5263|787034|2001
8796093023017|2836|787035|2004
13194139533770|1849|787036|2006
17592186045044|4529|787037|2002
21990232555803|2977|787038|2000
21990232556500|5523|787039|2008
26388279067003|2206|787040|2004
32985348833798|2449|787041|2004
6597069766993|5185|787042|2004
6597069767407|2210|787043|2010
19791209300190|5267|787044|2000
21990232556441|6475|787045|2005
26388279066795|3012|787046|2003
998|2178|787047|2005
8796093022727|3011|787048|2006
10995116278224|5497|787049|2002
17592186044592|4669|787050|2004
26388279067574|6166|787051|2006
30786325578640|1958|787052|2004
32985348833676|2206|787053|2002
150|5040|787054|2002
702|5046|787055|2005
2199023256310|3014|787056|2007
4398046511257|6148|787057|1999
6597069766719|2830|787058|2005
10995116278210|7916|787059|2005
15393162789655|1980|787060|2008
17592186045085|4998|787061|2005
19791209300572|2212|787062|2002
19791209300874|4991|787063|2003
26388279066830|6557|787064|2006
26388279067561|6803|787065|2006
28587302322939|1961|787066|2008
30786325577964|1610|787067|2005
10995116278286|2292|787068|2008
13194139533439|4747|787069|2007
8796093022369|3015|787070|2002
19791209300159|5528|787071|2003
26388279066662|5040|787072|2004
32985348833794|6545|787073|2002
