Person.id|Tag.id|eid_generated
2199023256181|3011|246113
2199023256181|3056|246114
2199023256181|3061|246115
2199023256181|3065|246116
2199023256181|5063|246117
2199023256181|5132|246118
2199023256181|6131|246119
2199023256181|6369|246120
2199023256181|6383|246121
2199023256181|6409|246122
2199023256181|6412|246123
2199023256181|6674|246124
2199023256181|7015|246125
2199023256181|7089|246126
2199023256181|7148|246127
2199023256181|7486|246128
2199023256181|7517|246129
2199023256181|7520|246130
2199023256181|7538|246131
2199023256181|7547|246132
2199023256181|8401|246133
2199023256181|9188|246134
2199023256181|9261|246135
2199023256181|9866|246136
2199023256181|10449|246137
2199023256181|11407|246138
2199023256181|11537|246139
2199023256181|11577|246140
2199023256181|11667|246141
2199023256181|12723|246142
4398046511870|6|246143
4398046511870|205|246144
4398046511870|578|246145
4398046511870|594|246146
4398046511870|775|246147
4398046511870|781|246148
4398046511870|1173|246149
4398046511870|1177|246150
4398046511870|1180|246151
4398046511870|1185|246152
4398046511870|1186|246153
4398046511870|1615|246154
4398046511870|1758|246155
4398046511870|1995|246156
4398046511870|2067|246157
4398046511870|2838|246158
4398046511870|2925|246159
4398046511870|2960|246160
4398046511870|2991|246161
4398046511870|4847|246162
4398046511870|5062|246163
4398046511870|5132|246164
4398046511870|5191|246165
4398046511870|6413|246166
4398046511870|6938|246167
4398046511870|6945|246168
4398046511870|7380|246169
4398046511870|9174|246170
4398046511870|11375|246171
4398046511870|11379|246172
4398046511870|11408|246173
4398046511870|12002|246174
6597069766983|279|246175
6597069766983|787|246176
6597069766983|1747|246177
6597069766983|2817|246178
6597069766983|2824|246179
6597069766983|2889|246180
6597069766983|2957|246181
6597069766983|3100|246182
6597069766983|6080|246183
8796093023060|558|246184
8796093023060|574|246185
8796093023060|11742|246186
19791209300372|280|246187
19791209300372|777|246188
19791209300372|1410|246189
19791209300372|2779|246190
26388279067350|6|246191
28587302322873|244|246192
8796093023143|1178|246193
8796093023143|1929|246194
13194139533850|776|246195
13194139533850|782|246196
13194139533850|1173|246197
13194139533850|1456|246198
13194139533850|2003|246199
13194139533850|2031|246200
13194139533850|2037|246201
13194139533850|2044|246202
13194139533850|2084|246203
13194139533850|2795|246204
13194139533850|2803|246205
13194139533850|2807|246206
13194139533850|2831|246207
13194139533850|2836|246208
13194139533850|2866|246209
13194139533850|2935|246210
13194139533850|2962|246211
13194139533850|2982|246212
13194139533850|3010|246213
13194139533850|3084|246214
13194139533850|5633|246215
13194139533850|6981|246216
13194139533850|7598|246217
13194139533850|9141|246218
13194139533850|9772|246219
13194139533850|12690|246220
17592186044504|275|246221
17592186044504|784|246222
17592186044504|1762|246223
17592186044504|1990|246224
17592186044504|2856|246225
17592186044504|11633|246226
17592186044504|11872|246227
17592186044810|8|246228
17592186044810|206|246229
17592186044810|569|246230
17592186044810|778|246231
17592186044810|1408|246232
17592186044810|1454|246233
17592186044810|1760|246234
17592186044810|1989|246235
17592186044810|2044|246236
17592186044810|2779|246237
17592186044810|2783|246238
17592186044810|2885|246239
17592186044810|3041|246240
17592186044810|5062|246241
17592186044810|5163|246242
17592186044810|6438|246243
17592186044810|7507|246244
17592186044810|11409|246245
17592186044810|12047|246246
17592186044810|12296|246247
19791209300058|1429|246248
19791209300058|5721|246249
19791209300058|6365|246250
28587302322741|275|246251
32985348833558|9|246252
32985348833558|138|246253
32985348833558|565|246254
32985348833558|1032|246255
32985348833558|1171|246256
32985348833558|1194|246257
32985348833558|1410|246258
32985348833558|1669|246259
32985348833558|1985|246260
32985348833558|2778|246261
32985348833558|2789|246262
32985348833558|5156|246263
32985348833558|5184|246264
32985348833558|9326|246265
6597069766961|1398|246266
6597069766961|2903|246267
6597069766961|12444|246268
8796093022367|1183|246269
8796093022367|1462|246270
8796093022367|1764|246271
8796093022367|1984|246272
8796093022367|1993|246273
8796093022367|2004|246274
8796093022367|2087|246275
8796093022367|2804|246276
8796093022367|2810|246277
8796093022367|2858|246278
8796093022367|2876|246279
8796093022367|2915|246280
8796093022367|2957|246281
8796093022367|3024|246282
8796093022367|3050|246283
8796093022367|3096|246284
8796093022367|5546|246285
8796093022367|6491|246286
8796093022367|6991|246287
8796093022367|7031|246288
8796093022367|9141|246289
8796093022367|9143|246290
8796093022367|9310|246291
8796093022367|10558|246292
8796093022367|10997|246293
8796093022641|139|246294
8796093022641|142|246295
8796093022641|278|246296
8796093022641|288|246297
8796093022641|458|246298
8796093022641|470|246299
8796093022641|545|246300
8796093022641|573|246301
8796093022641|794|246302
8796093022641|795|246303
8796093022641|809|246304
8796093022641|1192|246305
8796093022641|1546|246306
8796093022641|1611|246307
8796093022641|1683|246308
8796093022641|1758|246309
8796093022641|1984|246310
8796093022641|1987|246311
8796093022641|1989|246312
8796093022641|1994|246313
8796093022641|1996|246314
8796093022641|2014|246315
8796093022641|2056|246316
8796093022641|2057|246317
8796093022641|2777|246318
8796093022641|2778|246319
8796093022641|2779|246320
8796093022641|2783|246321
8796093022641|2790|246322
8796093022641|2793|246323
8796093022641|2805|246324
8796093022641|2809|246325
8796093022641|2817|246326
8796093022641|2827|246327
8796093022641|2835|246328
8796093022641|2838|246329
8796093022641|2851|246330
8796093022641|2878|246331
8796093022641|2887|246332
8796093022641|2917|246333
8796093022641|2943|246334
8796093022641|2976|246335
8796093022641|2989|246336
8796093022641|3036|246337
8796093022641|3060|246338
8796093022641|5055|246339
8796093022641|5061|246340
8796093022641|5132|246341
8796093022641|5141|246342
8796093022641|5147|246343
8796093022641|5184|246344
8796093022641|5483|246345
8796093022641|5740|246346
8796093022641|6999|246347
8796093022641|7603|246348
8796093022641|8283|246349
8796093022641|8530|246350
8796093022641|9144|246351
8796093022641|9195|246352
8796093022641|10222|246353
8796093022641|10702|246354
8796093022641|12622|246355
8796093022641|13815|246356
8796093022764|1525|246357
8796093022764|2029|246358
8796093022764|2105|246359
8796093022764|2798|246360
8796093022764|2888|246361
8796093022764|2993|246362
8796093022764|6400|246363
8796093022764|7014|246364
8796093022764|7524|246365
8796093022764|12746|246366
8796093023138|283|246367
8796093023138|470|246368
8796093023138|545|246369
8796093023138|571|246370
8796093023138|585|246371
8796093023138|782|246372
8796093023138|795|246373
8796093023138|812|246374
8796093023138|976|246375
8796093023138|1667|246376
8796093023138|1891|246377
8796093023138|1998|246378
8796093023138|2058|246379
8796093023138|2063|246380
8796093023138|2065|246381
8796093023138|2069|246382
8796093023138|2777|246383
8796093023138|2786|246384
8796093023138|2787|246385
8796093023138|2797|246386
8796093023138|2799|246387
8796093023138|2811|246388
8796093023138|2817|246389
8796093023138|2818|246390
8796093023138|2841|246391
8796093023138|2842|246392
8796093023138|2850|246393
8796093023138|2855|246394
8796093023138|2867|246395
8796093023138|2874|246396
8796093023138|2888|246397
8796093023138|2914|246398
8796093023138|2921|246399
8796093023138|2926|246400
8796093023138|2953|246401
8796093023138|2954|246402
8796093023138|2974|246403
8796093023138|3035|246404
8796093023138|3107|246405
8796093023138|5170|246406
8796093023138|6365|246407
8796093023138|6395|246408
8796093023138|6819|246409
8796093023138|7029|246410
8796093023138|7507|246411
8796093023138|7538|246412
8796093023138|7570|246413
8796093023138|7938|246414
8796093023138|8476|246415
8796093023138|8713|246416
8796093023138|9170|246417
8796093023138|9261|246418
8796093023138|9376|246419
8796093023138|10047|246420
8796093023138|10115|246421
8796093023138|10469|246422
8796093023138|10588|246423
8796093023138|10982|246424
8796093023138|11486|246425
8796093023138|11564|246426
15393162789410|1685|246427
21990232555940|143|246428
21990232555940|1022|246429
21990232555940|1024|246430
21990232555940|1525|246431
21990232555940|1668|246432
21990232555940|1671|246433
21990232555940|1953|246434
21990232555940|2042|246435
21990232555940|2079|246436
21990232555940|2108|246437
21990232555940|2779|246438
21990232555940|2789|246439
21990232555940|2830|246440
21990232555940|2875|246441
21990232555940|2983|246442
21990232555940|3020|246443
21990232555940|3037|246444
21990232555940|5159|246445
21990232555940|5316|246446
21990232555940|5594|246447
21990232555940|6367|246448
21990232555940|6413|246449
21990232555940|7582|246450
21990232555940|7761|246451
21990232555940|8655|246452
21990232555940|9058|246453
21990232555940|9661|246454
21990232555940|10749|246455
21990232555940|11250|246456
21990232555940|11537|246457
21990232555940|11944|246458
21990232555940|12296|246459
24189255811398|138|246460
24189255811398|144|246461
24189255811398|278|246462
24189255811398|795|246463
24189255811398|804|246464
24189255811398|1510|246465
24189255811398|1669|246466
24189255811398|1952|246467
24189255811398|1984|246468
24189255811398|1987|246469
24189255811398|2004|246470
24189255811398|2021|246471
24189255811398|2028|246472
24189255811398|2031|246473
24189255811398|2058|246474
24189255811398|2059|246475
24189255811398|2085|246476
24189255811398|2780|246477
24189255811398|2782|246478
24189255811398|2794|246479
24189255811398|2805|246480
24189255811398|2975|246481
24189255811398|3002|246482
24189255811398|3026|246483
24189255811398|3114|246484
24189255811398|4848|246485
24189255811398|5014|246486
24189255811398|5438|246487
24189255811398|6740|246488
24189255811398|6952|246489
24189255811398|7570|246490
24189255811398|9261|246491
24189255811398|11408|246492
24189255811398|13808|246493
24189255811398|15162|246494
28587302322686|139|246495
28587302322686|565|246496
28587302322686|1185|246497
28587302322686|1206|246498
28587302322686|1532|246499
28587302322686|1988|246500
28587302322686|2017|246501
28587302322686|2054|246502
28587302322686|3077|246503
28587302322686|4844|246504
28587302322686|9097|246505
28587302322686|9329|246506
32985348833849|1753|246507
32985348833849|2777|246508
32985348833849|2932|246509
4398046511463|2985|246510
4398046511463|4843|246511
6597069766695|206|246512
6597069766695|299|246513
6597069766695|449|246514
6597069766695|469|246515
6597069766695|545|246516
6597069766695|565|246517
6597069766695|573|246518
6597069766695|579|246519
6597069766695|596|246520
6597069766695|974|246521
6597069766695|1021|246522
6597069766695|1022|246523
6597069766695|1164|246524
6597069766695|1170|246525
6597069766695|1171|246526
6597069766695|1176|246527
6597069766695|1178|246528
6597069766695|1186|246529
6597069766695|1191|246530
6597069766695|1195|246531
6597069766695|1201|246532
6597069766695|1205|246533
6597069766695|1421|246534
6597069766695|1614|246535
6597069766695|1674|246536
6597069766695|1759|246537
6597069766695|1764|246538
6597069766695|1930|246539
6597069766695|1953|246540
6597069766695|1984|246541
6597069766695|1985|246542
6597069766695|2003|246543
6597069766695|2018|246544
6597069766695|2049|246545
6597069766695|2083|246546
6597069766695|2095|246547
6597069766695|2118|246548
6597069766695|2787|246549
6597069766695|2797|246550
6597069766695|2823|246551
6597069766695|2848|246552
6597069766695|2895|246553
6597069766695|2928|246554
6597069766695|2959|246555
6597069766695|2966|246556
6597069766695|2973|246557
6597069766695|3024|246558
6597069766695|3026|246559
6597069766695|3048|246560
6597069766695|3070|246561
6597069766695|3111|246562
6597069766695|4849|246563
6597069766695|5078|246564
6597069766695|5117|246565
6597069766695|5159|246566
6597069766695|5191|246567
6597069766695|5192|246568
6597069766695|5258|246569
6597069766695|6395|246570
6597069766695|6418|246571
6597069766695|6945|246572
6597069766695|7580|246573
6597069766695|7683|246574
6597069766695|9036|246575
6597069766695|9084|246576
6597069766695|9170|246577
6597069766695|9177|246578
6597069766695|9477|246579
6597069766695|11254|246580
6597069766695|11375|246581
6597069766695|11408|246582
6597069766695|11531|246583
6597069766695|11743|246584
6597069766695|14036|246585
6597069767625|193|246586
8796093022467|145|246587
8796093022467|146|246588
8796093022467|196|246589
8796093022467|291|246590
8796093022467|297|246591
8796093022467|416|246592
8796093022467|776|246593
8796093022467|778|246594
8796093022467|787|246595
8796093022467|974|246596
8796093022467|1177|246597
8796093022467|1206|246598
8796093022467|1454|246599
8796093022467|1615|246600
8796093022467|1680|246601
8796093022467|1733|246602
8796093022467|1762|246603
8796093022467|1930|246604
8796093022467|1985|246605
8796093022467|1987|246606
8796093022467|1990|246607
8796093022467|2003|246608
8796093022467|2028|246609
8796093022467|2031|246610
8796093022467|2046|246611
8796093022467|2059|246612
8796093022467|2065|246613
8796093022467|2119|246614
8796093022467|2777|246615
8796093022467|2782|246616
8796093022467|2790|246617
8796093022467|2807|246618
8796093022467|2830|246619
8796093022467|2891|246620
8796093022467|2894|246621
8796093022467|2907|246622
8796093022467|2914|246623
8796093022467|2919|246624
8796093022467|2924|246625
8796093022467|2931|246626
8796093022467|2947|246627
8796093022467|2953|246628
8796093022467|2979|246629
8796093022467|3037|246630
8796093022467|3071|246631
8796093022467|3072|246632
8796093022467|3079|246633
8796093022467|5114|246634
8796093022467|5129|246635
8796093022467|5159|246636
8796093022467|6038|246637
8796093022467|6367|246638
8796093022467|6368|246639
8796093022467|6377|246640
8796093022467|6459|246641
8796093022467|6982|246642
8796093022467|7012|246643
8796093022467|7380|246644
8796093022467|7587|246645
8796093022467|8841|246646
8796093022467|9474|246647
8796093022467|9477|246648
8796093022467|10037|246649
8796093022467|10460|246650
8796093022467|12062|246651
8796093022467|14836|246652
13194139533332|280|246653
13194139533332|284|246654
13194139533332|448|246655
13194139533332|540|246656
13194139533332|806|246657
13194139533332|1028|246658
13194139533332|1185|246659
13194139533332|1615|246660
13194139533332|1644|246661
13194139533332|1984|246662
13194139533332|1985|246663
13194139533332|2779|246664
13194139533332|2799|246665
13194139533332|2826|246666
13194139533332|2878|246667
13194139533332|2890|246668
13194139533332|2945|246669
13194139533332|3004|246670
13194139533332|3010|246671
13194139533332|3083|246672
13194139533332|5156|246673
13194139533332|5158|246674
13194139533332|5854|246675
13194139533332|6071|246676
13194139533332|6377|246677
13194139533332|6658|246678
13194139533332|6962|246679
13194139533332|6990|246680
13194139533332|7534|246681
13194139533332|14189|246682
13194139533332|14956|246683
13194139533589|470|246684
13194139533589|544|246685
13194139533589|566|246686
13194139533589|567|246687
13194139533589|778|246688
13194139533589|973|246689
13194139533589|1180|246690
13194139533589|1529|246691
13194139533589|1545|246692
13194139533589|1675|246693
13194139533589|1753|246694
13194139533589|1758|246695
13194139533589|1762|246696
13194139533589|1863|246697
13194139533589|1985|246698
13194139533589|1991|246699
13194139533589|2011|246700
13194139533589|2022|246701
13194139533589|2025|246702
13194139533589|2075|246703
13194139533589|2082|246704
13194139533589|2083|246705
13194139533589|2779|246706
13194139533589|2785|246707
13194139533589|2790|246708
13194139533589|2791|246709
13194139533589|2806|246710
13194139533589|2826|246711
13194139533589|2905|246712
13194139533589|2911|246713
13194139533589|2919|246714
13194139533589|2930|246715
13194139533589|2938|246716
13194139533589|2939|246717
13194139533589|2985|246718
13194139533589|3011|246719
13194139533589|3041|246720
13194139533589|3076|246721
13194139533589|3095|246722
13194139533589|3103|246723
13194139533589|5085|246724
13194139533589|5152|246725
13194139533589|5176|246726
13194139533589|6387|246727
13194139533589|6674|246728
13194139533589|6679|246729
13194139533589|6890|246730
13194139533589|6982|246731
13194139533589|7125|246732
13194139533589|7555|246733
13194139533589|7594|246734
13194139533589|7610|246735
13194139533589|9319|246736
13194139533589|11254|246737
15393162789707|132|246738
24189255811694|179|246739
24189255811694|416|246740
24189255811694|566|246741
24189255811694|582|246742
24189255811694|778|246743
24189255811694|785|246744
24189255811694|1032|246745
24189255811694|1767|246746
24189255811694|1771|246747
24189255811694|1987|246748
24189255811694|2018|246749
24189255811694|2048|246750
24189255811694|2782|246751
24189255811694|2794|246752
24189255811694|2871|246753
24189255811694|2925|246754
24189255811694|2991|246755
24189255811694|3022|246756
24189255811694|3068|246757
24189255811694|5070|246758
24189255811694|5191|246759
24189255811694|6363|246760
24189255811694|6372|246761
24189255811694|6663|246762
24189255811694|6674|246763
24189255811694|6743|246764
24189255811694|6962|246765
24189255811694|7514|246766
24189255811694|7543|246767
24189255811694|7587|246768
24189255811694|7620|246769
24189255811694|9095|246770
24189255811694|9299|246771
24189255811694|9310|246772
30786325577812|138|246773
30786325577812|206|246774
30786325577812|565|246775
30786325577812|587|246776
30786325577812|776|246777
30786325577812|778|246778
30786325577812|796|246779
30786325577812|976|246780
30786325577812|1207|246781
30786325577812|1444|246782
30786325577812|1547|246783
30786325577812|1667|246784
30786325577812|1681|246785
30786325577812|1996|246786
30786325577812|2077|246787
30786325577812|2085|246788
30786325577812|2785|246789
30786325577812|2788|246790
30786325577812|2816|246791
30786325577812|2838|246792
30786325577812|2869|246793
30786325577812|5192|246794
30786325577812|6385|246795
30786325577812|6409|246796
30786325577812|7594|246797
30786325577812|9317|246798
30786325577812|9474|246799
30786325577960|138|246800
30786325577960|2014|246801
30786325577960|2794|246802
30786325577960|2809|246803
30786325577960|2822|246804
30786325577960|4851|246805
30786325577960|6968|246806
30786325577960|9272|246807
30786325577960|11875|246808
30786325577960|13818|246809
32985348834262|282|246810
32985348834262|458|246811
32985348834262|565|246812
32985348834262|570|246813
32985348834262|776|246814
32985348834262|806|246815
32985348834262|1027|246816
32985348834262|1758|246817
32985348834262|1984|246818
32985348834262|1993|246819
32985348834262|2041|246820
32985348834262|2062|246821
32985348834262|2076|246822
32985348834262|2121|246823
32985348834262|2794|246824
32985348834262|2803|246825
32985348834262|2813|246826
32985348834262|2850|246827
32985348834262|2857|246828
32985348834262|2858|246829
32985348834262|2863|246830
32985348834262|2876|246831
32985348834262|2882|246832
32985348834262|2997|246833
32985348834262|3013|246834
32985348834262|3025|246835
32985348834262|3066|246836
32985348834262|5132|246837
32985348834262|5418|246838
32985348834262|5848|246839
32985348834262|6375|246840
32985348834262|6980|246841
32985348834262|7032|246842
32985348834262|9195|246843
32985348834262|10028|246844
65|139|246845
65|278|246846
65|522|246847
65|524|246848
65|598|246849
65|801|246850
65|807|246851
65|973|246852
65|1180|246853
65|1614|246854
65|1763|246855
65|1764|246856
65|1909|246857
65|1953|246858
65|1986|246859
65|1992|246860
65|2000|246861
65|2001|246862
65|2018|246863
65|2048|246864
65|2083|246865
65|2782|246866
65|2783|246867
65|2801|246868
65|2817|246869
65|2827|246870
65|2830|246871
65|2836|246872
65|2961|246873
65|3072|246874
65|3095|246875
65|3109|246876
65|4895|246877
65|5013|246878
65|5147|246879
65|5303|246880
65|5702|246881
65|6363|246882
65|6413|246883
65|6945|246884
65|7009|246885
65|7015|246886
65|7520|246887
65|9146|246888
65|9436|246889
65|10782|246890
2199023255981|458|246891
2199023255981|564|246892
2199023255981|2016|246893
2199023255981|2784|246894
2199023255981|7032|246895
2199023255981|7582|246896
2199023256530|1893|246897
2199023256530|2830|246898
2199023256530|7534|246899
2199023256530|7542|246900
4398046511535|1329|246901
15393162789569|1799|246902
15393162789569|2813|246903
15393162789569|2896|246904
15393162789569|2900|246905
15393162789569|3049|246906
15393162789569|3084|246907
15393162789569|5303|246908
15393162789569|6704|246909
15393162789569|7777|246910
15393162789569|8107|246911
15393162789569|9326|246912
15393162789569|9548|246913
15393162789569|11541|246914
17592186044824|1|246915
17592186044824|3108|246916
17592186044824|9477|246917
19791209300474|643|246918
19791209300474|8965|246919
19791209300739|6|246920
19791209300739|449|246921
19791209300739|575|246922
19791209300739|588|246923
19791209300739|778|246924
19791209300739|782|246925
19791209300739|790|246926
19791209300739|973|246927
19791209300739|974|246928
19791209300739|1022|246929
19791209300739|1153|246930
19791209300739|1180|246931
19791209300739|1188|246932
19791209300739|1191|246933
19791209300739|1410|246934
19791209300739|1615|246935
19791209300739|1940|246936
19791209300739|1984|246937
19791209300739|1995|246938
19791209300739|2023|246939
19791209300739|2031|246940
19791209300739|2041|246941
19791209300739|2044|246942
19791209300739|2048|246943
19791209300739|2054|246944
19791209300739|2057|246945
19791209300739|2115|246946
19791209300739|2880|246947
19791209300739|2922|246948
19791209300739|3019|246949
19791209300739|4849|246950
19791209300739|5132|246951
19791209300739|6365|246952
19791209300739|6368|246953
19791209300739|6413|246954
19791209300739|6945|246955
19791209300739|6964|246956
19791209300739|7015|246957
19791209300739|7380|246958
19791209300739|9063|246959
19791209300739|9170|246960
19791209300739|9474|246961
19791209300739|11250|246962
19791209300739|11377|246963
19791209300739|11577|246964
21990232556180|60|246965
21990232556180|62|246966
21990232556180|196|246967
21990232556180|441|246968
21990232556180|458|246969
21990232556180|472|246970
21990232556180|565|246971
21990232556180|589|246972
21990232556180|595|246973
21990232556180|597|246974
21990232556180|796|246975
21990232556180|803|246976
21990232556180|812|246977
21990232556180|1031|246978
21990232556180|1198|246979
21990232556180|1200|246980
21990232556180|1444|246981
21990232556180|1545|246982
21990232556180|1548|246983
21990232556180|1667|246984
21990232556180|1671|246985
21990232556180|1676|246986
21990232556180|1677|246987
21990232556180|1680|246988
21990232556180|1683|246989
21990232556180|1684|246990
21990232556180|1764|246991
21990232556180|1770|246992
21990232556180|1864|246993
21990232556180|1908|246994
21990232556180|1952|246995
21990232556180|1954|246996
21990232556180|2053|246997
21990232556180|2099|246998
21990232556180|2120|246999
21990232556180|2778|247000
21990232556180|2810|247001
21990232556180|2858|247002
21990232556180|2880|247003
21990232556180|2903|247004
21990232556180|2988|247005
21990232556180|2989|247006
21990232556180|3001|247007
21990232556180|3009|247008
21990232556180|3049|247009
21990232556180|3074|247010
21990232556180|3102|247011
21990232556180|3108|247012
21990232556180|5097|247013
21990232556180|5115|247014
21990232556180|5120|247015
21990232556180|5133|247016
21990232556180|5158|247017
21990232556180|5848|247018
21990232556180|6383|247019
21990232556180|6949|247020
21990232556180|7534|247021
21990232556180|7555|247022
21990232556180|9174|247023
21990232556180|9258|247024
21990232556180|11365|247025
21990232556180|11875|247026
21990232556180|12273|247027
21990232556180|12296|247028
21990232556180|13818|247029
21990232556180|14846|247030
28587302322281|0|247031
28587302322755|6|247032
28587302322755|575|247033
28587302322755|775|247034
28587302322755|1197|247035
28587302322755|1206|247036
28587302322755|1454|247037
28587302322755|2023|247038
28587302322755|2030|247039
28587302322755|2044|247040
28587302322755|3034|247041
28587302322755|3093|247042
28587302322755|6413|247043
32985348833679|459|247044
32985348833679|544|247045
32985348833679|1025|247046
32985348833679|1930|247047
32985348833679|1993|247048
32985348833679|2022|247049
32985348833679|2032|247050
32985348833679|2094|247051
32985348833679|2812|247052
32985348833679|2846|247053
32985348833679|2995|247054
32985348833679|3008|247055
32985348833679|3046|247056
32985348833679|5307|247057
32985348833679|5872|247058
32985348833679|6980|247059
32985348833679|6990|247060
32985348833679|7380|247061
32985348833679|7393|247062
32985348833679|7411|247063
32985348833679|7564|247064
32985348833679|7594|247065
32985348833679|12973|247066
32985348833679|13750|247067
32985348833686|438|247068
32985348833686|581|247069
32985348833686|808|247070
32985348833686|1154|247071
32985348833686|1677|247072
32985348833686|1996|247073
32985348833686|2006|247074
32985348833686|2073|247075
32985348833686|2799|247076
32985348833686|2893|247077
32985348833686|2942|247078
8796093022290|543|247079
15393162789560|0|247080
15393162789560|775|247081
15393162789560|780|247082
15393162789560|788|247083
15393162789560|1995|247084
15393162789560|2001|247085
15393162789560|2017|247086
15393162789560|2032|247087
15393162789560|2040|247088
15393162789560|2106|247089
15393162789560|2122|247090
15393162789560|2790|247091
15393162789560|2810|247092
15393162789560|2814|247093
15393162789560|2830|247094
15393162789560|2870|247095
15393162789560|2891|247096
15393162789560|2900|247097
15393162789560|3002|247098
15393162789560|3016|247099
15393162789560|3081|247100
15393162789560|5614|247101
15393162789560|5797|247102
15393162789560|5864|247103
15393162789560|6369|247104
15393162789560|6399|247105
15393162789560|6448|247106
15393162789560|6747|247107
15393162789560|6825|247108
15393162789560|6981|247109
15393162789560|7582|247110
