Post.id|Tag.id|eid_generated
687194768995|7943|78612
687194768995|13613|78613
687194769000|1524|78614
687194769000|8562|78615
687194769000|9261|78616
1030792152696|6|78617
1030792152718|1178|78618
1030792152720|1178|78619
687194769044|1178|78620
962072676003|1178|78621
687194769062|1178|78622
1030792152743|1178|78623
549755815594|1178|78624
481036338873|1178|78625
687194769108|1178|78626
481036338906|1178|78627
412316862174|1178|78628
549755815651|1178|78629
618475292390|1178|78630
343597385454|1178|78631
549755815683|1178|78632
412316862226|1178|78633
824633722657|1178|78634
893353199403|1178|78635
687194769208|1178|78636
481036339017|1178|78637
755914245980|1178|78638
412316862302|1178|78639
549755815776|1178|78640
824633722733|1178|78641
343597385591|1093|78642
343597385591|2062|78643
343597385591|2990|78644
343597385591|7890|78645
343597385591|12031|78646
962072676236|1748|78647
962072676236|5163|78648
962072676236|6425|78649
962072676236|9052|78650
962072676236|9326|78651
962072676236|12143|78652
962072676249|1170|78653
962072676249|1748|78654
962072676249|2807|78655
962072676249|2973|78656
962072676249|2996|78657
962072676249|9315|78658
962072676249|14450|78659
343597385633|1093|78660
343597385633|6234|78661
343597385633|6259|78662
343597385633|9061|78663
343597385648|138|78664
343597385648|1093|78665
343597385648|1171|78666
343597385648|2807|78667
343597385648|2834|78668
343597385648|6419|78669
824633722816|776|78670
824633722816|12690|78671
481036339145|776|78672
481036339145|2037|78673
824633722860|776|78674
824633722860|2003|78675
824633722860|3010|78676
824633722860|9772|78677
755914246131|776|78678
687194769398|776|78679
687194769398|2084|78680
687194769398|2807|78681
549755815928|776|78682
549755815928|2807|78683
549755815928|2982|78684
549755815937|776|78685
549755815937|2836|78686
549755815937|5633|78687
412316862486|565|78688
412316862486|2206|78689
412316862486|2779|78690
412316862486|5021|78691
412316862486|6679|78692
412316862486|11028|78693
412316862486|12014|78694
412316862486|14605|78695
412316862492|2206|78696
412316862492|11674|78697
412316862495|2206|78698
412316862495|2981|78699
412316862495|11324|78700
412316862513|2206|78701
412316862513|2790|78702
412316862513|5122|78703
412316862513|6410|78704
412316862532|2206|78705
412316862532|2793|78706
412316862532|5168|78707
412316862532|6261|78708
412316862532|6528|78709
412316862532|9259|78710
412316862550|2206|78711
412316862550|2990|78712
412316862550|8635|78713
412316862567|2206|78714
412316862567|11691|78715
412316862569|2206|78716
412316862569|2983|78717
412316862579|2206|78718
412316862579|3033|78719
412316862579|9094|78720
412316862579|11517|78721
412316862599|2206|78722
412316862599|6054|78723
412316862599|6408|78724
412316862599|8035|78725
412316862618|597|78726
412316862618|2097|78727
412316862618|2206|78728
412316862618|2987|78729
412316862619|783|78730
412316862619|2206|78731
412316862619|3069|78732
412316862619|8856|78733
412316862619|9149|78734
412316862619|11512|78735
412316862619|15812|78736
549755816097|1186|78737
549755816097|1612|78738
549755816097|8761|78739
549755816097|9224|78740
549755816105|1612|78741
549755816105|2097|78742
549755816105|9634|78743
549755816105|15146|78744
549755816108|1612|78745
549755816108|2804|78746
549755816108|5102|78747
549755816108|14484|78748
549755816117|1612|78749
549755816117|1671|78750
549755816117|3004|78751
549755816117|3022|78752
549755816129|278|78753
549755816129|1612|78754
549755816129|2782|78755
549755816129|7005|78756
549755816129|7505|78757
549755816129|10110|78758
687194769613|1673|78759
687194769613|1963|78760
687194769613|2787|78761
687194769613|7019|78762
687194769613|8271|78763
687194769613|9057|78764
687194769613|9190|78765
687194769613|11639|78766
893353199828|1987|78767
893353199828|2853|78768
893353199828|4863|78769
893353199828|9205|78770
893353199828|9325|78771
893353199832|2068|78772
893353199832|2853|78773
893353199832|4863|78774
893353199832|5100|78775
893353199833|597|78776
893353199833|3037|78777
893353199833|4863|78778
893353199833|6030|78779
893353199833|8834|78780
893353199833|10848|78781
893353199849|4863|78782
893353199849|9383|78783
893353199868|2044|78784
893353199868|4863|78785
893353199868|5151|78786
893353199868|6399|78787
893353199868|6949|78788
893353199868|6965|78789
893353199868|6969|78790
893353199868|9511|78791
893353199868|13477|78792
893353199879|2024|78793
893353199879|4863|78794
893353199879|5060|78795
893353199879|5140|78796
893353199879|8760|78797
893353199879|9064|78798
893353199879|10082|78799
893353199879|14766|78800
893353199888|4863|78801
893353199888|7576|78802
893353199888|8983|78803
893353199888|9085|78804
893353199888|10771|78805
481036339679|1398|78806
1030792153584|1398|78807
481036339702|1398|78808
618475293186|1398|78809
893353200131|1398|78810
481036339741|1398|78811
824633723425|1398|78812
412316863012|1398|78813
687194769976|1398|78814
481036339779|1398|78815
274877909576|1398|78816
274877909600|1398|78817
274877909600|2903|78818
549755816561|1398|78819
549755816571|472|78820
549755816571|518|78821
549755816571|571|78822
549755816571|7396|78823
549755816571|8562|78824
549755816571|13181|78825
962072676994|540|78826
962072676994|1178|78827
962072676994|2029|78828
549755816579|458|78829
549755816579|518|78830
549755816579|1189|78831
549755816579|2779|78832
962072677014|1526|78833
962072677014|1759|78834
962072677014|6370|78835
962072677014|11265|78836
549755816607|518|78837
549755816607|3027|78838
549755816607|6957|78839
549755816607|11573|78840
962072677043|1526|78841
962072677043|1987|78842
962072677043|7014|78843
962072677043|8336|78844
962072677043|9082|78845
962072677043|11678|78846
962072677043|11720|78847
549755816646|518|78848
549755816646|5250|78849
549755816646|6940|78850
549755816646|7339|78851
549755816646|9237|78852
962072677066|1526|78853
962072677066|5159|78854
962072677079|540|78855
962072677079|2780|78856
962072677079|6414|78857
962072677079|7569|78858
962072677084|540|78859
962072677084|1670|78860
549755816684|518|78861
549755816684|3000|78862
549755816684|6930|78863
549755816688|286|78864
549755816688|518|78865
549755816688|5070|78866
962072677110|1526|78867
962072677110|6138|78868
962072677110|6906|78869
962072677110|7919|78870
962072677110|9046|78871
962072677110|9176|78872
962072677110|11552|78873
962072677110|11717|78874
755914246914|1183|78875
687194770185|1183|78876
687194770185|1993|78877
687194770185|2957|78878
687194770185|10558|78879
274877909771|1183|78880
274877909771|3024|78881
755914246932|1183|78882
755914246932|2858|78883
618475293462|1183|78884
412316863268|1183|78885
412316863268|2810|78886
824633723699|1183|78887
824633723699|1462|78888
824633723699|2810|78889
824633723699|7031|78890
687194770228|1183|78891
687194770228|2004|78892
481036340041|1183|78893
481036340041|1462|78894
481036340041|1984|78895
481036340041|2087|78896
343597386585|1183|78897
343597386585|2804|78898
412316863328|1183|78899
618475293554|1183|78900
618475293554|2915|78901
618475293554|6491|78902
893353200514|1183|78903
893353200514|2810|78904
893353200514|6991|78905
893353200514|9143|78906
343597386631|1183|78907
343597386631|2087|78908
343597386631|2915|78909
343597386631|6991|78910
343597386631|7031|78911
755914247060|1183|78912
755914247060|3096|78913
755914247060|6491|78914
755914247060|9141|78915
618475293607|1183|78916
618475293607|1764|78917
618475293607|9143|78918
481036340147|1183|78919
481036340147|1462|78920
481036340147|1993|78921
481036340147|3096|78922
481036340147|6491|78923
687194770376|1183|78924
687194770376|2957|78925
687194770376|3050|78926
687194770397|1183|78927
687194770397|10997|78928
343597386735|413|78929
343597386735|1173|78930
343597386735|5052|78931
343597386735|6378|78932
343597386735|9615|78933
343597386748|413|78934
343597386748|2867|78935
343597386748|3014|78936
343597386748|8041|78937
343597386765|413|78938
343597386765|574|78939
343597386765|3028|78940
343597386765|3083|78941
343597386765|8336|78942
343597386765|8955|78943
343597386765|13568|78944
343597386765|14350|78945
343597386775|413|78946
343597386775|577|78947
343597386775|2882|78948
343597386775|2898|78949
343597386775|9225|78950
343597386780|413|78951
343597386780|1682|78952
343597386780|2052|78953
343597386780|2876|78954
343597386780|5100|78955
343597386780|6028|78956
343597386780|6982|78957
343597386780|7548|78958
343597386780|8162|78959
343597386780|14020|78960
343597386795|413|78961
343597386795|1184|78962
343597386795|2040|78963
343597386795|6402|78964
343597386803|447|78965
343597386803|2801|78966
343597386803|2824|78967
343597386803|5113|78968
343597386803|6418|78969
343597386803|8816|78970
343597386821|413|78971
343597386821|6239|78972
343597386821|9218|78973
343597386821|11261|78974
343597386824|447|78975
343597386824|13856|78976
343597386841|413|78977
343597386841|11718|78978
343597386841|11744|78979
343597386851|447|78980
343597386851|7562|78981
343597386851|13906|78982
343597386856|413|78983
343597386856|7756|78984
343597386856|11439|78985
343597386856|12649|78986
343597386875|413|78987
343597386875|570|78988
343597386875|1533|78989
343597386875|11687|78990
343597386886|413|78991
343597386886|1758|78992
343597386886|2853|78993
343597386886|2866|78994
343597386886|5899|78995
343597386886|11732|78996
343597386886|11801|78997
343597386895|413|78998
343597386895|1152|78999
343597386895|6392|79000
343597386901|447|79001
343597386901|449|79002
343597386901|1032|79003
343597386901|2835|79004
343597386901|3022|79005
343597386901|5885|79006
343597386901|6495|79007
343597386901|9179|79008
343597386901|9354|79009
343597386901|11609|79010
343597386917|413|79011
343597386917|3002|79012
687194770826|139|79013
687194770826|5147|79014
687194770826|9144|79015
687194770826|12622|79016
893353201050|139|79017
893353201050|809|79018
893353201050|2793|79019
893353201050|2878|79020
893353201050|7603|79021
893353201050|13815|79022
893353201059|139|79023
893353201059|6999|79024
893353201059|13815|79025
755914247605|139|79026
755914247605|1683|79027
755914247605|1987|79028
618475294150|139|79029
618475294150|2976|79030
618475294150|5483|79031
618475294169|139|79032
618475294169|278|79033
412316864001|139|79034
412316864001|1546|79035
412316864001|1989|79036
687194770955|139|79037
687194770955|2805|79038
687194770955|5141|79039
687194770955|9144|79040
412316864030|139|79041
412316864030|1930|79042
412316864030|7825|79043
412316864030|12971|79044
412316864030|14714|79045
412316864050|1930|79046
412316864050|5069|79047
412316864050|5481|79048
412316864050|7994|79049
412316864050|8623|79050
412316864068|458|79051
412316864068|1930|79052
412316864068|5957|79053
412316864068|6375|79054
412316864068|8065|79055
412316864068|11714|79056
412316864086|1930|79057
412316864086|3019|79058
412316864086|7553|79059
412316864086|14077|79060
412316864107|1930|79061
412316864107|6484|79062
412316864107|7226|79063
412316864107|14355|79064
412316864110|1930|79065
412316864110|8010|79066
412316864126|1930|79067
412316864126|5390|79068
412316864126|6576|79069
412316864126|7014|79070
412316864126|8006|79071
412316864143|1930|79072
412316864143|7519|79073
412316864151|1930|79074
412316864151|5474|79075
412316864151|11515|79076
412316864151|14529|79077
412316864165|1930|79078
412316864165|2803|79079
412316864167|1930|79080
412316864167|4982|79081
412316864186|1930|79082
412316864186|5119|79083
412316864186|10367|79084
412316864186|13284|79085
412316864205|1024|79086
412316864205|1930|79087
412316864205|4990|79088
412316864205|10067|79089
412316864220|1930|79090
412316864220|5176|79091
412316864220|7780|79092
412316864220|8702|79093
412316864220|10738|79094
412316864220|10835|79095
412316864224|1930|79096
412316864224|5666|79097
412316864224|5849|79098
412316864224|9796|79099
412316864242|1930|79100
412316864242|7787|79101
412316864242|10026|79102
412316864256|1930|79103
412316864256|8985|79104
412316864256|14021|79105
412316864256|14480|79106
274877910788|2788|79107
274877910788|2844|79108
274877910788|2906|79109
274877910788|3536|79110
274877910788|6971|79111
274877910788|8502|79112
274877910788|11685|79113
274877910789|793|79114
274877910789|2092|79115
274877910789|2847|79116
274877910789|3536|79117
274877910789|7010|79118
274877910789|7514|79119
274877910789|8114|79120
412316864272|1930|79121
412316864272|3043|79122
412316864272|5676|79123
412316864282|1930|79124
412316864282|5067|79125
412316864282|6675|79126
412316864282|7097|79127
412316864282|9868|79128
412316864282|11406|79129
412316864282|12430|79130
412316864282|13910|79131
412316864282|15813|79132
412316864292|1930|79133
412316864292|3021|79134
412316864292|6999|79135
412316864292|9490|79136
412316864292|13649|79137
412316864308|1930|79138
412316864308|2036|79139
412316864308|7517|79140
412316864308|12092|79141
412316864308|14206|79142
412316864327|1930|79143
412316864327|7557|79144
412316864327|7791|79145
412316864328|1930|79146
412316864328|7519|79147
412316864328|11449|79148
412316864335|1930|79149
412316864335|6866|79150
412316864335|6940|79151
412316864335|7248|79152
412316864335|7848|79153
412316864335|10565|79154
412316864343|1930|79155
412316864343|6596|79156
412316864343|6710|79157
412316864343|7332|79158
412316864343|7591|79159
412316864343|8970|79160
412316864349|1930|79161
412316864349|5190|79162
412316864349|5599|79163
412316864349|6067|79164
412316864349|6169|79165
274877910879|1506|79166
274877910879|1617|79167
274877910879|2006|79168
274877910879|2082|79169
274877910879|2827|79170
274877910879|3012|79171
274877910879|3536|79172
274877910879|9717|79173
274877910879|14468|79174
412316864369|1930|79175
412316864369|2793|79176
412316864369|6215|79177
412316864369|6452|79178
412316864369|6676|79179
618475294913|1525|79180
755914248404|1525|79181
755914248404|6400|79182
618475294943|1525|79183
343597388006|1525|79184
481036341493|1525|79185
481036341493|2798|79186
618475294986|1525|79187
1030792155410|1525|79188
1030792155410|2105|79189
1030792155410|2993|79190
687194771732|1524|79191
687194771732|3095|79192
687194771732|6443|79193
687194771732|9259|79194
687194771732|9322|79195
687194771738|1524|79196
687194771738|6414|79197
687194771738|11699|79198
687194771738|13047|79199
824633725231|11564|79200
755914248524|11564|79201
893353202010|11564|79202
893353202011|11564|79203
618475295085|11564|79204
481036341671|1860|79205
481036341671|2077|79206
481036341671|4922|79207
481036341671|5067|79208
481036341671|7547|79209
481036341671|9340|79210
481036341685|1860|79211
481036341685|2075|79212
481036341685|9448|79213
481036341685|11184|79214
481036341695|1860|79215
481036341695|2013|79216
962072679120|1685|79217
755914248921|1685|79218
962072679135|1685|79219
687194772198|1410|79220
687194772198|9274|79221
687194772198|11656|79222
1030792155900|143|79223
1030792155900|9661|79224
1030792155900|11537|79225
824633725709|143|79226
962072679188|1748|79227
962072679188|2060|79228
962072679188|2992|79229
962072679188|3038|79230
962072679188|5846|79231
962072679188|6365|79232
962072679188|8160|79233
962072679188|9332|79234
755914248990|564|79235
755914248990|1760|79236
755914248990|2788|79237
755914248990|6954|79238
755914248990|7598|79239
755914248996|564|79240
755914248996|3045|79241
755914248996|8941|79242
962072679207|1748|79243
962072679207|2812|79244
962072679207|2918|79245
962072679207|6808|79246
962072679207|7584|79247
962072679207|10551|79248
962072679207|11515|79249
962072679211|1748|79250
962072679211|6979|79251
962072679211|7389|79252
755914249005|564|79253
755914249005|6319|79254
755914249005|6410|79255
755914249005|6954|79256
755914249005|6985|79257
755914249005|11718|79258
962072679228|1748|79259
962072679228|5879|79260
962072679228|9040|79261
962072679243|571|79262
962072679243|1526|79263
962072679243|6999|79264
962072679243|7410|79265
962072679243|7603|79266
962072679243|9115|79267
962072679247|1526|79268
962072679247|2803|79269
962072679247|5080|79270
962072679247|5841|79271
962072679247|6367|79272
962072679258|792|79273
962072679258|1204|79274
962072679258|1526|79275
962072679258|5115|79276
962072679258|6297|79277
962072679258|6419|79278
962072679258|6986|79279
962072679258|9060|79280
755914249065|564|79281
755914249065|2016|79282
755914249065|2835|79283
755914249065|7139|79284
755914249065|14964|79285
962072679280|1526|79286
962072679280|3095|79287
962072679280|4875|79288
962072679280|5068|79289
962072679280|7776|79290
962072679280|12062|79291
962072679288|1526|79292
962072679288|1771|79293
962072679288|2859|79294
962072679288|5158|79295
962072679288|6403|79296
962072679288|12162|79297
1030792156120|139|79298
1030792156120|1988|79299
1030792156120|3077|79300
1030792156146|139|79301
1030792156146|3077|79302
1030792156148|139|79303
1030792156148|1988|79304
893353202694|1541|79305
893353202694|6726|79306
893353202694|8873|79307
893353202708|1541|79308
893353202708|5144|79309
962072679457|1533|79310
962072679457|1541|79311
962072679457|1671|79312
962072679457|7347|79313
962072679457|9188|79314
893353202740|299|79315
893353202740|1541|79316
893353202740|2092|79317
893353202740|7507|79318
893353202740|10016|79319
962072679493|1541|79320
962072679493|5169|79321
962072679493|7927|79322
962072679493|7960|79323
893353202776|1541|79324
893353202776|10936|79325
893353202795|590|79326
893353202795|1541|79327
893353202795|2808|79328
893353202795|2954|79329
893353202795|5173|79330
893353202795|7363|79331
893353202795|9048|79332
893353202812|1541|79333
893353202812|1987|79334
893353202812|2819|79335
893353202812|6198|79336
893353202812|7609|79337
274877912350|2985|79338
755914249510|2985|79339
412316865847|2985|79340
755914249529|2985|79341
343597389128|2985|79342
755914249558|2985|79343
481036342620|2985|79344
343597389152|2985|79345
1030792156518|2985|79346
824633726322|2985|79347
549755819387|2985|79348
206158435723|2985|79349
549755819408|774|79350
549755819408|2423|79351
549755819408|9064|79352
549755819408|9103|79353
549755819408|14373|79354
549755819426|2423|79355
549755819426|5099|79356
549755819426|7514|79357
549755819426|9099|79358
549755819426|9323|79359
962072679879|193|79360
618475296210|193|79361
274877912548|193|79362
824633726437|193|79363
343597389313|193|79364
893353203202|244|79365
893353203202|1996|79366
893353203202|2066|79367
893353203202|6456|79368
893353203218|244|79369
893353203218|2041|79370
893353203218|13178|79371
893353203223|244|79372
893353203223|5438|79373
893353203223|6667|79374
893353203223|9323|79375
893353203223|10106|79376
893353203223|10697|79377
893353203223|12431|79378
893353203231|244|79379
893353203231|2819|79380
893353203231|9036|79381
893353203235|244|79382
893353203235|6411|79383
893353203235|7549|79384
893353203235|9061|79385
893353203235|12167|79386
893353203237|244|79387
893353203237|592|79388
893353203237|6905|79389
893353203237|7103|79390
893353203237|7181|79391
549755819561|145|79392
549755819561|2059|79393
549755819561|2790|79394
549755819561|2931|79395
549755819561|3072|79396
962072679995|1200|79397
962072679995|1748|79398
962072679995|5151|79399
962072679995|9059|79400
962072679995|9338|79401
343597389373|1937|79402
343597389373|9322|79403
343597389373|12176|79404
962072680006|1748|79405
962072680006|2818|79406
962072680006|6400|79407
962072680006|7417|79408
962072680006|7513|79409
962072680006|12288|79410
962072680040|1541|79411
962072680040|2777|79412
481036342889|1408|79413
481036342889|2855|79414
481036342889|2968|79415
481036342889|5281|79416
481036342889|6885|79417
343597389445|1937|79418
343597389445|2800|79419
343597389445|2849|79420
893353203337|1541|79421
893353203337|2114|79422
893353203337|2971|79423
893353203337|12413|79424
343597389460|1937|79425
343597389460|2108|79426
343597389460|12914|79427
343597389460|15324|79428
481036342944|1408|79429
481036342944|2835|79430
481036342944|2918|79431
481036342944|10560|79432
481036342944|11422|79433
481036342944|11556|79434
481036342956|1408|79435
481036342956|2008|79436
481036342956|5096|79437
481036342956|5160|79438
481036342956|6365|79439
481036342956|8510|79440
481036342956|9093|79441
481036342956|9273|79442
481036342956|11578|79443
481036342956|12275|79444
343597389499|278|79445
343597389499|1937|79446
343597389499|2901|79447
343597389499|3037|79448
343597389499|7860|79449
481036342989|1408|79450
481036342989|6937|79451
343597389520|1937|79452
343597389520|2935|79453
343597389520|6403|79454
343597389520|11307|79455
343597389520|12002|79456
549755819749|280|79457
549755819749|1028|79458
549755819749|3004|79459
618475296497|280|79460
618475296497|2799|79461
893353203451|280|79462
893353203451|1985|79463
1030792156940|280|79464
1030792156940|2779|79465
1030792156940|5156|79466
893353203478|280|79467
893353203483|280|79468
412316866341|280|79469
412316866341|3004|79470
687194773298|441|79471
687194773298|540|79472
687194773298|6401|79473
687194773298|6944|79474
687194773298|9225|79475
687194773317|540|79476
687194773317|1930|79477
687194773317|2017|79478
687194773317|8054|79479
687194773317|8703|79480
687194773317|11690|79481
687194773329|540|79482
687194773329|5456|79483
687194773329|6842|79484
687194773329|7549|79485
1030792157030|244|79486
1030792157030|2966|79487
1030792157030|5104|79488
1030792157030|9026|79489
687194773351|540|79490
687194773351|779|79491
687194773351|2992|79492
687194773351|7079|79493
687194773351|7314|79494
687194773351|8804|79495
687194773351|13483|79496
412316866415|2206|79497
412316866415|9444|79498
412316866415|11700|79499
687194773376|540|79500
687194773376|1763|79501
687194773376|2035|79502
687194773376|2975|79503
687194773376|4983|79504
687194773376|6530|79505
687194773376|7564|79506
687194773376|14481|79507
687194773387|540|79508
687194773387|11238|79509
549755819924|470|79510
549755819924|1529|79511
549755819924|2791|79512
549755819924|3041|79513
549755819942|470|79514
549755819942|973|79515
549755819942|1545|79516
549755819942|6982|79517
893353203628|470|79518
893353203628|2790|79519
962072680366|470|79520
962072680366|567|79521
962072680366|973|79522
962072680366|2022|79523
962072680366|2806|79524
962072680366|3011|79525
687194773431|470|79526
687194773431|1529|79527
687194773431|1991|79528
549755819960|296|79529
549755819960|518|79530
549755819960|2964|79531
549755819960|9893|79532
549755819960|12502|79533
549755819960|12545|79534
549755819960|14026|79535
549755819960|15008|79536
481036343236|562|79537
481036343236|1173|79538
481036343236|1998|79539
481036343236|2065|79540
481036343236|2801|79541
481036343236|3036|79542
481036343236|9217|79543
412316866511|2206|79544
412316866511|2800|79545
412316866511|3006|79546
412316866511|10928|79547
412316866511|11988|79548
412316866524|2206|79549
412316866524|5091|79550
412316866524|9177|79551
412316866524|9341|79552
412316866524|10026|79553
412316866528|590|79554
412316866528|787|79555
412316866528|2206|79556
412316866528|9771|79557
1030792157513|179|79558
824633727316|179|79559
824633727316|9299|79560
1099511634466|138|79561
1030792157733|138|79562
1030792157733|2822|79563
1030792157750|11875|79564
1099511634534|11875|79565
68719484029|458|79566
687194774660|458|79567
412316867722|458|79568
755914251418|458|79569
412316867752|458|79570
343597391023|458|79571
68719484086|458|79572
481036344521|458|79573
68719484118|458|79574
549755821275|458|79575
206158437599|458|79576
893353204969|458|79577
824633728253|458|79578
1030792158468|458|79579
755914251535|458|79580
412316867872|458|79581
274877914407|2949|79582
274877914407|4845|79583
274877914407|6962|79584
274877914407|9186|79585
481036344627|566|79586
481036344627|1170|79587
481036344627|1505|79588
481036344627|1860|79589
481036344627|2073|79590
481036344627|7560|79591
274877914435|284|79592
274877914435|2845|79593
274877914435|4845|79594
274877914435|6422|79595
274877914435|8417|79596
274877914435|9389|79597
274877914435|11583|79598
274877914435|12002|79599
755914251606|1893|79600
755914251610|1893|79601
274877914465|1893|79602
824633728361|1893|79603
412316867950|1893|79604
274877914499|1893|79605
618475298194|1893|79606
137438961060|1893|79607
893353205170|1893|79608
274877914558|1893|79609
343597391312|1893|79610
412316868065|1893|79611
755914251757|1893|79612
755914251770|1893|79613
755914251770|7542|79614
755914251791|1893|79615
962072682006|1893|79616
274877914657|1893|79617
274877914657|7542|79618
206158437922|1893|79619
824633728565|1893|79620
1030792158780|1893|79621
206158437955|1893|79622
206158437969|788|79623
206158437969|2929|79624
206158437969|3105|79625
206158437969|4845|79626
206158437969|5190|79627
206158437969|9699|79628
206158437977|418|79629
206158437977|2046|79630
206158437977|4845|79631
206158437977|5101|79632
206158437977|9057|79633
206158437977|11604|79634
206158437988|592|79635
206158437988|4845|79636
206158437988|5634|79637
206158437988|9768|79638
