Forum.id|Person.id|joinDate
893353197597|28587302322537|2012-05-23T11:00:30.432+0000
481036337182|8796093023017|2011-11-25T17:09:07.536+0000
481036337182|28587302322537|2012-07-27T21:27:33.760+0000
755914244127|4398046511628|2012-06-30T23:37:15.856+0000
755914244127|28587302322537|2012-06-05T19:16:51.306+0000
1030792151072|4398046511628|2012-09-11T02:14:32.393+0000
1030792151072|28587302322537|2012-08-19T15:29:41.899+0000
893353197601|28587302322537|2012-08-30T22:57:40.802+0000
618475290658|4398046511628|2011-09-03T07:57:31.098+0000
618475290658|28587302322537|2012-07-11T13:18:00.916+0000
206158430244|2199023256277|2010-08-21T19:07:07.023+0000
206158430244|4398046511257|2010-08-06T15:59:33.648+0000
206158430244|15393162789274|2011-03-25T14:49:33.134+0000
206158430244|17592186044425|2011-06-16T11:28:49.623+0000
206158430244|17592186044897|2011-06-30T06:45:30.777+0000
206158430244|17592186045408|2011-06-10T17:47:29.432+0000
206158430244|19791209300796|2011-07-27T15:43:24.869+0000
343597383717|2199023256031|2010-11-10T06:11:06.309+0000
343597383717|6597069767149|2010-11-08T10:29:30.067+0000
687194767398|4398046511257|2011-11-27T11:36:02.717+0000
687194767398|6597069766961|2011-11-03T00:49:51.810+0000
687194767398|13194139533859|2011-11-19T18:31:30.395+0000
687194767398|24189255811876|2012-01-25T11:51:37.348+0000
687194767398|28587302322870|2012-04-25T21:31:15.259+0000
824633720871|150|2012-03-12T23:04:00.375+0000
824633720871|13194139533344|2012-03-08T22:53:53.187+0000
824633720871|13194139533574|2012-03-05T05:51:14.681+0000
824633720871|19791209300852|2012-02-20T20:35:49.703+0000
824633720871|26388279067534|2012-02-22T05:30:23.683+0000
962072674344|19791209300852|2012-07-03T05:11:21.898+0000
962072674345|13194139533574|2012-08-27T03:49:42.886+0000
962072674345|26388279067534|2012-07-29T12:47:14.927+0000
962072674346|13194139533574|2012-09-08T19:44:45.138+0000
893353197611|26388279067534|2012-05-29T05:09:21.077+0000
962072674350|150|2012-07-15T06:09:00.168+0000
962072674350|13194139533344|2012-09-02T17:14:57.798+0000
962072674350|13194139533574|2012-07-09T20:10:41.806+0000
893353197616|13194139533344|2012-04-07T18:11:58.610+0000
893353197616|13194139533574|2012-07-17T01:15:52.740+0000
893353197618|17592186044897|2012-03-23T03:42:10.250+0000
893353197618|32985348833314|2012-08-12T19:27:26.894+0000
893353197619|17592186044897|2012-08-08T13:53:40.894+0000
1030792151093|17592186044897|2012-08-25T14:01:59.596+0000
68719476803|250|2010-05-10T23:23:00.345+0000
68719476803|609|2010-04-25T22:03:30.134+0000
68719476803|8796093022369|2010-10-05T02:27:02.639+0000
68719476803|10995116278184|2010-12-31T11:35:56.981+0000
68719476803|13194139533535|2011-01-21T17:30:03.930+0000
68719476803|13194139533584|2011-03-02T20:42:04.951+0000
68719476803|13194139533653|2011-02-13T07:32:53.312+0000
68719476803|13194139534142|2011-02-11T04:50:14.968+0000
68719476803|13194139534154|2011-02-08T08:28:36.138+0000
68719476803|17592186045074|2011-07-08T23:30:34.015+0000
68719476803|19791209300771|2011-08-23T08:45:08.699+0000
68719476803|21990232556166|2011-10-21T23:55:25.702+0000
68719476803|26388279067378|2012-02-19T13:43:39.797+0000
68719476803|26388279067551|2012-02-16T13:12:22.577+0000
68719476803|28587302322974|2012-05-07T20:42:52.746+0000
68719476803|28587302323035|2012-04-22T14:43:56.685+0000
68719476803|32985348833378|2012-08-30T06:22:09.982+0000
68719476803|32985348833548|2012-07-28T02:00:23.295+0000
137438953540|17592186044994|2011-05-24T15:30:19.517+0000
137438953540|19791209300852|2011-07-31T23:18:46.023+0000
137438953540|24189255811940|2012-01-27T03:42:59.502+0000
412316860486|17592186044994|2012-01-26T23:25:14.973+0000
412316860486|24189255811940|2012-04-17T08:43:21.896+0000
343597383752|24189255811940|2012-07-31T21:44:06.019+0000
962072674378|19791209300852|2012-08-09T19:43:47.195+0000
962072674378|24189255811940|2012-08-21T19:51:55.281+0000
755914244171|17592186044994|2012-01-08T01:01:18.192+0000
755914244171|24189255811940|2012-08-01T10:53:58.812+0000
137438953548|17592186044994|2012-04-09T09:52:42.124+0000
137438953548|24189255811940|2012-02-07T18:29:06.479+0000
206158430287|19791209300852|2012-08-31T10:19:13.742+0000
687194767440|17592186044994|2012-02-10T01:12:34.878+0000
687194767440|19791209300852|2012-01-19T11:27:39.128+0000
824633720913|17592186044994|2012-08-24T18:18:49.077+0000
824633720913|19791209300852|2012-07-09T01:48:01.477+0000
824633720913|24189255811940|2012-08-28T04:05:44.789+0000
893353197650|24189255811940|2012-06-18T17:32:32.999+0000
962072674387|19791209300852|2012-07-13T16:43:30.338+0000
481036337237|17592186044994|2011-11-20T14:59:19.722+0000
481036337237|19791209300852|2012-09-08T18:49:16.234+0000
481036337237|24189255811940|2012-08-16T11:45:05.842+0000
206158430294|17592186044994|2012-04-25T21:42:03.171+0000
206158430294|19791209300852|2011-11-13T06:21:57.719+0000
274877907031|17592186044994|2012-06-27T09:55:33.187+0000
274877907031|19791209300852|2012-04-25T22:08:13.305+0000
274877907031|24189255811940|2012-08-13T17:49:38.612+0000
549755813976|19791209300852|2012-09-05T07:46:42.113+0000
549755813976|24189255811940|2012-06-05T02:17:17.204+0000
206158430297|17592186044994|2012-06-16T14:38:40.370+0000
206158430297|24189255811940|2012-03-09T13:36:45.736+0000
274877907035|17592186044994|2012-05-20T20:37:42.697+0000
274877907035|24189255811940|2012-03-13T11:00:25.037+0000
893353197660|17592186044994|2012-06-15T20:40:28.651+0000
893353197660|19791209300852|2012-07-30T21:54:35.341+0000
893353197660|24189255811940|2012-07-24T01:16:18.023+0000
137438953565|19791209300852|2011-10-11T19:00:36.371+0000
206158430302|19791209300852|2011-12-08T15:16:43.757+0000
206158430302|24189255811940|2012-06-17T02:28:10.213+0000
824633720927|24189255811940|2012-03-03T01:29:16.428+0000
1030792151136|19791209300852|2012-09-08T15:39:33.330+0000
206158430305|17592186044994|2011-10-07T11:39:14.793+0000
893353197666|19791209300852|2012-07-03T15:22:09.896+0000
618475290723|17592186044994|2012-08-15T12:11:05.511+0000
618475290723|24189255811940|2012-06-11T09:22:14.740+0000
962072674404|24189255811940|2012-09-09T21:58:08.249+0000
206158430309|4398046511257|2010-08-05T07:31:36.872+0000
206158430309|4398046511684|2010-07-12T04:04:24.142+0000
206158430309|6597069767242|2010-08-29T20:13:49.792+0000
206158430309|15393162789604|2011-05-04T17:24:10.526+0000
206158430309|26388279066764|2012-03-11T04:23:27.696+0000
206158430309|32985348833438|2012-07-29T13:31:35.269+0000
206158430309|32985348833559|2012-08-29T00:38:40.474+0000
206158430309|32985348834053|2012-08-05T20:31:22.722+0000
274877907046|143|2010-10-01T16:36:02.345+0000
274877907046|290|2010-09-14T01:56:47.955+0000
274877907046|407|2010-09-15T08:16:42.207+0000
274877907046|941|2010-09-23T21:05:00.909+0000
274877907046|2199023255981|2010-10-03T06:42:32.451+0000
274877907046|4398046511395|2010-09-28T10:54:16.587+0000
274877907046|4398046511884|2010-09-30T09:29:56.590+0000
274877907046|6597069766850|2010-09-13T04:58:14.251+0000
274877907046|6597069767184|2010-09-24T12:28:25.270+0000
274877907046|6597069767572|2010-09-13T20:50:26.733+0000
274877907046|8796093023133|2010-11-09T19:08:19.981+0000
274877907046|10995116277995|2010-11-29T11:24:19.725+0000
274877907046|13194139533588|2011-02-17T13:48:07.665+0000
274877907046|15393162788866|2011-05-01T05:25:13.824+0000
274877907046|17592186045408|2011-06-16T09:58:07.474+0000
274877907046|21990232555692|2011-10-18T10:53:40.880+0000
274877907046|21990232555850|2011-10-09T10:05:22.354+0000
274877907046|21990232556497|2011-10-08T00:49:35.560+0000
274877907046|26388279066885|2012-03-11T04:38:09.395+0000
274877907046|26388279067047|2012-02-11T09:26:05.765+0000
274877907046|26388279067108|2012-02-11T05:07:18.507+0000
274877907046|26388279067534|2012-01-24T01:36:02.803+0000
274877907046|30786325578525|2012-06-02T10:45:15.226+0000
274877907046|30786325578585|2012-07-06T03:02:50.672+0000
274877907046|32985348833314|2012-08-19T03:52:14.628+0000
274877907046|32985348833533|2012-07-24T14:48:40.645+0000
274877907046|32985348833579|2012-09-06T14:30:06.579+0000
274877907046|32985348833890|2012-09-07T04:35:17.567+0000
618475290727|30786325577859|2012-06-19T21:47:08.259+0000
824633720936|4398046511257|2012-03-13T15:09:35.312+0000
824633720936|4398046511596|2012-03-06T12:38:53.293+0000
824633720936|8796093022928|2012-02-27T18:07:20.160+0000
824633720936|10995116278184|2012-02-20T04:02:48.594+0000
824633720936|13194139533505|2012-02-23T10:20:33.309+0000
824633720936|13194139533535|2012-03-09T06:20:10.444+0000
824633720936|13194139534142|2012-02-23T09:11:51.972+0000
824633720936|13194139534154|2012-02-29T08:43:37.507+0000
824633720936|17592186044551|2012-02-28T07:43:24.052+0000
824633720936|28587302322537|2012-04-05T05:00:34.302+0000
893353197673|2199023256277|2012-05-02T11:51:15.043+0000
893353197673|6597069766846|2012-05-26T19:12:30.423+0000
893353197673|13194139533618|2012-05-27T18:24:28.956+0000
893353197673|24189255811566|2012-05-08T08:58:22.295+0000
893353197673|28587302322548|2012-05-23T08:44:55.703+0000
274877907050|296|2010-11-26T10:00:42.858+0000
274877907050|459|2010-11-21T01:16:16.835+0000
274877907050|987|2010-11-02T05:47:28.877+0000
274877907050|2199023256233|2010-11-04T16:31:16.579+0000
274877907050|2199023256347|2010-10-30T09:20:16.669+0000
274877907050|4398046511332|2010-11-21T01:34:03.691+0000
274877907050|4398046511463|2010-10-29T11:32:05.797+0000
274877907050|6597069767341|2010-11-21T08:59:37.383+0000
274877907050|8796093022647|2010-11-13T06:34:45.825+0000
274877907050|13194139533574|2011-02-22T04:22:13.417+0000
274877907050|13194139534267|2011-02-08T01:26:17.340+0000
274877907050|15393162788906|2011-04-25T00:58:38.630+0000
274877907050|15393162789569|2011-05-22T14:02:26.933+0000
274877907050|15393162789655|2011-05-17T06:41:01.197+0000
274877907050|15393162789850|2011-04-19T15:19:14.132+0000
274877907050|17592186044862|2011-07-12T11:56:03.501+0000
274877907050|17592186045078|2011-05-22T09:03:47.687+0000
274877907050|19791209300402|2011-07-21T05:04:01.624+0000
274877907050|21990232555889|2011-10-26T19:20:28.677+0000
274877907050|21990232556180|2011-11-02T16:01:13.684+0000
274877907050|21990232556441|2011-10-13T05:10:54.377+0000
274877907050|24189255811566|2011-12-03T00:30:00.660+0000
274877907050|24189255811638|2011-12-26T08:34:53.786+0000
274877907050|24189255811862|2011-11-27T08:15:00.269+0000
274877907050|26388279066885|2012-02-23T03:26:43.069+0000
274877907050|26388279067534|2012-01-24T15:51:01.941+0000
274877907050|28587302322537|2012-04-19T01:54:02.518+0000
274877907050|28587302322718|2012-04-28T14:56:47.459+0000
274877907050|28587302323035|2012-05-08T09:54:02.897+0000
274877907050|28587302323175|2012-05-01T12:33:05.395+0000
274877907050|30786325578056|2012-06-21T15:08:46.650+0000
274877907050|30786325578600|2012-06-11T04:29:21.380+0000
274877907050|32985348834053|2012-08-07T00:40:59.026+0000
412316860523|344|2011-02-23T21:25:51.274+0000
412316860523|609|2011-02-10T11:56:07.058+0000
412316860523|2199023255688|2011-02-24T02:23:13.109+0000
412316860523|6597069766659|2011-02-24T16:06:44.221+0000
412316860523|8796093022367|2011-02-11T18:33:36.383+0000
412316860523|10995116278336|2011-02-14T13:47:22.130+0000
412316860523|10995116278353|2011-02-17T01:52:37.954+0000
412316860523|13194139533500|2011-02-06T17:19:16.913+0000
412316860523|17592186045382|2011-06-11T05:21:46.317+0000
412316860523|19791209300507|2011-09-16T07:21:56.104+0000
412316860523|19791209300796|2011-08-17T07:46:29.324+0000
412316860523|19791209300852|2011-07-14T22:07:56.336+0000
412316860523|21990232555524|2011-10-25T18:42:26.461+0000
412316860523|21990232555650|2011-10-22T04:38:42.554+0000
412316860523|26388279066885|2012-02-18T19:35:59.020+0000
412316860523|28587302322548|2012-05-09T20:10:39.922+0000
412316860523|28587302323175|2012-05-19T00:46:58.953+0000
412316860523|30786325578144|2012-06-24T01:48:51.952+0000
549755813996|143|2011-05-27T15:53:39.769+0000
549755813996|2199023256277|2011-05-24T19:53:23.862+0000
549755813996|8796093022764|2011-05-21T21:11:05.694+0000
549755813996|8796093023000|2011-06-02T12:46:25.285+0000
549755813996|19791209300479|2011-08-23T02:47:30.207+0000
549755813996|21990232555834|2011-11-23T13:47:53.590+0000
549755813996|24189255811254|2011-12-18T23:57:48.903+0000
549755813996|24189255811277|2011-12-20T14:27:43.972+0000
549755813996|24189255811566|2011-12-18T05:49:52.406+0000
549755813996|28587302322537|2012-04-07T15:50:42.372+0000
549755813996|28587302322865|2012-04-14T21:34:38.823+0000
549755813997|10995116278264|2011-06-27T10:33:46.675+0000
549755813997|19791209300631|2011-09-02T01:27:51.971+0000
549755813997|24189255811566|2011-12-13T23:39:16.057+0000
549755813997|24189255811663|2011-12-11T09:55:27.295+0000
549755813997|26388279067534|2012-02-02T18:51:58.126+0000
549755813997|26388279067551|2012-02-06T01:59:12.925+0000
549755813997|30786325578676|2012-07-05T04:23:44.858+0000
618475290734|459|2011-09-05T19:02:24.517+0000
618475290734|2199023256031|2011-09-21T19:51:28.225+0000
618475290734|2199023256456|2011-09-12T07:29:04.995+0000
618475290734|6597069767432|2011-09-14T15:55:16.700+0000
618475290734|13194139533535|2011-09-15T06:48:46.232+0000
618475290734|24189255811663|2011-12-18T11:58:44.630+0000
618475290734|24189255811876|2012-01-12T05:02:16.332+0000
618475290734|24189255811940|2012-01-13T12:10:36.796+0000
618475290734|26388279067534|2012-01-16T03:40:03.742+0000
618475290734|26388279067551|2012-02-24T14:33:10.006+0000
618475290734|26388279067571|2012-03-11T21:35:00.203+0000
618475290734|28587302322870|2012-05-01T10:42:10.916+0000
618475290734|28587302323175|2012-05-15T06:17:06.573+0000
962072674415|6597069767432|2012-08-04T00:23:52.138+0000
962072674415|24189255811940|2012-06-19T08:50:31.839+0000
962072674415|28587302322870|2012-06-23T10:40:53.472+0000
893353197680|2199023256031|2012-04-18T07:20:14.174+0000
893353197680|24189255811663|2012-06-11T21:11:51.842+0000
893353197680|24189255811876|2012-06-26T09:40:35.929+0000
893353197680|26388279067534|2012-08-29T14:51:22.728+0000
893353197680|26388279067551|2012-04-30T09:34:02.917+0000
893353197680|26388279067571|2012-04-01T09:58:05.348+0000
893353197681|459|2012-08-21T01:23:33.060+0000
893353197681|2199023256456|2012-07-22T12:06:55.736+0000
893353197681|13194139533535|2012-06-23T13:08:44.748+0000
893353197681|24189255811876|2012-07-13T07:46:29.058+0000
962072674419|26388279067571|2012-07-25T09:42:36.909+0000
962072674420|28587302323175|2012-05-29T02:36:48.586+0000
1030792151157|13194139533535|2012-09-11T15:12:21.292+0000
962072674422|459|2012-08-22T22:20:33.437+0000
962072674422|2199023256031|2012-09-03T06:17:23.558+0000
962072674422|26388279067551|2012-07-15T05:28:22.827+0000
962072674423|24189255811663|2012-07-21T10:20:02.099+0000
962072674423|26388279067571|2012-08-26T22:42:29.895+0000
962072674423|28587302323175|2012-09-02T18:31:19.277+0000
893353197688|2199023256456|2012-06-21T08:54:38.258+0000
893353197688|24189255811876|2012-04-16T06:56:44.039+0000
893353197688|26388279067534|2012-06-26T22:24:59.798+0000
893353197688|26388279067571|2012-06-06T13:57:45.352+0000
893353197688|28587302323175|2012-08-21T19:25:20.665+0000
1030792151166|6597069767432|2012-08-22T15:39:46.829+0000
1030792151166|24189255811663|2012-09-05T08:06:46.246+0000
1030792151166|24189255811876|2012-08-18T18:27:28.352+0000
893353197695|28587302322686|2012-05-08T13:08:33.800+0000
1030792151168|2199023256277|2012-08-28T19:34:19.855+0000
206158430342|987|2010-07-14T17:24:34.227+0000
206158430342|2199023256077|2010-08-04T16:37:48.631+0000
206158430342|4398046511535|2010-07-30T10:36:12.844+0000
206158430342|4398046511734|2010-08-10T12:42:30.019+0000
206158430342|6597069767149|2010-07-18T03:10:06.329+0000
206158430342|10995116278292|2011-01-11T22:22:09.760+0000
206158430342|15393162789093|2011-04-25T16:16:29.371+0000
206158430342|17592186044461|2011-07-16T02:24:12.512+0000
206158430342|19791209300326|2011-08-07T10:08:49.872+0000
206158430342|19791209300474|2011-08-28T08:11:54.570+0000
206158430342|19791209300852|2011-07-30T15:53:24.374+0000
206158430342|21990232556027|2011-11-03T00:49:51.810+0000
206158430342|26388279067534|2012-01-17T02:39:53.679+0000
206158430342|28587302322294|2012-04-08T06:33:05.194+0000
206158430342|28587302322537|2012-04-24T08:50:43.933+0000
206158430342|28587302322837|2012-04-29T09:07:18.866+0000
274877907079|609|2010-09-16T19:00:26.793+0000
274877907079|2199023256077|2010-09-07T11:00:01.976+0000
274877907079|4398046511241|2010-10-06T12:36:02.240+0000
274877907079|4398046511257|2010-09-12T07:23:35.406+0000
274877907079|4398046511684|2010-09-20T01:06:21.332+0000
274877907079|6597069766998|2010-09-18T13:26:08.934+0000
274877907079|6597069767067|2010-09-14T03:36:26.767+0000
274877907079|10995116278320|2010-12-26T00:38:58.795+0000
274877907079|13194139533770|2011-03-22T09:09:28.350+0000
274877907079|13194139533850|2011-02-11T18:33:36.383+0000
274877907079|13194139533859|2011-01-26T07:47:33.255+0000
274877907079|13194139534279|2011-01-08T14:18:22.846+0000
274877907079|15393162789569|2011-05-06T22:04:50.328+0000
274877907079|17592186044532|2011-06-20T04:40:17.488+0000
274877907079|19791209300507|2011-09-02T09:07:45.640+0000
274877907079|19791209300796|2011-07-23T09:17:47.691+0000
274877907079|21990232555524|2011-10-27T15:32:01.132+0000
274877907079|24189255811398|2012-01-24T15:40:27.853+0000
274877907079|24189255811663|2011-12-16T04:42:50.886+0000
274877907079|28587302322870|2012-04-29T10:57:53.929+0000
274877907079|30786325578320|2012-07-03T11:42:41.939+0000
274877907079|32985348833438|2012-07-17T12:48:05.698+0000
962072674440|609|2012-07-06T00:04:14.751+0000
962072674440|2199023256077|2012-09-09T11:11:00.239+0000
962072674440|4398046511684|2012-08-30T02:19:47.631+0000
962072674440|6597069766998|2012-08-30T00:22:11.497+0000
962072674440|6597069767067|2012-08-01T13:20:43.489+0000
962072674440|17592186044532|2012-08-12T18:46:20.506+0000
962072674440|19791209300507|2012-07-06T17:07:44.051+0000
962072674440|24189255811398|2012-07-23T00:35:48.678+0000
687194767497|4398046511257|2011-12-23T13:33:09.261+0000
687194767497|13194139533850|2012-08-19T06:10:26.362+0000
687194767497|15393162789569|2012-08-05T20:34:50.163+0000
687194767497|17592186044532|2012-06-15T23:10:29.541+0000
687194767497|19791209300507|2012-03-31T18:37:57.277+0000
687194767497|21990232555524|2012-01-05T21:33:54.576+0000
687194767497|24189255811398|2012-04-20T19:05:50.469+0000
687194767497|28587302322870|2012-07-03T10:54:38.795+0000
687194767497|30786325578320|2012-07-14T21:37:10.025+0000
687194767497|32985348833438|2012-08-13T04:28:19.350+0000
343597383818|609|2010-12-27T06:19:04.400+0000
343597383818|2199023256077|2012-04-13T16:36:36.086+0000
343597383818|4398046511241|2012-05-24T20:30:50.872+0000
343597383818|4398046511257|2011-08-21T23:08:25.641+0000
343597383818|4398046511684|2011-02-10T09:13:27.664+0000
343597383818|6597069766998|2012-07-22T04:50:53.045+0000
343597383818|13194139533770|2012-08-12T23:53:02.370+0000
343597383818|13194139533859|2012-06-04T17:14:20.429+0000
343597383818|15393162789569|2012-02-24T03:26:35.214+0000
343597383818|19791209300796|2012-08-30T09:32:47.025+0000
343597383818|21990232555524|2012-01-06T03:42:46.622+0000
343597383818|24189255811398|2012-04-03T00:15:58.450+0000
343597383818|24189255811663|2012-07-08T23:49:25.919+0000
343597383818|28587302322870|2012-08-12T01:15:45.813+0000
343597383818|32985348833438|2012-09-07T04:20:24.545+0000
481036337291|2199023256077|2011-12-09T12:26:57.868+0000
481036337291|4398046511684|2012-05-16T04:18:10.681+0000
481036337291|13194139533770|2012-04-21T07:39:41.334+0000
481036337291|13194139533850|2012-05-31T10:33:37.865+0000
481036337291|13194139533859|2011-05-07T09:05:34.899+0000
481036337291|13194139534279|2012-08-07T09:23:55.848+0000
481036337291|15393162789569|2012-08-19T13:47:15.902+0000
481036337291|17592186044532|2012-08-18T00:30:52.024+0000
481036337291|19791209300507|2012-05-10T01:33:30.322+0000
481036337291|19791209300796|2012-04-26T15:10:22.300+0000
481036337291|21990232555524|2012-08-26T16:36:42.048+0000
481036337291|24189255811398|2012-07-10T03:18:41.518+0000
481036337291|30786325578320|2012-08-18T09:21:10.790+0000
481036337291|32985348833438|2012-08-18T09:24:08.938+0000
893353197708|609|2012-04-01T20:34:53.078+0000
893353197708|2199023256077|2012-05-10T20:23:50.946+0000
893353197708|4398046511241|2012-09-06T02:16:50.261+0000
893353197708|6597069766998|2012-08-01T20:31:28.500+0000
893353197708|6597069767067|2012-07-17T09:33:47.560+0000
893353197708|13194139533770|2012-04-21T09:52:01.105+0000
893353197708|13194139533850|2012-06-06T04:57:29.470+0000
893353197708|13194139534279|2012-06-04T23:59:54.695+0000
893353197708|15393162789569|2012-05-23T10:04:16.541+0000
893353197708|17592186044532|2012-04-05T12:22:38.471+0000
893353197708|21990232555524|2012-07-11T19:39:26.537+0000
893353197708|24189255811663|2012-05-18T17:21:43.857+0000
893353197708|28587302322870|2012-08-24T20:35:16.317+0000
893353197708|30786325578320|2012-08-12T23:30:03.501+0000
893353197708|32985348833438|2012-08-02T13:50:32.971+0000
893353197709|609|2012-08-29T19:16:29.304+0000
893353197709|4398046511241|2012-05-03T19:42:04.862+0000
893353197709|6597069766998|2012-09-03T00:53:19.942+0000
893353197709|13194139533850|2012-09-05T01:08:14.782+0000
893353197709|13194139533859|2012-05-14T13:23:26.993+0000
893353197709|19791209300507|2012-07-23T05:58:26.065+0000
893353197709|24189255811398|2012-05-09T01:43:26.299+0000
893353197709|24189255811663|2012-07-09T03:34:56.469+0000
824633720974|4398046511257|2012-08-15T05:55:20.571+0000
824633720974|6597069766998|2012-01-13T21:04:10.511+0000
824633720974|10995116278320|2012-05-18T06:19:26.455+0000
824633720974|15393162789569|2012-02-28T23:39:00.377+0000
824633720974|17592186044532|2012-04-21T17:41:11.003+0000
824633720974|21990232555524|2012-08-07T19:42:16.490+0000
824633720974|28587302322870|2012-08-21T08:02:14.469+0000
343597383823|609|2012-05-29T19:15:58.271+0000
343597383823|4398046511241|2011-02-04T17:31:38.910+0000
343597383823|4398046511684|2012-06-02T09:27:29.962+0000
343597383823|6597069766998|2012-07-01T02:11:27.218+0000
343597383823|10995116278320|2012-05-08T01:15:41.173+0000
343597383823|15393162789569|2011-11-30T23:12:32.603+0000
343597383823|17592186044532|2011-07-13T04:19:36.149+0000
343597383823|19791209300507|2011-11-02T04:23:27.845+0000
343597383823|19791209300796|2012-08-30T19:33:54.094+0000
343597383823|24189255811398|2012-06-15T19:32:23.020+0000
343597383823|32985348833438|2012-07-29T17:57:38.192+0000
1030792151184|2199023256077|2012-07-30T06:09:11.459+0000
1030792151184|13194139533770|2012-08-23T17:59:23.102+0000
1030792151184|13194139533850|2012-09-09T03:49:25.477+0000
1030792151184|19791209300796|2012-08-17T04:06:53.456+0000
1030792151184|21990232555524|2012-08-09T04:45:49.152+0000
824633720977|4398046511241|2012-05-13T00:55:30.600+0000
824633720977|4398046511257|2012-08-22T02:08:28.661+0000
824633720977|13194139533770|2012-09-05T12:29:33.537+0000
824633720977|13194139533850|2012-07-11T08:53:47.996+0000
824633720977|13194139534279|2012-03-05T12:29:48.327+0000
824633720977|15393162789569|2012-07-03T23:05:28.806+0000
824633720977|17592186044532|2012-09-12T04:46:20.716+0000
824633720977|19791209300507|2012-04-23T23:08:30.709+0000
824633720977|19791209300796|2012-07-12T16:04:08.287+0000
824633720977|24189255811663|2012-08-22T10:15:19.938+0000
687194767506|609|2012-06-15T10:16:22.230+0000
687194767506|4398046511241|2012-06-04T09:19:21.396+0000
687194767506|6597069766998|2012-08-31T01:09:33.229+0000
687194767506|6597069767067|2012-06-08T10:57:03.699+0000
687194767506|13194139533850|2012-05-09T21:25:33.810+0000
687194767506|15393162789569|2011-09-29T14:37:17.416+0000
687194767506|17592186044532|2012-03-10T11:19:07.023+0000
687194767506|19791209300796|2012-09-01T20:56:23.437+0000
687194767506|24189255811398|2012-05-19T20:31:45.825+0000
687194767506|24189255811663|2012-03-06T18:31:01.674+0000
687194767506|30786325578320|2012-07-21T05:52:52.667+0000
687194767506|32985348833438|2012-08-15T23:00:57.120+0000
755914244243|609|2012-09-08T04:03:27.831+0000
755914244243|4398046511257|2011-12-24T04:02:18.079+0000
755914244243|6597069766998|2012-08-11T17:42:24.982+0000
755914244243|13194139533850|2012-02-16T15:40:09.479+0000
755914244243|13194139533859|2012-08-07T19:41:05.175+0000
755914244243|13194139534279|2012-04-09T13:00:00.194+0000
755914244243|15393162789569|2012-03-27T19:59:59.452+0000
755914244243|17592186044532|2012-08-30T13:58:03.689+0000
755914244243|19791209300507|2012-07-09T03:22:26.651+0000
755914244243|24189255811663|2012-02-02T21:23:54.467+0000
755914244243|28587302322870|2012-08-14T23:29:44.454+0000
412316860564|609|2011-01-21T07:44:48.531+0000
412316860564|4398046511257|2011-05-24T21:32:17.743+0000
412316860564|6597069766998|2011-01-18T16:45:27.286+0000
412316860564|6597069767067|2011-08-01T17:54:17.639+0000
