Comment.id|Person.id
687194768189|13194139534154
687194768190|609
687194768191|250
687194768192|13194139533653
755914244930|19791209300852
755914244931|17592186044994
755914244932|19791209300852
755914244933|17592186044994
755914244934|19791209300852
755914244935|17592186044994
755914244936|17592186044994
755914244937|19791209300852
1030792152210|4398046511257
1030792152211|4398046511684
1030792152212|15393162789604
1030792152213|15393162789604
1030792152214|4398046511684
1030792152215|26388279066764
1030792152216|4398046511684
1030792152217|6597069767242
1030792152218|6597069767242
1030792152219|6597069767242
1030792152220|4398046511684
1030792152221|26388279066764
206158431391|6597069767242
206158431392|4398046511684
206158431393|4398046511257
206158431394|4398046511684
206158431395|4398046511684
206158431396|4398046511684
206158431397|4398046511257
206158431399|6597069767242
206158431400|4398046511257
206158431401|6597069767242
206158431402|6597069767242
206158431403|4398046511257
206158431404|4398046511257
206158431405|4398046511684
206158431406|4398046511257
206158431407|4398046511257
206158431408|4398046511684
206158431409|6597069767242
206158431410|6597069767242
206158431411|4398046511257
206158431412|4398046511257
206158431413|6597069767242
206158431414|6597069767242
206158431415|6597069767242
206158431417|4398046511684
206158431418|4398046511257
274877908184|6597069767184
274877908185|407
618475291868|941
618475291869|407
618475291870|10995116277995
618475291871|15393162788866
618475291872|8796093023133
618475291873|15393162788866
618475291874|17592186045408
618475291875|941
618475291876|4398046511884
618475291877|143
618475291878|290
1030792152298|6597069767184
1030792152299|4398046511884
1030792152300|26388279067108
1030792152301|941
1030792152302|6597069766850
755914245360|8796093023133
755914245361|10995116277995
755914245362|4398046511395
755914245363|290
755914245364|941
755914245365|143
755914245366|4398046511395
755914245367|290
687194768633|6597069766850
687194768634|941
687194768635|17592186045408
687194768636|13194139533588
481036338445|10995116277995
481036338446|6597069767572
481036338447|13194139533588
481036338448|6597069766850
481036338449|407
481036338450|2199023255981
481036338451|8796093023133
481036338452|8796093023133
343597384998|407
343597384999|4398046511395
343597385000|290
343597385001|6597069767184
343597385002|407
343597385003|941
343597385004|290
343597385005|407
618475291951|8796093023133
618475291952|6597069767572
618475291953|143
618475291954|407
618475291955|941
618475291956|6597069767184
618475291957|290
618475291958|4398046511884
549755815225|4398046511884
549755815226|15393162788866
549755815227|4398046511884
549755815228|15393162788866
549755815229|407
549755815230|407
549755815231|143
549755815232|4398046511395
549755815233|4398046511395
549755815234|941
549755815235|143
549755815236|4398046511884
549755815237|10995116277995
343597385031|10995116277995
343597385032|290
343597385033|2199023255981
343597385034|10995116277995
343597385035|6597069766850
343597385036|4398046511395
343597385037|4398046511884
343597385038|6597069767184
343597385039|407
343597385040|6597069767572
343597385041|6597069766850
343597385042|6597069767572
343597385043|6597069767184
343597385044|4398046511395
343597385045|6597069767184
343597385046|4398046511884
343597385048|6597069767184
343597385049|407
343597385050|143
343597385051|6597069767184
343597385052|6597069767572
343597385053|407
343597385054|6597069767572
343597385055|6597069767184
412316861793|8796093023133
343597385058|6597069766850
343597385059|2199023255981
412316861796|6597069767184
343597385061|941
343597385062|407
274877908328|290
274877908329|6597069766850
343597385081|6597069766850
343597385082|143
343597385083|4398046511884
343597385084|290
343597385085|2199023255981
343597385086|407
343597385087|2199023255981
343597385088|2199023255981
343597385089|143
687194768771|21990232555850
687194768772|8796093023133
687194768774|8796093023133
687194768775|4398046511884
687194768777|2199023255981
687194768778|15393162788866
687194768779|6597069767184
687194768780|6597069767184
687194768781|10995116277995
687194768782|6597069767572
687194768783|6597069767184
687194768784|17592186045408
687194768785|15393162788866
687194768786|6597069766850
687194768787|8796093023133
687194768788|4398046511884
687194768789|8796093023133
687194768790|21990232556497
687194768791|13194139533588
687194768792|143
687194768793|6597069767572
687194768794|8796093023133
687194768795|13194139533588
687194768796|15393162788866
687194768798|21990232556497
687194768799|10995116277995
687194768800|8796093023133
687194768801|15393162788866
687194768802|4398046511884
687194768803|4398046511395
687194768804|21990232555850
687194768805|2199023255981
687194768806|6597069767572
687194768807|21990232555850
687194768808|21990232556497
687194768809|6597069767572
687194768810|21990232555850
687194768811|21990232555850
687194768812|941
687194768814|2199023255981
687194768815|15393162788866
687194768816|8796093023133
687194768817|290
687194768818|6597069767572
687194768819|4398046511395
687194768821|4398046511395
687194768822|21990232556497
687194768823|21990232555850
687194768824|941
687194768825|17592186045408
687194768826|6597069766850
687194768827|4398046511395
687194768828|290
687194768829|21990232556497
687194768830|21990232555850
687194768831|10995116277995
687194768832|4398046511884
687194768833|21990232555850
687194768835|290
687194768836|941
687194768837|941
687194768838|21990232555850
687194768839|6597069767572
687194768840|6597069767184
687194768841|4398046511395
687194768842|143
687194768843|2199023255981
687194768844|10995116277995
687194768845|290
687194768846|21990232555850
687194768847|143
687194768848|13194139533588
687194768849|941
687194768851|13194139533588
687194768852|10995116277995
687194768853|21990232556497
687194768854|6597069767184
687194768855|21990232556497
687194768856|4398046511884
687194768857|6597069767184
687194768858|4398046511884
687194768859|941
687194768860|407
687194768861|6597069767184
687194768862|6597069767572
687194768863|6597069766850
687194768864|21990232556497
687194768865|2199023255981
687194768867|21990232555850
687194768868|10995116277995
687194768869|143
687194768870|4398046511395
687194768871|8796093023133
687194768872|8796093023133
687194768873|21990232556497
687194768874|4398046511395
343597385196|6597069766850
343597385197|407
343597385198|6597069766850
343597385199|407
343597385200|6597069767184
343597385201|6597069767572
343597385202|2199023255981
343597385203|290
343597385204|143
343597385205|6597069767572
343597385206|290
343597385207|8796093023133
343597385208|290
343597385209|4398046511395
343597385210|143
343597385211|4398046511395
343597385212|290
343597385213|8796093023133
343597385215|290
343597385216|4398046511395
343597385217|941
343597385218|4398046511884
343597385219|407
343597385220|4398046511395
343597385221|6597069767184
343597385222|6597069767184
343597385223|2199023255981
343597385224|6597069767572
343597385225|4398046511884
343597385226|6597069767184
343597385227|290
343597385228|2199023255981
343597385230|143
343597385231|407
343597385232|407
343597385233|6597069767184
343597385234|8796093023133
687194768916|10995116277995
687194768917|6597069767184
687194768918|2199023255981
687194768919|6597069767184
687194768920|21990232556497
687194768921|4398046511395
687194768922|4398046511884
687194768923|143
687194768924|15393162788866
687194768925|4398046511884
687194768926|290
687194768927|21990232556497
687194768928|15393162788866
687194768929|6597069767184
687194768930|2199023255981
687194768931|13194139533588
687194768932|4398046511884
687194768933|21990232556497
687194768935|6597069766850
687194768936|13194139533588
687194768938|13194139533588
687194768939|8796093023133
687194768940|6597069767572
687194768941|6597069767184
687194768943|407
687194768944|143
687194768945|290
687194768946|941
687194768947|6597069767184
343597385269|6597069767572
343597385270|6597069766850
343597385271|941
343597385272|4398046511395
343597385273|4398046511884
343597385274|4398046511884
343597385275|2199023255981
343597385276|290
343597385277|8796093023133
343597385278|6597069767572
343597385279|8796093023133
343597385280|4398046511395
687194768962|17592186045408
687194768963|13194139533588
687194768964|2199023255981
687194768965|8796093023133
687194768966|2199023255981
687194768967|21990232555850
687194768968|290
687194768969|2199023255981
687194768970|4398046511395
687194768973|15393162788866
687194768974|6597069767184
687194768975|6597069767572
687194768976|143
343597385298|290
343597385299|6597069767184
343597385300|290
343597385301|143
343597385302|6597069767184
343597385303|143
343597385304|2199023255981
343597385305|407
343597385306|6597069767572
343597385307|407
343597385308|941
343597385309|407
687194768991|4398046511395
687194768993|4398046511884
687194768994|17592186045408
687194768996|290
687194768997|4398046511395
687194768998|8796093023133
687194768999|17592186045408
687194769001|4398046511395
687194769002|8796093023133
687194769003|17592186045408
687194769004|941
687194769005|4398046511884
687194769006|6597069767184
687194769007|6597069767572
687194769008|6597069766850
687194769009|4398046511395
687194769010|407
687194769011|143
687194769012|143
687194769013|17592186045408
687194769014|290
687194769015|407
1030792152697|13194139533505
1030792152698|13194139534154
1030792152699|8796093022928
1030792152700|8796093022928
1030792152701|8796093022928
1030792152702|28587302322537
1030792152703|4398046511257
1030792152719|15393162789655
1030792152721|15393162789569
1030792152722|6597069767341
1030792152723|28587302323175
687194769045|15393162789655
687194769046|15393162789655
687194769047|15393162789655
687194769048|15393162789850
687194769049|13194139533574
687194769050|15393162788906
687194769051|17592186044862
687194769052|2199023256233
687194769053|19791209300402
687194769054|15393162789655
687194769055|4398046511463
687194769056|2199023256347
687194769057|17592186044862
687194769058|15393162789850
962072676004|28587302322537
962072676005|4398046511332
1030792152744|15393162789655
1030792152745|30786325578600
549755815595|13194139533574
549755815596|2199023256347
549755815597|15393162789655
549755815598|4398046511332
549755815599|987
549755815600|296
549755815601|459
549755815602|13194139534267
549755815603|2199023256347
549755815604|4398046511332
549755815605|4398046511332
549755815606|2199023256347
549755815607|13194139533574
549755815608|15393162788906
481036338874|987
481036338875|987
481036338876|8796093022647
481036338877|13194139533574
481036338878|4398046511332
687194769109|15393162789655
687194769110|6597069767341
687194769111|15393162789655
687194769112|17592186045078
687194769113|15393162789655
481036338907|296
481036338908|987
481036338909|15393162789850
412316862175|296
412316862176|4398046511463
412316862177|6597069767341
412316862178|4398046511463
549755815652|15393162789655
549755815653|17592186045078
618475292391|2199023256233
618475292392|987
618475292393|987
618475292394|15393162788906
618475292395|8796093022647
618475292396|4398046511463
618475292397|4398046511463
343597385455|2199023256233
343597385456|987
343597385457|2199023256233
343597385458|2199023256347
343597385459|987
343597385460|4398046511463
343597385461|2199023256347
343597385462|2199023256347
343597385463|4398046511463
343597385464|2199023256347
343597385465|987
343597385466|2199023256233
343597385467|2199023256347
343597385468|987
343597385469|8796093022647
343597385470|4398046511463
343597385471|2199023256347
343597385472|2199023256347
343597385473|2199023256233
343597385474|2199023256233
549755815684|6597069767341
549755815685|2199023256233
549755815686|4398046511463
549755815687|6597069767341
549755815688|6597069767341
549755815689|4398046511463
549755815690|2199023256347
549755815691|15393162788906
549755815692|15393162788906
549755815693|6597069767341
549755815694|4398046511332
549755815695|15393162789850
549755815696|4398046511463
549755815697|4398046511332
412316862227|296
412316862228|6597069767341
412316862229|296
412316862230|4398046511332
412316862231|2199023256347
412316862232|987
412316862233|4398046511332
412316862234|2199023256347
412316862235|296
412316862236|987
412316862237|6597069767341
412316862238|6597069767341
412316862239|459
412316862240|987
824633722658|987
824633722659|21990232556441
824633722660|21990232556441
824633722661|24189255811638
824633722662|459
824633722663|21990232555889
824633722664|21990232555889
824633722665|2199023256347
824633722666|19791209300402
893353199404|987
893353199405|987
893353199406|15393162789850
893353199407|13194139534267
893353199408|24189255811862
893353199409|17592186044862
893353199410|21990232556180
893353199411|26388279066885
893353199412|15393162789655
893353199413|4398046511332
893353199414|24189255811862
893353199415|15393162789850
687194769209|17592186045078
755914245946|15393162788906
755914245947|2199023256347
755914245948|4398046511332
755914245949|21990232555889
755914245950|6597069767341
755914245951|17592186045078
755914245952|13194139533574
755914245953|987
755914245954|6597069767341
755914245955|2199023256347
755914245956|15393162789569
755914245957|21990232555889
687194769222|21990232556441
755914245959|15393162789655
755914245960|13194139534267
481036339018|4398046511463
481036339019|13194139534267
481036339020|2199023256233
481036339021|2199023256347
481036339022|2199023256347
481036339023|13194139533574
481036339024|2199023256233
481036339025|4398046511332
481036339026|13194139533574
481036339027|2199023256233
481036339028|6597069767341
481036339029|2199023256233
481036339030|6597069767341
481036339031|13194139533574
481036339032|8796093022647
481036339033|987
481036339034|459
481036339035|459
755914245981|4398046511463
412316862303|296
549755815777|15393162788906
549755815778|4398046511463
549755815779|459
549755815780|13194139534267
549755815781|2199023256233
549755815782|8796093022647
549755815783|13194139534267
549755815784|2199023256233
549755815785|459
549755815786|13194139534267
549755815787|15393162789850
549755815788|459
824633722734|13194139533574
824633722735|24189255811638
824633722736|26388279066885
824633722737|15393162789655
824633722738|17592186045078
824633722739|17592186045078
824633722740|24189255811566
824633722741|15393162789850
824633722742|21990232556180
343597385592|2199023256233
343597385593|8796093022647
343597385594|4398046511332
343597385595|987
343597385596|2199023256233
343597385597|2199023256233
343597385598|2199023256233
343597385599|8796093022647
343597385600|4398046511332
343597385601|2199023256347
343597385602|8796093022647
343597385603|4398046511332
343597385604|987
343597385605|2199023256347
343597385606|8796093022647
343597385607|459
343597385608|8796093022647
343597385609|459
343597385610|6597069767341
343597385611|4398046511332
962072676237|28587302322537
962072676238|30786325578600
962072676239|28587302323175
962072676240|28587302323035
962072676241|21990232555889
962072676242|15393162789850
962072676243|15393162789655
962072676244|13194139534267
962072676245|21990232556180
962072676246|24189255811862
962072676247|24189255811862
962072676248|28587302323035
962072676250|17592186044862
962072676251|21990232555889
962072676252|24189255811566
962072676253|4398046511463
962072676254|4398046511463
962072676255|2199023256347
962072676256|21990232556180
343597385634|6597069767341
343597385635|8796093022647
343597385636|987
343597385637|2199023256347
343597385638|6597069767341
343597385639|6597069767341
343597385640|459
343597385641|2199023256233
343597385642|6597069767341
343597385643|2199023256347
343597385644|2199023256233
343597385645|459
343597385646|987
343597385647|4398046511463
824633722817|10995116278353
824633722818|21990232555650
824633722819|19791209300507
824633722820|21990232555524
824633722821|17592186045382
824633722822|21990232555650
824633722823|10995116278336
824633722824|19791209300852
481036339146|10995116278336
481036339147|13194139533500
481036339148|8796093022367
481036339149|609
481036339150|8796093022367
481036339151|2199023255688
481036339152|6597069766659
481036339153|10995116278353
481036339154|10995116278353
481036339155|10995116278336
481036339156|609
481036339157|6597069766659
481036339158|13194139533500
481036339159|10995116278353
481036339160|13194139533500
481036339161|6597069766659
824633722861|8796093022367
824633722862|17592186045382
824633722863|344
824633722864|609
824633722865|344
824633722866|10995116278353
755914246132|8796093022367
755914246133|10995116278336
687194769399|17592186045382
549755815929|609
549755815930|344
549755815931|8796093022367
549755815932|6597069766659
549755815933|2199023255688
549755815934|6597069766659
549755815935|13194139533500
549755815936|8796093022367
549755815938|344
549755815939|609
549755815940|13194139533500
549755815941|344
549755815942|13194139533500
549755815943|8796093022367
549755815944|8796093022367
549755815945|13194139533500
549755815946|10995116278336
549755815947|2199023255688
412316862487|609
412316862488|10995116278336
412316862489|609
412316862490|13194139533500
412316862491|8796093022367
412316862493|10995116278336
412316862494|10995116278336
412316862496|13194139533500
412316862497|8796093022367
412316862498|609
412316862499|10995116278336
412316862500|13194139533500
412316862501|10995116278336
412316862502|609
412316862503|10995116278336
412316862504|609
412316862505|8796093022367
412316862506|13194139533500
412316862507|8796093022367
412316862508|609
412316862509|10995116278336
412316862510|13194139533500
412316862511|8796093022367
412316862512|13194139533500
412316862514|13194139533500
412316862515|13194139533500
412316862516|13194139533500
412316862517|609
412316862518|609
412316862519|13194139533500
412316862520|10995116278336
412316862521|13194139533500
412316862522|10995116278336
412316862523|10995116278336
412316862524|609
412316862525|13194139533500
412316862526|609
412316862527|10995116278336
412316862528|10995116278336
412316862529|609
412316862530|8796093022367
412316862531|609
412316862533|13194139533500
412316862534|13194139533500
412316862535|609
412316862536|13194139533500
412316862537|10995116278336
412316862538|8796093022367
412316862539|8796093022367
412316862540|8796093022367
412316862541|10995116278336
412316862542|13194139533500
412316862543|10995116278336
412316862544|10995116278336
412316862545|609
412316862546|13194139533500
412316862547|609
412316862548|8796093022367
412316862549|10995116278336
412316862551|13194139533500
412316862552|609
412316862553|13194139533500
412316862554|10995116278336
412316862555|8796093022367
412316862556|8796093022367
412316862557|8796093022367
412316862558|8796093022367
412316862559|10995116278336
412316862560|13194139533500
412316862561|609
412316862562|8796093022367
412316862563|13194139533500
412316862564|8796093022367
412316862565|10995116278336
412316862566|10995116278336
412316862568|13194139533500
412316862570|8796093022367
412316862571|10995116278336
412316862572|609
412316862573|13194139533500
412316862574|13194139533500
412316862575|609
412316862576|13194139533500
412316862577|8796093022367
412316862578|10995116278336
412316862580|13194139533500
412316862581|609
412316862582|13194139533500
412316862583|10995116278336
412316862584|10995116278336
412316862585|13194139533500
412316862586|10995116278336
412316862587|8796093022367
412316862588|8796093022367
412316862589|10995116278336
412316862590|13194139533500
412316862591|8796093022367
412316862592|13194139533500
412316862593|609
412316862594|10995116278336
412316862595|609
412316862596|609
412316862597|609
412316862598|609
412316862600|10995116278336
412316862601|609
412316862602|13194139533500
412316862603|8796093022367
412316862604|10995116278336
412316862605|8796093022367
412316862606|609
412316862607|10995116278336
412316862608|13194139533500
412316862609|609
412316862610|10995116278336
412316862611|8796093022367
412316862612|609
412316862613|13194139533500
412316862614|609
412316862615|609
412316862616|8796093022367
412316862617|609
412316862620|13194139533500
412316862621|8796093022367
412316862622|8796093022367
412316862623|10995116278336
412316862624|609
549755816098|2199023256277
549755816099|8796093022764
549755816100|2199023256277
549755816101|2199023256277
549755816102|143
549755816103|8796093022764
549755816104|2199023256277
549755816106|8796093022764
549755816107|8796093023000
549755816109|143
549755816110|2199023256277
549755816111|8796093022764
549755816112|8796093023000
549755816113|2199023256277
549755816114|143
549755816115|8796093022764
549755816116|2199023256277
549755816118|8796093022764
549755816119|8796093023000
549755816120|143
549755816121|8796093023000
549755816122|8796093022764
549755816123|8796093023000
549755816124|143
549755816125|8796093023000
549755816126|143
549755816127|8796093022764
549755816128|8796093023000
549755816130|8796093022764
549755816131|2199023256277
549755816132|143
549755816133|8796093023000
549755816134|8796093023000
549755816135|8796093022764
549755816136|8796093022764
549755816137|8796093022764
549755816138|143
549755816139|8796093022764
549755816140|8796093023000
687194769614|19791209300631
687194769615|10995116278264
687194769616|10995116278264
687194769617|19791209300631
687194769618|10995116278264
687194769619|19791209300631
893353199829|26388279067571
893353199830|24189255811663
893353199831|26388279067571
893353199834|2199023256031
893353199835|24189255811940
893353199836|6597069767432
893353199837|6597069767432
893353199838|26388279067551
893353199839|13194139533535
893353199840|26388279067571
893353199841|2199023256031
893353199842|2199023256031
893353199843|6597069767432
893353199844|459
893353199845|459
893353199846|26388279067551
893353199847|13194139533535
893353199848|26388279067551
893353199850|2199023256031
893353199851|26388279067571
893353199852|2199023256456
893353199853|6597069767432
893353199854|2199023256456
893353199855|26388279067534
893353199856|24189255811663
893353199857|24189255811940
893353199858|2199023256031
893353199859|459
893353199860|2199023256456
893353199861|6597069767432
893353199862|6597069767432
893353199863|6597069767432
893353199864|2199023256456
893353199865|13194139533535
893353199866|26388279067571
893353199867|24189255811940
893353199869|24189255811940
893353199870|26388279067534
893353199871|2199023256031
893353199872|26388279067571
893353199873|26388279067551
893353199874|2199023256456
893353199875|13194139533535
893353199876|459
893353199877|13194139533535
893353199878|6597069767432
893353199880|459
893353199881|26388279067534
893353199882|26388279067551
893353199883|26388279067571
893353199884|26388279067551
893353199885|26388279067551
893353199886|2199023256031
893353199887|2199023256031
893353199889|24189255811663
893353199890|26388279067534
893353199891|24189255811940
893353199892|13194139533535
893353199893|26388279067551
893353199894|6597069767432
893353199895|459
893353199896|2199023256456
893353199897|459
893353199898|2199023256031
893353199899|2199023256456
893353199900|459
893353199901|26388279067551
893353199902|6597069767432
893353199903|26388279067534
893353199904|2199023256456
893353199905|2199023256031
481036339680|987
481036339681|10995116278292
481036339682|2199023256077
481036339683|10995116278292
481036339684|4398046511734
481036339685|10995116278292
481036339686|4398046511734
481036339687|15393162789093
481036339688|6597069767149
481036339689|2199023256077
481036339690|2199023256077
481036339691|4398046511734
481036339692|15393162789093
481036339693|987
481036339694|4398046511535
481036339695|4398046511734
1030792153585|6597069767149
1030792153586|4398046511734
1030792153587|19791209300474
1030792153588|4398046511734
1030792153589|17592186044461
481036339703|6597069767149
481036339704|6597069767149
481036339705|4398046511535
481036339706|10995116278292
481036339707|4398046511535
481036339708|4398046511734
481036339709|987
481036339710|987
481036339711|10995116278292
481036339712|4398046511535
481036339713|2199023256077
893353200132|21990232556027
893353200133|4398046511535
893353200134|10995116278292
893353200135|10995116278292
893353200136|6597069767149
893353200137|17592186044461
893353200138|4398046511535
893353200139|4398046511734
893353200140|19791209300326
893353200141|4398046511734
481036339742|15393162789093
481036339743|15393162789093
481036339744|2199023256077
824633723426|6597069767149
824633723427|2199023256077
412316863013|4398046511734
412316863014|987
412316863015|4398046511734
412316863016|4398046511535
412316863017|2199023256077
412316863018|4398046511535
412316863019|2199023256077
412316863020|987
412316863021|987
412316863022|10995116278292
412316863023|2199023256077
412316863024|2199023256077
412316863025|2199023256077
412316863026|2199023256077
412316863027|6597069767149
412316863028|6597069767149
412316863029|4398046511535
412316863030|10995116278292
412316863031|10995116278292
687194769977|10995116278292
687194769978|6597069767149
687194769979|19791209300852
687194769980|987
687194769981|21990232556027
687194769982|4398046511535
687194769983|4398046511734
687194769984|10995116278292
687194769985|2199023256077
687194769986|4398046511535
481036339780|10995116278292
481036339781|6597069767149
481036339782|2199023256077
481036339783|4398046511535
274877909577|987
274877909578|6597069767149
274877909579|4398046511734
274877909580|2199023256077
274877909581|4398046511734
274877909582|4398046511535
274877909583|4398046511734
274877909584|4398046511535
274877909585|6597069767149
274877909586|2199023256077
274877909587|4398046511734
274877909588|4398046511734
274877909589|2199023256077
274877909590|2199023256077
274877909591|4398046511734
274877909592|987
274877909593|6597069767149
274877909594|4398046511535
274877909601|987
274877909602|4398046511535
274877909603|4398046511734
274877909604|2199023256077
274877909605|4398046511535
274877909606|4398046511535
274877909607|4398046511734
274877909608|987
274877909609|4398046511734
274877909610|4398046511535
274877909611|6597069767149
274877909612|4398046511535
274877909613|6597069767149
274877909614|4398046511734
274877909615|987
274877909616|4398046511535
549755816562|987
549755816563|4398046511734
549755816564|4398046511734
549755816565|4398046511734
549755816566|15393162789093
549755816567|10995116278292
549755816568|2199023256077
549755816569|15393162789093
549755816570|15393162789093
549755816572|15393162789093
549755816573|4398046511734
549755816574|4398046511535
549755816575|6597069767149
549755816576|10995116278292
549755816577|6597069767149
549755816580|2199023256077
549755816581|4398046511535
549755816582|4398046511535
549755816583|987
549755816584|6597069767149
549755816585|6597069767149
549755816586|4398046511734
549755816587|15393162789093
549755816588|15393162789093
549755816589|4398046511535
549755816590|15393162789093
549755816591|2199023256077
549755816592|15393162789093
549755816593|2199023256077
549755816594|2199023256077
549755816595|4398046511734
549755816596|2199023256077
549755816597|15393162789093
962072677015|2199023256077
962072677016|19791209300852
962072677017|4398046511535
962072677018|28587302322294
962072677019|28587302322837
962072677020|28587302322537
962072677021|2199023256077
962072677022|26388279067534
549755816608|2199023256077
549755816609|987
549755816610|987
549755816611|987
549755816612|4398046511535
549755816613|4398046511734
549755816614|4398046511535
549755816615|15393162789093
549755816616|10995116278292
549755816617|2199023256077
549755816618|4398046511535
549755816619|4398046511734
549755816620|4398046511734
549755816621|987
549755816622|987
549755816623|10995116278292
549755816624|4398046511535
549755816625|4398046511535
549755816626|4398046511734
962072677044|4398046511734
962072677045|10995116278292
962072677046|21990232556027
962072677047|2199023256077
962072677048|15393162789093
962072677049|28587302322537
962072677050|6597069767149
962072677051|4398046511535
962072677052|21990232556027
962072677053|19791209300326
962072677054|987
962072677055|19791209300852
962072677056|19791209300852
962072677057|2199023256077
962072677058|26388279067534
962072677059|19791209300474
962072677060|28587302322537
962072677061|19791209300326
549755816647|4398046511535
549755816648|6597069767149
549755816649|10995116278292
962072677067|2199023256077
962072677068|28587302322537
962072677069|19791209300474
962072677070|28587302322537
962072677071|17592186044461
962072677072|28587302322837
962072677073|19791209300474
962072677074|21990232556027
962072677075|6597069767149
962072677076|4398046511535
962072677077|2199023256077
962072677078|28587302322294
962072677080|28587302322537
962072677081|4398046511734
962072677082|6597069767149
962072677083|28587302322837
962072677085|2199023256077
962072677086|17592186044461
962072677087|6597069767149
962072677088|19791209300852
962072677089|19791209300852
962072677090|987
962072677091|28587302322294
962072677092|21990232556027
962072677093|21990232556027
962072677094|19791209300852
962072677095|28587302322537
962072677096|987
962072677097|17592186044461
962072677098|26388279067534
962072677099|28587302322294
549755816685|987
549755816686|15393162789093
549755816687|15393162789093
549755816689|2199023256077
549755816690|2199023256077
549755816691|15393162789093
549755816692|2199023256077
549755816693|4398046511535
962072677111|19791209300852
962072677112|15393162789093
962072677113|28587302322537
962072677114|6597069767149
962072677115|19791209300326
962072677116|28587302322537
962072677117|19791209300474
962072677118|4398046511535
962072677119|19791209300474
962072677120|28587302322837
962072677121|987
755914246915|13194139533770
755914246916|24189255811663
755914246917|6597069767067
755914246918|13194139533770
755914246919|19791209300507
755914246920|4398046511684
687194770186|13194139533770
274877909772|6597069766998
274877909773|4398046511257
274877909774|609
274877909775|2199023256077
274877909776|609
274877909777|4398046511684
274877909778|6597069766998
274877909779|609
755914246933|10995116278320
618475293463|6597069767067
618475293464|2199023256077
618475293465|17592186044532
618475293466|19791209300796
618475293467|4398046511684
618475293468|4398046511684
618475293469|6597069767067
618475293470|13194139533859
618475293471|6597069766998
618475293472|15393162789569
618475293473|13194139534279
618475293474|19791209300796
618475293475|6597069767067
412316863269|4398046511684
412316863270|2199023256077
412316863271|6597069767067
412316863272|13194139534279
412316863273|13194139533859
412316863274|4398046511684
412316863275|13194139533850
412316863276|13194139534279
412316863277|4398046511684
412316863278|10995116278320
412316863279|13194139534279
412316863280|10995116278320
412316863281|13194139533859
