Comment.id|Post.id
687194769001|687194769000
687194769002|687194769000
687194769003|687194769000
687194769008|687194769000
687194769012|687194769000
687194769013|687194769000
1030792152697|1030792152696
1030792152698|1030792152696
1030792152699|1030792152696
1030792152719|1030792152718
1030792152721|1030792152720
1030792152722|1030792152720
687194769045|687194769044
687194769046|687194769044
687194769047|687194769044
687194769048|687194769044
687194769053|687194769044
687194769056|687194769044
687194769058|687194769044
962072676004|962072676003
1030792152744|1030792152743
549755815595|549755815594
549755815596|549755815594
549755815597|549755815594
549755815598|549755815594
549755815602|549755815594
549755815603|549755815594
549755815604|549755815594
549755815605|549755815594
549755815606|549755815594
481036338874|481036338873
481036338876|481036338873
687194769109|687194769108
687194769110|687194769108
687194769111|687194769108
687194769112|687194769108
687194769113|687194769108
481036338907|481036338906
481036338908|481036338906
481036338909|481036338906
412316862175|412316862174
412316862176|412316862174
412316862177|412316862174
412316862178|412316862174
549755815652|549755815651
549755815653|549755815651
618475292391|618475292390
618475292392|618475292390
618475292394|618475292390
618475292397|618475292390
343597385455|343597385454
343597385456|343597385454
343597385457|343597385454
343597385458|343597385454
343597385460|343597385454
343597385463|343597385454
343597385466|343597385454
549755815684|549755815683
549755815685|549755815683
549755815686|549755815683
549755815687|549755815683
549755815689|549755815683
549755815693|549755815683
549755815695|549755815683
549755815697|549755815683
412316862227|412316862226
412316862228|412316862226
412316862234|412316862226
412316862235|412316862226
824633722658|824633722657
824633722659|824633722657
824633722660|824633722657
824633722661|824633722657
824633722663|824633722657
893353199404|893353199403
893353199406|893353199403
687194769209|687194769208
755914245947|687194769208
755914245948|687194769208
755914245952|687194769208
755914245956|687194769208
687194769222|687194769208
481036339018|481036339017
481036339019|481036339017
481036339021|481036339017
481036339022|481036339017
481036339024|481036339017
481036339025|481036339017
481036339026|481036339017
755914245981|755914245980
412316862303|412316862302
549755815777|549755815776
549755815778|549755815776
549755815779|549755815776
549755815780|549755815776
549755815782|549755815776
549755815785|549755815776
549755815786|549755815776
549755815787|549755815776
549755815788|549755815776
824633722734|824633722733
824633722735|824633722733
824633722736|824633722733
824633722737|824633722733
343597385592|343597385591
343597385593|343597385591
343597385594|343597385591
343597385595|343597385591
343597385596|343597385591
343597385598|343597385591
343597385603|343597385591
343597385604|343597385591
343597385610|343597385591
962072676237|962072676236
962072676239|962072676236
962072676241|962072676236
962072676245|962072676236
962072676247|962072676236
962072676250|962072676249
962072676252|962072676249
962072676256|962072676249
343597385634|343597385633
343597385635|343597385633
343597385636|343597385633
343597385637|343597385633
343597385638|343597385633
343597385639|343597385633
343597385643|343597385633
343597385644|343597385633
343597385646|343597385633
824633722817|824633722816
824633722818|824633722816
824633722819|824633722816
824633722821|824633722816
481036339146|481036339145
481036339147|481036339145
481036339148|481036339145
481036339149|481036339145
481036339150|481036339145
481036339151|481036339145
481036339154|481036339145
481036339159|481036339145
481036339160|481036339145
824633722861|824633722860
824633722862|824633722860
824633722863|824633722860
824633722864|824633722860
824633722865|824633722860
824633722866|824633722860
755914246132|755914246131
755914246133|755914246131
687194769399|687194769398
549755815929|549755815928
549755815930|549755815928
549755815931|549755815928
549755815932|549755815928
549755815933|549755815928
549755815934|549755815928
549755815938|549755815937
549755815942|549755815937
549755815943|549755815937
549755815945|549755815937
549755815947|549755815937
412316862487|412316862486
412316862488|412316862486
412316862489|412316862486
412316862490|412316862486
412316862493|412316862492
412316862494|412316862492
412316862496|412316862495
412316862497|412316862495
412316862498|412316862495
412316862500|412316862495
412316862514|412316862513
412316862515|412316862513
412316862516|412316862513
412316862517|412316862513
412316862518|412316862513
412316862519|412316862513
412316862520|412316862513
412316862521|412316862513
412316862523|412316862513
412316862525|412316862513
412316862533|412316862532
412316862534|412316862532
412316862535|412316862532
412316862536|412316862532
412316862538|412316862532
412316862539|412316862532
412316862548|412316862532
412316862551|412316862550
412316862552|412316862550
412316862553|412316862550
412316862554|412316862550
412316862555|412316862550
412316862556|412316862550
412316862559|412316862550
412316862560|412316862550
412316862568|412316862567
412316862570|412316862569
412316862571|412316862569
412316862573|412316862569
412316862576|412316862569
412316862580|412316862579
412316862581|412316862579
412316862585|412316862579
412316862587|412316862579
412316862600|412316862599
412316862601|412316862599
412316862602|412316862599
412316862603|412316862599
412316862604|412316862599
412316862605|412316862599
412316862607|412316862599
412316862610|412316862599
412316862612|412316862599
412316862613|412316862599
412316862620|412316862619
412316862621|412316862619
412316862622|412316862619
412316862623|412316862619
412316862624|412316862619
549755816098|549755816097
549755816099|549755816097
549755816101|549755816097
549755816102|549755816097
549755816103|549755816097
549755816104|549755816097
549755816106|549755816105
549755816107|549755816105
549755816109|549755816108
549755816110|549755816108
549755816111|549755816108
549755816113|549755816108
549755816116|549755816108
549755816118|549755816117
549755816121|549755816117
549755816123|549755816117
549755816130|549755816129
549755816131|549755816129
549755816132|549755816129
549755816133|549755816129
549755816134|549755816129
549755816135|549755816129
549755816136|549755816129
549755816140|549755816129
687194769614|687194769613
687194769615|687194769613
893353199829|893353199828
893353199831|893353199828
893353199834|893353199833
893353199835|893353199833
893353199836|893353199833
893353199838|893353199833
893353199840|893353199833
893353199841|893353199833
893353199850|893353199849
893353199851|893353199849
893353199852|893353199849
893353199864|893353199849
893353199869|893353199868
893353199870|893353199868
893353199871|893353199868
893353199872|893353199868
893353199873|893353199868
893353199874|893353199868
893353199876|893353199868
893353199877|893353199868
893353199880|893353199879
893353199881|893353199879
893353199886|893353199879
893353199889|893353199888
893353199892|893353199888
893353199895|893353199888
893353199901|893353199888
481036339680|481036339679
481036339681|481036339679
481036339682|481036339679
481036339685|481036339679
481036339687|481036339679
481036339690|481036339679
1030792153585|1030792153584
1030792153586|1030792153584
1030792153588|1030792153584
481036339703|481036339702
481036339704|481036339702
481036339705|481036339702
481036339706|481036339702
481036339707|481036339702
481036339709|481036339702
481036339710|481036339702
481036339711|481036339702
481036339713|481036339702
893353200132|893353200131
893353200133|893353200131
893353200134|893353200131
893353200135|893353200131
893353200136|893353200131
893353200137|893353200131
893353200138|893353200131
893353200140|893353200131
481036339742|481036339741
481036339743|481036339741
481036339744|481036339741
824633723426|824633723425
824633723427|824633723425
412316863013|412316863012
412316863014|412316863012
412316863016|412316863012
412316863017|412316863012
412316863023|412316863012
412316863024|412316863012
687194769977|687194769976
687194769979|687194769976
687194769980|687194769976
687194769981|687194769976
687194769983|687194769976
687194769985|687194769976
687194769986|687194769976
481036339780|481036339779
481036339781|481036339779
481036339782|481036339779
481036339783|481036339779
274877909577|274877909576
274877909579|274877909576
274877909601|274877909600
274877909605|274877909600
274877909607|274877909600
274877909608|274877909600
549755816562|549755816561
549755816564|549755816561
549755816566|549755816561
549755816568|549755816561
549755816570|549755816561
549755816572|549755816571
549755816573|549755816571
549755816576|549755816571
549755816577|549755816571
549755816580|549755816579
549755816582|549755816579
549755816585|549755816579
549755816587|549755816579
549755816593|549755816579
549755816594|549755816579
549755816596|549755816579
962072677015|962072677014
962072677016|962072677014
962072677017|962072677014
962072677018|962072677014
962072677019|962072677014
549755816608|549755816607
549755816610|549755816607
549755816611|549755816607
549755816614|549755816607
549755816615|549755816607
549755816621|549755816607
549755816622|549755816607
549755816626|549755816607
962072677044|962072677043
962072677045|962072677043
962072677046|962072677043
962072677047|962072677043
962072677048|962072677043
962072677049|962072677043
962072677050|962072677043
962072677051|962072677043
962072677052|962072677043
549755816647|549755816646
549755816648|549755816646
549755816649|549755816646
962072677067|962072677066
962072677068|962072677066
962072677069|962072677066
962072677070|962072677066
962072677072|962072677066
962072677074|962072677066
962072677076|962072677066
962072677077|962072677066
962072677078|962072677066
962072677080|962072677079
962072677081|962072677079
962072677082|962072677079
962072677083|962072677079
962072677085|962072677084
962072677086|962072677084
962072677089|962072677084
962072677091|962072677084
962072677097|962072677084
962072677098|962072677084
962072677099|962072677084
549755816685|549755816684
549755816687|549755816684
549755816689|549755816688
549755816690|549755816688
549755816691|549755816688
962072677111|962072677110
755914246915|755914246914
755914246916|755914246914
755914246920|755914246914
687194770186|687194770185
274877909772|274877909771
274877909773|274877909771
274877909774|274877909771
274877909776|274877909771
274877909777|274877909771
274877909778|274877909771
755914246933|755914246932
618475293463|618475293462
618475293464|618475293462
618475293465|618475293462
412316863269|412316863268
412316863270|412316863268
412316863271|412316863268
412316863272|412316863268
412316863273|412316863268
412316863274|412316863268
412316863275|412316863268
412316863279|412316863268
412316863281|412316863268
412316863282|412316863268
687194770229|687194770228
687194770230|687194770228
687194770231|687194770228
687194770232|687194770228
687194770233|687194770228
687194770234|687194770228
687194770235|687194770228
687194770236|687194770228
687194770237|687194770228
687194770238|687194770228
687194770242|687194770228
687194770245|687194770228
687194770247|687194770228
481036340042|481036340041
481036340043|481036340041
481036340046|481036340041
481036340056|481036340041
343597386586|343597386585
343597386587|343597386585
343597386588|343597386585
343597386589|343597386585
343597386591|343597386585
412316863329|412316863328
412316863332|412316863328
412316863333|412316863328
412316863334|412316863328
412316863335|412316863328
412316863338|412316863328
618475293555|618475293554
618475293566|618475293554
618475293569|618475293554
893353200515|893353200514
343597386632|343597386631
343597386633|343597386631
343597386634|343597386631
343597386635|343597386631
343597386636|343597386631
343597386637|343597386631
343597386638|343597386631
343597386639|343597386631
343597386641|343597386631
755914247061|755914247060
755914247062|755914247060
755914247063|755914247060
755914247064|755914247060
755914247066|755914247060
755914247068|755914247060
755914247069|755914247060
618475293608|618475293607
618475293609|618475293607
618475293610|618475293607
618475293611|618475293607
618475293615|618475293607
618475293618|618475293607
481036340148|481036340147
481036340149|481036340147
481036340150|481036340147
481036340151|481036340147
481036340152|481036340147
481036340153|481036340147
481036340157|481036340147
481036340159|481036340147
481036340161|481036340147
481036340162|481036340147
481036340163|481036340147
687194770377|687194770376
687194770378|687194770376
687194770379|687194770376
687194770380|687194770376
687194770383|687194770376
687194770398|687194770397
687194770400|687194770397
687194770401|687194770397
687194770409|687194770397
343597386736|343597386735
343597386737|343597386735
343597386738|343597386735
343597386746|343597386735
343597386749|343597386748
343597386750|343597386748
343597386752|343597386748
343597386753|343597386748
343597386757|343597386748
343597386759|343597386748
343597386766|343597386765
343597386767|343597386765
343597386768|343597386765
343597386769|343597386765
343597386770|343597386765
343597386771|343597386765
343597386773|343597386765
343597386776|343597386775
343597386777|343597386775
343597386778|343597386775
343597386779|343597386775
343597386781|343597386780
343597386782|343597386780
343597386784|343597386780
343597386785|343597386780
343597386788|343597386780
343597386789|343597386780
343597386790|343597386780
343597386791|343597386780
343597386794|343597386780
343597386796|343597386795
343597386797|343597386795
343597386798|343597386795
343597386799|343597386795
343597386801|343597386795
343597386802|343597386795
343597386804|343597386803
343597386805|343597386803
343597386809|343597386803
343597386810|343597386803
343597386822|343597386821
343597386823|343597386821
343597386825|343597386824
343597386826|343597386824
343597386829|343597386824
343597386831|343597386824
343597386832|343597386824
343597386834|343597386824
343597386842|343597386841
343597386843|343597386841
343597386844|343597386841
343597386846|343597386841
343597386847|343597386841
343597386848|343597386841
343597386849|343597386841
343597386852|343597386851
343597386853|343597386851
343597386854|343597386851
343597386855|343597386851
343597386857|343597386856
343597386858|343597386856
343597386865|343597386856
343597386867|343597386856
343597386876|343597386875
343597386877|343597386875
343597386878|343597386875
343597386879|343597386875
343597386880|343597386875
343597386881|343597386875
343597386882|343597386875
343597386883|343597386875
343597386884|343597386875
343597386885|343597386875
343597386887|343597386886
343597386888|343597386886
343597386889|343597386886
343597386890|343597386886
343597386891|343597386886
343597386896|343597386895
343597386897|343597386895
343597386898|343597386895
343597386899|343597386895
343597386900|343597386895
343597386902|343597386901
343597386903|343597386901
343597386904|343597386901
343597386906|343597386901
343597386912|343597386901
343597386918|343597386917
343597386919|343597386917
343597386920|343597386917
343597386922|343597386917
687194770827|687194770826
687194770828|687194770826
687194770829|687194770826
687194770830|687194770826
687194770831|687194770826
687194770838|687194770826
893353201051|893353201050
893353201055|893353201050
893353201056|893353201050
893353201060|893353201059
893353201062|893353201059
893353201063|893353201059
893353201075|893353201059
755914247606|755914247605
755914247607|755914247605
755914247609|755914247605
755914247613|755914247605
755914247614|755914247605
755914247618|755914247605
755914247621|755914247605
618475294151|618475294150
618475294157|618475294150
618475294158|618475294150
618475294159|618475294150
618475294163|618475294150
618475294170|618475294169
618475294171|618475294169
618475294172|618475294169
618475294173|618475294169
618475294174|618475294169
618475294175|618475294169
618475294179|618475294169
412316864002|412316864001
412316864003|412316864001
412316864005|412316864001
412316864007|412316864001
687194770956|687194770955
687194770957|687194770955
687194770958|687194770955
687194770959|687194770955
687194770961|687194770955
687194770965|687194770955
687194770967|687194770955
687194770973|687194770955
412316864031|412316864030
412316864032|412316864030
412316864033|412316864030
412316864034|412316864030
412316864035|412316864030
412316864036|412316864030
412316864037|412316864030
412316864038|412316864030
412316864040|412316864030
412316864046|412316864030
412316864051|412316864050
412316864052|412316864050
412316864053|412316864050
412316864054|412316864050
412316864055|412316864050
412316864056|412316864050
412316864058|412316864050
412316864059|412316864050
412316864064|412316864050
412316864069|412316864068
412316864070|412316864068
412316864071|412316864068
412316864078|412316864068
412316864079|412316864068
412316864081|412316864068
412316864082|412316864068
412316864083|412316864068
412316864087|412316864086
412316864088|412316864086
412316864089|412316864086
412316864090|412316864086
412316864091|412316864086
412316864094|412316864086
412316864096|412316864086
412316864097|412316864086
412316864099|412316864086
412316864104|412316864086
412316864108|412316864107
412316864109|412316864107
412316864111|412316864110
412316864112|412316864110
412316864113|412316864110
412316864114|412316864110
412316864115|412316864110
412316864116|412316864110
412316864117|412316864110
412316864118|412316864110
412316864119|412316864110
412316864120|412316864110
412316864122|412316864110
412316864127|412316864126
412316864128|412316864126
412316864129|412316864126
412316864130|412316864126
412316864131|412316864126
412316864132|412316864126
412316864133|412316864126
412316864134|412316864126
412316864135|412316864126
412316864136|412316864126
412316864137|412316864126
412316864138|412316864126
412316864139|412316864126
412316864140|412316864126
412316864142|412316864126
412316864144|412316864143
412316864145|412316864143
412316864146|412316864143
412316864147|412316864143
412316864148|412316864143
412316864152|412316864151
412316864153|412316864151
412316864154|412316864151
412316864155|412316864151
412316864157|412316864151
412316864159|412316864151
412316864161|412316864151
412316864162|412316864151
412316864163|412316864151
412316864164|412316864151
412316864166|412316864165
412316864168|412316864167
412316864169|412316864167
412316864170|412316864167
412316864171|412316864167
412316864175|412316864167
412316864178|412316864167
412316864179|412316864167
412316864187|412316864186
412316864188|412316864186
412316864189|412316864186
412316864190|412316864186
412316864197|412316864186
412316864200|412316864186
412316864202|412316864186
412316864204|412316864186
412316864206|412316864205
412316864207|412316864205
412316864209|412316864205
412316864210|412316864205
412316864212|412316864205
412316864218|412316864205
412316864221|412316864220
412316864222|412316864220
412316864225|412316864224
412316864226|412316864224
412316864228|412316864224
412316864230|412316864224
412316864231|412316864224
412316864233|412316864224
412316864237|412316864224
412316864243|412316864242
412316864244|412316864242
412316864245|412316864242
412316864249|412316864242
412316864257|412316864256
274877910790|274877910789
274877910791|274877910789
274877910792|274877910789
274877910793|274877910789
274877910794|274877910789
274877910795|274877910789
274877910799|274877910789
412316864273|412316864272
412316864274|412316864272
412316864275|412316864272
412316864278|412316864272
412316864279|412316864272
412316864281|412316864272
412316864283|412316864282
412316864284|412316864282
412316864285|412316864282
412316864286|412316864282
412316864287|412316864282
412316864289|412316864282
412316864290|412316864282
412316864291|412316864282
412316864293|412316864292
412316864294|412316864292
412316864295|412316864292
412316864296|412316864292
412316864298|412316864292
412316864305|412316864292
412316864309|412316864308
412316864310|412316864308
412316864311|412316864308
412316864312|412316864308
412316864313|412316864308
412316864314|412316864308
412316864321|412316864308
412316864325|412316864308
412316864329|412316864328
412316864333|412316864328
412316864336|412316864335
412316864337|412316864335
412316864339|412316864335
412316864341|412316864335
412316864344|412316864343
412316864345|412316864343
412316864347|412316864343
412316864348|412316864343
412316864350|412316864349
274877910880|274877910879
274877910881|274877910879
274877910882|274877910879
274877910884|274877910879
274877910885|274877910879
274877910887|274877910879
274877910888|274877910879
412316864370|412316864369
412316864371|412316864369
412316864376|412316864369
412316864377|412316864369
412316864380|412316864369
618475294914|618475294913
618475294915|618475294913
618475294916|618475294913
618475294917|618475294913
618475294918|618475294913
618475294919|618475294913
618475294920|618475294913
618475294921|618475294913
618475294923|618475294913
755914248405|755914248404
755914248406|755914248404
755914248407|755914248404
755914248408|755914248404
755914248409|755914248404
755914248411|755914248404
618475294944|618475294943
618475294945|618475294943
618475294946|618475294943
618475294949|618475294943
343597388007|343597388006
343597388008|343597388006
343597388010|343597388006
343597388016|343597388006
343597388020|343597388006
481036341494|481036341493
481036341495|481036341493
481036341496|481036341493
481036341497|481036341493
481036341498|481036341493
481036341500|481036341493
481036341501|481036341493
481036341503|481036341493
481036341504|481036341493
481036341509|481036341493
618475294987|618475294986
618475294988|618475294986
618475294989|618475294986
618475294990|618475294986
618475294992|618475294986
618475294993|618475294986
1030792155411|1030792155410
687194771733|687194771732
687194771734|687194771732
687194771739|687194771738
687194771740|687194771738
687194771741|687194771738
687194771742|687194771738
687194771743|687194771738
687194771744|687194771738
687194771745|687194771738
824633725232|824633725231
824633725233|824633725231
824633725234|824633725231
824633725235|824633725231
824633725237|824633725231
824633725238|824633725231
824633725241|824633725231
824633725244|824633725231
824633725245|824633725231
755914248525|755914248524
755914248526|755914248524
755914248527|755914248524
755914248529|755914248524
893353202012|893353202011
618475295086|618475295085
618475295087|618475295085
618475295088|618475295085
618475295089|618475295085
618475295095|618475295085
618475295097|618475295085
618475295100|618475295085
481036341672|481036341671
481036341673|481036341671
481036341675|481036341671
481036341677|481036341671
481036341678|481036341671
481036341679|481036341671
481036341682|481036341671
481036341686|481036341685
481036341687|481036341685
481036341692|481036341685
481036341693|481036341685
481036341696|481036341695
481036341697|481036341695
481036341698|481036341695
481036341699|481036341695
481036341700|481036341695
481036341701|481036341695
481036341704|481036341695
481036341706|481036341695
962072679121|962072679120
962072679122|962072679120
962072679123|962072679120
962072679125|962072679120
962072679126|962072679120
755914248922|755914248921
962072679136|962072679135
962072679137|962072679135
962072679138|962072679135
962072679141|962072679135
687194772199|687194772198
687194772202|687194772198
687194772208|687194772198
687194772213|687194772198
1030792155901|1030792155900
1030792155902|1030792155900
1030792155903|1030792155900
1030792155905|1030792155900
1030792155909|1030792155900
824633725710|824633725709
824633725711|824633725709
824633725712|824633725709
824633725713|824633725709
824633725715|824633725709
962072679189|962072679188
962072679190|962072679188
755914248991|755914248990
755914248992|755914248990
755914248993|755914248990
755914248994|755914248990
755914248995|755914248990
755914248997|755914248996
755914248998|755914248996
962072679208|962072679207
962072679209|962072679207
962072679212|962072679211
755914249006|755914249005
755914249007|755914249005
755914249008|755914249005
755914249009|755914249005
755914249010|755914249005
755914249011|755914249005
755914249012|755914249005
755914249013|755914249005
755914249014|755914249005
755914249015|755914249005
962072679229|962072679228
962072679230|962072679228
962072679231|962072679228
962072679232|962072679228
962072679233|962072679228
962072679234|962072679228
962072679235|962072679228
962072679236|962072679228
962072679237|962072679228
962072679238|962072679228
962072679240|962072679228
962072679241|962072679228
962072679242|962072679228
962072679244|962072679243
962072679245|962072679243
962072679246|962072679243
962072679248|962072679247
962072679251|962072679247
962072679254|962072679247
962072679255|962072679247
962072679259|962072679258
962072679260|962072679258
962072679261|962072679258
962072679262|962072679258
962072679264|962072679258
962072679268|962072679258
755914249066|755914249065
755914249067|755914249065
755914249068|755914249065
755914249069|755914249065
755914249070|755914249065
755914249071|755914249065
962072679281|962072679280
962072679282|962072679280
962072679283|962072679280
962072679284|962072679280
962072679289|962072679288
962072679290|962072679288
962072679291|962072679288
962072679292|962072679288
962072679293|962072679288
962072679294|962072679288
962072679296|962072679288
1030792156121|1030792156120
1030792156122|1030792156120
1030792156123|1030792156120
1030792156126|1030792156120
1030792156147|1030792156146
1030792156149|1030792156148
1030792156150|1030792156148
1030792156151|1030792156148
1030792156152|1030792156148
962072679431|893353202694
962072679433|893353202694
893353202704|893353202694
893353202705|893353202694
893353202706|893353202694
893353202709|893353202708
893353202717|893353202708
962072679458|962072679457
962072679459|962072679457
962072679460|962072679457
962072679467|962072679457
893353202741|893353202740
962072679478|893353202740
893353202743|893353202740
893353202744|893353202740
893353202745|893353202740
893353202748|893353202740
962072679489|893353202740
893353202756|893353202740
962072679494|962072679493
962072679495|962072679493
962072679496|962072679493
962072679497|962072679493
962072679499|962072679493
893353202777|893353202776
893353202778|893353202776
962072679515|893353202776
893353202781|893353202776
893353202783|893353202776
893353202784|893353202776
893353202788|893353202776
893353202796|893353202795
893353202797|893353202795
893353202799|893353202795
893353202800|893353202795
893353202809|893353202795
962072679549|893353202812
962072679556|893353202812
343597389087|274877912350
343597389088|274877912350
274877912353|274877912350
755914249511|755914249510
755914249512|755914249510
755914249518|755914249510
412316865848|412316865847
755914249530|755914249529
755914249531|755914249529
755914249536|755914249529
755914249543|755914249529
343597389129|343597389128
343597389130|343597389128
343597389131|343597389128
343597389132|343597389128
343597389134|343597389128
755914249559|755914249558
755914249560|755914249558
755914249561|755914249558
755914249562|755914249558
755914249563|755914249558
481036342621|481036342620
481036342623|481036342620
343597389153|343597389152
343597389154|343597389152
343597389155|343597389152
343597389156|343597389152
343597389157|343597389152
1030792156519|1030792156518
1030792156522|1030792156518
824633726323|824633726322
824633726324|824633726322
824633726329|824633726322
824633726330|824633726322
549755819388|549755819387
549755819389|549755819387
549755819390|549755819387
549755819394|549755819387
549755819398|549755819387
549755819400|549755819387
206158435724|206158435723
206158435726|206158435723
206158435727|206158435723
549755819409|549755819408
549755819410|549755819408
549755819411|549755819408
549755819412|549755819408
549755819413|549755819408
549755819415|549755819408
549755819421|549755819408
549755819427|549755819426
549755819430|549755819426
549755819436|549755819426
549755819438|549755819426
549755819441|549755819426
962072679880|962072679879
962072679881|962072679879
962072679883|962072679879
962072679884|962072679879
962072679885|962072679879
618475296211|618475296210
618475296212|618475296210
618475296213|618475296210
618475296214|618475296210
618475296215|618475296210
618475296216|618475296210
618475296217|618475296210
618475296218|618475296210
618475296223|618475296210
618475296227|618475296210
824633726438|824633726437
824633726439|824633726437
824633726441|824633726437
