Post.id|Place.id
962072674794|71
962072674795|71
962072674796|71
962072674797|71
962072674798|71
962072674799|71
962072674800|71
962072674801|71
962072674802|71
962072674803|71
962072674804|71
962072674805|71
962072674806|71
893353198091|71
893353198092|71
893353198093|71
893353198094|71
893353198095|71
893353198096|71
893353198097|71
893353198108|57
893353198109|57
893353198110|57
893353198111|57
893353198112|57
893353198113|57
1030792151587|57
1030792151588|57
1030792151589|57
1030792151590|57
1030792151608|57
1030792151609|57
1030792151610|57
1030792151611|57
1030792151612|0
1030792151613|57
1030792151614|57
1030792151615|57
1030792151616|57
1030792151617|57
1030792151618|57
1030792151619|57
1030792151620|57
1030792151621|57
1030792151622|57
1030792151623|57
1030792151624|57
1030792151625|57
1030792151626|57
962072674895|57
962072674896|46
962072674897|40
962072674898|80
962072674899|57
962072674900|57
962072674901|57
962072674902|57
962072674903|57
962072674904|57
962072674905|57
962072674906|57
962072674907|35
962072674908|57
962072674909|57
962072674910|39
824633721536|0
137438954185|0
343597384406|0
687194768089|0
687194768106|0
412316861180|0
137438954240|0
137438954252|0
687194768160|9
137438954273|0
412316861220|0
687194768172|0
755914244929|1
274877907786|1
412316861259|1
412316861260|1
412316861261|1
412316861262|1
412316861263|1
412316861264|1
412316861265|1
412316861266|1
412316861267|1
412316861268|1
412316861269|1
1030792151894|1
1030792151895|1
1030792151896|1
1030792151897|1
1030792151898|1
1030792151899|1
1030792151900|1
1030792151901|1
1030792151902|1
1030792151903|1
1030792151904|1
1030792151905|1
1030792151906|1
1030792151907|1
1030792151908|1
1030792151909|1
1030792151910|1
343597384551|1
343597384552|1
343597384553|1
343597384554|1
343597384555|1
343597384556|1
343597384557|1
343597384558|1
343597384559|1
343597384560|1
343597384561|1
343597384562|1
343597384563|1
343597384564|1
343597384565|1
343597384566|1
962072675198|1
962072675199|1
962072675200|1
962072675201|1
962072675202|1
962072675203|1
962072675204|1
962072675205|1
962072675206|1
962072675207|1
962072675208|1
962072675209|1
962072675210|1
755914245003|1
755914245004|1
755914245005|1
755914245006|1
755914245007|1
755914245008|1
137438954385|1
137438954386|1
137438954387|1
137438954388|1
137438954389|1
137438954390|1
137438954391|1
137438954392|1
137438954393|1
137438954394|1
137438954395|1
549755814812|1
549755814813|1
549755814814|1
549755814815|1
549755814816|73
549755814817|1
549755814818|1
549755814819|106
549755814820|1
549755814821|1
549755814822|1
549755814823|1
549755814824|55
549755814825|1
549755814826|1
549755814827|1
549755814828|1
206158431155|1
206158431156|1
206158431157|1
206158431158|1
206158431159|1
206158431160|1
206158431161|1
206158431162|1
687194768315|1
687194768316|1
687194768317|1
687194768318|1
687194768319|1
687194768320|1
687194768321|1
687194768322|1
687194768323|1
687194768324|1
687194768325|1
687194768326|1
824633721799|1
824633721800|1
824633721801|1
824633721802|1
824633721803|1
824633721804|1
824633721805|1
824633721806|1
824633721807|1
824633721808|1
824633721809|1
824633721810|1
893353198547|1
893353198548|1
893353198549|1
893353198550|1
893353198551|1
893353198552|1
962072675289|1
962072675290|1
962072675291|1
1030792152028|1
1030792152029|77
1030792152030|1
1030792152031|1
1030792152032|1
1030792152033|1
1030792152034|1
1030792152035|1
1030792152036|1
1030792152037|1
1030792152038|1
1030792152039|1
1030792152040|1
1030792152041|1
1030792152042|1
1030792152043|1
481036338156|1
481036338157|1
481036338158|1
481036338159|1
481036338160|1
481036338161|1
481036338162|1
481036338163|60
481036338164|1
481036338165|1
481036338166|1
481036338167|1
481036338168|1
481036338169|82
481036338170|1
481036338171|1
206158431228|1
206158431229|1
206158431230|1
206158431231|1
206158431232|1
206158431233|1
274877907970|1
274877907971|1
274877907972|1
274877907973|1
274877907974|12
274877907975|1
274877907976|1
274877907977|1
274877907978|1
274877907979|1
274877907980|1
274877907981|1
274877907982|1
274877907983|1
274877907984|1
274877907985|1
274877907986|1
274877907987|1
274877907988|1
274877907989|1
549755814934|96
206158431255|1
206158431256|1
206158431257|1
206158431258|1
755914245147|50
755914245148|1
755914245149|1
755914245150|1
755914245151|1
755914245152|1
755914245153|1
274877908002|1
274877908003|1
893353198628|1
893353198629|1
893353198630|1
893353198631|1
893353198632|1
893353198633|1
893353198634|12
893353198635|1
893353198636|1
893353198637|1
893353198638|1
893353198639|1
893353198640|1
893353198641|1
893353198642|1
137438954547|43
137438954548|1
137438954549|1
137438954550|47
137438954551|1
137438954552|1
137438954553|1
137438954554|1
137438954555|1
137438954556|1
137438954557|1
137438954558|1
137438954559|1
137438954560|1
137438954561|1
137438954562|1
137438954563|1
137438954564|1
137438954565|77
137438954566|1
206158431303|1
206158431304|1
206158431305|1
206158431306|1
206158431307|1
206158431308|1
206158431309|1
206158431310|1
206158431311|1
206158431312|1
206158431313|1
206158431314|1
206158431315|1
206158431316|1
206158431317|1
206158431318|1
206158431319|1
206158431320|1
824633721945|1
824633721946|1
824633721947|1
824633721948|1
824633721949|1
824633721950|1
824633721951|1
824633721952|1
824633721953|1
824633721954|1
1030792152163|1
1030792152164|1
1030792152165|1
1030792152166|1
1030792152167|1
1030792152168|1
1030792152169|1
206158431338|1
206158431339|1
206158431340|1
206158431341|1
206158431342|1
206158431343|1
206158431344|1
206158431345|1
206158431346|1
206158431347|1
893353198708|1
893353198709|1
893353198710|1
893353198711|1
893353198712|1
893353198713|45
893353198714|1
618475291771|1
618475291772|1
618475291773|1
962072675454|1
962072675455|1
962072675456|1
962072675457|1
962072675458|1
962072675459|1
962072675460|1
962072675461|1
962072675462|1
962072675463|1
962072675464|1
962072675465|1
962072675466|1
962072675467|1
962072675468|1
962072675469|1
962072675470|1
962072675471|1
962072675472|1
1030792152209|89
206158431390|89
206158431398|89
206158431416|89
274877908183|82
343597384922|82
618475291867|82
1030792152295|82
1030792152297|82
755914245359|70
687194768632|82
481036338444|82
343597384997|82
618475291950|82
962072675639|82
549755815224|82
343597385030|108
343597385047|82
343597385056|82
274877908327|82
343597385080|82
687194768770|82
687194768773|82
687194768776|82
687194768797|82
687194768813|82
687194768820|82
687194768834|82
687194768850|82
687194768866|82
343597385195|82
343597385214|82
343597385229|82
687194768915|82
687194768934|82
687194768937|82
687194768942|82
343597385268|82
687194768961|82
687194768971|82
687194768972|82
343597385297|82
687194768990|82
687194768992|82
687194768995|82
687194769000|82
1030792152696|1
1030792152718|102
1030792152720|102
687194769044|102
962072676003|102
687194769062|102
1030792152743|102
549755815594|102
481036338873|102
687194769108|102
481036338906|102
412316862174|102
549755815651|102
618475292390|102
343597385454|102
549755815683|102
412316862226|102
824633722657|102
893353199403|102
687194769208|102
481036339017|102
755914245980|102
412316862302|102
549755815776|102
824633722733|102
343597385591|102
962072676236|102
962072676249|102
343597385633|102
343597385648|102
824633722816|63
481036339145|63
824633722860|63
755914246131|63
687194769398|63
549755815928|63
549755815937|63
412316862486|63
412316862492|63
412316862495|63
412316862513|63
412316862532|63
412316862550|63
412316862567|63
412316862569|63
412316862579|63
412316862599|63
412316862618|63
412316862619|63
549755816097|1
549755816105|1
549755816108|1
549755816117|72
549755816129|1
687194769613|65
893353199828|58
893353199832|58
893353199833|58
893353199849|58
893353199868|58
893353199879|58
893353199888|58
962072676642|58
962072676643|58
962072676644|58
962072676645|58
962072676646|58
962072676647|77
962072676648|58
962072676649|58
962072676650|58
962072676651|58
962072676652|58
962072676653|58
962072676654|58
893353199919|58
893353199920|58
893353199921|58
893353199922|58
893353199923|58
893353199924|58
893353199925|58
893353199926|58
893353199927|58
893353199928|58
893353199929|58
962072676666|58
962072676667|58
962072676668|58
962072676669|58
962072676670|58
962072676671|4
962072676672|58
962072676673|58
962072676674|58
962072676675|58
962072676676|58
962072676677|58
962072676678|58
962072676679|57
962072676680|58
962072676681|58
962072676682|58
962072676683|104
962072676684|58
962072676685|58
962072676686|58
962072676687|2
962072676688|58
962072676689|58
962072676690|58
962072676691|45
962072676692|58
962072676693|58
962072676694|58
962072676695|58
962072676696|58
962072676697|58
962072676698|58
962072676699|58
962072676700|58
962072676701|58
962072676702|58
1030792153439|58
1030792153440|58
962072676705|58
962072676706|58
962072676707|58
962072676708|58
962072676709|58
962072676710|58
962072676711|58
962072676712|90
962072676713|58
962072676714|58
962072676715|58
962072676716|58
962072676717|58
962072676718|58
962072676719|58
962072676720|58
962072676721|58
962072676722|58
962072676723|58
962072676724|58
962072676725|58
962072676726|58
893353199991|58
893353199992|58
893353199993|58
893353199994|58
893353199995|58
893353199996|58
893353199997|58
893353199998|58
893353199999|58
893353200000|58
893353200001|58
893353200002|58
893353200003|58
893353200004|58
893353200005|58
893353200006|58
893353200007|58
893353200008|58
893353200009|58
893353200010|58
1030792153488|58
1030792153489|58
1030792153490|58
1030792153491|58
1030792153492|58
1030792153493|58
1030792153494|58
1030792153495|19
1030792153496|58
1030792153497|58
1030792153498|58
1030792153499|58
1030792153500|58
1030792153501|58
1030792153502|58
1030792153503|58
1030792153504|58
1030792153505|58
1030792153506|58
1030792153507|58
1030792153528|58
1030792153529|58
1030792153530|58
1030792153531|58
1030792153532|58
1030792153533|36
1030792153534|58
1030792153535|58
1030792153536|50
1030792153537|50
1030792153538|50
1030792153539|50
1030792153540|50
1030792153541|50
1030792153542|50
1030792153543|50
1030792153555|50
1030792153556|50
1030792153557|50
1030792153558|50
1030792153559|50
1030792153560|50
1030792153561|50
1030792153562|50
1030792153563|50
481036339679|90
1030792153584|90
481036339702|90
618475293186|90
893353200131|90
481036339741|90
824633723425|90
412316863012|90
687194769976|90
481036339779|90
274877909576|90
274877909600|90
549755816561|90
549755816571|90
962072676994|90
549755816579|90
962072677014|90
549755816607|90
962072677043|90
549755816646|90
962072677066|90
962072677079|90
962072677084|90
549755816684|90
549755816688|90
962072677110|90
755914246914|99
687194770185|99
274877909771|99
755914246932|99
618475293462|99
412316863268|99
824633723699|99
687194770228|99
481036340041|99
343597386585|99
412316863328|99
618475293554|99
893353200514|99
343597386631|99
755914247060|99
618475293607|99
481036340147|99
687194770376|99
687194770397|99
343597386735|99
343597386748|99
343597386765|99
343597386775|99
343597386780|99
343597386795|99
343597386803|99
343597386821|99
343597386824|99
343597386841|99
343597386851|99
343597386856|99
343597386875|30
343597386886|99
343597386895|99
343597386901|99
343597386917|99
962072677547|99
962072677548|99
962072677549|99
962072677550|99
962072677551|77
962072677552|99
962072677553|60
962072677554|85
962072677555|99
962072677556|99
962072677557|99
687194770614|99
687194770615|99
687194770616|99
687194770617|99
687194770618|99
687194770619|99
687194770620|99
687194770621|99
343597386942|99
343597386943|99
343597386944|99
343597386945|99
343597386946|99
343597386947|99
343597386948|99
343597386949|99
343597386950|99
343597386951|99
343597386952|99
343597386953|99
481036340426|99
481036340427|99
481036340428|99
481036340429|99
893353200846|99
893353200847|99
893353200848|99
893353200849|99
893353200850|99
893353200851|99
893353200852|99
893353200853|99
893353200854|99
893353200855|99
893353200856|99
893353200857|99
893353200858|99
893353200859|99
893353200860|99
893353200861|99
893353200862|99
893353200863|99
893353200864|99
893353200865|99
893353200866|99
893353200867|99
893353200868|99
893353200869|99
893353200870|99
893353200871|99
893353200872|99
893353200873|99
893353200874|99
893353200875|99
893353200876|99
893353200877|99
824633724142|99
824633724143|99
824633724144|99
824633724145|99
824633724146|99
824633724147|99
343597386996|99
343597386997|99
1030792154358|99
1030792154359|99
1030792154360|99
1030792154361|99
1030792154362|99
1030792154363|99
1030792154364|92
1030792154365|99
1030792154366|99
824633724159|99
824633724160|99
824633724161|99
687194770690|99
687194770691|99
755914247428|99
755914247429|99
755914247430|99
755914247431|99
755914247432|99
755914247433|99
755914247434|99
755914247435|99
755914247436|99
755914247437|99
412316863758|99
412316863759|99
412316863760|99
412316863761|99
412316863762|99
412316863763|99
412316863764|99
412316863765|99
412316863766|99
412316863767|99
412316863768|99
412316863769|99
412316863770|99
412316863771|99
412316863772|99
412316863773|99
412316863774|99
412316863775|99
274877910304|99
274877910305|102
962072677666|99
962072677667|89
962072677668|99
962072677669|99
962072677670|99
962072677671|97
962072677672|99
962072677673|99
962072677674|99
962072677675|99
962072677676|99
962072677677|99
962072677678|99
962072677679|99
962072677680|99
962072677681|99
962072677682|99
962072677683|99
549755817275|99
549755817276|99
549755817277|99
549755817278|99
549755817279|54
549755817280|99
549755817281|99
549755817282|99
549755817283|99
549755817284|99
549755817285|99
549755817286|99
549755817287|99
549755817288|99
618475294025|99
618475294026|99
618475294027|99
618475294028|59
618475294029|99
618475294030|99
618475294031|99
618475294032|99
618475294033|99
618475294034|99
618475294035|99
618475294036|99
618475294037|99
618475294038|99
618475294039|99
618475294040|99
618475294041|99
618475294042|99
618475294043|99
618475294044|99
893353200990|99
893353200991|99
893353200992|99
893353200993|99
893353200994|99
893353200995|99
893353200996|99
893353200997|99
893353200998|99
893353200999|99
893353201000|99
893353201001|99
893353201002|99
893353201003|99
893353201004|99
824633724269|99
824633724270|99
893353201007|99
893353201008|99
893353201009|99
893353201010|99
893353201011|99
893353201012|99
893353201013|99
893353201014|99
962072677751|99
962072677752|99
962072677753|99
962072677754|99
687194770826|58
893353201050|58
893353201059|58
755914247605|58
618475294150|58
618475294169|58
412316864001|58
687194770955|58
412316864030|58
412316864050|58
412316864068|58
412316864086|58
412316864107|58
412316864110|58
412316864126|58
412316864143|58
412316864151|58
412316864165|58
412316864167|58
412316864186|58
412316864205|58
412316864220|58
412316864224|58
412316864242|58
412316864256|58
274877910788|58
274877910789|58
412316864272|58
412316864282|58
412316864292|58
412316864308|58
412316864327|58
412316864328|58
412316864335|58
412316864343|58
412316864349|58
274877910879|58
412316864369|58
481036341122|58
481036341123|58
481036341124|58
481036341125|58
893353201542|58
893353201543|58
893353201544|58
893353201545|58
893353201546|58
893353201547|58
893353201548|58
893353201549|58
893353201550|58
893353201551|58
893353201552|58
893353201553|58
893353201554|58
893353201555|58
893353201556|58
893353201557|58
893353201558|58
893353201559|58
893353201560|58
893353201561|58
893353201562|58
893353201563|58
893353201564|58
893353201565|58
893353201566|58
893353201567|58
893353201568|58
893353201569|58
893353201570|58
893353201571|58
893353201572|58
893353201573|58
893353201574|58
893353201575|58
893353201576|58
893353201577|58
893353201578|58
755914248107|58
755914248108|58
755914248109|58
755914248110|58
755914248111|58
755914248112|58
755914248113|58
755914248114|58
755914248115|58
755914248116|58
755914248117|58
755914248118|58
755914248119|58
755914248120|58
755914248121|58
755914248122|58
755914248123|58
962072678332|58
962072678333|58
962072678334|58
962072678335|58
962072678336|58
962072678337|58
962072678338|58
962072678339|58
962072678340|41
962072678341|58
962072678342|14
962072678343|58
962072678344|58
962072678345|58
962072678346|58
962072678347|58
962072678348|58
962072678349|58
962072678350|58
962072678351|58
343597387728|58
343597387729|58
755914248146|58
755914248147|58
755914248148|58
755914248149|58
755914248150|58
755914248151|58
755914248152|58
755914248153|58
755914248154|58
755914248155|58
755914248156|58
755914248157|58
687194771429|58
687194771430|58
687194771431|58
687194771432|58
687194771433|58
687194771434|58
687194771435|58
687194771436|58
687194771437|58
687194771438|58
687194771439|58
687194771440|58
687194771441|58
687194771442|58
687194771443|58
687194771444|58
687194771445|58
687194771446|58
687194771447|58
343597387781|58
343597387782|58
343597387783|58
343597387784|58
343597387785|58
343597387786|58
343597387787|58
343597387788|58
343597387789|58
343597387790|58
343597387791|58
343597387792|58
343597387793|58
343597387794|58
343597387795|58
343597387796|58
343597387797|58
343597387798|58
1030792155159|58
1030792155160|58
1030792155161|58
1030792155162|58
1030792155163|58
1030792155164|58
1030792155165|58
1030792155166|58
1030792155167|58
1030792155168|58
1030792155169|58
1030792155170|58
1030792155171|58
1030792155172|58
1030792155173|58
1030792155174|58
1030792155175|58
1030792155176|58
824633724969|58
824633724970|58
824633724971|58
824633724972|58
824633724973|58
824633724974|58
824633724975|58
824633724976|58
824633724977|58
824633724978|58
824633724979|58
824633724980|58
824633724981|58
824633724982|58
824633724983|58
824633724984|58
824633724985|58
824633724986|58
824633724987|58
962072678460|58
687194771517|58
687194771518|50
687194771519|58
687194771520|58
687194771521|58
687194771522|58
687194771523|58
687194771524|58
687194771525|58
687194771526|58
687194771527|58
687194771528|58
687194771529|58
687194771530|58
687194771531|58
687194771532|58
687194771533|58
824633725006|58
824633725007|58
824633725008|58
824633725009|58
824633725010|58
824633725011|58
824633725012|58
824633725013|58
824633725014|58
824633725015|58
824633725016|58
343597387865|58
343597387866|58
343597387867|58
343597387868|58
343597387869|58
343597387870|58
343597387871|58
343597387872|58
343597387873|58
343597387874|58
343597387875|58
343597387876|58
343597387877|58
343597387878|58
343597387879|58
343597387880|58
343597387881|58
755914248298|48
755914248299|58
755914248300|58
755914248301|58
755914248302|58
755914248303|58
755914248304|58
755914248305|58
755914248306|105
755914248307|58
755914248308|58
755914248309|58
755914248310|58
755914248311|58
1099511631992|58
1099511631993|58
1099511631994|58
1099511631995|58
1099511631996|58
1099511631997|58
1099511631998|58
1099511631999|58
1099511632000|58
1099511632001|58
1099511632002|58
1099511632003|58
1099511632004|58
1099511632005|58
1099511632006|58
1099511632007|58
1030792155272|58
1030792155273|58
1030792155274|58
1030792155275|58
1030792155276|58
1030792155277|58
1030792155278|58
687194771599|58
687194771600|58
687194771601|58
687194771602|58
1030792155302|58
1030792155303|58
1030792155304|58
1030792155305|58
1030792155306|58
1030792155307|58
1030792155308|58
1030792155309|58
1030792155310|58
1030792155311|58
1030792155312|58
1030792155313|58
1030792155314|58
1030792155315|58
1030792155316|58
1030792155317|58
1030792155318|58
1030792155319|58
1030792155320|58
1030792155321|58
618475294906|58
618475294907|58
618475294908|31
618475294909|58
618475294910|58
618475294911|58
618475294912|58
618475294913|13
755914248404|1
618475294943|1
343597388006|1
481036341493|1
618475294986|1
1030792155410|1
687194771732|1
687194771738|1
824633725231|109
755914248524|55
893353202010|92
893353202011|74
618475295085|59
481036341671|59
481036341685|94
481036341695|53
481036341707|95
481036341708|95
481036341709|95
481036341710|95
481036341711|95
481036341712|95
481036341713|95
481036341714|95
481036341715|95
481036341716|108
481036341717|95
481036341718|95
481036341719|95
481036341720|95
687194771929|95
687194771930|95
687194771931|95
687194771932|95
687194771933|95
687194771934|95
687194771935|95
687194771936|95
687194771937|95
687194771938|95
687194771939|95
687194771940|95
687194771941|95
549755818470|95
549755818471|95
549755818472|101
549755818473|95
549755818474|95
549755818475|95
549755818476|95
549755818477|95
549755818478|95
549755818479|108
549755818480|95
618475295220|95
618475295221|95
618475295222|95
618475295223|95
618475295224|21
618475295225|95
618475295226|95
618475295227|95
618475295228|95
618475295229|95
618475295230|95
618475295231|95
618475295232|95
755914248705|95
755914248706|95
755914248707|95
755914248708|95
755914248709|95
755914248710|95
755914248711|95
755914248712|95
755914248713|95
755914248714|95
755914248715|95
755914248716|95
755914248717|95
755914248718|95
481036341775|95
481036341776|95
481036341777|95
481036341778|95
481036341779|95
481036341780|95
481036341781|95
481036341782|95
481036341783|95
481036341784|95
481036341785|95
481036341786|95
481036341787|95
481036341788|95
481036341789|95
274877911582|95
274877911583|95
274877911584|95
274877911585|95
274877911586|95
274877911587|95
274877911588|95
274877911589|95
274877911590|95
274877911591|95
274877911592|95
274877911593|95
687194772010|95
687194772011|95
687194772012|95
687194772013|95
687194772014|95
687194772015|109
687194772016|83
549755818545|95
549755818546|95
549755818547|95
549755818548|95
549755818549|95
549755818550|95
549755818551|95
755914248760|95
755914248761|95
755914248762|95
755914248763|95
755914248764|95
755914248765|95
755914248766|95
755914248767|95
755914248768|95
755914248769|95
755914248770|95
274877911619|95
1030792155716|95
1030792155717|95
1030792155718|95
1030792155719|95
1030792155720|95
1030792155721|95
1030792155722|95
1030792155723|95
1030792155724|95
755914248781|95
755914248782|95
755914248783|95
755914248784|95
755914248785|95
755914248786|95
755914248787|95
962072678996|95
962072678997|95
962072678998|95
962072678999|95
962072679000|95
962072679001|95
962072679002|1
962072679003|95
962072679004|95
962072679005|95
962072679006|29
962072679007|95
962072679008|95
962072679009|95
962072679010|95
962072679011|95
962072679012|95
962072679013|95
962072679014|95
549755818599|95
549755818600|95
549755818601|99
549755818602|95
549755818603|106
549755818604|95
824633725549|78
824633725550|95
824633725551|95
824633725552|82
824633725553|95
824633725554|95
824633725555|95
824633725556|95
824633725557|95
824633725558|95
824633725559|95
824633725560|95
274877911673|95
343597388410|95
343597388411|95
343597388412|95
343597388413|95
343597388414|95
343597388415|95
1030792155776|95
1030792155777|95
1030792155778|95
1030792155779|95
1030792155780|95
824633725573|95
824633725574|95
824633725575|95
824633725576|95
412316865161|95
412316865162|95
412316865163|95
412316865164|95
412316865165|95
412316865166|95
412316865167|95
412316865168|95
412316865169|95
412316865170|95
412316865171|95
412316865172|95
412316865173|95
412316865174|95
412316865175|95
412316865176|95
481036341913|95
893353202330|95
893353202331|95
962072679068|95
962072679069|95
962072679070|95
962072679071|95
962072679072|95
962072679073|95
962072679074|95
962072679075|95
962072679076|102
962072679077|95
962072679078|95
962072679079|95
962072679080|95
962072679081|95
962072679082|95
962072679083|95
343597388460|95
343597388461|95
343597388462|95
343597388463|95
343597388464|95
343597388465|79
343597388466|95
343597388467|95
343597388468|95
343597388469|95
343597388470|95
343597388471|95
343597388472|95
343597388473|95
343597388474|95
343597388475|95
343597388476|95
962072679120|56
755914248921|56
962072679135|56
687194772198|56
1030792155900|1
824633725709|1
962072679188|100
755914248990|1
755914248996|1
962072679207|95
962072679211|1
755914249005|1
962072679228|1
962072679243|1
962072679247|1
962072679258|1
755914249065|1
962072679280|1
962072679288|1
893353202568|70
893353202569|70
893353202570|70
893353202571|70
893353202572|70
893353202573|70
893353202574|70
962072679311|71
962072679312|85
962072679313|70
1030792156073|70
824633725866|70
824633725867|70
824633725868|70
824633725869|70
824633725870|70
824633725871|70
824633725872|70
824633725873|70
824633725874|70
824633725875|70
824633725876|70
824633725877|70
824633725878|70
824633725879|70
824633725880|70
824633725881|70
824633725882|70
962072679355|70
962072679356|70
1030792156093|70
1030792156094|70
824633725898|70
1030792156107|70
1030792156108|70
1030792156109|70
1030792156110|70
1030792156111|70
1030792156120|71
1030792156146|71
1030792156148|71
893353202694|71
893353202708|71
962072679457|71
893353202740|71
962072679493|71
893353202776|71
893353202795|47
893353202812|71
962072679569|71
962072679570|71
962072679571|71
962072679572|71
962072679573|71
962072679574|71
962072679575|26
962072679576|71
962072679577|29
962072679578|71
962072679579|71
962072679580|71
962072679581|71
962072679582|71
962072679583|71
962072679584|14
962072679585|71
962072679586|71
