Organisation.id|Place.id|eid_generated
255|69|4698
256|69|4699
257|69|4700
258|69|4701
259|69|4702
260|69|4703
261|70|4704
262|70|4705
263|70|4706
264|70|4707
265|70|4708
266|70|4709
267|70|4710
268|70|4711
269|70|4712
270|70|4713
271|70|4714
272|70|4715
273|70|4716
274|70|4717
275|70|4718
276|70|4719
277|70|4720
278|70|4721
279|70|4722
280|70|4723
281|70|4724
282|70|4725
283|70|4726
284|70|4727
285|70|4728
286|70|4729
287|70|4730
288|70|4731
289|70|4732
290|70|4733
291|70|4734
292|9|4735
293|9|4736
294|9|4737
295|9|4738
296|71|4739
297|71|4740
298|71|4741
299|72|4742
300|72|4743
301|72|4744
302|72|4745
303|72|4746
304|72|4747
305|72|4748
306|72|4749
307|72|4750
308|73|4751
309|73|4752
310|73|4753
311|73|4754
312|73|4755
313|73|4756
314|73|4757
315|73|4758
316|73|4759
317|73|4760
318|73|4761
319|73|4762
320|73|4763
321|73|4764
322|73|4765
323|73|4766
324|73|4767
325|73|4768
326|73|4769
327|73|4770
328|73|4771
329|73|4772
330|73|4773
331|73|4774
332|10|4775
333|10|4776
334|10|4777
335|10|4778
336|10|4779
337|10|4780
338|10|4781
339|10|4782
340|10|4783
341|10|4784
342|10|4785
343|10|4786
344|10|4787
345|11|4788
346|11|4789
347|74|4790
348|74|4791
349|74|4792
350|74|4793
351|74|4794
352|74|4795
353|74|4796
354|74|4797
355|74|4798
356|74|4799
357|74|4800
358|74|4801
359|74|4802
360|74|4803
361|74|4804
362|74|4805
363|74|4806
364|74|4807
365|74|4808
366|74|4809
367|74|4810
368|74|4811
369|74|4812
370|75|4813
371|75|4814
372|75|4815
373|75|4816
374|75|4817
375|75|4818
376|75|4819
377|75|4820
378|75|4821
379|75|4822
380|75|4823
381|75|4824
382|75|4825
383|75|4826
384|75|4827
385|75|4828
386|75|4829
387|75|4830
388|75|4831
389|75|4832
390|75|4833
391|75|4834
392|75|4835
393|75|4836
394|13|4837
395|13|4838
396|13|4839
397|13|4840
398|13|4841
399|76|4842
400|76|4843
401|14|4844
402|14|4845
403|14|4846
404|14|4847
405|14|4848
406|14|4849
407|14|4850
408|14|4851
409|14|4852
410|14|4853
411|77|4854
412|77|4855
413|77|4856
414|77|4857
415|77|4858
416|77|4859
417|77|4860
418|77|4861
419|77|4862
420|77|4863
421|77|4864
422|77|4865
423|77|4866
424|77|4867
425|77|4868
426|77|4869
427|77|4870
428|77|4871
429|77|4872
430|77|4873
431|77|4874
432|77|4875
433|77|4876
434|77|4877
435|77|4878
436|77|4879
437|77|4880
438|77|4881
439|77|4882
440|77|4883
441|77|4884
442|50|4885
443|50|4886
444|50|4887
445|50|4888
446|50|4889
447|50|4890
448|50|4891
449|50|4892
450|50|4893
451|50|4894
452|50|4895
453|50|4896
454|50|4897
455|50|4898
456|50|4899
457|50|4900
458|50|4901
459|50|4902
460|50|4903
461|50|4904
462|50|4905
463|50|4906
464|50|4907
465|50|4908
466|50|4909
467|50|4910
468|50|4911
469|50|4912
470|50|4913
471|50|4914
472|50|4915
473|50|4916
474|50|4917
475|50|4918
476|50|4919
477|50|4920
478|50|4921
479|50|4922
480|50|4923
481|50|4924
482|50|4925
483|50|4926
484|50|4927
485|50|4928
486|50|4929
487|50|4930
488|50|4931
489|50|4932
490|78|4933
491|78|4934
492|78|4935
493|78|4936
494|78|4937
495|78|4938
496|78|4939
497|78|4940
498|78|4941
499|78|4942
500|78|4943
501|78|4944
502|78|4945
503|78|4946
504|78|4947
505|78|4948
506|78|4949
507|78|4950
508|78|4951
509|78|4952
510|78|4953
511|78|4954
512|78|4955
513|78|4956
514|78|4957
515|78|4958
516|78|4959
517|78|4960
518|15|4961
519|15|4962
520|15|4963
521|15|4964
522|15|4965
523|16|4966
524|16|4967
525|16|4968
526|16|4969
527|16|4970
528|16|4971
529|16|4972
530|16|4973
531|16|4974
532|79|4975
533|79|4976
534|79|4977
535|79|4978
536|79|4979
537|79|4980
538|0|4981
539|0|4982
540|0|4983
541|0|4984
542|0|4985
543|0|4986
544|0|4987
545|0|4988
546|0|4989
547|0|4990
548|0|4991
549|0|4992
550|0|4993
551|0|4994
552|0|4995
553|0|4996
554|0|4997
555|51|4998
556|51|4999
557|51|5000
558|51|5001
559|51|5002
560|51|5003
561|51|5004
562|51|5005
563|51|5006
564|51|5007
565|51|5008
566|51|5009
567|51|5010
568|51|5011
569|51|5012
570|51|5013
571|51|5014
572|51|5015
573|51|5016
574|51|5017
575|51|5018
576|51|5019
577|51|5020
578|51|5021
579|51|5022
580|51|5023
581|51|5024
582|51|5025
583|51|5026
584|51|5027
585|51|5028
586|51|5029
587|51|5030
588|51|5031
589|80|5032
590|80|5033
591|80|5034
592|80|5035
593|80|5036
594|80|5037
595|80|5038
596|80|5039
597|80|5040
598|80|5041
599|80|5042
600|80|5043
601|80|5044
602|80|5045
603|80|5046
604|80|5047
605|80|5048
606|80|5049
607|17|5050
608|17|5051
609|17|5052
610|17|5053
611|17|5054
612|17|5055
613|17|5056
614|17|5057
615|17|5058
616|17|5059
617|81|5060
618|81|5061
619|81|5062
620|81|5063
621|81|5064
622|81|5065
623|81|5066
624|81|5067
625|81|5068
626|81|5069
627|81|5070
628|81|5071
629|81|5072
630|81|5073
631|81|5074
632|81|5075
633|81|5076
634|81|5077
635|81|5078
636|81|5079
637|81|5080
638|81|5081
639|81|5082
640|81|5083
641|81|5084
642|81|5085
643|81|5086
644|81|5087
645|81|5088
646|81|5089
647|81|5090
648|81|5091
649|81|5092
650|81|5093
651|81|5094
652|81|5095
653|81|5096
654|81|5097
655|81|5098
656|81|5099
657|81|5100
658|81|5101
659|81|5102
660|81|5103
661|81|5104
662|81|5105
663|81|5106
664|52|5107
665|52|5108
666|52|5109
667|52|5110
668|52|5111
669|52|5112
670|52|5113
671|52|5114
672|52|5115
673|52|5116
674|52|5117
675|52|5118
676|52|5119
677|52|5120
678|52|5121
679|52|5122
680|52|5123
681|52|5124
682|52|5125
683|18|5126
684|18|5127
685|18|5128
686|18|5129
687|18|5130
688|18|5131
689|18|5132
690|18|5133
691|18|5134
692|18|5135
693|18|5136
694|18|5137
695|18|5138
696|82|5139
697|82|5140
698|82|5141
699|82|5142
700|82|5143
701|82|5144
702|82|5145
703|82|5146
704|82|5147
705|82|5148
706|82|5149
707|82|5150
708|82|5151
709|82|5152
710|82|5153
711|82|5154
712|82|5155
713|82|5156
714|82|5157
715|82|5158
716|83|5159
717|83|5160
718|83|5161
719|83|5162
720|83|5163
721|83|5164
722|83|5165
723|83|5166
724|83|5167
725|83|5168
726|83|5169
727|83|5170
728|19|5171
729|19|5172
730|20|5173
731|20|5174
732|20|5175
733|20|5176
734|20|5177
735|21|5178
736|21|5179
737|22|5180
738|22|5181
739|22|5182
740|22|5183
741|22|5184
742|22|5185
743|22|5186
744|22|5187
745|22|5188
746|22|5189
747|22|5190
748|22|5191
749|23|5192
750|23|5193
751|23|5194
752|23|5195
753|23|5196
754|23|5197
755|23|5198
756|23|5199
757|23|5200
758|84|5201
759|85|5202
760|85|5203
761|85|5204
762|85|5205
763|85|5206
764|85|5207
765|85|5208
766|85|5209
767|85|5210
768|85|5211
769|85|5212
770|85|5213
771|24|5214
772|24|5215
773|24|5216
774|24|5217
775|25|5218
776|25|5219
777|26|5220
778|53|5221
779|53|5222
780|53|5223
781|53|5224
782|53|5225
783|53|5226
784|53|5227
785|53|5228
786|53|5229
787|53|5230
788|53|5231
789|53|5232
790|53|5233
791|53|5234
792|53|5235
793|53|5236
794|53|5237
795|53|5238
796|53|5239
797|53|5240
798|53|5241
799|53|5242
800|53|5243
801|53|5244
802|53|5245
803|53|5246
804|53|5247
805|53|5248
806|53|5249
807|53|5250
808|53|5251
809|86|5252
810|86|5253
811|86|5254
812|86|5255
813|86|5256
814|27|5257
815|27|5258
816|27|5259
817|27|5260
818|87|5261
819|87|5262
820|87|5263
821|87|5264
822|87|5265
823|87|5266
824|88|5267
825|88|5268
826|88|5269
827|88|5270
828|89|5271
829|89|5272
830|89|5273
831|89|5274
832|89|5275
833|89|5276
834|89|5277
835|89|5278
836|89|5279
837|89|5280
838|89|5281
839|89|5282
840|89|5283
841|89|5284
842|89|5285
843|89|5286
844|29|5287
845|29|5288
846|29|5289
847|29|5290
848|29|5291
849|29|5292
850|29|5293
851|29|5294
852|29|5295
853|29|5296
854|29|5297
855|29|5298
856|29|5299
857|29|5300
858|29|5301
859|29|5302
860|29|5303
861|30|5304
862|30|5305
863|30|5306
864|90|5307
865|90|5308
866|90|5309
867|32|5310
868|32|5311
869|32|5312
870|32|5313
871|32|5314
872|32|5315
873|32|5316
874|32|5317
875|32|5318
876|32|5319
877|32|5320
878|32|5321
879|32|5322
880|32|5323
881|32|5324
882|32|5325
883|32|5326
884|32|5327
885|32|5328
886|32|5329
887|54|5330
888|54|5331
889|54|5332
890|54|5333
891|54|5334
892|54|5335
893|54|5336
894|54|5337
895|54|5338
896|54|5339
897|54|5340
898|34|5341
899|34|5342
900|34|5343
901|34|5344
902|34|5345
903|35|5346
904|35|5347
905|1|5348
906|1|5349
907|1|5350
908|1|5351
909|1|5352
910|1|5353
911|1|5354
912|1|5355
913|1|5356
914|1|5357
915|1|5358
916|1|5359
917|1|5360
918|1|5361
919|1|5362
920|1|5363
921|1|5364
922|1|5365
923|1|5366
924|1|5367
925|1|5368
926|1|5369
927|1|5370
928|1|5371
929|1|5372
930|1|5373
931|1|5374
932|1|5375
933|1|5376
934|1|5377
935|1|5378
936|1|5379
937|1|5380
938|1|5381
939|91|5382
940|91|5383
941|91|5384
942|91|5385
943|91|5386
944|91|5387
945|91|5388
946|91|5389
947|91|5390
948|91|5391
949|55|5392
950|55|5393
951|55|5394
952|55|5395
953|55|5396
954|55|5397
955|55|5398
956|55|5399
957|55|5400
958|55|5401
959|55|5402
960|55|5403
961|55|5404
962|55|5405
963|55|5406
964|55|5407
965|55|5408
966|55|5409
967|55|5410
968|55|5411
969|92|5412
970|92|5413
971|92|5414
972|92|5415
973|92|5416
974|92|5417
975|92|5418
976|92|5419
977|92|5420
978|92|5421
979|92|5422
980|92|5423
981|92|5424
982|93|5425
983|93|5426
984|93|5427
985|93|5428
986|93|5429
987|93|5430
988|93|5431
989|93|5432
990|93|5433
991|93|5434
992|93|5435
993|93|5436
994|93|5437
995|93|5438
996|93|5439
997|93|5440
998|36|5441
999|36|5442
1000|36|5443
1001|94|5444
1002|94|5445
1003|37|5446
1004|37|5447
1005|37|5448
1006|37|5449
1007|37|5450
1008|37|5451
1009|38|5452
1010|38|5453
1011|38|5454
1012|38|5455
1013|95|5456
1014|95|5457
1015|95|5458
1016|95|5459
1017|95|5460
1018|95|5461
1019|95|5462
1020|95|5463
1021|95|5464
1022|95|5465
1023|56|5466
1024|56|5467
1025|56|5468
1026|56|5469
1027|56|5470
1028|56|5471
1029|56|5472
1030|56|5473
1031|56|5474
1032|56|5475
1033|56|5476
1034|56|5477
1035|56|5478
1036|56|5479
1037|56|5480
1038|56|5481
1039|56|5482
1040|56|5483
1041|56|5484
1042|56|5485
1043|56|5486
1044|56|5487
1045|56|5488
1046|56|5489
1047|56|5490
1048|56|5491
1049|56|5492
1050|56|5493
1051|56|5494
1052|56|5495
1053|56|5496
1054|56|5497
1055|56|5498
1056|56|5499
1057|56|5500
1058|56|5501
1059|56|5502
1060|56|5503
1061|56|5504
1062|56|5505
1063|56|5506
1064|56|5507
1065|56|5508
1066|56|5509
1067|56|5510
1068|56|5511
1069|56|5512
1070|56|5513
1071|56|5514
1072|56|5515
1073|56|5516
1074|56|5517
1075|56|5518
1076|56|5519
1077|56|5520
1078|56|5521
1079|56|5522
1080|56|5523
1081|56|5524
1082|56|5525
1083|56|5526
1084|56|5527
1085|56|5528
1086|56|5529
1087|56|5530
1088|56|5531
1089|56|5532
1090|56|5533
1091|56|5534
1092|56|5535
1093|56|5536
1094|56|5537
1095|56|5538
1096|56|5539
1097|56|5540
1098|56|5541
1099|56|5542
1100|56|5543
1101|56|5544
1102|56|5545
1103|56|5546
1104|56|5547
1105|56|5548
1106|56|5549
1107|56|5550
1108|56|5551
1109|39|5552
1110|39|5553
1111|40|5554
1112|40|5555
1113|40|5556
1114|40|5557
1115|40|5558
1116|40|5559
1117|96|5560
1118|96|5561
1119|41|5562
1120|41|5563
1121|41|5564
1122|41|5565
1123|41|5566
1124|41|5567
1125|41|5568
1126|41|5569
1127|42|5570
1128|42|5571
1129|42|5572
1130|42|5573
1131|42|5574
1132|42|5575
1133|42|5576
1134|42|5577
1135|42|5578
1136|43|5579
1137|43|5580
1138|43|5581
1139|43|5582
1140|97|5583
1141|97|5584
1142|97|5585
1143|97|5586
1144|97|5587
1145|97|5588
1146|97|5589
1147|97|5590
1148|97|5591
1149|97|5592
1150|97|5593
1151|97|5594
1152|97|5595
1153|97|5596
1154|97|5597
1155|97|5598
1156|97|5599
1157|97|5600
1158|97|5601
1159|97|5602
1160|97|5603
1161|97|5604
1162|97|5605
1163|97|5606
1164|97|5607
1165|97|5608
1166|97|5609
1167|97|5610
1168|97|5611
1169|97|5612
1170|97|5613
1171|97|5614
1172|97|5615
1173|97|5616
1174|98|5617
1175|98|5618
1176|98|5619
1177|98|5620
1178|98|5621
1179|98|5622
1180|98|5623
1181|99|5624
1182|99|5625
1183|99|5626
1184|99|5627
1185|99|5628
1186|99|5629
1187|99|5630
1188|99|5631
1189|99|5632
1190|99|5633
1191|99|5634
1192|99|5635
1193|99|5636
1194|99|5637
1195|99|5638
1196|99|5639
1197|99|5640
1198|99|5641
1199|99|5642
1200|99|5643
1201|99|5644
1202|99|5645
1203|99|5646
1204|99|5647
1205|99|5648
1206|99|5649
1207|99|5650
1208|99|5651
1209|99|5652
1210|99|5653
1211|99|5654
1212|99|5655
1213|99|5656
1214|99|5657
1215|99|5658
1216|99|5659
1217|99|5660
1218|99|5661
1219|99|5662
1220|99|5663
1221|99|5664
1222|99|5665
1223|99|5666
1224|99|5667
1225|99|5668
1226|100|5669
1227|100|5670
1228|100|5671
1229|100|5672
1230|100|5673
1231|44|5674
1232|44|5675
1233|44|5676
1234|44|5677
1235|101|5678
1236|101|5679
1237|101|5680
1238|101|5681
1239|101|5682
1240|101|5683
1241|101|5684
1242|101|5685
1243|101|5686
1244|101|5687
1245|101|5688
1246|101|5689
1247|101|5690
1248|101|5691
1249|101|5692
1250|101|5693
1251|101|5694
1252|101|5695
1253|101|5696
1254|101|5697
1255|101|5698
1256|101|5699
1257|101|5700
1258|101|5701
1259|101|5702
1260|101|5703
1261|101|5704
1262|101|5705
1263|101|5706
1264|101|5707
1265|101|5708
1266|101|5709
1267|101|5710
1268|101|5711
1269|101|5712
1270|101|5713
1271|101|5714
1272|101|5715
1273|45|5716
1274|45|5717
1275|45|5718
1276|45|5719
1277|45|5720
1278|45|5721
1279|45|5722
1280|45|5723
1281|45|5724
1282|45|5725
1283|45|5726
1284|45|5727
1285|45|5728
1286|45|5729
1287|45|5730
1288|45|5731
1289|45|5732
1290|45|5733
1291|45|5734
1292|46|5735
1293|46|5736
1294|46|5737
1295|46|5738
1296|102|5739
1297|102|5740
1298|102|5741
1299|102|5742
1300|102|5743
1301|102|5744
1302|102|5745
1303|103|5746
1304|103|5747
1305|103|5748
1306|103|5749
1307|103|5750
1308|103|5751
1309|103|5752
1310|103|5753
1311|103|5754
1312|103|5755
1313|103|5756
1314|103|5757
1315|103|5758
1316|103|5759
1317|103|5760
1318|103|5761
1319|103|5762
1320|104|5763
1321|104|5764
1322|104|5765
1323|104|5766
1324|104|5767
1325|104|5768
1326|105|5769
1327|105|5770
1328|105|5771
1329|105|5772
1330|105|5773
1331|105|5774
1332|105|5775
1333|105|5776
1334|105|5777
1335|105|5778
1336|105|5779
1337|105|5780
1338|105|5781
1339|105|5782
1340|105|5783
1341|105|5784
1342|105|5785
1343|105|5786
1344|105|5787
1345|105|5788
1346|105|5789
1347|105|5790
1348|105|5791
1349|105|5792
1350|105|5793
1351|106|5794
1352|106|5795
1353|106|5796
1354|106|5797
1355|106|5798
1356|106|5799
1357|106|5800
1358|106|5801
1359|106|5802
1360|106|5803
1361|106|5804
1362|106|5805
1363|106|5806
1364|106|5807
1365|106|5808
1366|106|5809
1367|106|5810
1368|106|5811
1369|106|5812
1370|106|5813
1371|106|5814
1372|106|5815
1373|106|5816
1374|106|5817
1375|106|5818
1376|106|5819
1377|106|5820
1378|106|5821
1379|106|5822
1380|106|5823
1381|106|5824
1382|106|5825
1383|106|5826
1384|106|5827
1385|106|5828
1386|106|5829
1387|106|5830
1388|106|5831
1389|107|5832
1390|107|5833
1391|107|5834
1392|107|5835
1393|107|5836
1394|107|5837
1395|107|5838
1396|107|5839
1397|107|5840
1398|107|5841
1399|107|5842
1400|107|5843
1401|107|5844
1402|107|5845
1403|107|5846
1404|107|5847
1405|107|5848
1406|107|5849
1407|107|5850
1408|107|5851
1409|107|5852
1410|107|5853
1411|107|5854
1412|107|5855
1413|107|5856
1414|107|5857
1415|107|5858
1416|107|5859
1417|107|5860
1418|107|5861
1419|107|5862
1420|107|5863
1421|107|5864
1422|107|5865
1423|107|5866
1424|107|5867
1425|107|5868
1426|107|5869
1427|107|5870
1428|107|5871
1429|107|5872
1430|107|5873
1431|107|5874
1432|107|5875
1433|107|5876
1434|107|5877
1435|107|5878
1436|107|5879
1437|107|5880
1438|107|5881
1439|107|5882
1440|57|5883
1441|57|5884
1442|57|5885
1443|57|5886
1444|57|5887
1445|57|5888
1446|57|5889
1447|57|5890
1448|57|5891
1449|57|5892
1450|57|5893
1451|57|5894
1452|57|5895
1453|57|5896
1454|57|5897
1455|57|5898
1456|57|5899
1457|57|5900
1458|57|5901
1459|57|5902
1460|57|5903
1461|57|5904
1462|57|5905
1463|57|5906
1464|57|5907
1465|57|5908
1466|57|5909
1467|57|5910
1468|57|5911
1469|57|5912
1470|57|5913
1471|57|5914
1472|57|5915
1473|57|5916
1474|57|5917
1475|57|5918
1476|57|5919
1477|57|5920
1478|57|5921
1479|57|5922
1480|57|5923
1481|57|5924
1482|57|5925
1483|57|5926
1484|57|5927
1485|57|5928
1486|57|5929
1487|57|5930
1488|57|5931
1489|57|5932
1490|57|5933
1491|57|5934
1492|57|5935
1493|57|5936
1494|57|5937
1495|57|5938
1496|57|5939
1497|57|5940
1498|57|5941
1499|57|5942
1500|57|5943
1501|57|5944
1502|57|5945
1503|57|5946
1504|57|5947
1505|57|5948
1506|57|5949
1507|57|5950
1508|57|5951
1509|57|5952
1510|57|5953
1511|57|5954
1512|57|5955
1513|57|5956
1514|57|5957
1515|57|5958
1516|57|5959
1517|57|5960
1518|57|5961
1519|57|5962
1520|57|5963
1521|57|5964
1522|57|5965
1523|57|5966
1524|57|5967
1525|57|5968
1526|57|5969
1527|57|5970
1528|57|5971
1529|57|5972
1530|57|5973
1531|57|5974
1532|57|5975
1533|57|5976
1534|57|5977
1535|47|5978
1536|47|5979
1537|47|5980
1538|47|5981
1539|108|5982
1540|108|5983
1541|108|5984
1542|108|5985
1543|108|5986
1544|108|5987
1545|108|5988
1546|108|5989
1547|108|5990
1548|108|5991
1549|108|5992
1550|108|5993
1551|108|5994
1552|108|5995
1553|108|5996
1554|108|5997
1555|108|5998
1556|108|5999
1557|58|6000
1558|58|6001
1559|58|6002
1560|58|6003
1561|58|6004
1562|48|6005
1563|48|6006
1564|48|6007
1565|48|6008
1566|48|6009
1567|109|6010
1568|109|6011
1569|110|6012
1570|110|6013
1571|110|6014
1572|110|6015
1573|110|6016
1574|110|6017
1575|957|6018
1576|951|6019
1577|954|6020
1578|952|6021
1579|772|6022
1580|956|6023
1581|953|6024
1582|955|6025
1583|955|6026
1584|959|6027
1585|955|6028
1586|958|6029
1587|955|6030
1588|953|6031
1589|955|6032
1590|955|6033
1591|955|6034
1592|955|6035
1593|955|6036
1594|959|6037
1595|965|6038
1596|960|6039
1597|963|6040
1598|960|6041
1599|961|6042
1600|960|6043
1601|969|6044
1602|967|6045
1603|508|6046
1604|974|6047
1605|972|6048
1606|973|6049
1607|978|6050
1608|977|6051
1609|979|6052
1610|972|6053
1611|972|6054
1612|979|6055
1613|971|6056
1614|971|6057
1615|972|6058
1616|972|6059
1617|972|6060
1618|972|6061
1619|827|6062
1620|975|6063
1621|976|6064
1622|976|6065
1623|975|6066
1624|971|6067
1625|972|6068
1626|972|6069
1627|972|6070
1628|972|6071
1629|972|6072
1630|972|6073
1631|970|6074
1632|970|6075
1633|970|6076
1634|978|6077
1635|984|6078
1636|984|6079
1637|985|6080
1638|985|6081
1639|986|6082
1640|987|6083
1641|982|6084
1642|983|6085
1643|983|6086
1644|981|6087
1645|981|6088
1646|981|6089
1647|981|6090
1648|981|6091
1649|987|6092
1650|987|6093
1651|987|6094
1652|987|6095
1653|987|6096
1654|987|6097
1655|982|6098
1656|982|6099
1657|983|6100
1658|983|6101
1659|980|6102
1660|981|6103
1661|981|6104
1662|981|6105
1663|981|6106
1664|981|6107
1665|981|6108
1666|981|6109
1667|986|6110
1668|986|6111
1669|986|6112
1670|986|6113
1671|986|6114
1672|986|6115
1673|986|6116
1674|986|6117
1675|986|6118
1676|989|6119
1677|984|6120
1678|989|6121
1679|989|6122
1680|986|6123
1681|986|6124
1682|986|6125
1683|986|6126
1684|986|6127
1685|986|6128
1686|981|6129
1687|987|6130
1688|987|6131
1689|987|6132
1690|987|6133
1691|987|6134
1692|987|6135
1693|987|6136
1694|987|6137
1695|987|6138
1696|982|6139
1697|982|6140
1698|982|6141
1699|983|6142
1700|983|6143
1701|983|6144
1702|980|6145
1703|980|6146
1704|981|6147
1705|981|6148
1706|981|6149
1707|981|6150
1708|981|6151
1709|981|6152
1710|981|6153
1711|981|6154
1712|981|6155
1713|981|6156
1714|981|6157
1715|984|6158
1716|984|6159
1717|984|6160
1718|984|6161
1719|984|6162
1720|988|6163
1721|988|6164
1722|981|6165
1723|983|6166
1724|984|6167
1725|984|6168
1726|984|6169
1727|984|6170
1728|984|6171
1729|985|6172
1730|988|6173
1731|981|6174
1732|984|6175
1733|983|6176
1734|983|6177
1735|989|6178
1736|986|6179
1737|986|6180
1738|986|6181
1739|986|6182
1740|986|6183
1741|981|6184
1742|987|6185
1743|987|6186
1744|987|6187
1745|987|6188
1746|987|6189
1747|982|6190
1748|982|6191
1749|982|6192
1750|983|6193
1751|981|6194
1752|981|6195
1753|981|6196
1754|981|6197
1755|981|6198
1756|984|6199
1757|984|6200
1758|984|6201
1759|984|6202
1760|984|6203
1761|985|6204
1762|985|6205
1763|985|6206
1764|1002|6207
1765|509|6208
1766|509|6209
1767|509|6210
1768|509|6211
1769|509|6212
1770|509|6213
1771|509|6214
1772|509|6215
1773|509|6216
1774|509|6217
1775|509|6218
1776|509|6219
1777|509|6220
1778|509|6221
1779|509|6222
1780|510|6223
1781|510|6224
1782|510|6225
1783|510|6226
1784|510|6227
1785|510|6228
1786|510|6229
1787|510|6230
1788|510|6231
1789|510|6232
1790|510|6233
1791|510|6234
1792|510|6235
1793|510|6236
1794|510|6237
1795|510|6238
1796|510|6239
1797|510|6240
1798|510|6241
1799|510|6242
1800|996|6243
1801|990|6244
1802|996|6245
1803|996|6246
1804|998|6247
1805|993|6248
1806|996|6249
1807|1009|6250
1808|1009|6251
1809|1009|6252
1810|1009|6253
1811|1001|6254
1812|1000|6255
1813|1003|6256
1814|1005|6257
1815|1007|6258
1816|1008|6259
1817|1009|6260
1818|1009|6261
1819|1009|6262
1820|1002|6263
1821|1001|6264
1822|1006|6265
1823|1004|6266
1824|1008|6267
1825|1295|6268
1826|1004|6269
1827|1294|6270
1828|1288|6271
1829|1009|6272
1830|1009|6273
1831|1001|6274
1832|1001|6275
1833|1009|6276
1834|1009|6277
1835|1009|6278
1836|1004|6279
1837|511|6280
1838|1433|6281
1839|512|6282
1840|512|6283
1841|512|6284
1842|512|6285
1843|512|6286
1844|512|6287
1845|512|6288
1846|512|6289
1847|512|6290
1848|512|6291
1849|592|6292
1850|592|6293
1851|559|6294
1852|583|6295
1853|571|6296
1854|571|6297
1855|584|6298
1856|559|6299
1857|559|6300
1858|559|6301
1859|559|6302
1860|564|6303
1861|591|6304
1862|586|6305
1863|557|6306
1864|581|6307
1865|560|6308
