Tag.id|TagClass.id|eid_generated
209|336|13540
210|59|13541
211|59|13542
212|211|13543
213|59|13544
214|115|13545
215|336|13546
216|230|13547
217|37|13548
218|115|13549
219|211|13550
220|59|13551
221|336|13552
222|336|13553
223|97|13554
224|37|13555
225|3|13556
226|82|13557
227|250|13558
228|319|13559
229|59|13560
230|88|13561
231|59|13562
232|59|13563
233|59|13564
234|59|13565
235|211|13566
236|115|13567
237|59|13568
238|336|13569
239|336|13570
240|59|13571
241|211|13572
242|88|13573
243|349|13574
244|59|13575
245|59|13576
246|74|13577
247|349|13578
248|74|13579
249|59|13580
250|74|13581
251|59|13582
252|336|13583
253|115|13584
254|57|13585
255|115|13586
256|115|13587
257|211|13588
258|74|13589
259|211|13590
260|336|13591
261|211|13592
262|59|13593
263|94|13594
264|59|13595
265|59|13596
266|88|13597
267|74|13598
268|59|13599
269|98|13600
270|211|13601
271|59|13602
272|74|13603
273|349|13604
274|115|13605
275|336|13606
276|59|13607
277|115|13608
278|115|13609
279|115|13610
280|349|13611
281|115|13612
282|349|13613
283|115|13614
284|115|13615
285|115|13616
286|115|13617
287|211|13618
288|349|13619
289|13|13620
290|148|13621
291|115|13622
292|148|13623
293|211|13624
294|349|13625
295|211|13626
296|115|13627
297|115|13628
298|115|13629
299|115|13630
300|115|13631
301|211|13632
302|115|13633
303|211|13634
304|115|13635
305|349|13636
306|88|13637
307|148|13638
308|211|13639
309|211|13640
310|115|13641
311|211|13642
312|37|13643
313|211|13644
314|115|13645
315|211|13646
316|211|13647
317|96|13648
318|148|13649
319|59|13650
320|59|13651
321|211|13652
322|13|13653
323|212|13654
324|115|13655
325|349|13656
326|349|13657
327|115|13658
328|211|13659
329|211|13660
330|349|13661
331|211|13662
332|211|13663
333|211|13664
334|211|13665
335|349|13666
336|88|13667
337|148|13668
338|82|13669
339|211|13670
340|115|13671
341|349|13672
342|349|13673
343|115|13674
344|96|13675
345|349|13676
346|211|13677
347|115|13678
348|211|13679
349|13|13680
350|349|13681
351|59|13682
352|13|13683
353|211|13684
354|57|13685
355|13|13686
356|115|13687
357|211|13688
358|148|13689
359|279|13690
360|115|13691
361|211|13692
362|211|13693
363|211|13694
364|148|13695
365|13|13696
366|211|13697
367|330|13698
368|349|13699
369|96|13700
370|13|13701
371|13|13702
372|211|13703
373|115|13704
374|97|13705
375|211|13706
376|211|13707
377|13|13708
378|13|13709
379|211|13710
380|211|13711
381|211|13712
382|211|13713
383|148|13714
384|349|13715
385|59|13716
386|59|13717
387|96|13718
388|211|13719
389|13|13720
390|211|13721
391|211|13722
392|211|13723
393|211|13724
394|115|13725
395|13|13726
396|349|13727
397|88|13728
398|115|13729
399|97|13730
400|211|13731
401|43|13732
402|211|13733
403|211|13734
404|211|13735
405|59|13736
406|115|13737
407|115|13738
408|57|13739
409|59|13740
410|59|13741
411|88|13742
412|59|13743
413|59|13744
414|211|13745
415|349|13746
416|57|13747
417|57|13748
418|82|13749
419|349|13750
420|349|13751
421|211|13752
422|349|13753
423|336|13754
424|211|13755
425|211|13756
426|200|13757
427|349|13758
428|250|13759
429|59|13760
430|336|13761
431|212|13762
432|336|13763
433|57|13764
434|336|13765
435|200|13766
436|354|13767
437|211|13768
438|336|13769
439|59|13770
440|200|13771
441|115|13772
442|88|13773
443|141|13774
444|115|13775
445|57|13776
446|96|13777
447|59|13778
448|57|13779
449|98|13780
450|59|13781
451|279|13782
452|59|13783
453|82|13784
454|59|13785
455|59|13786
456|98|13787
457|59|13788
458|349|13789
459|115|13790
460|57|13791
461|115|13792
462|211|13793
463|211|13794
464|211|13795
465|211|13796
466|88|13797
467|88|13798
468|279|13799
469|211|13800
470|88|13801
471|115|13802
472|59|13803
473|59|13804
474|336|13805
475|59|13806
476|59|13807
477|88|13808
478|59|13809
479|59|13810
480|59|13811
481|115|13812
482|59|13813
483|349|13814
484|59|13815
485|88|13816
486|349|13817
487|59|13818
488|59|13819
489|59|13820
490|59|13821
491|59|13822
492|336|13823
493|82|13824
494|211|13825
495|59|13826
496|59|13827
497|59|13828
498|59|13829
499|59|13830
500|279|13831
501|59|13832
502|59|13833
503|59|13834
504|211|13835
505|59|13836
506|211|13837
507|59|13838
508|279|13839
509|13|13840
510|59|13841
511|59|13842
512|59|13843
513|3|13844
514|57|13845
515|59|13846
516|336|13847
517|59|13848
518|82|13849
519|59|13850
520|59|13851
521|57|13852
522|57|13853
523|279|13854
524|88|13855
525|82|13856
526|336|13857
527|336|13858
528|336|13859
529|59|13860
530|279|13861
531|336|13862
532|211|13863
533|59|13864
534|336|13865
535|336|13866
536|250|13867
537|336|13868
538|310|13869
539|310|13870
540|310|13871
541|349|13872
542|310|13873
543|349|13874
544|57|13875
545|336|13876
546|193|13877
547|193|13878
548|349|13879
549|211|13880
550|95|13881
551|211|13882
552|98|13883
553|211|13884
554|82|13885
555|211|13886
556|88|13887
557|193|13888
558|59|13889
559|211|13890
560|349|13891
561|336|13892
562|149|13893
563|349|13894
564|57|13895
565|336|13896
566|336|13897
567|336|13898
568|349|13899
569|336|13900
570|336|13901
571|336|13902
572|211|13903
573|88|13904
574|336|13905
575|82|13906
576|349|13907
577|88|13908
578|82|13909
579|193|13910
580|349|13911
581|115|13912
582|211|13913
583|336|13914
584|3|13915
585|336|13916
586|250|13917
587|336|13918
588|211|13919
589|59|13920
590|88|13921
591|336|13922
592|349|13923
593|211|13924
594|82|13925
595|59|13926
596|279|13927
597|211|13928
598|250|13929
599|211|13930
600|250|13931
601|279|13932
602|211|13933
603|211|13934
604|336|13935
605|211|13936
606|336|13937
607|211|13938
608|336|13939
609|88|13940
610|250|13941
611|250|13942
612|74|13943
613|88|13944
614|211|13945
615|349|13946
616|250|13947
617|59|13948
618|37|13949
619|336|13950
620|279|13951
621|59|13952
622|115|13953
623|211|13954
624|211|13955
625|59|13956
626|74|13957
627|250|13958
628|336|13959
629|193|13960
630|336|13961
631|82|13962
632|349|13963
633|211|13964
634|279|13965
635|211|13966
636|59|13967
637|59|13968
638|59|13969
639|88|13970
640|88|13971
641|336|13972
642|82|13973
643|59|13974
644|88|13975
645|88|13976
646|336|13977
647|250|13978
648|336|13979
649|59|13980
650|336|13981
651|82|13982
652|211|13983
653|37|13984
654|336|13985
655|250|13986
656|211|13987
657|115|13988
658|59|13989
659|336|13990
660|82|13991
661|88|13992
662|279|13993
663|336|13994
664|250|13995
665|82|13996
666|336|13997
667|211|13998
668|211|13999
669|211|14000
670|336|14001
671|211|14002
672|37|14003
673|211|14004
674|336|14005
675|250|14006
676|59|14007
677|211|14008
678|59|14009
679|59|14010
680|250|14011
681|94|14012
682|279|14013
683|250|14014
684|59|14015
685|3|14016
686|82|14017
687|279|14018
688|88|14019
689|82|14020
690|88|14021
691|336|14022
692|211|14023
693|336|14024
694|349|14025
695|279|14026
696|59|14027
697|193|14028
698|59|14029
699|211|14030
700|211|14031
701|279|14032
702|88|14033
703|148|14034
704|59|14035
705|59|14036
706|59|14037
707|250|14038
708|211|14039
709|211|14040
710|211|14041
711|3|14042
712|336|14043
713|88|14044
714|59|14045
715|211|14046
716|279|14047
717|82|14048
718|82|14049
719|88|14050
720|59|14051
721|88|14052
722|94|14053
723|59|14054
724|279|14055
725|88|14056
726|211|14057
727|211|14058
728|211|14059
729|211|14060
730|94|14061
731|57|14062
732|211|14063
733|88|14064
734|211|14065
735|88|14066
736|336|14067
737|211|14068
738|279|14069
739|211|14070
740|59|14071
741|336|14072
742|250|14073
743|336|14074
744|211|14075
745|332|14076
746|115|14077
747|336|14078
748|336|14079
749|193|14080
750|211|14081
751|250|14082
752|88|14083
753|336|14084
754|82|14085
755|349|14086
756|193|14087
757|88|14088
758|115|14089
759|3|14090
760|336|14091
761|57|14092
762|211|14093
763|211|14094
764|279|14095
765|88|14096
766|211|14097
767|59|14098
768|211|14099
769|336|14100
770|211|14101
771|74|14102
772|336|14103
773|59|14104
774|211|14105
775|332|14106
776|211|14107
777|279|14108
778|82|14109
779|211|14110
780|88|14111
781|211|14112
782|82|14113
783|336|14114
784|211|14115
785|88|14116
786|211|14117
787|211|14118
788|336|14119
789|82|14120
790|82|14121
791|349|14122
792|336|14123
793|349|14124
794|349|14125
795|336|14126
796|349|14127
797|211|14128
798|88|14129
799|250|14130
800|37|14131
801|211|14132
802|211|14133
803|59|14134
804|211|14135
805|211|14136
806|82|14137
807|3|14138
808|82|14139
809|211|14140
810|115|14141
811|211|14142
812|59|14143
813|59|14144
814|211|14145
815|279|14146
816|250|14147
817|88|14148
818|349|14149
819|336|14150
820|279|14151
821|336|14152
822|279|14153
823|336|14154
824|336|14155
825|279|14156
826|211|14157
827|59|14158
828|115|14159
829|336|14160
830|59|14161
831|332|14162
832|59|14163
833|211|14164
834|349|14165
835|211|14166
836|336|14167
837|211|14168
838|212|14169
839|336|14170
840|211|14171
841|88|14172
842|279|14173
843|349|14174
844|336|14175
845|211|14176
846|279|14177
847|336|14178
848|3|14179
849|211|14180
850|336|14181
851|336|14182
852|88|14183
853|59|14184
854|211|14185
855|349|14186
856|59|14187
857|82|14188
858|279|14189
859|211|14190
860|211|14191
861|349|14192
862|349|14193
863|349|14194
864|88|14195
865|37|14196
866|82|14197
867|59|14198
868|336|14199
869|211|14200
870|336|14201
871|88|14202
872|279|14203
873|336|14204
874|279|14205
875|349|14206
876|212|14207
877|59|14208
878|355|14209
879|279|14210
880|336|14211
881|250|14212
882|59|14213
883|250|14214
884|336|14215
885|37|14216
886|349|14217
887|279|14218
888|59|14219
889|279|14220
890|82|14221
891|336|14222
892|59|14223
893|211|14224
894|336|14225
895|349|14226
896|336|14227
897|336|14228
898|59|14229
899|336|14230
900|336|14231
901|211|14232
902|115|14233
903|88|14234
904|193|14235
905|59|14236
906|82|14237
907|37|14238
908|211|14239
909|96|14240
910|3|14241
911|211|14242
912|94|14243
913|336|14244
914|94|14245
915|59|14246
916|59|14247
917|3|14248
918|336|14249
919|211|14250
920|336|14251
921|211|14252
922|336|14253
923|211|14254
924|211|14255
925|211|14256
926|115|14257
927|59|14258
928|336|14259
929|211|14260
930|211|14261
931|211|14262
932|59|14263
933|3|14264
934|211|14265
935|211|14266
936|354|14267
937|279|14268
938|336|14269
939|191|14270
940|82|14271
941|336|14272
942|3|14273
943|115|14274
944|74|14275
945|211|14276
946|279|14277
947|355|14278
948|88|14279
949|336|14280
950|279|14281
951|279|14282
952|94|14283
953|250|14284
954|211|14285
955|115|14286
956|88|14287
957|82|14288
958|279|14289
959|211|14290
960|59|14291
961|59|14292
962|82|14293
963|193|14294
964|59|14295
965|336|14296
966|336|14297
967|279|14298
968|336|14299
969|349|14300
970|336|14301
971|115|14302
972|349|14303
973|82|14304
974|88|14305
975|336|14306
976|82|14307
977|349|14308
978|211|14309
979|211|14310
980|211|14311
981|211|14312
982|279|14313
983|82|14314
984|115|14315
985|98|14316
986|193|14317
987|193|14318
988|250|14319
989|59|14320
990|211|14321
991|3|14322
992|349|14323
993|115|14324
994|349|14325
995|82|14326
996|82|14327
997|336|14328
998|336|14329
999|250|14330
1000|279|14331
1001|211|14332
1002|211|14333
1003|211|14334
1004|336|14335
1005|57|14336
1006|336|14337
1007|59|14338
1008|211|14339
1009|279|14340
1010|211|14341
1011|88|14342
1012|279|14343
1013|59|14344
1014|211|14345
1015|211|14346
1016|211|14347
1017|211|14348
1018|279|14349
1019|211|14350
1020|82|14351
1021|211|14352
1022|88|14353
1023|349|14354
1024|88|14355
1025|115|14356
1026|349|14357
1027|211|14358
1028|349|14359
1029|211|14360
1030|336|14361
1031|59|14362
1032|88|14363
1033|98|14364
1034|211|14365
1035|115|14366
1036|211|14367
1037|211|14368
1038|115|14369
1039|98|14370
1040|115|14371
1041|115|14372
1042|211|14373
1043|88|14374
1044|349|14375
1045|24|14376
1046|211|14377
1047|211|14378
1048|115|14379
1049|349|14380
1050|115|14381
1051|115|14382
1052|211|14383
1053|211|14384
1054|211|14385
1055|59|14386
1056|96|14387
1057|211|14388
1058|115|14389
1059|211|14390
1060|115|14391
1061|211|14392
1062|349|14393
1063|211|14394
1064|211|14395
1065|211|14396
1066|211|14397
1067|211|14398
1068|211|14399
1069|349|14400
1070|349|14401
1071|211|14402
1072|211|14403
1073|115|14404
1074|211|14405
1075|115|14406
1076|211|14407
1077|211|14408
1078|211|14409
1079|211|14410
1080|88|14411
1081|211|14412
1082|211|14413
1083|211|14414
1084|115|14415
1085|98|14416
1086|211|14417
1087|211|14418
1088|211|14419
1089|24|14420
1090|211|14421
1091|98|14422
1092|211|14423
1093|115|14424
1094|211|14425
1095|211|14426
1096|349|14427
1097|211|14428
1098|336|14429
1099|211|14430
1100|59|14431
1101|211|14432
1102|3|14433
1103|211|14434
1104|115|14435
1105|211|14436
1106|211|14437
1107|211|14438
1108|24|14439
1109|24|14440
1110|211|14441
1111|211|14442
1112|349|14443
1113|211|14444
1114|211|14445
1115|349|14446
1116|211|14447
1117|211|14448
1118|349|14449
1119|211|14450
1120|349|14451
1121|211|14452
1122|211|14453
1123|211|14454
1124|211|14455
1125|211|14456
1126|24|14457
1127|59|14458
1128|211|14459
1129|211|14460
1130|211|14461
1131|211|14462
1132|211|14463
1133|211|14464
1134|211|14465
1135|115|14466
1136|211|14467
1137|211|14468
1138|211|14469
1139|211|14470
1140|24|14471
1141|211|14472
1142|211|14473
1143|211|14474
1144|211|14475
1145|88|14476
1146|211|14477
1147|24|14478
1148|211|14479
1149|57|14480
1150|349|14481
1151|59|14482
1152|349|14483
1153|336|14484
1154|57|14485
1155|349|14486
1156|349|14487
1157|336|14488
1158|336|14489
1159|88|14490
1160|148|14491
1161|211|14492
1162|98|14493
1163|82|14494
1164|193|14495
1165|115|14496
1166|349|14497
1167|349|14498
1168|211|14499
1169|59|14500
1170|98|14501
1171|57|14502
1172|211|14503
1173|88|14504
1174|332|14505
1175|211|14506
1176|250|14507
1177|332|14508
1178|88|14509
1179|88|14510
1180|88|14511
1181|211|14512
1182|211|14513
1183|250|14514
1184|332|14515
1185|332|14516
1186|88|14517
1187|279|14518
1188|98|14519
1189|250|14520
1190|332|14521
1191|193|14522
1192|336|14523
1193|332|14524
1194|349|14525
1195|88|14526
1196|211|14527
1197|211|14528
1198|332|14529
1199|98|14530
1200|336|14531
1201|88|14532
1202|211|14533
1203|115|14534
1204|250|14535
1205|98|14536
1206|82|14537
1207|211|14538
1208|332|14539
1209|211|14540
1210|211|14541
1211|336|14542
1212|250|14543
1213|59|14544
1214|211|14545
1215|59|14546
1216|250|14547
1217|88|14548
1218|332|14549
1219|98|14550
1220|115|14551
1221|211|14552
1222|336|14553
1223|95|14554
1224|211|14555
1225|211|14556
1226|279|14557
1227|88|14558
1228|211|14559
1229|332|14560
1230|98|14561
1231|115|14562
1232|332|14563
1233|332|14564
1234|336|14565
1235|336|14566
1236|332|14567
1237|332|14568
1238|211|14569
1239|336|14570
1240|279|14571
1241|211|14572
1242|82|14573
1243|250|14574
1244|250|14575
1245|211|14576
1246|59|14577
1247|59|14578
1248|211|14579
1249|211|14580
1250|193|14581
1251|98|14582
1252|349|14583
1253|59|14584
1254|336|14585
1255|211|14586
1256|332|14587
1257|59|14588
1258|349|14589
1259|332|14590
1260|332|14591
1261|211|14592
1262|211|14593
1263|332|14594
1264|88|14595
1265|212|14596
1266|211|14597
1267|211|14598
1268|219|14599
1269|59|14600
1270|211|14601
1271|211|14602
1272|332|14603
1273|250|14604
1274|332|14605
1275|332|14606
1276|332|14607
1277|336|14608
1278|95|14609
1279|211|14610
1280|332|14611
1281|211|14612
1282|332|14613
1283|332|14614
1284|279|14615
1285|332|14616
1286|211|14617
1287|88|14618
1288|82|14619
1289|211|14620
1290|211|14621
1291|59|14622
1292|74|14623
1293|211|14624
1294|95|14625
1295|88|14626
1296|211|14627
1297|211|14628
1298|59|14629
1299|211|14630
1300|59|14631
1301|88|14632
1302|332|14633
1303|332|14634
1304|59|14635
1305|211|14636
1306|88|14637
1307|211|14638
1308|250|14639
1309|332|14640
1310|211|14641
1311|332|14642
1312|74|14643
1313|336|14644
1314|211|14645
1315|59|14646
1316|279|14647
1317|332|14648
1318|94|14649
1319|59|14650
1320|115|14651
1321|59|14652
1322|59|14653
1323|211|14654
1324|74|14655
1325|211|14656
1326|82|14657
1327|211|14658
1328|250|14659
1329|211|14660
1330|211|14661
1331|193|14662
1332|336|14663
1333|332|14664
1334|332|14665
1335|250|14666
1336|336|14667
1337|250|14668
1338|212|14669
1339|349|14670
1340|211|14671
1341|88|14672
1342|332|14673
1343|74|14674
1344|211|14675
1345|250|14676
1346|250|14677
1347|211|14678
1348|332|14679
1349|94|14680
1350|332|14681
1351|211|14682
1352|59|14683
1353|74|14684
1354|211|14685
1355|94|14686
1356|59|14687
1357|332|14688
1358|211|14689
1359|332|14690
1360|336|14691
1361|336|14692
1362|250|14693
1363|349|14694
1364|336|14695
1365|115|14696
1366|74|14697
1367|82|14698
1368|332|14699
1369|211|14700
1370|211|14701
1371|211|14702
1372|250|14703
1373|336|14704
1374|336|14705
1375|115|14706
1376|211|14707
1377|336|14708
1378|61|14709
1379|97|14710
1380|115|14711
1381|349|14712
1382|211|14713
1383|211|14714
1384|336|14715
1385|349|14716
1386|115|14717
1387|115|14718
1388|88|14719
1389|211|14720
1390|211|14721
1391|211|14722
1392|211|14723
1393|349|14724
1394|211|14725
1395|211|14726
1396|211|14727
1397|211|14728
1398|336|14729
1399|336|14730
1400|3|14731
1401|59|14732
1402|349|14733
1403|211|14734
1404|349|14735
1405|349|14736
1406|211|14737
1407|211|14738
1408|97|14739
1409|59|14740
1410|211|14741
1411|336|14742
1412|115|14743
1413|349|14744
1414|82|14745
1415|98|14746
1416|88|14747
1417|349|14748
1418|349|14749
1419|115|14750
1420|349|14751
1421|115|14752
1422|211|14753
1423|57|14754
1424|3|14755
1425|349|14756
1426|250|14757
1427|349|14758
1428|211|14759
1429|57|14760
1430|115|14761
1431|57|14762
1432|211|14763
1433|250|14764
1434|211|14765
1435|59|14766
1436|336|14767
1437|57|14768
1438|88|14769
1439|115|14770
1440|3|14771
1441|211|14772
1442|57|14773
1443|211|14774
1444|98|14775
1445|59|14776
1446|211|14777
1447|59|14778
1448|336|14779
1449|59|14780
1450|336|14781
1451|250|14782
1452|250|14783
1453|211|14784
1454|82|14785
1455|82|14786
1456|115|14787
1457|336|14788
1458|59|14789
1459|59|14790
1460|336|14791
1461|115|14792
1462|336|14793
1463|59|14794
1464|250|14795
1465|59|14796
1466|59|14797
1467|74|14798
1468|250|14799
1469|59|14800
1470|59|14801
1471|279|14802
1472|115|14803
1473|94|14804
1474|336|14805
1475|37|14806
1476|211|14807
1477|94|14808
1478|250|14809
1479|250|14810
1480|250|14811
1481|59|14812
1482|94|14813
1483|336|14814
1484|94|14815
1485|59|14816
1486|59|14817
1487|3|14818
1488|211|14819
1489|211|14820
1490|115|14821
1491|211|14822
1492|211|14823
1493|59|14824
1494|349|14825
1495|59|14826
1496|310|14827
1497|74|14828
1498|279|14829
1499|37|14830
1500|349|14831
1501|211|14832
1502|250|14833
1503|211|14834
1504|336|14835
1505|349|14836
1506|349|14837
1507|349|14838
1508|349|14839
1509|336|14840
1510|82|14841
1511|211|14842
1512|349|14843
1513|98|14844
1514|349|14845
1515|95|14846
1516|349|14847
1517|59|14848
1518|211|14849
1519|211|14850
1520|211|14851
1521|211|14852
1522|98|14853
1523|279|14854
1524|310|14855
1525|115|14856
1526|57|14857
1527|349|14858
1528|211|14859
1529|88|14860
1530|59|14861
1531|349|14862
1532|349|14863
1533|349|14864
1534|349|14865
1535|211|14866
1536|349|14867
1537|72|14868
1538|57|14869
1539|349|14870
1540|349|14871
1541|349|14872
1542|349|14873
1543|104|14874
1544|57|14875
1545|332|14876
1546|211|14877
1547|336|14878
1548|279|14879
1549|349|14880
1550|82|14881
1551|211|14882
1552|279|14883
1553|211|14884
1554|57|14885
1555|349|14886
1556|349|14887
1557|3|14888
1558|59|14889
1559|336|14890
1560|211|14891
1561|88|14892
1562|336|14893
1563|336|14894
1564|336|14895
1565|349|14896
1566|59|14897
1567|59|14898
1568|59|14899
1569|59|14900
1570|336|14901
1571|98|14902
1572|279|14903
1573|211|14904
1574|211|14905
1575|59|14906
1576|82|14907
1577|211|14908
1578|211|14909
1579|336|14910
1580|211|14911
1581|3|14912
1582|211|14913
1583|349|14914
1584|279|14915
1585|88|14916
1586|279|14917
1587|211|14918
1588|211|14919
1589|211|14920
1590|74|14921
1591|211|14922
1592|336|14923
1593|193|14924
1594|211|14925
1595|336|14926
1596|349|14927
1597|336|14928
1598|336|14929
1599|336|14930
1600|349|14931
1601|349|14932
1602|74|14933
1603|336|14934
1604|336|14935
1605|336|14936
1606|336|14937
1607|88|14938
1608|59|14939
1609|336|14940
1610|336|14941
1611|211|14942
1612|211|14943
1613|211|14944
1614|88|14945
1615|211|14946
1616|88|14947
1617|211|14948
1618|82|14949
1619|211|14950
1620|115|14951
1621|115|14952
1622|115|14953
1623|211|14954
1624|211|14955
1625|115|14956
1626|94|14957
1627|88|14958
1628|211|14959
1629|211|14960
1630|349|14961
1631|279|14962
1632|82|14963
1633|349|14964
1634|74|14965
1635|211|14966
1636|3|14967
1637|191|14968
1638|96|14969
1639|88|14970
1640|349|14971
1641|115|14972
1642|115|14973
1643|211|14974
1644|211|14975
1645|349|14976
1646|211|14977
1647|211|14978
1648|336|14979
1649|59|14980
1650|88|14981
1651|59|14982
1652|59|14983
1653|88|14984
1654|211|14985
1655|59|14986
1656|148|14987
1657|59|14988
1658|59|14989
1659|336|14990
1660|59|14991
1661|336|14992
1662|349|14993
1663|211|14994
1664|336|14995
1665|88|14996
1666|98|14997
1667|349|14998
1668|211|14999
1669|211|15000
1670|349|15001
1671|57|15002
1672|336|15003
1673|115|15004
1674|88|15005
1675|211|15006
1676|88|15007
1677|336|15008
1678|336|15009
1679|336|15010
1680|57|15011
1681|349|15012
1682|88|15013
1683|211|15014
1684|59|15015
1685|59|15016
1686|88|15017
1687|336|15018
1688|59|15019
1689|59|15020
1690|211|15021
1691|88|15022
1692|349|15023
1693|336|15024
1694|59|15025
1695|59|15026
1696|88|15027
1697|211|15028
1698|336|15029
1699|250|15030
1700|59|15031
1701|88|15032
1702|82|15033
1703|279|15034
1704|59|15035
1705|211|15036
1706|211|15037
1707|211|15038
1708|336|15039
1709|211|15040
1710|211|15041
1711|211|15042
1712|336|15043
1713|115|15044
1714|88|15045
1715|88|15046
1716|59|15047
1717|3|15048
1718|336|15049
1719|279|15050
1720|88|15051
1721|59|15052
1722|349|15053
1723|59|15054
1724|349|15055
1725|211|15056
1726|59|15057
1727|59|15058
1728|59|15059
1729|211|15060
1730|279|15061
1731|211|15062
1732|349|15063
1733|74|15064
1734|57|15065
1735|59|15066
1736|59|15067
1737|59|15068
1738|211|15069
1739|59|15070
1740|59|15071
1741|59|15072
1742|59|15073
1743|59|15074
1744|59|15075
1745|59|15076
1746|59|15077
1747|59|15078
1748|82|15079
1749|88|15080
1750|349|15081
1751|24|15082
1752|336|15083
1753|349|15084
1754|115|15085
1755|97|15086
1756|57|15087
1757|59|15088
1758|250|15089
1759|349|15090
1760|336|15091
1761|115|15092
1762|82|15093
1763|250|15094
1764|59|15095
1765|336|15096
1766|88|15097
1767|336|15098
1768|211|15099
1769|336|15100
1770|59|15101
1771|336|15102
1772|336|15103
1773|59|15104
1774|59|15105
1775|59|15106
1776|59|15107
1777|211|15108
1778|193|15109
1779|59|15110
1780|59|15111
1781|59|15112
1782|59|15113
1783|336|15114
1784|336|15115
1785|336|15116
1786|336|15117
1787|37|15118
1788|211|15119
1789|250|15120
1790|59|15121
1791|115|15122
1792|59|15123
1793|211|15124
1794|332|15125
1795|336|15126
1796|59|15127
1797|59|15128
1798|59|15129
1799|336|15130
1800|211|15131
1801|59|15132
1802|336|15133
1803|211|15134
1804|59|15135
1805|59|15136
1806|59|15137
1807|250|15138
1808|211|15139
1809|59|15140
1810|59|15141
1811|193|15142
1812|211|15143
1813|349|15144
1814|336|15145
1815|82|15146
1816|59|15147
1817|336|15148
1818|59|15149
1819|336|15150
1820|3|15151
1821|336|15152
1822|336|15153
1823|59|15154
1824|211|15155
1825|59|15156
1826|59|15157
1827|212|15158
1828|59|15159
1829|211|15160
1830|336|15161
1831|74|15162
1832|319|15163
1833|211|15164
1834|59|15165
1835|211|15166
1836|59|15167
1837|74|15168
1838|88|15169
1839|191|15170
1840|74|15171
1841|59|15172
1842|211|15173
1843|211|15174
1844|193|15175
1845|59|15176
1846|82|15177
1847|59|15178
1848|336|15179
1849|336|15180
1850|336|15181
1851|336|15182
1852|94|15183
1853|211|15184
1854|336|15185
1855|74|15186
1856|336|15187
1857|24|15188
1858|211|15189
1859|349|15190
1860|24|15191
1861|24|15192
1862|211|15193
1863|279|15194
1864|59|15195
1865|211|15196
1866|59|15197
1867|211|15198
1868|88|15199
1869|59|15200
